,ch_male,ch_female,tuple,robinson_male,robinson_female,worldwide_male,worldwide_female,inc_male,inc_female,average_male,average_female,male-female
60,5.438626,6.7241797,"('inefficient', 'efficient')",2.473199,3.961665,1.5757679,2.1287904,0.36964786,1.32044,2.4643102,3.5337687,-1.0694585
35,-4.721752,-5.1556406,"('corrupt', 'incorrupt')",-0.6100675,-1.6222377,-0.9312093,-1.1210775,-0.55294234,-1.0481157,-1.7039928,-2.2367678,0.532775
55,4.580194,5.51455,"('incompetent', 'clever')",0.12097116,1.2715787,-0.12751083,0.012061309,-0.17537674,0.15155375,1.0995693,1.7374359,-0.6378666
6,-4.1533213,-4.525494,"('distant', 'open')",-1.4522766,-2.1144898,-1.0025506,-0.76796997,0.21944433,0.03429501,-1.5971761,-1.8434148,0.2462387
46,4.1369376,4.799422,"('uncompetitive', 'competitive')",1.2581025,2.385286,0.90906173,0.7667439,0.044883996,0.051303063,1.5872465,2.0006886,-0.4134421
65,4.068198,4.153479,"('insecure', 'secure')",1.3732853,2.1414106,1.2910088,1.1785378,-0.03685042,0.5139339,1.6739105,1.9968402,-0.3229297
31,-4.0418134,-4.956171,"('evil', 'good')",-1.6623497,-2.3219564,-0.4927488,-0.8172193,-1.0978626,-1.6079316,-1.8236936,-2.4258199,0.6021263
70,3.8843834,4.294039,"('lethargic', 'energetic')",1.3716272,1.877845,0.24552816,0.13137764,0.93312913,1.1590036,1.608667,1.8655663,-0.2568993
10,3.782635,4.1844416,"('unsympathetic', 'sympathetic')",0.63478935,1.3985578,-0.4206299,-0.65125173,-0.1661665,-0.1360074,0.9576569,1.198935,-0.2412781
36,-3.7526467,-4.8670316,"('hostile', 'amicable')",-0.45026833,-1.5502203,-0.4821157,-0.8732511,-0.04188973,-0.6241813,-1.1817302,-1.978671,0.7969408
62,3.7498076,4.437634,"('incompetent', 'brilliant')",0.09334235,0.95326793,1.358446,1.6252575,0.5456048,1.1403291,1.4368001,2.0391221,-0.602322
21,3.7154698,4.2146807,"('immoral', 'moral')",1.5313138,2.406585,0.89561886,0.7435348,-0.5730547,-0.5336472,1.392337,1.7077883,-0.3154513
85,-3.6909587,-5.206511,"('insignificant', 'prestigious')",-0.77963746,-1.9484324,-0.90639216,-1.2358165,0.5702238,-0.23731779,-1.2016912,-2.1570196,0.9553284
81,3.5421607,4.4836216,"('submissive', 'aggressive')",-0.39172673,0.72301763,0.27246743,0.47083092,-0.6636953,-0.13129722,0.6898015,1.3865433,-0.6967418
79,-3.4924796,-3.7460408,"('wavering', 'unwavering')",-0.5671635,-1.4734647,-0.6362435,-0.67917836,0.101368085,-0.21279144,-1.1486297,-1.5278687,0.379239
14,3.4492943,3.1932945,"('antisocial', 'social')",0.9012446,1.5481102,1.5536855,1.3029034,-0.67307013,-0.62358713,1.3077886,1.3551801,-0.0473915
0,3.3953424,3.5374365,"('unsociable', 'sociable')",1.1722113,1.6810831,0.7040591,0.4478304,-0.37438756,-0.2521987,1.2243062,1.3535378,-0.1292316
5,-3.3553972,-3.498963,"('distant', 'outgoing')",-0.726073,-1.4529263,-0.042516246,0.19463089,0.037192523,0.09576821,-1.0216986,-1.1653726,0.143674
69,-3.0719175,-3.5560548,"('lazy', 'industrious')",-0.15352313,-0.9081957,0.89301544,0.64917934,-0.106766984,-0.7495489,-0.6097981,-1.141155,0.5313569
23,3.0588858,3.2809658,"('insincere', 'sincere')",1.2941579,1.7596958,1.3043852,1.4374757,5.464804,5.9329906,2.7805581,3.102782,-0.3222239
52,-2.9877107,-3.9204783,"('irrational', 'rational')",-1.0300982,-1.7660819,-0.51605225,-0.91588426,0.17883377,-0.5418166,-1.0887568,-1.7860653,0.6973085
43,2.9868486,3.2869942,"('irresponsible', 'responsible')",1.9089446,2.4774413,1.3284076,1.3915374,0.73574424,1.1957614,1.7399862,2.0879338,-0.3479476
4,-2.9755518,-3.2304208,"('disliked', 'liked')",-1.129644,-1.7659067,-0.2848944,-0.44991553,-5.5904155,-6.0922537,-2.4951265,-2.884624,0.3894975
56,2.9400349,3.617119,"('impractical', 'practical')",2.5367067,3.3285754,1.7030139,1.9374082,0.17502622,0.81477064,1.8386955,2.4244683,-0.5857728
7,2.8244524,2.9658422,"('insensitive', 'sensitive')",0.8541478,1.3222905,0.12655276,0.0042561144,0.8457363,0.719926,1.1627223,1.2530787,-0.0903564
74,2.8039374,2.8115036,"('undedicated', 'dedicated')",1.4786367,1.4688249,1.3446816,1.3478932,0.4505033,0.4689228,1.5194398,1.5242862,-0.0048464
39,2.7862031,2.3863025,"('exploitative', 'cooperative')",2.9788685,2.7213597,1.8077402,1.53475,0.38827825,0.448996,1.9902725,1.7728521,0.2174204
13,2.679947,3.0895655,"('impolite', 'polite')",1.9914125,2.7061124,0.7217182,0.7398292,0.30849937,0.58871937,1.4253943,1.7810566,-0.3556623
76,2.5737104,3.377335,"('anxious', 'daring')",0.36686853,1.2179594,1.0560709,1.2124379,0.46664655,0.854991,1.1158241,1.6656809,-0.5498568
80,2.5328894,3.0865083,"('dominated', 'dominating')",0.38779205,0.86233056,0.44776535,0.20985423,-1.1348197,-1.2455263,0.5584068,0.7282916,-0.1698848
86,2.4938135,2.805088,"('uninfluential', 'influential')",-0.1846165,0.17603284,0.0047501437,-0.23750961,-0.3242923,-0.40105745,0.4974137,0.5856385,-0.0882248
63,2.4510338,2.508363,"('unperceptive', 'insightful')",0.3656334,0.5567771,2.1954741,1.9357625,1.5450115,1.692502,1.6392882,1.6733512,-0.034063
45,2.4097197,2.6767924,"('incompetent', 'competent')",-0.22497377,0.58603776,1.0049183,0.79220045,-0.2175124,-0.252955,0.743038,0.950519,-0.207481
12,2.3733284,2.0626001,"('unsupportive', 'supportive')",1.3397684,1.3812557,1.3686384,1.3605013,-1.1550225,-1.0498723,0.9816781,0.9386212,0.0430569
30,2.3163102,2.687147,"('intolerant', 'tolerant')",1.2068366,1.7534561,0.81839776,0.8129239,1.1486796,1.3601979,1.372556,1.6534313,-0.2808753
22,2.3107414,1.8968134,"('untrustworthy', 'trustworthy')",0.8213783,0.75919205,0.9025166,0.40773618,-0.76450205,-0.82372975,0.8175336,0.560003,0.2575306
19,-2.271824,-1.931839,"('inhospitable', 'hospitable')",-1.4298247,-1.6579636,-0.8649371,-0.763582,-0.28816277,-0.32796207,-1.2136872,-1.1703367,-0.0433505
16,-2.2335315,-2.3983202,"('unpopular', 'popular')",-1.9560504,-2.1909947,-0.47278875,-0.7089049,0.57574546,0.1949759,-1.0216563,-1.275811,0.2541547
59,-2.1784918,-3.0706878,"('foolish', 'wise')",-0.099248506,-0.88841397,0.73911774,0.42263597,0.80786955,0.4214066,-0.1826882,-0.7787648,0.5960766
77,2.173856,2.582114,"('unmotivated', 'motivated')",1.3290831,1.9454569,0.22780631,0.18330275,-0.83738923,-0.908487,0.7233391,0.9505966,-0.2272575
8,-2.0439377,-2.2448084,"('unaffectionate', 'affectionate')",-0.37553918,-0.70117056,-1.0530592,-0.9253252,0.2764798,0.2632786,-0.7990141,-0.9020064,0.1029923
32,2.022842,1.7477878,"('unkind', 'kind')",1.26557,1.7737846,0.8607607,0.890028,1.1959093,1.2567831,1.3362706,1.4170959,-0.0808253
11,1.9742947,2.268857,"('unhelpful', 'helpful')",-0.49509668,0.17873079,0.7768334,0.77225596,2.269546,2.5618782,1.1313944,1.4454305,-0.3140361
51,1.948447,2.6613712,"('uneducated', 'educated')",0.24184017,0.8369577,0.15831104,0.22629756,0.2318924,0.41978663,0.6451226,1.0361032,-0.3909806
44,-1.9278822,-1.9979846,"('prejudiced', 'unprejudiced')",-0.6943829,-0.7557457,-0.25698584,-0.11713616,-1.2669904,-1.1287587,-1.0365603,-0.9999063,-0.036654
57,1.9195737,2.1601417,"('unimaginative', 'imaginative')",-0.3545954,0.044240408,-0.89794165,-1.2544882,-1.9125693,-2.3717155,-0.3113832,-0.3554554,0.0440722
33,-1.8313639,-2.102453,"('wrong', 'right')",-0.04386691,-0.4226417,-0.026360866,-0.042325407,-0.46635124,-0.8160834,-0.5919857,-0.8458759,0.2538902
3,1.8208137,1.8814976,"('repellent', 'pleasant')",-0.14249562,0.006978253,-0.1575928,-0.31305724,0.18426469,0.058638632,0.4262475,0.4085143,0.0177332
61,1.7674218,1.5967228,"('illogical', 'logical')",0.7084821,0.74418694,1.0250144,0.8579814,0.46407068,0.3471702,0.9912473,0.8865153,0.104732
24,1.7252343,1.6043397,"('dishonest', 'honest')",0.9370642,1.117619,0.76104814,0.73935556,0.6885442,0.9359492,1.0279727,1.0993159,-0.0713432
48,1.6627202,2.2294476,"('unintelligent', 'intelligent')",0.11452467,1.0299132,-0.4434511,-0.16146801,0.19987291,0.50991654,0.3834167,0.9019523,-0.5185356
47,1.6371994,1.0713434,"('stupid', 'smart')",0.24209692,0.5339635,0.31027892,0.17913683,4.9404144,4.9960794,1.7824974,1.6951308,0.0873666
25,-1.6149906,-1.665923,"('egoistic', 'altruistic')",0.26231515,-0.30031747,0.21749547,0.3021984,1.1461866,0.98349804,0.0027516,-0.170136,0.1728876
2,1.3918569,1.2030686,"('unlikable', 'likable')",0.7337508,0.6587843,1.4007567,1.328355,1.0413489,1.0273534,1.1419283,1.0543903,0.087538
75,-1.3728391,-1.8681551,"('meek', 'impulsive')",-1.0686166,-1.2922589,-1.0432723,-0.9185156,-0.57226795,-0.6505499,-1.014249,-1.1823698,0.1681208
37,1.2987697,1.6670411,"('fake', 'genuine')",-0.07031505,0.09562965,-0.9132175,-0.99704206,0.37686485,0.2419197,0.1730255,0.2518871,-0.0788616
72,1.2703761,1.8057234,"('unambitious', 'ambitious')",0.8323412,1.1933258,0.05813383,0.5311077,-0.88491637,-0.16108322,0.3189837,0.8422684,-0.5232847
82,1.2557493,1.788884,"('poor', 'rich')",-0.3029217,0.6021574,-0.06635886,0.27510157,5.4970584,6.1718583,1.5958818,2.2095003,-0.6136185
42,1.244264,1.4071939,"('unreliable', 'reliable')",0.17099926,0.5770539,1.1040584,1.1230149,-2.253942,-2.0278966,0.0663449,0.2698415,-0.2034966
58,1.2042147,1.1792481,"('undiscriminating', 'discriminating')",-0.016059564,0.18113257,1.1063966,0.7353765,0.3253004,0.167281,0.6549631,0.5657595,0.0892036
