,eaton_male,eaton_female,tuple,corp_male,corp_female,plc_male,plc_female,average_male,average_female,male-female
26,2.754827,2.6446989,"('hardhearted', 'benevolent')",1.6569823,1.1419984,2.2734318,1.7054725,2.2284137,1.8307233,0.3976904
71,2.1554744,2.1773036,"('diffident', 'self-confident')",0.26156422,0.36632448,0.7741439,0.9422864,1.0637275,1.1619714,-0.0982439
44,-2.0691257,-2.1004696,"('prejudiced', 'unprejudiced')",-1.0755184,-0.97958106,-1.4951684,-1.6320093,-1.5466042,-1.5706867,0.0240825
61,1.5735705,1.564657,"('illogical', 'logical')",0.33214727,0.36518285,0.92525995,0.7362198,0.9436592,0.8886866,0.0549726
39,1.3935627,1.2911599,"('exploitative', 'cooperative')",0.39136213,0.19181463,0.027379038,-0.40751812,0.6041013,0.3584855,0.2456158
77,-1.3689437,-1.2388072,"('unmotivated', 'motivated')",-1.1916646,-0.91131836,-1.2090036,-0.9881452,-1.2565373,-1.0460902,-0.2104471
75,-1.230808,-1.2978393,"('meek', 'impulsive')",0.22421834,0.47770274,-0.8571569,-0.601626,-0.6212488,-0.4739208,-0.147328
14,1.2005168,1.6042801,"('antisocial', 'social')",0.20377707,0.4658219,0.15409884,0.069497526,0.5194643,0.7131999,-0.1937356
74,1.1303471,1.2055838,"('undedicated', 'dedicated')",0.26723692,0.24345154,0.1403103,-0.052735344,0.5126315,0.4654334,0.0471981
56,1.1183192,1.64727,"('impractical', 'practical')",-1.1359407,-0.8120754,0.05254877,0.25671932,0.0116424,0.3639713,-0.3523289
87,1.0956006,1.1809664,"('unsuccessful', 'successful')",2.0768518,2.5000463,1.7310634,1.8840721,1.6345053,1.8550282,-0.2205229
58,1.0854505,1.1563058,"('undiscriminating', 'discriminating')",0.6230438,0.6972873,0.37068397,0.34135795,0.6930594,0.7316504,-0.038591
16,-1.0480082,-1.2553778,"('unpopular', 'popular')",0.40570468,0.39878893,0.55468684,0.65119296,-0.0292056,-0.0684653,0.0392597
1,1.0393916,0.7876198,"('unfriendly', 'friendly')",-0.37179127,-0.88169944,1.9748161,1.7795033,0.8808055,0.5618079,0.3189976
12,1.022187,1.1613348,"('unsupportive', 'supportive')",-0.11370243,-0.03247028,-1.4512389,-1.5752861,-0.1809181,-0.1488072,-0.0321109
86,1.0164706,1.1085107,"('uninfluential', 'influential')",-0.6057549,-0.7149749,0.19119759,0.10090864,0.2006377,0.1648148,0.0358229
37,-1.0154595,-0.8470395,"('fake', 'genuine')",-1.6364799,-1.5379895,0.2370165,0.22526814,-0.8049743,-0.7199203,-0.085054
43,0.9044706,1.108847,"('irresponsible', 'responsible')",-1.4036794,-1.178789,0.61919916,0.66506255,0.0399968,0.1983735,-0.1583767
5,0.8409188,0.48516685,"('distant', 'outgoing')",0.22215025,0.34667078,0.35530615,0.5774168,0.4727917,0.4697515,0.0030402
50,-0.8311413,-1.0045662,"('clumsy', 'skillful')",-0.19474527,-0.18938062,-0.19291142,-0.114331365,-0.406266,-0.4360927,0.0298267
9,0.7794306,0.6080117,"('unaffectionate', 'caring')",-0.32799214,-0.8421569,1.2506294,1.1456678,0.567356,0.3038409,0.2635151
63,0.7785011,1.0946271,"('unperceptive', 'insightful')",0.09152534,0.39548996,1.067091,1.5195942,0.6457058,1.0032371,-0.3575313
76,-0.77113473,-0.31951955,"('anxious', 'daring')",-1.4223977,-0.84740174,-0.40549856,-0.24355134,-0.8663437,-0.4701575,-0.3961862
48,0.69687206,0.9689189,"('unintelligent', 'intelligent')",-0.9807687,-1.0722634,-0.05037996,-0.087816544,-0.1114255,-0.0637203,-0.0477052
21,-0.68189883,-0.3827446,"('immoral', 'moral')",-1.4387271,-1.174106,-1.5043856,-1.4339219,-1.2083371,-0.9969242,-0.2114129
57,-0.63039047,-0.3398695,"('unimaginative', 'imaginative')",-1.2120022,-1.3399335,-2.4470646,-2.8588288,-1.4298191,-1.5128773,0.0830582
67,0.61999094,0.58872706,"('doubtful', 'determined')",0.39460507,0.3493209,-0.30292982,-0.13914038,0.2372221,0.2663025,-0.0290804
54,-0.61277777,-0.6461532,"('incapable', 'capable')",-0.8088711,-0.8373588,0.8928681,0.99902564,-0.1762603,-0.1614954,-0.0147649
85,-0.57008606,-1.1286817,"('insignificant', 'prestigious')",0.99604756,0.42478445,0.37764138,0.18795046,0.2678676,-0.1719822,0.4398498
22,-0.56338215,-0.24457492,"('untrustworthy', 'trustworthy')",-0.48548588,-0.10921172,-0.91732407,-0.99482054,-0.6553974,-0.4495357,-0.2058617
68,0.5616507,0.4369627,"('dependent', 'independent')",-1.0455724,-0.91408205,-0.6697246,-0.48769727,-0.3845487,-0.3216055,-0.0629432
25,-0.5480307,-0.7199809,"('egoistic', 'altruistic')",0.24751888,0.007831451,1.1179885,0.80062634,0.2724922,0.0294923,0.2429999
49,-0.54602516,-0.33229548,"('unable', 'able')",-1.2587659,-0.83168656,-0.5104729,-0.17930135,-0.7717547,-0.4477611,-0.3239936
33,0.5443766,0.20983496,"('wrong', 'right')",0.5048243,0.2927522,0.1659683,-0.09680825,0.4050564,0.1352596,0.2697968
24,0.53786236,0.73844105,"('dishonest', 'honest')",-1.1571542,-1.235967,0.6982655,0.3750502,0.0263246,-0.0408253,0.0671499
79,-0.5153407,-0.75676626,"('wavering', 'unwavering')",-0.5317898,-0.72501343,0.06211886,0.075161725,-0.3283372,-0.4688727,0.1405355
7,0.5136008,0.7714874,"('insensitive', 'sensitive')",-1.3840142,-1.2151883,0.47886384,0.51068413,-0.1305165,0.0223278,-0.1528443
13,-0.5128267,-0.1317494,"('impolite', 'polite')",-1.1627088,-1.1207994,0.04605046,0.09430684,-0.5431617,-0.3860807,-0.157081
72,0.5095873,0.7576966,"('unambitious', 'ambitious')",-0.97466284,-0.88165677,0.25059175,0.31525433,-0.0714946,0.0637647,-0.1352593
52,-0.47042373,-0.98157716,"('irrational', 'rational')",-0.1468792,-0.63693863,-0.07092781,-0.2660851,-0.2294102,-0.6282003,0.3987901
28,-0.41747242,-0.50336707,"('disloyal', 'loyal')",-0.94561356,-1.2111582,0.6525849,0.3888281,-0.2368337,-0.4418991,0.2050654
62,-0.39804965,0.20072821,"('incompetent', 'brilliant')",-0.54012764,-0.056746103,0.04974517,0.47491512,-0.296144,0.2062991,-0.5024431
46,-0.38750136,0.062333856,"('uncompetitive', 'competitive')",-0.8826093,-0.4707666,-0.9589679,-0.81626236,-0.7430262,-0.4082317,-0.3347945
55,-0.38338703,0.2163639,"('incompetent', 'clever')",-1.2862917,-0.9600013,-0.39233455,-0.37932673,-0.6873377,-0.3743214,-0.3130163
70,-0.38111144,0.05712132,"('lethargic', 'energetic')",-1.2006539,-0.9236689,-0.031398337,0.27904335,-0.5377212,-0.1958348,-0.3418864
18,-0.3740153,-0.48122904,"('disagreeable', 'welcoming')",-0.31719363,-0.46976277,-0.8860185,-1.1229665,-0.5257425,-0.6913195,0.165577
80,-0.36704046,-0.11545272,"('dominated', 'dominating')",-0.261752,0.33833158,0.13966952,0.1494556,-0.163041,0.1241115,-0.2871525
27,0.36042413,0.27170187,"('hardhearted', 'softhearted')",-0.52026224,-0.49021825,0.6414366,0.55885476,0.1605328,0.1134461,0.0470867
88,0.35751522,0.37776056,"('low', 'eminent')",-1.0921896,-1.2955854,0.16528983,0.1869051,-0.1897948,-0.2436399,0.0538451
82,0.34767345,0.66977525,"('poor', 'rich')",-0.6493856,-0.41444895,5.535756,6.3289337,1.7446814,2.1947533,-0.4500719
41,0.33124775,0.22009291,"('unforgiving', 'forgiving')",0.0017134566,-0.15926637,0.27755362,-0.13308848,0.2035049,-0.0240873,0.2275922
8,0.32175818,0.053319048,"('unaffectionate', 'affectionate')",-0.34030408,-0.85569495,0.73129433,0.57621545,0.2375828,-0.0753868,0.3129696
17,-0.30601013,0.0020692423,"('nasty', 'nice')",-0.21985474,-0.07307703,-0.95366067,-1.0293823,-0.4931752,-0.3667967,-0.1263785
40,0.29570755,0.31917563,"('stingy', 'generous')",0.7093492,0.6185627,-1.6625051,-1.9782555,-0.2191495,-0.3468391,0.1276896
19,-0.2879216,-0.5579303,"('inhospitable', 'hospitable')",-0.56317276,-0.73278254,-0.32156223,-0.35559046,-0.3908855,-0.5487678,0.1578823
6,0.2776189,-0.14042306,"('distant', 'open')",-0.4877181,-0.6306768,0.26524714,0.39338312,0.0183826,-0.1259056,0.1442882
84,0.26975578,0.06552523,"('inferior', 'superior')",0.98057693,1.0059531,0.84380627,0.93083644,0.6980464,0.6674382,0.0306082
15,-0.262168,-0.24227406,"('boring', 'funny')",-0.960947,-1.2086976,-0.024047492,-0.0061135814,-0.4157208,-0.485695,0.0699742
60,0.26074475,0.9640833,"('inefficient', 'efficient')",-1.9710733,-1.6858912,-0.47653627,-0.2522847,-0.728955,-0.3246975,-0.4042575
23,-0.25846222,0.056578588,"('insincere', 'sincere')",-2.0343633,-2.1727045,5.014858,5.3727436,0.9073441,1.0855393,-0.1781952
20,0.24261487,0.5281994,"('rough', 'thoughtful')",-0.17377372,-0.06377946,0.6420603,0.7297414,0.2369671,0.3980538,-0.1610867
66,-0.22975922,-0.35636765,"('inactive', 'active')",0.9466045,1.1180534,1.394807,1.3534269,0.7038841,0.7050376,-0.0011535
64,-0.22452821,-0.35145366,"('shy', 'confident')",0.5574591,0.7562993,-5.710903,-5.981855,-1.7926574,-1.8590031,0.0663457
65,-0.21533737,-0.047361054,"('insecure', 'secure')",-1.3382308,-1.1755679,-0.16342118,-0.13808803,-0.5723298,-0.4536723,-0.1186575
73,0.20508045,0.0105455965,"('helpless', 'self-reliant')",1.3066901,1.24216,-3.0823686,-3.42654,-0.5235327,-0.7246114,0.2010787
4,-0.15403828,-0.2793547,"('disliked', 'liked')",1.0398375,1.1246278,-5.173365,-5.810765,-1.4291887,-1.6551639,0.2259752
59,0.14108834,-0.120789096,"('foolish', 'wise')",0.31502262,0.19435138,0.34420902,0.44013032,0.2667733,0.1712309,0.0955424
0,0.13246214,0.2902126,"('unsociable', 'sociable')",-0.61677665,-0.7568025,-0.40782955,-0.40575165,-0.2973814,-0.2907805,-0.0066009
42,0.12649816,0.11505741,"('unreliable', 'reliable')",0.05025459,0.30182743,-2.5298305,-2.8560169,-0.7843592,-0.813044,0.0286848
2,-0.12168625,-0.17151377,"('unlikable', 'likable')",0.72392434,0.6989119,0.38357437,0.26743346,0.3286041,0.2649439,0.0636602
34,-0.11003946,0.0715936,"('mean', 'honorable')",-0.3098382,-0.04089921,4.7893806,5.3153696,1.456501,1.7820214,-0.3255204
81,0.10679381,0.48408628,"('submissive', 'aggressive')",-0.86045575,-0.61385655,-0.8527278,-0.73840785,-0.5354633,-0.2893927,-0.2460706
32,-0.10208708,-0.044204835,"('unkind', 'kind')",-1.1302735,-1.2233181,0.7677725,0.7473578,-0.1548627,-0.1733884,0.0185257
78,-0.09349854,0.0534427,"('nonresilient', 'resilient')",0.14333132,0.5157619,0.66220826,1.0707831,0.237347,0.5466626,-0.3093156
47,0.08878261,0.63416046,"('stupid', 'smart')",-0.77916306,-0.4082378,5.4027805,5.9828568,1.5708,2.0695931,-0.4987931
11,-0.08259578,0.2189743,"('unhelpful', 'helpful')",-1.0089447,-0.89178026,1.0180734,1.0681447,-0.024489,0.1317796,-0.1562686
45,-0.06866871,0.4897923,"('incompetent', 'competent')",-0.6902979,-0.31052908,0.27849233,0.29852346,-0.1601581,0.1592622,-0.3194203
51,-0.05963923,0.03468067,"('uneducated', 'educated')",0.5831889,0.56712395,0.8861476,0.7219692,0.4698991,0.441258,0.0286411
29,-0.0587518,-0.060572684,"('unfair', 'fair')",0.19633228,0.35506818,-0.466119,-0.46193838,-0.1095128,-0.0558143,-0.0536985
10,0.044274904,0.2964062,"('unsympathetic', 'sympathetic')",-2.5468469,-2.4142857,-0.86819243,-0.79229575,-1.1235882,-0.9700584,-0.1535298
36,0.0415674,-0.38853046,"('hostile', 'amicable')",0.5844136,-0.07223877,1.1060247,0.5934474,0.5773352,0.0442261,0.5331091
38,-0.03599477,0.09353194,"('untruthful', 'truthful')",-0.9473597,-0.96952987,0.3758166,0.35638762,-0.2025126,-0.1732034,-0.0293092
83,0.034672827,0.10256724,"('powerless', 'powerful')",0.22183073,0.19613437,-0.46314102,-0.33609492,-0.0688792,-0.0124644,-0.0564148
53,0.02303859,0.041148894,"('uncreative', 'creative')",-0.73154235,-0.9393912,0.9627168,0.7396872,0.0847377,-0.0528517,0.1375894
69,-0.020845637,-0.36055866,"('lazy', 'industrious')",1.790046,1.9334657,0.14656296,-0.03885214,0.6385878,0.5113517,0.1272361
35,0.02078832,-0.4084679,"('corrupt', 'incorrupt')",0.54572254,0.25068977,-0.161446,-0.5541918,0.1350216,-0.2373233,0.3723449
31,0.012665898,-0.2287882,"('evil', 'good')",0.8531986,0.57084507,-0.27156714,-0.48917684,0.1980991,-0.04904,0.2471391
30,0.009682205,0.4638748,"('intolerant', 'tolerant')",-0.65501744,-0.5763996,0.23816302,0.15636268,-0.1357241,0.0146126,-0.1503367
3,-0.008118609,0.095867954,"('repellent', 'pleasant')",0.08032552,0.23131926,-0.10910774,0.10601529,-0.0123003,0.1444008,-0.1567011
