,integrys_male,integrys_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
56,-0.44348186,-0.5699934,"('impractical', 'practical')",0.7407488,1.1220642,0.29468638,0.6077274,0.20123354,0.13466106,0.1982967,0.3236148,-0.1253181
61,-0.42151877,-0.42577288,"('illogical', 'logical')",0.8483327,0.8912836,0.13979936,0.040817108,0.22991651,0.11379123,0.1991325,0.1550298,0.0441027
11,-0.4212824,-0.70692414,"('unhelpful', 'helpful')",0.14802676,0.23486419,-0.13334794,0.08298145,2.7090168,2.2445974,0.5756033,0.4638797,0.1117236
19,-0.3969888,-0.4520831,"('inhospitable', 'hospitable')",-0.6403503,-0.788422,-1.3828186,-1.1997166,-0.24161282,-0.09404474,-0.6654426,-0.6335666,-0.031876
52,-0.3910864,-0.13926654,"('irrational', 'rational')",-0.2592029,-0.50922227,-1.4995792,-1.353512,-1.1730554,-0.4140612,-0.830731,-0.6040155,-0.2267155
36,-0.38485909,-0.22523102,"('hostile', 'amicable')",-0.26040003,-0.67716545,-1.3342109,-1.5985289,-0.48486683,0.015294835,-0.6160842,-0.6214076,0.0053234
20,-0.37558278,-0.641225,"('rough', 'thoughtful')",-0.29867262,-0.19946861,0.763523,0.9620776,1.2390131,1.0730344,0.3320702,0.2986046,0.0334656
5,-0.37313017,-0.30763313,"('distant', 'outgoing')",0.65919256,0.5723254,-1.3190876,-1.2460777,-0.8138027,-0.503347,-0.461707,-0.3711831,-0.0905239
26,-0.37133008,-0.51558954,"('hardhearted', 'benevolent')",0.6067603,0.6674138,0.9075384,0.47818857,1.2117722,1.3269045,0.5886852,0.4892293,0.0994559
74,-0.37052795,-0.6777769,"('undedicated', 'dedicated')",0.36130652,0.30781254,1.6509547,1.4071424,1.0181427,0.70356774,0.664969,0.4351864,0.2297826
38,-0.36285946,-0.20933181,"('untruthful', 'truthful')",0.5501419,0.4531252,-0.6015435,-0.32239828,0.28309244,0.2622748,-0.0327922,0.0459175,-0.0787097
17,-0.35637116,-0.3534996,"('nasty', 'nice')",-0.75798726,-0.84003097,-1.0499712,-0.87357956,-0.5523612,-0.4617229,-0.6791727,-0.6322082,-0.0469645
77,-0.33519194,-0.40427384,"('unmotivated', 'motivated')",0.34962064,0.54104215,0.41579685,0.38639456,-0.96426904,-1.1002654,-0.1335109,-0.1442756,0.0107647
33,0.33317217,0.6480615,"('wrong', 'right')",1.4140261,1.4211352,-0.20765994,0.16383854,-1.1552849,-0.7298528,0.0960634,0.3757956,-0.2797322
79,-0.32633835,-0.345773,"('wavering', 'unwavering')",0.12491768,-0.18028267,-1.5720174,-1.6528401,-0.15073082,-0.095268145,-0.4810422,-0.568541,0.0874988
29,-0.30098873,-0.18230341,"('unfair', 'fair')",-0.69153464,-0.7277459,-0.28140694,-0.35022247,-0.92163575,-0.7240388,-0.5488915,-0.4960777,-0.0528138
81,-0.293068,-0.45238173,"('submissive', 'aggressive')",1.1144778,1.3321712,1.7016294,1.4770166,0.18414113,-0.28743082,0.6767951,0.5173438,0.1594513
39,0.29255515,0.59801805,"('exploitative', 'cooperative')",-0.08705099,0.20051874,1.2735425,1.6087904,-0.12990701,-0.34691948,0.3372849,0.5151019,-0.177817
76,0.28941557,-0.09452721,"('anxious', 'daring')",-0.55784637,-0.18680623,1.1268084,0.91240674,1.6079341,0.72798896,0.6165779,0.3397655,0.2768124
78,-0.27106526,-0.6110072,"('nonresilient', 'resilient')",0.18790296,0.38879317,1.0876403,0.89530617,0.5137907,0.09116645,0.3795672,0.1910646,0.1885026
68,-0.25522363,-0.05116067,"('dependent', 'independent')",-0.29921544,-0.008089257,-0.38383687,0.31433612,-0.65059805,-0.31948668,-0.3972185,-0.0161001,-0.3811184
15,0.2506088,0.16704214,"('boring', 'funny')",0.21924062,0.15103811,-0.89845103,-0.95815754,-0.08690214,0.21248794,-0.1288759,-0.1068973,-0.0219786
16,-0.23086587,-0.14775783,"('unpopular', 'popular')",-0.24857992,-0.27654362,-0.5002537,-0.26919407,-0.0028475896,0.47517207,-0.2456368,-0.0545809,-0.1910559
14,-0.20240483,-0.5907079,"('antisocial', 'social')",0.3474219,0.48006985,1.4330535,1.3364762,-0.49449262,-0.65980464,0.2708945,0.1415084,0.1293861
83,0.19875467,-0.10473627,"('powerless', 'powerful')",0.9364125,0.82752466,0.11044825,-0.24814643,-0.5136531,-1.0007222,0.1829906,-0.13152,0.3145106
46,-0.19650933,-1.0248246,"('uncompetitive', 'competitive')",0.02405798,0.17120448,1.8171145,1.4493421,0.7954296,-0.08788103,0.6100231,0.1269602,0.4830629
60,-0.18947433,-0.3838805,"('inefficient', 'efficient')",1.0369399,1.6071279,1.1908451,1.4685817,0.23018147,0.23037355,0.567123,0.7305507,-0.1634277
64,-0.16578943,0.11451411,"('shy', 'confident')",1.0977277,1.0896525,1.4481345,1.4856914,-6.088225,-6.235244,-0.927038,-0.8863465,-0.0406915
70,-0.12688331,-0.47794074,"('lethargic', 'energetic')",0.4578288,0.5727685,0.96218026,0.76349,1.4461163,1.0565068,0.6848105,0.4787061,0.2061044
34,-0.101499274,0.079460755,"('mean', 'honorable')",0.055992857,0.24842715,-0.81078637,0.0512086,5.3466563,6.231757,1.1225909,1.6527134,-0.5301225
71,-0.09952524,-0.021026393,"('diffident', 'self-confident')",1.6564016,1.6779276,0.04832369,0.23435089,0.17830522,0.4388891,0.4458763,0.5825353,-0.136659
49,-0.026837707,-0.4272676,"('unable', 'able')",-0.19053854,-0.13537708,-0.5784842,-0.5352845,-0.9939867,-0.53150785,-0.4474618,-0.4073593,-0.0401025
7,-0.025244243,-0.06974406,"('insensitive', 'sensitive')",0.5508971,1.0274223,0.11101729,0.3592338,1.3154073,0.86445916,0.4880193,0.5453428,-0.0573235
4,0.01569751,0.087890305,"('disliked', 'liked')",1.2342863,0.7044541,0.91697586,-0.0510189,-4.9919896,-5.950379,-0.7062575,-1.3022634,0.5960059
