,schlumberger_male,schlumberger_female,tuple,ltd_male,ltd_female,average_male,average_female,male-female
28,-1.504618,-1.4892745,"('disloyal', 'loyal')",1.2214228,1.165529,-0.1415976,-0.1618727,0.0202751
45,-1.4562198,-1.4791477,"('incompetent', 'competent')",0.6792757,0.3699031,-0.3884721,-0.5546223,0.1661502
70,-1.4465252,-1.536009,"('lethargic', 'energetic')",0.5213092,0.51706594,-0.462608,-0.5094715,0.0468635
32,-1.435539,-1.1787617,"('unkind', 'kind')",0.2797023,0.5676039,-0.5779184,-0.3055789,-0.2723395
85,1.4202191,1.4147605,"('insignificant', 'prestigious')",0.111923955,0.53068614,0.7660715,0.9727233,-0.2066518
24,-1.387722,-1.2764287,"('dishonest', 'honest')",-0.14392504,0.094966345,-0.7658235,-0.5907312,-0.1750923
38,-1.3665386,-1.3125676,"('untruthful', 'truthful')",-0.08651334,-0.0739065,-0.726526,-0.6932371,-0.0332889
7,-1.3430923,-1.2976874,"('insensitive', 'sensitive')",0.1620291,0.35019612,-0.5905316,-0.4737456,-0.116786
78,-1.3356237,-1.4070065,"('nonresilient', 'resilient')",0.44359154,0.27763045,-0.4460161,-0.564688,0.1186719
81,-1.31625,-1.2382663,"('submissive', 'aggressive')",-0.82876253,-0.70834666,-1.0725062,-0.9733065,-0.0991997
53,-1.254522,-1.1700823,"('uncreative', 'creative')",0.6523591,0.5843348,-0.3010814,-0.2928738,-0.0082076
72,-1.2443633,-1.329195,"('unambitious', 'ambitious')",-0.23600121,-0.2461319,-0.7401823,-0.7876635,0.0474812
73,1.178895,1.1810637,"('helpless', 'self-reliant')",-2.5116367,-2.4017334,-0.6663709,-0.6103349,-0.056036
1,-1.1785492,-1.1536831,"('unfriendly', 'friendly')",1.7504383,1.83789,0.2859446,0.3421035,-0.0561589
76,-1.178237,-1.144102,"('anxious', 'daring')",0.055373974,0.12203092,-0.5614315,-0.5110355,-0.050396
51,-1.1509593,-1.0724586,"('uneducated', 'educated')",0.5270056,0.57217944,-0.3119768,-0.2501396,-0.0618372
61,-1.1424441,-1.0954001,"('illogical', 'logical')",0.13353448,-0.041546002,-0.5044549,-0.568473,0.0640181
9,-1.1022849,-0.99541974,"('unaffectionate', 'caring')",0.601483,0.8400198,-0.250401,-0.0777,-0.172701
22,-1.1007522,-1.1760185,"('untrustworthy', 'trustworthy')",-0.81754875,-1.0654663,-0.9591505,-1.1207423,0.1615918
65,-1.1001946,-1.1002921,"('insecure', 'secure')",-0.18924873,-0.10720163,-0.6447216,-0.6037468,-0.0409748
3,-1.0828143,-1.0005399,"('repellent', 'pleasant')",0.36286476,0.3585146,-0.3599748,-0.3210126,-0.0389622
75,1.0817102,1.0105505,"('meek', 'impulsive')",-0.4228322,-0.547111,0.329439,0.2317198,0.0977192
88,-1.0768607,-0.7474721,"('low', 'eminent')",-0.11632963,0.5012678,-0.5965952,-0.1231022,-0.473493
44,1.072181,1.1519238,"('prejudiced', 'unprejudiced')",-1.6179532,-1.5854677,-0.2728861,-0.216772,-0.0561141
41,-1.0714939,-0.9036666,"('unforgiving', 'forgiving')",0.22097802,-0.08180132,-0.4252579,-0.492734,0.0674761
56,-1.0459807,-0.7767191,"('impractical', 'practical')",0.33141056,0.4172348,-0.3572851,-0.1797421,-0.177543
49,-1.0383347,-0.96631175,"('unable', 'able')",-0.24465321,-0.11518358,-0.641494,-0.5407476,-0.1007464
34,-0.9543548,-0.8639708,"('mean', 'honorable')",4.4713526,4.7148414,1.7584989,1.9254353,-0.1669364
30,-0.92580956,-0.6572588,"('intolerant', 'tolerant')",0.84729254,1.1857904,-0.0392585,0.2642658,-0.3035243
82,-0.8730404,-0.49347895,"('poor', 'rich')",4.806619,5.3457837,1.9667894,2.4261525,-0.4593631
77,-0.87007606,-0.7741581,"('unmotivated', 'motivated')",-0.89603364,-0.8803501,-0.8830549,-0.8272541,-0.0558008
54,-0.8510264,-0.75473785,"('incapable', 'capable')",0.41324192,0.8398244,-0.2188922,0.0425433,-0.2614355
17,-0.8235719,-0.92575806,"('nasty', 'nice')",-0.5438292,-0.62672913,-0.6837006,-0.7762436,0.092543
14,-0.7684029,-0.7542596,"('antisocial', 'social')",0.20626506,0.011513827,-0.2810689,-0.3713729,0.090304
59,0.7603231,0.8842092,"('foolish', 'wise')",0.01624725,0.5438119,0.3882852,0.7140106,-0.3257254
19,-0.64566004,-0.34371254,"('inhospitable', 'hospitable')",-0.8061019,-0.41319525,-0.725881,-0.3784539,-0.3474271
47,-0.6213098,-0.5866542,"('stupid', 'smart')",4.5875626,4.6925697,1.9831264,2.0529578,-0.0698314
18,-0.5820782,-0.25602198,"('disagreeable', 'welcoming')",-1.3748841,-0.87469023,-0.9784812,-0.5653561,-0.4131251
67,0.571635,0.66894716,"('doubtful', 'determined')",-0.74687314,-0.3924741,-0.0876191,0.1382365,-0.2258556
84,0.54833925,0.3291045,"('inferior', 'superior')",0.94891095,0.9934872,0.7486251,0.6612958,0.0873293
25,0.5140928,0.62358975,"('egoistic', 'altruistic')",0.5401733,0.801335,0.527133,0.7124624,-0.1853294
27,-0.503626,-0.6179144,"('hardhearted', 'softhearted')",0.21520856,0.19320087,-0.1442087,-0.2123567,0.068148
74,-0.45624468,-0.31334186,"('undedicated', 'dedicated')",0.4855734,0.56574476,0.0146644,0.1262015,-0.1115371
33,0.45305794,0.3919374,"('wrong', 'right')",-0.63042134,-0.60943943,-0.0886817,-0.108751,0.0200693
31,0.43236893,0.56021553,"('evil', 'good')",-0.63569504,-0.56910133,-0.1016631,-0.0044429,-0.0972202
8,-0.40818277,-0.39373437,"('unaffectionate', 'affectionate')",0.72593844,0.92442656,0.1588778,0.2653461,-0.1064683
15,0.3982159,0.56730205,"('boring', 'funny')",0.26656705,0.700857,0.3323915,0.6340795,-0.301688
4,0.37149623,0.4118983,"('disliked', 'liked')",-4.024488,-4.2504597,-1.8264959,-1.9192806,0.0927847
52,0.32934856,0.46014288,"('irrational', 'rational')",-0.6293526,-0.21457009,-0.150002,0.1227864,-0.2727884
5,0.3284704,0.39823177,"('distant', 'outgoing')",-0.41244933,-0.32490477,-0.0419895,0.0366635,-0.078653
42,-0.28898817,-0.16491856,"('unreliable', 'reliable')",-2.6945224,-2.5836582,-1.4917552,-1.3742884,-0.1174668
2,0.2819976,0.67649364,"('unlikable', 'likable')",-0.17630447,0.34474412,0.0528466,0.5106189,-0.4577723
40,0.28080624,0.08965721,"('stingy', 'generous')",-1.2484318,-1.1235646,-0.4838128,-0.5169537,0.0331409
68,-0.25170404,-0.30764717,"('dependent', 'independent')",-0.48626378,-0.409705,-0.3689839,-0.3586761,-0.0103078
37,-0.24009041,-0.32416078,"('fake', 'genuine')",0.19169736,0.12636936,-0.0241965,-0.0988957,0.0746992
36,0.23913723,0.4244865,"('hostile', 'amicable')",0.32474238,0.43341243,0.2819398,0.4289495,-0.1470097
71,-0.22343312,-0.18530881,"('diffident', 'self-confident')",0.4554607,0.383592,0.1160138,0.0991416,0.0168722
20,0.19983342,0.0944185,"('rough', 'thoughtful')",1.523166,1.503433,0.8614997,0.7989258,0.0625739
83,-0.15377592,-0.22237016,"('powerless', 'powerful')",-1.1817447,-1.2124891,-0.6677603,-0.7174296,0.0496693
16,0.0833544,0.16399473,"('unpopular', 'popular')",0.03334585,0.38271597,0.0583501,0.2733554,-0.2150053
64,-0.08242594,-0.25678182,"('shy', 'confident')",-5.3155003,-5.5831075,-2.6989632,-2.9199448,0.2209816
66,0.08096917,-0.16273609,"('inactive', 'active')",1.0527965,0.7407728,0.5668828,0.2890183,0.2778645
80,0.06407806,-0.28351933,"('dominated', 'dominating')",-0.46031368,-0.96666825,-0.1981178,-0.6250938,0.426976
26,-0.046056576,-0.14334188,"('hardhearted', 'benevolent')",2.4391863,2.238897,1.1965649,1.0477777,0.1487872
6,0.044263642,0.19476962,"('distant', 'open')",-0.068914,0.14263813,-0.0123252,0.1687039,-0.1810291
50,-0.04377606,0.044013567,"('clumsy', 'skillful')",-0.6351886,-0.2976053,-0.3394823,-0.1267959,-0.2126864
58,0.03965958,-0.28180695,"('undiscriminating', 'discriminating')",0.9369092,0.42948705,0.4882844,0.0738401,0.4144443
79,-0.029906208,-0.01585107,"('wavering', 'unwavering')",-0.2342388,-0.20051496,-0.1320725,-0.108183,-0.0238895
29,-0.016077064,-0.21794799,"('unfair', 'fair')",-0.4125985,-0.58684915,-0.2143378,-0.4023986,0.1880608
87,-0.005898133,-0.13231628,"('unsuccessful', 'successful')",1.4994173,1.3206698,0.7467596,0.5941768,0.1525828
39,0.0014535924,0.2535825,"('exploitative', 'cooperative')",-0.123616636,0.1995498,-0.0610815,0.2265662,-0.2876477
