,chevron_male,chevron_female,tuple,corp_male,corp_female,average_male,average_female,male-female
22,-1.1588879,-1.3087206,"('untrustworthy', 'trustworthy')",-1.0478042,-1.2421534,-1.1033461,-1.275437,0.1720909
82,-1.1373864,-0.942322,"('poor', 'rich')",6.521572,6.698851,2.6920929,2.8782644,-0.1861715
55,-1.0884082,-1.2447047,"('incompetent', 'clever')",0.3435315,0.38150182,-0.3724384,-0.4316015,0.0591631
77,-1.0646759,-1.1557041,"('unmotivated', 'motivated')",-1.263461,-1.229675,-1.1640685,-1.1926897,0.0286212
65,-1.0284007,-1.0717221,"('insecure', 'secure')",-0.08552563,0.05817575,-0.5569631,-0.5067732,-0.0501899
4,1.010724,0.8495386,"('disliked', 'liked')",-7.4928327,-7.725868,-3.2410543,-3.4381647,0.1971104
47,-0.994519,-1.0153427,"('stupid', 'smart')",5.0437684,5.1934385,2.0246248,2.0890479,-0.0644231
24,-0.9875307,-1.1529335,"('dishonest', 'honest')",0.29888958,0.27266562,-0.3443206,-0.4401339,0.0958133
33,0.9781559,0.8138004,"('wrong', 'right')",-0.60565454,-0.7012324,0.1862507,0.056284,0.1299667
84,0.97178394,0.8958898,"('inferior', 'superior')",0.811799,0.7067717,0.8917915,0.8013307,0.0904608
20,-0.9543133,-0.95253885,"('rough', 'thoughtful')",0.47281945,0.48430106,-0.2407469,-0.2341189,-0.006628
45,-0.9536282,-1.4739442,"('incompetent', 'competent')",-0.16771233,-0.22998263,-0.5606703,-0.8519634,0.2912931
56,-0.953398,-0.9153988,"('impractical', 'practical')",-0.8124337,-0.623972,-0.8829159,-0.7696854,-0.1132305
14,-0.9037327,-1.0275077,"('antisocial', 'social')",0.20853981,0.20703173,-0.3475965,-0.410238,0.0626415
36,0.8934228,0.74107796,"('hostile', 'amicable')",-0.34799662,-0.23324658,0.2727131,0.2539157,0.0187974
7,-0.8834278,-1.0853424,"('insensitive', 'sensitive')",0.7840364,0.693169,-0.0496957,-0.1960867,0.146391
58,0.87648255,0.52025825,"('undiscriminating', 'discriminating')",0.31281164,0.12736161,0.5946471,0.3238099,0.2708372
35,0.8743246,1.2425022,"('corrupt', 'incorrupt')",-0.65139544,-0.65267205,0.1114646,0.2949151,-0.1834505
66,0.8715284,0.6676212,"('inactive', 'active')",0.49744767,0.34048754,0.6844881,0.5040544,0.1804337
23,-0.8599869,-1.0382911,"('insincere', 'sincere')",6.3817306,6.470339,2.7608719,2.7160239,0.044848
2,0.80225706,1.2023896,"('unlikable', 'likable')",0.47876522,0.6073797,0.6405112,0.9048846,-0.2643734
71,0.8008726,0.5273787,"('diffident', 'self-confident')",0.42033336,0.38207027,0.610603,0.4547245,0.1558785
5,0.7640666,0.55397904,"('distant', 'outgoing')",-0.4627107,-0.630036,0.1506779,-0.0380285,0.1887064
30,-0.74251,-0.5753408,"('intolerant', 'tolerant')",0.25603974,0.58428466,-0.2432351,0.0044719,-0.247707
54,-0.73090243,-0.18910459,"('incapable', 'capable')",0.8133444,0.9462613,0.041221,0.3785784,-0.3373574
28,-0.7071208,-1.2276323,"('disloyal', 'loyal')",1.2318196,1.0618181,0.2623494,-0.0829071,0.3452565
32,-0.6954049,-0.6290183,"('unkind', 'kind')",0.73461807,0.74143004,0.0196066,0.0562059,-0.0365993
27,-0.68634367,-0.94580925,"('hardhearted', 'softhearted')",1.185613,0.9518317,0.2496347,0.0030112,0.2466235
48,-0.67900443,-0.90677875,"('unintelligent', 'intelligent')",0.5722581,0.76198417,-0.0533732,-0.0723973,0.0190241
9,0.6766487,0.25163212,"('unaffectionate', 'caring')",1.5940989,1.3308183,1.1353738,0.7912252,0.3441486
63,-0.6716714,-0.8514956,"('unperceptive', 'insightful')",0.49483877,0.34868005,-0.0884163,-0.2514078,0.1629915
18,-0.65674317,-0.25388294,"('disagreeable', 'welcoming')",-0.78612417,-0.6307575,-0.7214336,-0.4423202,-0.2791134
31,0.6167711,0.6362669,"('evil', 'good')",-1.1244056,-1.0736699,-0.2538173,-0.2187015,-0.0351158
76,-0.6151782,-0.12853755,"('anxious', 'daring')",-0.43281284,-0.2534237,-0.5239955,-0.1909806,-0.3330149
88,-0.5801624,-0.1252482,"('low', 'eminent')",-0.7292222,-0.50847614,-0.6546923,-0.3168622,-0.3378301
49,-0.5507148,-0.35337391,"('unable', 'able')",-0.3411171,-0.23374107,-0.4459159,-0.2935575,-0.1523584
79,0.5470963,0.742491,"('wavering', 'unwavering')",-0.3858733,-0.41381037,0.0806115,0.1643403,-0.0837288
87,0.5248618,0.5633693,"('unsuccessful', 'successful')",1.182398,0.97548133,0.8536299,0.7694253,0.0842046
26,0.51565707,0.36711717,"('hardhearted', 'benevolent')",1.4078386,1.482724,0.9617478,0.9249206,0.0368272
75,0.49152774,0.6910264,"('meek', 'impulsive')",-0.7055684,-0.838176,-0.1070203,-0.0735748,-0.0334455
25,0.4842993,0.44988203,"('egoistic', 'altruistic')",1.2950505,1.3001399,0.8896749,0.875011,0.0146639
59,0.47635043,0.84965974,"('foolish', 'wise')",-0.39283553,-0.29385933,0.0417574,0.2779002,-0.2361428
34,-0.44749045,-0.5169409,"('mean', 'honorable')",5.5282555,5.688703,2.5403824,2.585881,-0.0454986
44,-0.41468027,0.024856705,"('prejudiced', 'unprejudiced')",-1.6844382,-1.4107667,-1.0495592,-0.692955,-0.3566042
42,-0.33038446,0.049343653,"('unreliable', 'reliable')",-3.6384463,-3.433693,-1.9844154,-1.6921747,-0.2922407
53,-0.3230464,-0.52232856,"('uncreative', 'creative')",0.16021809,0.11095051,-0.0814141,-0.205689,0.1242749
29,-0.32010326,-0.35432643,"('unfair', 'fair')",-0.5908824,-0.663778,-0.4554929,-0.5090522,0.0535593
40,0.3183999,-0.10577242,"('stingy', 'generous')",-1.9036927,-2.2869773,-0.7926464,-1.1963749,0.4037285
41,-0.2976171,-0.36156186,"('unforgiving', 'forgiving')",-0.19045475,-0.20933159,-0.2440359,-0.2854467,0.0414108
83,-0.29542467,-0.6067582,"('powerless', 'powerful')",-0.99690586,-0.9950706,-0.6461653,-0.8009144,0.1547491
50,0.2786954,0.74375373,"('clumsy', 'skillful')",-1.8067658e-05,-0.03399151,0.1393387,0.3548811,-0.2155424
62,-0.24415025,-0.100881465,"('incompetent', 'brilliant')",0.4912005,0.61345184,0.1235251,0.2562852,-0.1327601
38,-0.22688743,-0.430586,"('untruthful', 'truthful')",-0.35984442,-0.32822603,-0.2933659,-0.379406,0.0860401
15,0.22515821,0.21809958,"('boring', 'funny')",0.040816113,-0.0036594989,0.1329872,0.10722,0.0257672
61,-0.18798326,-0.460952,"('illogical', 'logical')",0.7447828,0.7399841,0.2783998,0.139516,0.1388838
80,-0.16186416,-0.39858618,"('dominated', 'dominating')",-0.44794893,-0.5746434,-0.3049065,-0.4866148,0.1817083
39,0.15736774,0.22752409,"('exploitative', 'cooperative')",0.11056356,0.18354851,0.1339656,0.2055363,-0.0715707
74,0.14584127,-0.010571837,"('undedicated', 'dedicated')",-0.46911174,-0.51660967,-0.1616352,-0.2635908,0.1019556
37,-0.14316973,-0.3142494,"('fake', 'genuine')",0.21866179,-0.025584748,0.037746,-0.1699171,0.2076631
52,0.13496952,0.11841041,"('irrational', 'rational')",-0.29941267,-0.25539163,-0.0822216,-0.0684906,-0.013731
16,-0.13456582,0.28576058,"('unpopular', 'popular')",0.02307593,0.1620659,-0.0557449,0.2239132,-0.2796581
19,-0.13237676,0.10077028,"('inhospitable', 'hospitable')",-0.614308,-0.55917794,-0.3733424,-0.2292038,-0.1441386
67,0.12031066,0.573541,"('doubtful', 'determined')",-0.9437152,-0.6110752,-0.4117023,-0.0187671,-0.3929352
8,0.10195969,-0.23392896,"('unaffectionate', 'affectionate')",1.0379707,0.7347178,0.5699652,0.2503944,0.3195708
12,0.10104923,-0.003933765,"('unsupportive', 'supportive')",-1.9097896,-2.0388763,-0.9043702,-1.021405,0.1170348
72,-0.09993295,-0.28739253,"('unambitious', 'ambitious')",-0.126003,-0.19197457,-0.112968,-0.2396835,0.1267155
64,0.08584241,0.25115198,"('shy', 'confident')",-6.6554546,-6.761462,-3.284806,-3.2551551,-0.0296509
78,-0.07552433,-0.5236277,"('nonresilient', 'resilient')",0.38801995,0.114955515,0.1562478,-0.2043361,0.3605839
1,-0.075249724,-0.57961,"('unfriendly', 'friendly')",1.3121771,1.1458402,0.6184637,0.2831151,0.3353486
6,0.06850898,-0.16734114,"('distant', 'open')",-0.45002759,-0.58777153,-0.1907593,-0.3775563,0.186797
17,-0.065690815,-0.008137759,"('nasty', 'nice')",-0.5467293,-0.5083637,-0.3062101,-0.2582507,-0.0479594
