,rockwell_male,rockwell_female,tuple,automation_male,automation_female,inc_male,inc_female,average_male,average_female,male-female
26,2.801037,2.6492438,"('hardhearted', 'benevolent')",1.2939667,1.4050709,1.6685377,1.9358971,1.9211804,1.9967372,-0.0755568
81,-2.0935435,-1.8978901,"('submissive', 'aggressive')",-0.14954124,-0.22265297,-0.8690963,-1.0006273,-1.0373936,-1.0403901,0.0029965
1,2.037521,1.8349342,"('unfriendly', 'friendly')",0.0066149235,-0.24177971,1.5832995,1.8926684,1.2091451,1.161941,0.0472041
33,1.859141,1.6331424,"('wrong', 'right')",0.91845167,0.9380865,-0.4219947,-0.39382,0.7851993,0.725803,0.0593963
71,1.8024149,1.8138647,"('diffident', 'self-confident')",-0.22016127,-0.21177644,0.4850022,0.3800024,0.6890852,0.6606969,0.0283883
3,-1.7263438,-1.5070614,"('repellent', 'pleasant')",-0.5486225,-0.48774216,0.6288166,0.50297564,-0.5487165,-0.497276,-0.0514405
69,1.6049343,1.2617729,"('lazy', 'industrious')",1.7521423,1.693149,-0.7348058,-0.5827501,0.8740903,0.7907239,0.0833664
25,1.5562273,1.5000972,"('egoistic', 'altruistic')",0.9591443,0.92345566,1.506949,1.7272308,1.3407736,1.3835945,-0.0428209
53,1.5277162,1.4540915,"('uncreative', 'creative')",0.32681167,0.19318517,0.9293144,1.054579,0.9279474,0.9006186,0.0273288
58,1.366233,1.1631594,"('undiscriminating', 'discriminating')",1.8150032,1.5880077,0.27980503,0.14581352,1.1536804,0.9656602,0.1880202
61,1.3453646,1.3145728,"('illogical', 'logical')",1.4806788,1.556833,0.4824723,0.3610595,1.1028385,1.0774884,0.0253501
39,1.3449819,1.3414637,"('exploitative', 'cooperative')",0.13778478,0.27072406,0.44228923,0.5527157,0.6416853,0.7216345,-0.0799492
36,1.3375034,0.9641902,"('hostile', 'amicable')",0.61601543,0.59101564,0.40872875,0.51254874,0.7874159,0.6892515,0.0981644
16,-1.331759,-1.4355123,"('unpopular', 'popular')",-0.7222206,-0.71192235,0.44792205,0.50149924,-0.5353525,-0.5486452,0.0132927
10,-1.3286307,-1.1892527,"('unsympathetic', 'sympathetic')",-1.7109762,-1.8644621,-0.045566875,-0.22607806,-1.0283913,-1.0932643,0.064873
85,1.2852775,0.9192796,"('insignificant', 'prestigious')",-0.007917315,-0.25847453,0.25531358,0.54236746,0.5108913,0.4010575,0.1098338
44,-1.254713,-1.4787772,"('prejudiced', 'unprejudiced')",-0.1930927,-0.3824339,-1.6355237,-1.6533884,-1.0277765,-1.1715331,0.1437566
75,-1.2231843,-1.4097126,"('meek', 'impulsive')",-0.64444,-0.84608835,-0.45180944,-0.48340148,-0.7731446,-0.9130675,0.1399229
9,1.1683106,1.0098614,"('unaffectionate', 'caring')",-0.5241585,-0.5539849,1.1527797,1.2917314,0.5989773,0.5825359,0.0164414
70,-1.134458,-0.98480093,"('lethargic', 'energetic')",-0.70730686,-0.9461034,0.7124955,0.5414965,-0.3764231,-0.463136,0.0867129
17,-1.0571909,-1.085687,"('nasty', 'nice')",-0.8762071,-0.83583087,-0.39718992,-0.40833595,-0.7768626,-0.7766179,-0.0002447
8,0.99272937,0.81982315,"('unaffectionate', 'affectionate')",-0.41650087,-0.45604798,0.669542,0.95572084,0.4152568,0.439832,-0.0245752
42,-0.95686,-1.1358281,"('unreliable', 'reliable')",-1.0956961,-1.4192436,-3.185201,-3.4002316,-1.7459189,-1.9851011,0.2391822
77,-0.95040196,-0.9639887,"('unmotivated', 'motivated')",0.112687275,0.14475825,-1.0194433,-1.1150362,-0.6190526,-0.6447556,0.025703
12,0.932687,0.9207192,"('unsupportive', 'supportive')",0.18206307,0.050793797,-1.7566866,-1.5939337,-0.2139788,-0.2074736,-0.0065052
49,-0.93069464,-0.92467624,"('unable', 'able')",0.17366685,0.05099696,-0.18225303,-0.25766385,-0.3130936,-0.3771144,0.0640208
84,0.92910033,0.86294264,"('inferior', 'superior')",0.77141136,0.7846311,0.70706534,0.8819753,0.8025257,0.843183,-0.0406573
64,-0.91115886,-0.851979,"('shy', 'confident')",-0.57790554,-0.42866465,-6.7655125,-6.6503606,-2.7515256,-2.6436682,-0.1078574
87,0.89790547,0.793093,"('unsuccessful', 'successful')",1.0252681,0.9161923,1.0137788,0.9208241,0.9789841,0.8767031,0.102281
74,0.8975545,0.79851043,"('undedicated', 'dedicated')",0.49049196,0.2796299,0.25462374,0.23679054,0.5475568,0.4383103,0.1092465
35,0.8905496,0.5989476,"('corrupt', 'incorrupt')",0.8589432,0.7579719,-0.06328119,0.08431198,0.5620706,0.4804105,0.0816601
31,0.87084913,0.7053658,"('evil', 'good')",-0.30272797,-0.30234498,-0.7579824,-0.53832936,-0.0632871,-0.0451029,-0.0181842
30,-0.8580451,-0.67979485,"('intolerant', 'tolerant')",-1.301455,-1.1557258,0.5291283,0.71127146,-0.5434573,-0.3747497,-0.1687076
76,-0.85434175,-0.6769551,"('anxious', 'daring')",-0.0652751,-0.28909507,-0.08718955,-0.15852931,-0.3356021,-0.3748598,0.0392577
52,0.84838253,0.6613349,"('irrational', 'rational')",0.27934337,0.27996254,0.07677088,0.23236118,0.4014989,0.3912195,0.0102794
40,0.84153837,0.8513671,"('stingy', 'generous')",-0.07794141,-0.14358327,-1.637252,-1.3405347,-0.2912183,-0.210917,-0.0803013
86,0.8306864,0.77617586,"('uninfluential', 'influential')",0.5692821,0.4016487,0.24318251,0.07482601,0.547717,0.4175502,0.1301668
60,-0.7869196,-0.40565377,"('inefficient', 'efficient')",0.7724489,0.9918256,-0.23973121,-0.28741297,-0.084734,0.0995863,-0.1843203
57,-0.7130682,-0.8402551,"('unimaginative', 'imaginative')",0.023361042,-0.16800992,-2.3858578,-2.4016716,-1.0251883,-1.1366456,0.1114573
72,-0.69778955,-0.60427517,"('unambitious', 'ambitious')",-0.3337953,-0.13256058,-0.75090826,-0.6889533,-0.5941644,-0.475263,-0.1189014
55,-0.68045646,-0.5072678,"('incompetent', 'clever')",-0.75288504,-0.85153764,0.22465432,0.15408272,-0.4028957,-0.4015742,-0.0013215
21,-0.6785819,-0.62016356,"('immoral', 'moral')",-0.38445735,-0.31780884,-0.6434464,-0.851446,-0.5688286,-0.5964728,0.0276442
2,0.66200393,0.6460466,"('unlikable', 'likable')",0.142159,0.16269225,0.22518763,0.30614614,0.3431168,0.3716283,-0.0285115
65,-0.644422,-0.35015863,"('insecure', 'secure')",-0.55810523,-0.45556954,-0.18175828,-0.2932856,-0.4614285,-0.3663379,-0.0950906
82,-0.6443791,-0.5889238,"('poor', 'rich')",-0.606549,-0.76744086,6.0529943,6.0459948,1.6006886,1.56321,0.0374786
11,-0.62925154,-0.679503,"('unhelpful', 'helpful')",-0.3203142,-0.4557419,1.4529519,1.4640927,0.1677954,0.1096159,0.0581795
51,-0.5757911,-0.43235236,"('uneducated', 'educated')",-0.4100557,-0.51900136,0.6916732,0.6365934,-0.0980579,-0.1049201,0.0068622
