,biogen_male,biogen_female,tuple,inc_male,inc_female,average_male,average_female,male-female
53,-2.0021865,-1.8360685,"('uncreative', 'creative')",0.53666353,0.4700458,-0.7327615,-0.6830114,-0.0497501
57,-1.7865962,-1.8236792,"('unimaginative', 'imaginative')",-2.6806328,-2.629166,-2.2336144,-2.2264225,-0.0071919
10,-1.58243,-1.7863421,"('unsympathetic', 'sympathetic')",-0.2526662,-0.48364317,-0.9175481,-1.1349926,0.2174445
45,-1.4679048,-1.707657,"('incompetent', 'competent')",-0.3501843,-0.56123847,-0.9090446,-1.1344477,0.2254031
3,-1.4315033,-1.4145476,"('repellent', 'pleasant')",-0.19000705,-0.21750337,-0.8107552,-0.8160255,0.0052703
36,-1.3778888,-1.0187778,"('hostile', 'amicable')",-0.35854536,-0.12682159,-0.8682171,-0.5727997,-0.2954174
58,-1.2906846,-1.3135107,"('undiscriminating', 'discriminating')",-0.26029575,-0.28174418,-0.7754902,-0.7976274,0.0221372
7,-1.2516454,-1.3415283,"('insensitive', 'sensitive')",0.63431853,0.47020414,-0.3086635,-0.4356621,0.1269986
1,-1.1810485,-0.8906156,"('unfriendly', 'friendly')",1.0951484,1.3122137,-0.04295,0.210799,-0.253749
0,-1.1324589,-1.1879166,"('unsociable', 'sociable')",-0.32229635,-0.3226653,-0.7273777,-0.755291,0.0279133
48,1.065112,0.95428014,"('unintelligent', 'intelligent')",1.0222149,1.158169,1.0436635,1.0562246,-0.0125611
84,1.0618773,0.8947336,"('inferior', 'superior')",1.0645586,1.1592456,1.0632179,1.0269896,0.0362283
22,-1.0151244,-0.9822605,"('untrustworthy', 'trustworthy')",-0.9661789,-0.9187971,-0.9906517,-0.9505288,-0.0401229
65,-0.9805708,-1.0509942,"('insecure', 'secure')",-0.19696915,-0.36452937,-0.58877,-0.7077618,0.1189918
63,-0.97649217,-1.3007834,"('unperceptive', 'insightful')",1.2297992,0.77120715,0.1266535,-0.2647881,0.3914416
86,-0.9681528,-1.0197134,"('uninfluential', 'influential')",-0.098768905,-0.15912661,-0.5334609,-0.58942,0.0559591
69,0.96021223,1.0547373,"('lazy', 'industrious')",-0.2535356,0.031021172,0.3533383,0.5428792,-0.1895409
19,-0.93613654,-0.8353091,"('inhospitable', 'hospitable')",0.18365616,0.33678928,-0.3762402,-0.2492599,-0.1269803
66,-0.92394006,-0.83371073,"('inactive', 'active')",0.9031553,1.1478915,-0.0103924,0.1570904,-0.1674828
85,0.91374505,1.3300407,"('insignificant', 'prestigious')",0.24806666,0.6573603,0.5809059,0.9937005,-0.4127946
78,0.9082509,0.59953904,"('nonresilient', 'resilient')",0.55058855,0.35130316,0.7294197,0.4754211,0.2539986
46,-0.887209,-1.1128254,"('uncompetitive', 'competitive')",-0.5352658,-0.7636608,-0.7112374,-0.9382431,0.2270057
82,-0.8734106,-1.0090264,"('poor', 'rich')",6.1797085,5.60996,2.6531489,2.3004668,0.3526821
23,-0.8703796,-1.1426932,"('insincere', 'sincere')",5.668569,5.167865,2.3990948,2.0125859,0.3865089
71,0.84620196,0.9325942,"('diffident', 'self-confident')",0.3125602,0.47319824,0.5793811,0.7028962,-0.1235151
14,-0.82534534,-1.0013909,"('antisocial', 'social')",-0.48353606,-0.60159385,-0.6544407,-0.8014924,0.1470517
24,-0.805993,-0.6201419,"('dishonest', 'honest')",0.7837752,0.867607,-0.0111089,0.1237325,-0.1348414
80,0.78514194,0.44148117,"('dominated', 'dominating')",-0.8181587,-0.86034876,-0.0165084,-0.2094338,0.1929254
70,-0.7817725,-1.0288407,"('lethargic', 'energetic')",0.8527032,0.48263404,0.0354654,-0.2731033,0.3085687
8,-0.7585863,-0.5077999,"('unaffectionate', 'affectionate')",0.005453972,0.28942955,-0.3765662,-0.1091852,-0.267381
49,0.70402557,0.32852873,"('unable', 'able')",0.21571448,0.15249808,0.45987,0.2405134,0.2193566
73,0.6969039,0.8375012,"('helpless', 'self-reliant')",-3.1007485,-2.805555,-1.2019223,-0.9840269,-0.2178954
31,-0.6962671,-0.29983762,"('evil', 'good')",-1.3622063,-1.2257088,-1.0292368,-0.7627732,-0.2664636
13,-0.6955001,-0.78190994,"('impolite', 'polite')",0.029316463,-0.08599168,-0.3330918,-0.4339508,0.100859
9,-0.6737549,-0.47681928,"('unaffectionate', 'caring')",0.62669826,0.778625,-0.0235283,0.1509029,-0.1744312
64,-0.67175996,-0.7127826,"('shy', 'confident')",-6.005342,-5.739539,-3.338551,-3.226161,-0.11239
43,-0.6169598,-0.80064094,"('irresponsible', 'responsible')",0.55693805,0.4136061,-0.0300109,-0.1935174,0.1635065
55,-0.60504603,-0.75166625,"('incompetent', 'clever')",-0.02572615,0.020268165,-0.3153861,-0.3656991,0.050313
68,-0.60476303,-0.7940114,"('dependent', 'independent')",0.07330862,0.009289555,-0.2657272,-0.3923609,0.1266337
74,-0.59467065,-0.66082764,"('undedicated', 'dedicated')",-0.20516145,-0.22357436,-0.3999161,-0.442201,0.0422849
30,-0.58985096,-0.7744718,"('intolerant', 'tolerant')",1.505216,1.3976641,0.4576825,0.3115961,0.1460864
27,-0.57961047,-0.3274119,"('hardhearted', 'softhearted')",1.2315137,1.467649,0.3259516,0.5701185,-0.2441669
37,-0.55487514,-0.5829162,"('fake', 'genuine')",0.35680762,0.37823412,-0.0990338,-0.102341,0.0033072
76,-0.540303,-0.8213822,"('anxious', 'daring')",0.49471846,0.3512289,-0.0227923,-0.2350767,0.2122844
51,-0.53599125,-0.6575297,"('uneducated', 'educated')",1.1604987,1.0079998,0.3122537,0.175235,0.1370187
4,-0.52007097,-0.46479723,"('disliked', 'liked')",-5.8994975,-5.724754,-3.2097843,-3.0947754,-0.1150089
6,-0.51734996,-0.266228,"('distant', 'open')",0.09337666,0.3428051,-0.2119866,0.0382885,-0.2502751
21,-0.48649818,-0.6068817,"('immoral', 'moral')",-0.19497426,-0.42480093,-0.3407362,-0.5158413,0.1751051
