,pg&e_male,pg&e_female,tuple,corp_male,corp_female,average_male,average_female,male-female
46,-0.79481673,-1.2641758,"('uncompetitive', 'competitive')",-1.4049019,-1.8012443,-1.0998592,-1.5327101,0.4328509
73,0.77281857,1.0772426,"('helpless', 'self-reliant')",1.1938932,1.121979,0.9833559,1.0996108,-0.1162549
76,0.75412536,0.30424628,"('anxious', 'daring')",0.3028639,0.0006391974,0.5284946,0.1524427,0.3760519
75,-0.727952,-0.51238203,"('meek', 'impulsive')",0.36410636,0.54393065,-0.1819228,0.0157743,-0.1976971
51,-0.7092651,-0.9943477,"('uneducated', 'educated')",-0.63864946,-0.8622048,-0.6739573,-0.9282762,0.2543189
42,0.7054403,0.49389672,"('unreliable', 'reliable')",1.1529633,0.9935971,0.9292018,0.7437469,0.1854549
28,-0.69566095,-0.8167617,"('disloyal', 'loyal')",-1.5791178,-1.7151393,-1.1373894,-1.2659504,0.128561
64,-0.67398727,-0.83771056,"('shy', 'confident')",0.036088645,-0.22744069,-0.3189493,-0.5325756,0.2136263
47,-0.67218286,-0.94514006,"('stupid', 'smart')",-0.74681216,-1.0029691,-0.7094975,-0.9740546,0.2645571
67,-0.66237754,-0.93856,"('doubtful', 'determined')",-0.14734474,-0.35197163,-0.4048612,-0.6452658,0.2404046
32,0.65122265,0.35239446,"('unkind', 'kind')",-0.19698271,-0.6098712,0.22712,-0.1287384,0.3558584
69,0.6326435,0.97063935,"('lazy', 'industrious')",1.6340353,1.846716,1.1333394,1.4086777,-0.2753383
3,-0.63073486,-0.8019057,"('repellent', 'pleasant')",-1.6583025,-1.6866525,-1.1445187,-1.2442791,0.0997604
10,-0.62564725,-1.1972305,"('unsympathetic', 'sympathetic')",-2.4584544,-2.8415468,-1.5420508,-2.0193887,0.4773379
31,-0.61372286,0.0834409,"('evil', 'good')",1.1190214,1.6135274,0.2526493,0.8484842,-0.5958349
14,0.59085447,0.032506958,"('antisocial', 'social')",-1.0059513,-1.4213932,-0.2075484,-0.6944431,0.4868947
86,-0.5879482,-0.59505135,"('uninfluential', 'influential')",-2.4017525,-2.5242789,-1.4948504,-1.5596651,0.0648147
82,-0.5869303,-0.72410774,"('poor', 'rich')",-0.9866129,-0.87142515,-0.7867716,-0.7977664,0.0109948
25,0.585042,0.71319616,"('egoistic', 'altruistic')",0.7628082,0.5913438,0.6739251,0.65227,0.0216551
83,0.57566345,0.5242207,"('powerless', 'powerful')",-0.49262884,-0.71363425,0.0415173,-0.0947068,0.1362241
27,0.5631199,0.64279616,"('hardhearted', 'softhearted')",-1.713698,-1.5649766,-0.5752891,-0.4610902,-0.1141989
66,-0.56155854,-0.4560715,"('inactive', 'active')",1.0884415,1.2213972,0.2634415,0.3826628,-0.1192213
71,0.5171361,0.5054734,"('diffident', 'self-confident')",-0.3031748,-0.49556285,0.1069807,0.0049553,0.1020254
55,0.50181365,0.012041323,"('incompetent', 'clever')",-1.860106,-2.0756621,-0.6791462,-1.0318104,0.3526642
63,-0.48868868,-0.65704596,"('unperceptive', 'insightful')",-0.71110755,-0.88224083,-0.5998981,-0.7696434,0.1697453
13,-0.47917825,-1.2141684,"('impolite', 'polite')",-1.8174107,-2.2488918,-1.1482944,-1.7315302,0.5832358
48,0.47056848,0.322962,"('unintelligent', 'intelligent')",-1.7903522,-1.7980152,-0.6598918,-0.7375267,0.0776349
41,-0.46192932,-0.8773991,"('unforgiving', 'forgiving')",-1.3081973,-1.5650705,-0.8850633,-1.2212348,0.3361715
4,-0.41580504,-0.25134164,"('disliked', 'liked')",0.43860912,0.49642435,0.011402,0.1225414,-0.1111394
16,-0.4118873,-0.2809412,"('unpopular', 'popular')",0.29082185,0.44668612,-0.0605327,0.0828725,-0.1434052
88,-0.41125315,-0.72707105,"('low', 'eminent')",0.24087183,-0.15009959,-0.0851907,-0.4385853,0.3533946
23,0.41002518,-0.0006507337,"('insincere', 'sincere')",-2.2274814,-2.5485723,-0.9087281,-1.2746115,0.3658834
57,-0.4028601,-0.63054454,"('unimaginative', 'imaginative')",-1.8481286,-1.9194087,-1.1254944,-1.2749766,0.1494822
12,0.40132922,0.17157844,"('unsupportive', 'supportive')",-0.9697611,-1.1062071,-0.2842159,-0.4673144,0.1830985
72,0.39779085,0.3021062,"('unambitious', 'ambitious')",-1.2977172,-1.2137547,-0.4499632,-0.4558242,0.005861
87,0.39207813,0.18955116,"('unsuccessful', 'successful')",0.89386946,0.8491621,0.6429738,0.5193566,0.1236172
34,-0.37235513,-0.30638397,"('mean', 'honorable')",-0.61281717,-0.56275415,-0.4925861,-0.4345691,-0.058017
54,0.37006202,0.34155637,"('incapable', 'capable')",0.27880976,0.20013326,0.3244359,0.2708448,0.0535911
80,0.34156054,0.011219829,"('dominated', 'dominating')",-0.9891767,-1.0802509,-0.3238081,-0.5345155,0.2107074
8,-0.31904054,-0.008697793,"('unaffectionate', 'affectionate')",-0.15795833,0.116809644,-0.2384994,0.0540559,-0.2925553
74,-0.30175254,-0.30926114,"('undedicated', 'dedicated')",-0.56750745,-0.709522,-0.43463,-0.5093915,0.0747615
50,-0.29088554,-0.23898494,"('clumsy', 'skillful')",0.9460251,1.2270118,0.3275698,0.4940134,-0.1664436
30,0.29042006,-0.22874027,"('intolerant', 'tolerant')",-1.026063,-1.4591432,-0.3678215,-0.8439417,0.4761202
59,0.26213786,0.6562612,"('foolish', 'wise')",1.1310802,1.4300843,0.696609,1.0431728,-0.3465638
52,0.24408008,0.5126752,"('irrational', 'rational')",1.3050389,1.3532166,0.7745595,0.932946,-0.1583865
37,0.24003163,0.4097932,"('fake', 'genuine')",-0.52914476,-0.40693292,-0.1445566,0.0014301,-0.1459867
36,-0.23917145,0.23355417,"('hostile', 'amicable')",0.5174613,0.60191375,0.1391449,0.417734,-0.2785891
1,0.23531203,0.61205876,"('unfriendly', 'friendly')",-0.7198892,-0.5367514,-0.2422886,0.0376537,-0.2799423
65,0.20905739,-0.26184538,"('insecure', 'secure')",-1.1996756,-1.516738,-0.4953091,-0.8892917,0.3939826
45,0.20740749,-0.2966201,"('incompetent', 'competent')",-2.5896113,-2.756578,-1.1911019,-1.526599,0.3354971
0,-0.2037591,-0.7806337,"('unsociable', 'sociable')",-2.0325797,-2.5135024,-1.1181694,-1.647068,0.5288986
6,0.18829688,0.77202064,"('distant', 'open')",1.4444301,1.8198184,0.8163635,1.2959195,-0.479556
19,0.18118273,0.34952012,"('inhospitable', 'hospitable')",0.33874604,0.5415821,0.2599644,0.4455511,-0.1855867
78,-0.16632043,-0.36770314,"('nonresilient', 'resilient')",-1.0658096,-1.0686927,-0.616065,-0.7181979,0.1021329
43,0.144833,-0.09657374,"('irresponsible', 'responsible')",-2.1354122,-2.5497155,-0.9952896,-1.3231447,0.3278551
11,-0.12569977,-0.51840484,"('unhelpful', 'helpful')",-2.0131104,-2.2343683,-1.0694051,-1.3763866,0.3069815
79,-0.11956343,0.044011742,"('wavering', 'unwavering')",0.81818813,0.98644185,0.3493124,0.5152268,-0.1659144
22,-0.110745154,-0.17917548,"('untrustworthy', 'trustworthy')",-0.7561746,-0.711259,-0.4334599,-0.4452173,0.0117574
20,-0.09955403,-0.10254952,"('rough', 'thoughtful')",-0.4634242,-0.32413164,-0.2814891,-0.2133406,-0.0681485
44,0.06680149,0.022477381,"('prejudiced', 'unprejudiced')",0.60270864,0.6192817,0.3347551,0.3208795,0.0138756
5,-0.053365517,0.40672553,"('distant', 'outgoing')",1.0366224,1.3476518,0.4916284,0.8771887,-0.3855603
24,0.031368315,0.026885938,"('dishonest', 'honest')",-1.1376152,-1.3113106,-0.5531235,-0.6422123,0.0890888
58,0.030270955,0.123286515,"('undiscriminating', 'discriminating')",-0.27936333,-0.19529858,-0.1245462,-0.036006,-0.0885402
7,0.0077757686,-0.20855352,"('insensitive', 'sensitive')",-1.5274079,-1.8772042,-0.7598161,-1.0428789,0.2830628
