,st_male,st_female,tuple,jude_male,jude_female,medical_male,medical_female,inc_male,inc_female,average_male,average_female,male-female
11,-0.15165697,0.13078044,"('unhelpful', 'helpful')",-1.3999332,-1.1817929,0.8932529,0.92116445,2.114209,2.2432723,0.3639679,0.5283561,-0.1643882
67,-0.109256506,-0.10007186,"('doubtful', 'determined')",-0.65249246,-0.43897194,-0.3008592,-0.35121396,-0.5863055,-0.51769835,-0.4122284,-0.351989,-0.0602394
6,-0.102365874,-0.036670074,"('distant', 'open')",1.6307565,1.656316,-0.54074967,-0.2715509,0.2948718,0.3339178,0.3206282,0.4205032,-0.099875
74,-0.09058546,-0.07521334,"('undedicated', 'dedicated')",0.39820513,0.31969088,0.65608156,0.7332858,-0.0027213488,-0.11971681,0.240245,0.2145116,0.0257334
64,-0.07386325,-0.4872487,"('shy', 'confident')",-1.0692216,-1.0957768,-0.4431493,-0.60502744,-6.9509,-6.782442,-2.1342835,-2.2426238,0.1083403
15,-0.059244532,-0.16286406,"('boring', 'funny')",0.6238078,0.5216713,0.3246097,0.21218391,0.45060843,0.42085332,0.3349454,0.2479611,0.0869843
78,0.052554984,0.051057197,"('nonresilient', 'resilient')",-0.14944907,-0.30216867,1.9144101,1.9749552,0.65422624,0.7722164,0.6179356,0.624015,-0.0060794
63,-0.033922985,0.04875578,"('unperceptive', 'insightful')",-0.2707646,-0.013950828,0.66644675,0.7433378,1.1884887,1.3452367,0.387562,0.5308449,-0.1432829
65,0.0161563,-0.4338369,"('insecure', 'secure')",-2.4597526,-2.481781,-0.39620075,-0.615077,-0.27919823,-0.17511907,-0.7797488,-0.9264535,0.1467047
34,-0.0029349923,0.023104344,"('mean', 'honorable')",0.43927157,0.6293353,0.15202641,0.17443901,6.2451844,6.267239,1.7083869,1.7735294,-0.0651425
54,-0.0026908908,-0.12423253,"('incapable', 'capable')",0.34015676,0.45007136,-0.013814904,-0.100741744,1.2821983,1.2754893,0.4014623,0.3751466,0.0263157
