,st_male,st_female,tuple,jude_male,jude_female,medical_male,medical_female,inc_male,inc_female,average_male,average_female,male-female
79,2.0598385,1.8094604,"('wavering', 'unwavering')",3.025847,2.7826898,-0.7712669,-0.6783383,0.29460314,0.15975186,1.1522555,1.0183909,0.1338646
41,1.7086496,0.955964,"('unforgiving', 'forgiving')",0.98100275,0.70782715,1.5585932,1.5221212,0.19946527,-0.0057767704,1.1119277,0.7950339,0.3168938
61,-1.6380956,-1.594934,"('illogical', 'logical')",-0.83703345,-0.7897954,0.3794403,0.31738654,0.29223314,0.27076072,-0.4508639,-0.4491455,-0.0017184
18,1.5548568,0.9964965,"('disagreeable', 'welcoming')",1.8964422,1.7319334,0.39370143,0.41583076,0.32096627,0.1555272,1.0414916,0.8249469,0.2165447
53,-1.3533492,-1.4785367,"('uncreative', 'creative')",-1.1771771,-1.2623461,-0.51553625,-0.5006749,0.7999463,0.7010588,-0.561529,-0.6351247,0.0735957
3,-1.3126881,-1.0683992,"('repellent', 'pleasant')",-1.0066885,-0.82851094,-0.55778885,-0.44711465,0.3151282,0.3415974,-0.6405092,-0.5006069,-0.1399023
46,-1.2997253,-1.366056,"('uncompetitive', 'competitive')",-2.1534925,-1.8431681,0.29247144,0.22813252,-0.676778,-0.59041256,-0.9593811,-0.8928761,-0.066505
73,1.2365518,1.8797156,"('helpless', 'self-reliant')",1.679971,1.8094543,0.010090943,-0.003913138,-3.2704206,-3.0037837,-0.0859517,0.1703683,-0.25632
81,-1.2304652,-1.9886881,"('submissive', 'aggressive')",-3.1967168,-3.1109495,0.5727794,0.3141966,-0.75834775,-0.7642032,-1.1531876,-1.387411,0.2342234
10,-1.1701283,-1.1097376,"('unsympathetic', 'sympathetic')",-2.4713497,-2.2355263,-0.21291903,-0.23574352,-0.33886686,-0.25345355,-1.048316,-0.9586152,-0.0897008
77,-1.1652899,-1.509749,"('unmotivated', 'motivated')",-0.6759552,-0.59380084,0.43328798,0.30827278,-1.0514282,-0.94813925,-0.6148463,-0.6858541,0.0710078
47,-1.1589713,-0.8071691,"('stupid', 'smart')",-1.6225584,-1.1744888,0.7816962,0.6664077,5.345381,5.405596,0.8363868,1.0225863,-0.1861995
55,-1.0652871,-1.0868356,"('incompetent', 'clever')",-2.51359,-2.3446457,0.043966357,-0.09728998,-0.028841067,-0.0027019344,-0.890938,-0.8828683,-0.0080697
14,-1.0596188,-1.2309859,"('antisocial', 'social')",-1.7509036,-1.4717082,0.8482704,0.77803993,-0.5317427,-0.54980475,-0.6234987,-0.6186147,-0.004884
83,-1.0497717,-1.2459621,"('powerless', 'powerful')",-1.3014909,-1.2889998,0.023637757,0.09244865,-1.5267313,-1.3488032,-0.963589,-0.9478291,-0.0157599
60,-1.0333025,-1.0651712,"('inefficient', 'efficient')",-1.9498612,-1.7992252,0.75680304,0.63822764,0.21120697,0.28713563,-0.5037885,-0.4847583,-0.0190302
4,1.0079271,0.8632809,"('disliked', 'liked')",2.0266342,1.8065367,0.032946337,0.11036625,-6.443207,-6.396802,-0.8439248,-0.9041545,0.0602297
88,-0.98892075,-1.4888526,"('low', 'eminent')",-1.0115913,-1.3633653,-0.39950022,-0.5011584,0.30273038,0.2490902,-0.5243205,-0.7760715,0.251751
12,0.98045474,0.8354106,"('unsupportive', 'supportive')",1.0510579,1.0139927,2.2499375,2.3955152,-1.3960472,-1.3337412,0.7213508,0.7277943,-0.0064435
86,-0.9460909,-1.6124829,"('uninfluential', 'influential')",-1.1561946,-1.4845899,0.8810608,0.6353942,0.22108887,-0.02541505,-0.2500339,-0.6217734,0.3717395
40,0.922202,0.37483105,"('stingy', 'generous')",1.151969,1.0286343,0.7811937,0.71683097,-1.2908313,-1.3785591,0.3911334,0.1854343,0.2056991
35,0.8947575,1.2404803,"('corrupt', 'incorrupt')",2.459552,2.4822319,-1.6533946,-1.384442,-0.36120078,-0.41172612,0.3349285,0.481636,-0.1467075
76,0.8838824,0.9305963,"('anxious', 'daring')",-1.4635152,-1.0840296,-0.3319172,-0.27041763,0.14314649,0.340737,-0.1921009,-0.0207785,-0.1713224
59,0.8715194,0.6375646,"('foolish', 'wise')",3.008159,2.7939065,0.49334678,0.50066096,0.5427973,0.52085114,1.2289555,1.1132457,0.1157098
1,-0.84099936,-1.0414044,"('unfriendly', 'friendly')",0.90489745,0.6960098,1.0671413,0.93498373,2.2779887,2.0142438,0.852257,0.6509582,0.2012988
31,-0.79688686,-0.7902519,"('evil', 'good')",1.1979679,1.2118007,-0.6229818,-0.5457919,-0.9200361,-1.0316281,-0.2854842,-0.2889678,0.0034836
68,-0.74105227,-0.41066825,"('dependent', 'independent')",-0.4072545,-0.09818828,-0.7217857,-0.6539675,-0.23132196,-0.21875863,-0.5253536,-0.3453957,-0.1799579
44,0.7312736,1.2922454,"('prejudiced', 'unprejudiced')",-0.711582,-0.16324434,-1.0987391,-0.83986956,-1.7583289,-1.579109,-0.7093441,-0.3224944,-0.3868497
36,0.7275921,0.4747163,"('hostile', 'amicable')",2.4180174,2.1276426,-0.98414844,-0.8245323,0.023615342,-0.28353393,0.5462691,0.3735732,0.1726959
49,-0.71953505,-0.6470854,"('unable', 'able')",-0.48672572,-0.55939126,-0.2682776,-0.13062757,0.27976948,0.430661,-0.2986922,-0.2266108,-0.0720814
45,-0.7156432,-0.36448258,"('incompetent', 'competent')",-1.4213201,-1.104789,0.7083487,0.72396547,-0.50269896,-0.429621,-0.4828284,-0.2937318,-0.1890966
48,-0.6993979,-1.1502535,"('unintelligent', 'intelligent')",-1.3600581,-1.5886545,1.2121351,0.990366,0.7277097,0.6129899,-0.0299028,-0.283888,0.2539852
30,-0.69728345,-0.66604435,"('intolerant', 'tolerant')",-1.1254859,-0.9428769,0.25865892,0.14024532,1.29075,1.30597,-0.0683401,-0.0406765,-0.0276636
2,0.68937236,0.38535714,"('unlikable', 'likable')",1.0706425,1.1064622,1.2468269,1.1947993,0.57126683,0.5914533,0.8945271,0.819518,0.0750091
13,-0.6874786,-0.355492,"('impolite', 'polite')",-1.7088202,-1.343562,0.81683534,0.65403473,0.21054344,0.2604324,-0.34223,-0.1961467,-0.1460833
20,-0.6396762,-0.32804114,"('rough', 'thoughtful')",-1.3192964,-1.2023914,-0.1746954,-0.12053147,0.8591775,0.8825223,-0.3186226,-0.1921104,-0.1265122
23,0.6212745,0.3223467,"('insincere', 'sincere')",-0.0963858,-0.051265277,0.94532883,0.79399496,6.363511,6.3081636,1.9584322,1.84331,0.1151222
0,-0.6169791,-1.1589779,"('unsociable', 'sociable')",-1.204864,-1.2123281,1.2738888,0.9713451,-0.18848647,-0.2742527,-0.1841102,-0.4185534,0.2344432
32,0.6168898,0.5957694,"('unkind', 'kind')",-0.6070322,-0.46003246,1.9355179,1.9575055,1.7050647,1.8271996,0.9126101,0.9801105,-0.0675004
85,0.5970429,0.41127348,"('insignificant', 'prestigious')",3.5379071,3.099891,0.4184161,0.35749587,0.41103178,0.17508845,1.2410995,1.0109372,0.2301623
26,0.57327497,0.028920423,"('hardhearted', 'benevolent')",0.7261789,0.33173013,1.6226354,1.3626672,1.7459037,1.4685093,1.1669981,0.7979568,0.3690413
37,0.54473567,0.77909505,"('fake', 'genuine')",-0.5465534,-0.19102134,-0.07463492,-0.111041725,0.5164165,0.64981705,0.109991,0.2817123,-0.1717213
42,0.50629383,0.6054794,"('unreliable', 'reliable')",-0.123609245,0.08082069,0.34899774,0.44815418,-2.9309113,-2.5992002,-0.5498073,-0.3661865,-0.1836208
16,-0.4933121,-0.5803817,"('unpopular', 'popular')",0.62714577,0.37766406,-0.16528407,-0.22481322,0.4406251,0.3229745,0.1022937,-0.0261391,0.1284328
84,-0.48341462,-0.51419324,"('inferior', 'superior')",-0.78193736,-0.8329452,0.6852905,0.6636623,0.6878227,0.7887993,0.0269403,0.0263308,0.0006095
43,-0.43706644,-0.33431503,"('irresponsible', 'responsible')",-1.0909985,-1.0283875,1.2729449,1.2184951,0.76291436,0.69744694,0.1269486,0.1383099,-0.0113613
80,-0.42461976,-0.14797923,"('dominated', 'dominating')",-1.9363295,-1.5974028,-0.13635728,-0.1452339,-1.1213655,-0.86804396,-0.904668,-0.689665,-0.215003
52,-0.42409658,-0.6591989,"('irrational', 'rational')",1.6431941,1.2702965,-0.5907337,-0.55217844,-0.42427018,-0.516008,0.0510234,-0.1142722,0.1652956
17,0.38820428,0.3373489,"('nasty', 'nice')",0.5341166,0.57203513,-0.92957735,-0.8542861,-0.45932052,-0.4979041,-0.1166442,-0.1107015,-0.0059427
28,-0.36079597,-0.7113005,"('disloyal', 'loyal')",-0.60600317,-0.78630084,-0.30825394,-0.4020644,0.8514607,0.7626078,-0.1058981,-0.2842645,0.1783664
7,-0.357822,-0.49004805,"('insensitive', 'sensitive')",-0.48907527,-0.4462595,-0.012188807,-0.046872023,1.2027719,1.2240645,0.0859215,0.0602212,0.0257003
21,0.35740668,0.1341749,"('immoral', 'moral')",-0.7569866,-0.57552224,1.2784541,1.1995311,-0.3575729,-0.2923057,0.1303253,0.1164695,0.0138558
8,0.35015854,0.21092346,"('unaffectionate', 'affectionate')",2.0092978,1.7147362,0.16069883,0.11710192,1.0686682,0.9468192,0.8972058,0.7473952,0.1498106
50,0.34530202,0.24905273,"('clumsy', 'skillful')",0.44683203,0.09843479,0.14084926,0.05110637,0.34782284,0.37225264,0.3202015,0.1927116,0.1274899
75,0.33963832,0.8873528,"('meek', 'impulsive')",0.5811458,0.98154604,-0.22637966,-0.041137077,-0.62266785,-0.48586825,0.0179342,0.3354734,-0.3175392
5,0.33434707,0.28054744,"('distant', 'outgoing')",1.6633198,1.7586452,-0.46454993,-0.27949816,0.010077415,0.037824154,0.3857986,0.4493797,-0.0635811
66,-0.3301818,-0.12301032,"('inactive', 'active')",0.7411699,0.96525323,-0.732814,-0.69905484,0.9454345,0.80053407,0.1559021,0.2359305,-0.0800284
72,-0.32681862,-0.6875773,"('unambitious', 'ambitious')",0.09284491,-0.16538003,0.256581,-0.013796978,-0.61515373,-0.5694812,-0.1481366,-0.3590589,0.2109223
57,-0.32590297,-0.69593996,"('unimaginative', 'imaginative')",-2.3629005,-2.486722,-0.0215366,-0.04804971,-2.6773562,-2.6366932,-1.3469241,-1.4668512,0.1199271
22,0.325402,0.44547907,"('untrustworthy', 'trustworthy')",-0.5999459,-0.213278,0.23913904,0.14226027,-0.637251,-0.52325904,-0.168164,-0.0371994,-0.1309646
25,-0.32269302,-0.20527919,"('egoistic', 'altruistic')",0.3674237,0.3266557,-0.213325,-0.00021400303,1.3705348,1.4048564,0.3004851,0.3815047,-0.0810196
70,-0.31124595,-0.1604423,"('lethargic', 'energetic')",-1.201449,-0.91015446,-0.024405297,-0.0035978854,0.6697571,0.80841035,-0.2168358,-0.0664461,-0.1503897
62,-0.29470634,0.05878818,"('incompetent', 'brilliant')",-1.5587069,-1.1927785,0.99592036,1.076116,0.05320533,0.5039044,-0.2010719,0.1115075,-0.3125794
24,-0.2925448,-0.23754358,"('dishonest', 'honest')",0.0109560415,0.14895962,0.1980481,0.21766952,0.92195284,0.98675466,0.209603,0.27896,-0.069357
82,-0.2875852,-0.52496284,"('poor', 'rich')",-1.3873981,-1.3471267,0.42983258,0.36313757,6.2891965,6.2661076,1.2610115,1.1892889,0.0717226
38,-0.28657684,0.03554499,"('untruthful', 'truthful')",0.75816417,0.9935117,0.15318775,0.3380438,0.23433088,0.40318733,0.2147765,0.4425719,-0.2277954
27,0.28573248,0.6051678,"('hardhearted', 'softhearted')",1.4148295,1.2631003,0.8529833,0.98368824,1.8021417,1.7164307,1.0889218,1.1420968,-0.053175
33,0.2715616,0.03704145,"('wrong', 'right')",1.5499731,1.4679374,0.5101521,0.49813014,-0.43736705,-0.4179076,0.47358,0.3963003,0.0772797
71,-0.2671632,-0.31353134,"('diffident', 'self-confident')",1.3106288,1.4190464,1.643939,1.5488024,0.7351579,0.65351224,0.8556406,0.8269574,0.0286832
39,-0.2629616,-0.09629319,"('exploitative', 'cooperative')",-0.5617943,-0.270401,0.04550446,0.016318573,0.11587638,0.16731504,-0.1658438,-0.0457651,-0.1200787
19,0.22398402,0.28317216,"('inhospitable', 'hospitable')",1.274138,1.2739766,0.39288184,0.40752473,0.64108026,0.51359886,0.633021,0.619568,0.013453
9,0.20587386,0.45385408,"('unaffectionate', 'caring')",1.0894108,0.9547364,1.5325618,1.5659956,1.5530368,1.5852351,1.0952208,1.1399553,-0.0447345
29,-0.19655116,0.027409159,"('unfair', 'fair')",0.15115955,0.38819286,0.17136356,0.34873712,-0.10133531,-0.16988063,0.0061592,0.1486146,-0.1424554
87,-0.1913793,-0.43904635,"('unsuccessful', 'successful')",0.3874055,0.29528555,0.65216005,0.31254187,0.88831264,0.8928169,0.4341247,0.2653995,0.1687252
58,-0.17758824,-0.81303126,"('undiscriminating', 'discriminating')",-0.3979751,-0.5109066,-0.58477676,-0.73393106,0.041729283,-0.13464819,-0.2796527,-0.5481293,0.2684766
69,-0.177291,-0.031605802,"('lazy', 'industrious')",1.4805698,1.3908834,0.4455156,0.6034423,-0.4601245,-0.50711185,0.3221675,0.363902,-0.0417345
56,-0.16436492,-0.19193134,"('impractical', 'practical')",-1.2087142,-0.9668432,1.3142618,1.3149219,-0.45277336,-0.21634403,-0.1278977,-0.0150492,-0.1128485
51,-0.16106391,-0.6846847,"('uneducated', 'educated')",-0.94509923,-0.9583016,0.9440021,0.7157332,0.84342945,0.68372416,0.1703171,-0.0608822,0.2311993
