,marshall_male,marshall_female,tuple,&_male,&_female,ilsley_male,ilsley_female,corp_male,corp_female,average_male,average_female,male-female
18,-0.45078552,-0.7007358,"('disagreeable', 'welcoming')",0.43670264,0.32485542,-0.33634293,-0.29301664,-0.8001654,-0.8426074,-0.2876478,-0.3778761,0.0902283
65,0.43427265,0.22508223,"('insecure', 'secure')",0.8170443,0.4879196,-0.023422629,-0.15193254,-0.15464026,-0.082656026,0.2683135,0.1196033,0.1487102
56,0.42795053,0.5453366,"('impractical', 'practical')",-0.13922562,0.06396762,-0.043349784,0.091903925,-0.64005506,-0.26137757,-0.09867,0.1099577,-0.2086277
22,-0.41685182,-0.4876844,"('untrustworthy', 'trustworthy')",0.45712933,0.24403794,-0.5728518,-0.45800364,-0.49211502,-0.52267253,-0.2561723,-0.3060806,0.0499083
12,0.41060477,0.3295457,"('unsupportive', 'supportive')",0.4126529,0.44136244,-0.185762,-0.0047433525,-1.3088734,-1.3522943,-0.1678444,-0.1465324,-0.021312
3,0.40848795,0.13720407,"('repellent', 'pleasant')",0.10304347,-0.13355143,-0.21010683,-0.45994186,0.7498234,0.7491167,0.262812,0.0732069,0.1896051
86,-0.40835118,-0.5455268,"('uninfluential', 'influential')",-0.011864688,-0.30857655,-1.4977101,-1.4715583,0.010875776,-0.26539478,-0.4767625,-0.6477641,0.1710016
62,0.40782455,0.53845286,"('incompetent', 'brilliant')",-0.012481939,0.0496453,-0.57578605,-0.33741707,0.3982225,0.6730075,0.0544448,0.2309221,-0.1764773
6,-0.4046607,-0.13715923,"('distant', 'open')",-0.8995763,-0.6943276,-0.566699,-0.25006485,-0.9311513,-0.8270665,-0.7005218,-0.4771546,-0.2233672
7,0.3657191,0.1726095,"('insensitive', 'sensitive')",0.11339809,-0.0054079797,-0.008884739,-0.10269638,0.7454742,0.7808907,0.3039267,0.211349,0.0925777
66,-0.30877906,-0.289301,"('inactive', 'active')",0.89225245,0.9848597,0.72658235,0.60024804,0.24095087,0.17996055,0.3877516,0.3689418,0.0188098
88,-0.29730147,-0.53889793,"('low', 'eminent')",-0.16163401,-0.2114327,-1.0038791,-1.199027,-0.52282226,-0.47756305,-0.4964092,-0.6067302,0.110321
47,-0.28379825,-0.2945735,"('stupid', 'smart')",0.35246572,0.4196386,-0.18419924,-0.2786289,4.343933,4.8120093,1.0571003,1.1646113,-0.107511
35,0.28108174,0.405523,"('corrupt', 'incorrupt')",-0.78455055,-0.56449956,0.125125,0.24268012,-1.12056,-1.0826911,-0.374726,-0.2497469,-0.1249791
70,0.2730415,0.18309103,"('lethargic', 'energetic')",0.5180731,0.39732245,0.27598816,0.3061706,0.59331477,0.6457355,0.4151044,0.3830799,0.0320245
59,-0.26897824,-0.13829227,"('foolish', 'wise')",-0.1574374,-0.10657604,-0.040067792,0.061447434,-0.14112218,-0.040483754,-0.1519014,-0.0559762,-0.0959252
9,0.25533944,0.060469948,"('unaffectionate', 'caring')",-0.577596,-0.6486876,-1.5108883,-1.4763461,1.0688826,1.0998014,-0.1910656,-0.2411906,0.050125
60,0.2495738,0.090534,"('inefficient', 'efficient')",1.0443127,0.9573418,0.41916022,0.31388193,-0.09803848,0.17316462,0.4037521,0.3837306,0.0200215
79,0.24936947,0.17675081,"('wavering', 'unwavering')",-0.36835065,-0.13772582,-0.32301697,-0.28182274,-0.57011044,-0.39010754,-0.2530271,-0.1582263,-0.0948008
45,-0.24112234,0.15595315,"('incompetent', 'competent')",0.38667545,0.29410863,-0.46569455,-0.18643093,0.15766126,0.09672172,-0.04062,0.0900881,-0.1307081
55,-0.2279614,-0.19631661,"('incompetent', 'clever')",1.13957,0.8752225,-0.290384,-0.36631262,0.40590048,0.30891648,0.2567813,0.1553774,0.1014039
19,0.22600472,0.562734,"('inhospitable', 'hospitable')",-1.155718,-0.9976003,0.3901225,0.72489834,-0.7041727,-0.5167772,-0.3109409,-0.0566863,-0.2542546
13,0.21811575,0.08018263,"('impolite', 'polite')",0.15024263,0.18930647,0.06308025,0.0067897066,-0.9606965,-0.79295534,-0.1323145,-0.1291691,-0.0031454
38,-0.21051978,0.023113953,"('untruthful', 'truthful')",-1.5175543,-1.3624258,-0.82115346,-0.7500029,-0.4525018,-0.21571709,-0.7504323,-0.5762579,-0.1741744
0,-0.20321451,-0.540216,"('unsociable', 'sociable')",0.33256873,0.19359243,-0.68491143,-0.75092894,0.055541106,-0.038192466,-0.125004,-0.2839363,0.1589323
81,0.19973144,-0.00886235,"('submissive', 'aggressive')",1.0164138,0.99766225,0.40936813,0.2344382,-0.39932725,-0.338886,0.3065465,0.221088,0.0854585
20,-0.16574904,-0.2196699,"('rough', 'thoughtful')",0.7325598,0.541818,-0.2884548,-0.4546008,0.8859657,0.8447313,0.2910804,0.1780697,0.1130107
68,-0.16323194,-0.1529666,"('dependent', 'independent')",-0.26471788,-0.456721,0.03779611,-0.2837257,-0.9676293,-1.1058851,-0.3394458,-0.4998246,0.1603788
28,-0.13788065,-0.4427029,"('disloyal', 'loyal')",-0.22460449,-0.478809,-1.7661879,-1.8646418,0.61002606,0.5223725,-0.3796617,-0.5659453,0.1862836
43,0.12713736,0.12526925,"('irresponsible', 'responsible')",0.12234762,0.10336427,-0.2978393,-0.2703171,0.6004514,0.84552324,0.1380243,0.2009599,-0.0629356
8,-0.120600194,-0.32221174,"('unaffectionate', 'affectionate')",-0.30920658,-0.28989425,-1.3731364,-1.3555969,0.7033579,0.6453186,-0.2748963,-0.3305961,0.0556998
54,-0.1165753,-0.21171738,"('incapable', 'capable')",-0.58597755,-0.59481776,-0.74388146,-0.6194871,0.62142074,0.7294382,-0.2062534,-0.174146,-0.0321074
72,-0.102370046,-0.09777775,"('unambitious', 'ambitious')",-0.83705074,-0.7229052,-0.5839848,-0.49641496,-0.6438054,-0.4585625,-0.5418028,-0.4439151,-0.0978877
77,-0.08337513,-0.3998862,"('unmotivated', 'motivated')",0.16444403,0.03275556,-0.42896515,-0.6128949,-0.7404729,-0.8285619,-0.2720923,-0.4521469,0.1800546
85,-0.07403807,-0.43207994,"('insignificant', 'prestigious')",-0.82295597,-0.9040831,-0.61679244,-0.66849357,-0.3180603,-0.5757515,-0.4579617,-0.645102,0.1871403
50,-0.06929329,-0.2612061,"('clumsy', 'skillful')",1.2814316,1.2738858,0.36071587,0.2887173,0.095100015,0.1408205,0.4169886,0.3605544,0.0564342
76,0.05474271,0.12533009,"('anxious', 'daring')",1.5611176,1.5834032,-0.040167876,-0.045687184,-0.5702651,-0.36593112,0.2513568,0.3242787,-0.0729219
10,-0.052233547,0.095153406,"('unsympathetic', 'sympathetic')",0.2592981,0.09044558,-0.5543733,-0.39194924,0.20178083,0.25242928,-0.036382,0.0115198,-0.0479018
42,0.03448621,0.34631523,"('unreliable', 'reliable')",0.9525049,1.0716792,0.41201475,0.7550873,-2.6533303,-2.5233133,-0.3135811,-0.0875579,-0.2260232
17,-0.01471517,0.073927425,"('nasty', 'nice')",0.3399038,0.39803842,-0.2578499,-0.2852751,-0.65316164,-0.64732367,-0.1464557,-0.1151582,-0.0312975
14,0.01269798,-0.11790605,"('antisocial', 'social')",1.4158969,1.3252904,0.18525591,0.20093015,-0.0010019382,0.025465406,0.4032122,0.358445,0.0447672
32,0.0010196865,-0.113222085,"('unkind', 'kind')",-0.10349542,-0.22947016,-1.3887936,-1.4895014,0.27102602,0.40953755,-0.3050608,-0.355664,0.0506032
