,marshall_male,marshall_female,tuple,&_male,&_female,ilsley_male,ilsley_female,corp_male,corp_female,average_male,average_female,male-female
39,2.0637252,1.5689795,"('exploitative', 'cooperative')",0.6161238,0.60074663,0.6077192,0.39147824,0.5173737,0.47214323,0.9512355,0.7583369,0.1928986
4,-1.8089353,-1.5577873,"('disliked', 'liked')",-0.17449336,-0.11967532,-0.083761275,0.33736444,-6.096256,-6.5813446,-2.0408614,-1.9803607,-0.0605007
82,-1.5221214,-1.4217907,"('poor', 'rich')",-0.3259812,-0.352613,-0.37781188,-0.24702936,4.75141,5.2047467,0.6313739,0.7958284,-0.1644545
36,-1.2980781,-1.4341588,"('hostile', 'amicable')",-1.2883157,-1.2895954,-1.0988318,-1.0867623,-0.55849814,-0.803935,-1.060931,-1.1536129,0.0926819
74,1.256881,1.1342763,"('undedicated', 'dedicated')",0.47830176,0.31732392,-0.31472751,-0.34031245,0.061690953,-0.047024637,0.3705365,0.2660658,0.1044707
41,-1.2011788,-0.7888889,"('unforgiving', 'forgiving')",-0.5987903,-0.7168536,-1.5105819,-1.0665354,-0.027018,-0.06750781,-0.8343922,-0.6599464,-0.1744458
1,-1.1508138,-1.4628593,"('unfriendly', 'friendly')",-1.4110521,-1.555766,-2.8216093,-2.619039,0.88034683,0.8490405,-1.1257821,-1.197156,0.0713739
69,1.1078275,0.8844069,"('lazy', 'industrious')",0.7814597,0.84506035,0.8307328,0.6053489,-0.57332134,-0.75393647,0.5366747,0.3952199,0.1414548
67,1.0857178,1.4030678,"('doubtful', 'determined')",0.06328639,0.27412528,0.56123,0.64139074,-0.44319737,-0.23514627,0.3167592,0.5208594,-0.2041002
57,-1.0625315,-0.8901064,"('unimaginative', 'imaginative')",-0.67425734,-0.77737725,-0.72106385,-0.38555786,-2.3481033,-2.6080725,-1.201489,-1.1652784,-0.0362106
25,1.0406504,0.3706007,"('egoistic', 'altruistic')",-0.09067622,-0.14948656,-0.9532987,-1.2792131,1.1756296,1.0408195,0.2930763,-0.0043198,0.2973961
53,-1.0205292,-1.1662276,"('uncreative', 'creative')",-0.52285063,-0.59487176,-1.5313448,-1.4216715,-0.039538864,-0.050860755,-0.7785659,-0.8084078,0.0298419
16,-1.0189649,-1.2398343,"('unpopular', 'popular')",0.07721739,-0.17097297,-0.98505056,-0.996214,-0.0059309304,-0.19197953,-0.4831823,-0.6497502,0.1665679
31,-1.0178547,-0.9025984,"('evil', 'good')",-1.0669774,-0.93932164,-1.1351179,-0.9405657,-0.8502518,-1.0608321,-1.0175505,-0.9608295,-0.056721
64,-1.0139568,-1.0370302,"('shy', 'confident')",0.7577703,0.73333156,1.1303898,1.1448375,-5.1325026,-5.431077,-1.0645748,-1.1474845,0.0829097
71,0.9178871,0.45421082,"('diffident', 'self-confident')",-0.2231841,-0.21151608,0.22035152,0.24354286,0.43063247,0.34665367,0.3364217,0.2082228,0.1281989
5,-0.9113184,-0.9291878,"('distant', 'outgoing')",-0.8946602,-0.66787165,0.06646496,0.27949905,-0.9456631,-0.85370106,-0.6712942,-0.5428154,-0.1284788
30,-0.90942276,-0.7823923,"('intolerant', 'tolerant')",-0.31130376,-0.40425712,-0.15321746,-0.062019207,0.43262818,0.49113917,-0.2353289,-0.1893824,-0.0459465
37,0.9074907,0.8374209,"('fake', 'genuine')",0.19069521,0.25412312,0.3862747,0.28445455,-0.011873916,0.11323583,0.3681467,0.3723086,-0.0041619
52,-0.8810283,-0.747319,"('irrational', 'rational')",-0.5649991,-0.5932937,-0.3379262,-0.35490412,-0.103972495,-0.23382927,-0.4719815,-0.4823365,0.010355
58,-0.8621722,-0.6645046,"('undiscriminating', 'discriminating')",-0.5447083,-0.7582443,-1.1375071,-0.9928584,0.37911862,0.07272287,-0.5413172,-0.5857211,0.0444039
15,-0.84925544,-0.6298338,"('boring', 'funny')",0.5219564,0.6087311,-0.51682353,-0.32512066,-0.31037593,-0.31442514,-0.2886246,-0.1651621,-0.1234625
24,0.8142162,0.7026467,"('dishonest', 'honest')",-0.32068425,-0.30263534,0.35813645,0.39427155,0.28740805,0.48310217,0.2847691,0.3193463,-0.0345772
49,-0.76385605,-0.5084327,"('unable', 'able')",-0.034200452,-0.12937766,-0.46318293,-0.21643282,-0.631375,-0.4167457,-0.4731536,-0.3177472,-0.1554064
44,-0.7007794,-0.56309336,"('prejudiced', 'unprejudiced')",-1.0513953,-0.99130905,1.0704373,1.1827927,-1.7666774,-1.6761103,-0.6121037,-0.51193,-0.1001737
61,0.6774592,0.6682582,"('illogical', 'logical')",0.29415286,0.21777251,-0.13534148,-0.092769936,0.40845862,0.35550275,0.3111823,0.2871909,0.0239914
78,-0.65374255,-0.9730662,"('nonresilient', 'resilient')",0.448019,0.20433046,-0.6097075,-0.718015,0.6025349,0.41562527,-0.053224,-0.2677814,0.2145574
27,-0.65275663,-0.4869282,"('hardhearted', 'softhearted')",-0.9038063,-0.9076281,-0.41837952,-0.3042793,0.972056,0.8965117,-0.2507216,-0.200581,-0.0501406
73,0.64957446,0.7847514,"('helpless', 'self-reliant')",0.23915285,0.38489226,0.8885909,1.0775269,-2.7749307,-2.7975645,-0.2494031,-0.1375985,-0.1118046
11,-0.64705586,-0.5539297,"('unhelpful', 'helpful')",-0.798566,-0.7918685,-1.1202022,-1.077778,1.4105802,1.7244254,-0.288811,-0.1747877,-0.1140233
63,-0.64305586,-0.62682796,"('unperceptive', 'insightful')",0.33556908,0.25838953,-1.4109384,-1.3992504,1.0151247,0.9921412,-0.1758251,-0.1938869,0.0180618
80,0.5967896,0.6388821,"('dominated', 'dominating')",0.81053954,0.7485281,0.731976,0.85931134,-0.4767937,-0.39253986,0.4156278,0.4635454,-0.0479176
21,0.59628284,0.47627205,"('immoral', 'moral')",1.1554867,0.9244243,-0.008143131,-0.111518115,-0.45695016,-0.3812988,0.321669,0.2269698,0.0946992
23,0.5921512,0.43689543,"('insincere', 'sincere')",-0.8426949,-0.9231389,-1.2146878,-1.2975947,4.5952587,5.0532827,0.7825068,0.8173611,-0.0348543
84,0.5903841,0.8167806,"('inferior', 'superior')",0.79251003,0.6997273,-0.3685366,-0.12089917,1.4114213,1.3554621,0.6064447,0.6877677,-0.081323
34,-0.57677335,-0.82430696,"('mean', 'honorable')",-0.41776276,-0.42699778,-0.039348386,-0.34430337,4.584997,4.909907,0.8877782,0.8285747,0.0592035
51,-0.5659754,-0.622363,"('uneducated', 'educated')",0.52866805,0.3867278,0.49492523,0.36233175,0.3308096,0.34049374,0.1971069,0.1167976,0.0803093
75,-0.56408256,-0.32075387,"('meek', 'impulsive')",-0.7745228,-0.5182397,0.22505462,0.29557693,-0.7873923,-0.75051755,-0.4752358,-0.3234835,-0.1517523
26,0.56310564,0.4763147,"('hardhearted', 'benevolent')",1.0655434,0.91474295,-0.70813066,-0.48479357,1.9803045,1.8569494,0.7252057,0.6908034,0.0344023
48,-0.5366568,-0.66363525,"('unintelligent', 'intelligent')",-0.1464892,-0.45368996,-1.2811692,-1.3411872,0.53491336,0.5512955,-0.3573505,-0.4768042,0.1194537
46,-0.5348328,-0.47624645,"('uncompetitive', 'competitive')",1.0505352,0.7391537,-0.59804404,-0.5716121,-0.26917416,-0.44719446,-0.0878789,-0.1889748,0.1010959
33,0.53234935,0.49098083,"('wrong', 'right')",-0.23891613,-0.18333489,-0.095281266,0.08096066,-0.57092935,-0.6231353,-0.0931944,-0.0586322,-0.0345622
2,0.49634033,0.19653763,"('unlikable', 'likable')",0.8078361,0.7192119,-0.11114371,-0.21994537,0.5047122,0.52483463,0.4244362,0.3051597,0.1192765
29,-0.48973164,-0.34749806,"('unfair', 'fair')",-0.6829961,-0.721099,-0.4540248,-0.3981635,-0.5444345,-0.54545206,-0.5427967,-0.5030532,-0.0397435
83,-0.48775214,-0.43429494,"('powerless', 'powerful')",-0.24616876,-0.15930551,-1.1101322,-1.0747921,-0.8874808,-0.85456455,-0.6828835,-0.6307393,-0.0521442
87,0.4851892,0.5862319,"('unsuccessful', 'successful')",2.0786662,1.9950135,0.5243091,0.631369,1.1227434,0.91397715,1.052727,1.0316479,0.0210791
40,-0.45571202,-0.6607148,"('stingy', 'generous')",-0.10951294,-0.24022742,-0.9391129,-0.810797,-1.6057875,-1.9354461,-0.7775313,-0.9117963,0.134265
