,state_male,state_female,tuple,street_male,street_female,corp_male,corp_female,average_male,average_female,male-female
80,-0.35077077,-0.075155616,"('dominated', 'dominating')",0.3818192,0.30317065,-0.20179483,-0.3626433,-0.0569155,-0.0448761,-0.0120394
12,0.34815508,0.54181236,"('unsupportive', 'supportive')",0.3143623,0.31310606,-1.4326348,-1.404252,-0.2567058,-0.1831112,-0.0735946
13,0.34674975,0.64978117,"('impolite', 'polite')",0.60780084,0.8541038,0.17167233,0.28430602,0.3754077,0.5960637,-0.220656
8,-0.3341015,-0.3383595,"('unaffectionate', 'affectionate')",-0.95300853,-0.9046942,0.5131898,0.74610806,-0.2579734,-0.1656485,-0.0923249
21,0.3256347,0.7007152,"('immoral', 'moral')",0.8231705,0.81276166,0.39722067,0.3783679,0.5153419,0.6306149,-0.115273
29,0.3210858,0.27554044,"('unfair', 'fair')",0.16465847,0.2949555,0.052481722,0.017715514,0.1794087,0.1960705,-0.0166618
24,0.3188443,0.54443884,"('dishonest', 'honest')",0.1570292,0.24075803,1.2661554,1.6046823,0.5806763,0.7966264,-0.2159501
52,-0.31836897,-0.54456085,"('irrational', 'rational')",-1.6231402,-1.7447889,-0.7494292,-0.5102853,-0.8969795,-0.9332117,0.0362322
65,-0.29486725,-0.25114965,"('insecure', 'secure')",0.77176726,0.7637815,0.9217414,0.8942021,0.4662138,0.4689446,-0.0027308
43,0.28093672,0.3411816,"('irresponsible', 'responsible')",1.0964351,0.98409456,1.2952404,1.3725762,0.8908707,0.8992841,-0.0084134
71,0.26930887,0.19485089,"('diffident', 'self-confident')",1.288361,1.0170882,0.870154,0.7791937,0.8092747,0.6637109,0.1455638
83,-0.25702548,-0.1063113,"('powerless', 'powerful')",-0.42589638,-0.39814067,-1.1377411,-1.0246949,-0.6068877,-0.5097156,-0.0971721
47,-0.253206,-0.008928917,"('stupid', 'smart')",0.4811964,0.6053584,5.526515,5.727385,1.9181684,2.1079381,-0.1897697
87,0.22837734,0.2866522,"('unsuccessful', 'successful')",0.20995262,0.02357511,0.5444,0.5230926,0.3275766,0.2777733,0.0498033
18,0.22084455,0.11523388,"('disagreeable', 'welcoming')",-0.4904233,-0.5856632,-0.16642195,-0.24916823,-0.1453336,-0.2398658,0.0945322
23,-0.21887334,-0.15305644,"('insincere', 'sincere')",1.1763642,1.2131441,6.878877,6.9562116,2.6121227,2.6720997,-0.059977
0,-0.21880618,0.044159338,"('unsociable', 'sociable')",0.6513834,0.777776,0.46939552,0.3507198,0.3006576,0.390885,-0.0902274
31,-0.21641168,-0.49217886,"('evil', 'good')",-1.4807498,-1.4931965,-1.7800918,-1.6189125,-1.1590845,-1.2014293,0.0423448
62,-0.2139329,0.3991133,"('incompetent', 'brilliant')",0.8504063,1.0631021,1.0889183,1.4617368,0.5751306,0.9746507,-0.3995201
19,-0.20983893,0.060961463,"('inhospitable', 'hospitable')",-0.72312945,-0.63804775,-1.0173981,-0.77350014,-0.6501222,-0.4501955,-0.1999267
48,-0.20905994,-0.028496161,"('unintelligent', 'intelligent')",-0.38160366,-0.21374074,1.0124118,1.250772,0.1405827,0.3361784,-0.1955957
28,0.20019388,0.43517095,"('disloyal', 'loyal')",-0.56225693,-0.29170176,1.4150072,1.6355834,0.3509814,0.5930175,-0.2420361
88,-0.17015226,-0.1945396,"('low', 'eminent')",-1.3172754,-1.3320082,-0.27052516,0.025026983,-0.5859843,-0.500507,-0.0854773
64,-0.15773976,-0.3220981,"('shy', 'confident')",-0.47292152,-0.7689948,-6.1489205,-6.3699136,-2.2598607,-2.4870022,0.2271415
70,-0.13079442,0.020768706,"('lethargic', 'energetic')",1.6774193,1.5357414,1.1771721,1.064962,0.9079323,0.8738241,0.0341082
76,-0.13039401,0.00016487855,"('anxious', 'daring')",0.7514791,0.7620429,0.91770333,0.9752757,0.5129294,0.5791612,-0.0662318
3,0.12792288,0.18260741,"('repellent', 'pleasant')",0.6220716,0.53736967,0.46654323,0.39111167,0.4055126,0.3703629,0.0351497
69,-0.12552677,-0.49671385,"('lazy', 'industrious')",-0.45755327,-0.6873991,-2.1403844,-2.0650525,-0.9078215,-1.0830552,0.1752337
37,-0.12138684,-0.30468178,"('fake', 'genuine')",0.23738767,0.23438142,0.6316019,0.6222048,0.2492009,0.1839681,0.0652328
22,0.11851643,0.068509564,"('untrustworthy', 'trustworthy')",0.78513664,0.632895,-0.39698362,-0.33979845,0.1688898,0.1205354,0.0483544
11,-0.096478865,0.3498197,"('unhelpful', 'helpful')",0.3646098,0.46477595,2.328992,2.6015835,0.8657076,1.1387264,-0.2730188
45,-0.08800597,0.11312599,"('incompetent', 'competent')",0.704828,0.901335,0.5118809,0.5720019,0.3762343,0.528821,-0.1525867
66,-0.08447072,-0.40342468,"('inactive', 'active')",-0.4216462,-0.6816984,0.0050601736,-0.26258314,-0.1670189,-0.4492354,0.2822165
63,-0.0790731,0.13155884,"('unperceptive', 'insightful')",1.3650419,1.2895223,0.5955344,0.68527335,0.6271677,0.7021182,-0.0749505
58,-0.07243659,-0.09727999,"('undiscriminating', 'discriminating')",0.37665126,0.34950143,0.45988974,0.30429447,0.2547015,0.1855053,0.0691962
54,-0.06636584,-0.10731875,"('incapable', 'capable')",-0.49612522,-0.5931805,0.9758086,1.0293324,0.1377725,0.1096111,0.0281614
40,0.06504741,0.089448795,"('stingy', 'generous')",-0.24133162,-0.1402696,-2.3129148,-2.3507605,-0.8297331,-0.8005271,-0.029206
38,-0.04975743,0.14813071,"('untruthful', 'truthful')",-0.20261547,0.070008636,-0.11784576,0.03213156,-0.1234062,0.0834236,-0.2068298
27,0.04113435,-0.12267401,"('hardhearted', 'softhearted')",0.34991115,0.14212221,1.1073486,1.1526957,0.4994647,0.3907146,0.1087501
2,-0.03441183,-0.011149734,"('unlikable', 'likable')",0.021882996,-0.08263205,0.16919762,0.42998865,0.0522229,0.112069,-0.0598461
9,0.032129288,0.15947771,"('unaffectionate', 'caring')",-0.70544434,-0.7722326,1.3789428,1.6027035,0.2352093,0.3299829,-0.0947736
41,-0.031278804,0.118963696,"('unforgiving', 'forgiving')",0.661491,0.8798036,-0.04611425,-0.12766346,0.1946993,0.290368,-0.0956687
4,-0.0100977905,0.3101917,"('disliked', 'liked')",-0.5079814,-0.36897576,-8.176678,-8.150293,-2.8982522,-2.7363593,-0.1618929
74,0.002842132,0.028462425,"('undedicated', 'dedicated')",0.9049035,0.84441584,-0.21533908,-0.27084258,0.2308022,0.2006785,0.0301237
