,first_male,first_female,tuple,horizon_male,horizon_female,corp_male,corp_female,average_male,average_female,male-female
36,-2.7543643,-3.0864167,"('hostile', 'amicable')",-1.2058675,-1.2993875,-0.63705224,-0.52884096,-1.5324279,-1.6382151,0.1057872
31,-2.629509,-2.3116663,"('evil', 'good')",-1.8217343,-1.5212623,-1.6927291,-1.3849808,-2.0479908,-1.7393031,-0.3086877
60,2.4514575,2.039209,"('inefficient', 'efficient')",2.372271,2.0615573,0.52651894,0.3257668,1.7834158,1.4755109,0.3079049
81,2.4062145,1.936781,"('submissive', 'aggressive')",1.6267205,1.2545707,0.2908426,-0.016249701,1.4412592,1.0583674,0.3828918
21,2.3880188,2.081202,"('immoral', 'moral')",1.0546917,0.6341042,-0.0056702606,-0.52834815,1.14568,0.728986,0.416694
1,-2.3203402,-1.8852067,"('unfriendly', 'friendly')",-1.5170953,-0.9689268,0.7974553,1.2664535,-1.0133267,-0.5292267,-0.4841
85,-2.2534125,-2.5303934,"('insignificant', 'prestigious')",-0.33244178,-0.29713473,-1.0069816,-0.8090996,-1.197612,-1.2122092,0.0145972
62,2.2140052,1.8211894,"('incompetent', 'brilliant')",2.1880305,2.0424438,0.8389054,0.81643546,1.7469803,1.5600228,0.1869575
35,-2.1146023,-2.1234043,"('corrupt', 'incorrupt')",-1.0141214,-1.0605458,-1.1318953,-0.84737825,-1.4202064,-1.3437761,-0.0764303
46,2.08473,1.8980896,"('uncompetitive', 'competitive')",1.1341062,0.573361,-0.10574342,-0.41535217,1.0376976,0.6853662,0.3523314
6,-2.0157206,-1.6954772,"('distant', 'open')",-2.3602834,-1.98369,-1.2415057,-0.72596526,-1.8725033,-1.4683774,-0.4041259
76,1.9504292,1.5188202,"('anxious', 'daring')",0.44552165,0.10612143,0.5207304,0.08555475,0.9722271,0.5701654,0.4020617
5,-1.8884835,-1.8299623,"('distant', 'outgoing')",-1.6685925,-1.4371163,-1.2712704,-0.760767,-1.6094488,-1.3426151,-0.2668337
80,1.8566824,1.7879322,"('dominated', 'dominating')",1.469549,1.2399669,-0.51588243,-0.7356375,0.936783,0.7640872,0.1726958
56,1.8232144,1.5727432,"('impractical', 'practical')",1.485498,1.5649796,-0.048824884,-0.36065698,1.0866292,0.9256886,0.1609406
8,-1.800447,-1.7312995,"('unaffectionate', 'affectionate')",-1.3342459,-1.1374276,-0.07123097,0.3753394,-1.0686413,-0.8311292,-0.2375121
39,1.7619921,1.3722199,"('exploitative', 'cooperative')",1.2531871,1.0268084,-0.04141891,-0.10408348,0.9912534,0.7649816,0.2262718
19,-1.6792626,-1.2525944,"('inhospitable', 'hospitable')",-1.4463935,-1.0609312,-0.79706585,-0.50277174,-1.307574,-0.9387658,-0.3688082
16,-1.6094419,-1.7525218,"('unpopular', 'popular')",-0.19560575,-0.39899024,0.30409154,0.18729433,-0.5003187,-0.6547392,0.1544205
26,-1.5383973,-1.8235737,"('hardhearted', 'benevolent')",0.22151008,0.32384586,1.1777958,1.3794962,-0.0463638,-0.0400772,-0.0062866
69,-1.5249245,-1.577283,"('lazy', 'industrious')",0.60772955,0.6224197,-1.3590953,-0.7953534,-0.7587635,-0.5834056,-0.1753579
79,-1.4437956,-1.0905446,"('wavering', 'unwavering')",-1.2386659,-0.9875249,-0.61624914,-0.42883372,-1.0995702,-0.8356344,-0.2639358
25,-1.4401479,-1.7475437,"('egoistic', 'altruistic')",-0.51853955,-0.605856,0.8350411,0.6146932,-0.3745488,-0.5795689,0.2050201
11,1.3094794,1.1256343,"('unhelpful', 'helpful')",0.72671777,0.45395437,2.5651963,2.4209278,1.5337979,1.3335055,0.2002924
67,1.302129,1.4228939,"('doubtful', 'determined')",0.32045108,0.55380934,-0.14629199,-0.2392406,0.492096,0.5791542,-0.0870582
59,-1.2955794,-1.0734185,"('foolish', 'wise')",0.20491548,0.59850276,-0.3928006,-0.04971867,-0.4944882,-0.1748781,-0.3196101
55,1.274432,0.87275434,"('incompetent', 'clever')",1.0861411,0.7106536,0.684176,0.15535787,1.0149163,0.5795886,0.4353277
52,-1.2289087,-1.2512195,"('irrational', 'rational')",-0.5830022,-0.3873427,-0.34688002,-0.11950351,-0.7195969,-0.5860219,-0.133575
13,1.2220064,1.370076,"('impolite', 'polite')",0.89315605,1.0817373,-0.44714743,-0.5668833,0.556005,0.62831,-0.072305
70,1.2062924,1.3303219,"('lethargic', 'energetic')",0.6661311,0.6144033,0.46959564,0.3524555,0.780673,0.7657269,0.0149461
53,-1.1792297,-1.0995266,"('uncreative', 'creative')",-1.0688821,-1.3262843,0.44410828,0.3475909,-0.6013345,-0.69274,0.0914055
23,1.1587001,1.2164471,"('insincere', 'sincere')",1.0189832,1.2887731,6.477863,5.9552193,2.8851821,2.8201466,0.0650355
4,-1.1406224,-1.0861762,"('disliked', 'liked')",-0.46378246,-0.62098515,-7.2276826,-6.722189,-2.9440292,-2.8097833,-0.1342459
7,1.1143024,1.261647,"('insensitive', 'sensitive')",0.9064884,1.0408862,0.3641788,0.3489327,0.7949899,0.883822,-0.0888321
30,1.0077103,0.7082509,"('intolerant', 'tolerant')",1.3469151,1.4526814,0.8457646,0.75305843,1.0667967,0.9713302,0.0954665
84,0.96235055,0.7839915,"('inferior', 'superior')",0.99708325,0.8997907,0.8840006,0.94219327,0.9478114,0.8753252,0.0724862
37,0.9553691,1.3909442,"('fake', 'genuine')",-0.2661163,0.10916932,0.12866715,0.47278374,0.27264,0.6576324,-0.3849924
87,0.94658095,0.7171083,"('unsuccessful', 'successful')",1.1202879,0.6291355,0.58525807,0.5605016,0.8840423,0.6355818,0.2484605
43,0.9381227,0.8018364,"('irresponsible', 'responsible')",0.41703868,0.33430314,0.5713374,0.2945189,0.6421663,0.4768861,0.1652802
78,-0.92504007,-0.9974024,"('nonresilient', 'resilient')",0.27631378,0.049346432,0.46684378,0.39122123,-0.0606275,-0.1856116,0.1249841
83,0.90423244,0.66487086,"('powerless', 'powerful')",1.2250019,0.84757787,-0.5184233,-0.63826853,0.536937,0.2913934,0.2455436
65,0.9034604,0.25347194,"('insecure', 'secure')",1.1136003,0.58513355,0.38865647,-0.29639173,0.8019057,0.1807379,0.6211678
82,-0.86873364,-0.9829975,"('poor', 'rich')",-0.39968237,-0.6153,7.1871295,6.501339,1.9729045,1.6343471,0.3385574
57,-0.85593116,-0.90498096,"('unimaginative', 'imaginative')",-0.667023,-1.0212414,-3.1811543,-2.987468,-1.5680361,-1.6378969,0.0698608
66,-0.8470782,-0.627318,"('inactive', 'active')",-0.70224136,-0.80899686,0.14694926,0.56448126,-0.4674567,-0.2906112,-0.1768455
86,-0.71734154,-0.4368716,"('uninfluential', 'influential')",-0.21575715,-0.21456893,-0.44496801,-0.37652653,-0.4593556,-0.3426557,-0.1166999
