,nabors_male,nabors_female,tuple,industries_male,industries_female,ltd_male,ltd_female,average_male,average_female,male-female
5,-0.5343385,-0.7548358,"('distant', 'outgoing')",0.06761302,0.043576643,0.14155489,-0.036380783,-0.1083902,-0.2492133,0.1408231
11,-0.5271538,-0.27482837,"('unhelpful', 'helpful')",0.06531298,0.08288862,1.4072714,1.6030599,0.3151435,0.4703734,-0.1552299
61,-0.5034336,-0.27941197,"('illogical', 'logical')",-1.1928937,-1.188632,0.11842845,0.0208141,-0.5259663,-0.48241,-0.0435563
19,-0.5011997,-0.5598373,"('inhospitable', 'hospitable')",-0.8594803,-0.7379947,-0.66355777,-0.7541787,-0.674746,-0.6840036,0.0092576
18,-0.49426755,-0.0039577326,"('disagreeable', 'welcoming')",-0.119092,0.057982333,-1.1057422,-1.0495778,-0.5730339,-0.3318511,-0.2411828
88,-0.47808713,-0.6921014,"('low', 'eminent')",0.45355073,0.25444075,-0.19430123,-0.35329843,-0.0729459,-0.263653,0.1907071
71,-0.45879793,-0.42488736,"('diffident', 'self-confident')",0.631919,0.76395327,0.24449661,0.15412018,0.1392059,0.1643954,-0.0251895
38,-0.44738552,-0.4445845,"('untruthful', 'truthful')",-0.43087423,-0.36180282,0.2233555,0.32328445,-0.2183014,-0.1610343,-0.0572671
44,0.43749645,0.35340095,"('prejudiced', 'unprejudiced')",-0.76359546,-0.72841257,-1.7759767,-1.6904678,-0.7006919,-0.6884932,-0.0121987
30,0.41430077,0.66852075,"('intolerant', 'tolerant')",1.108574,1.1305022,0.24928293,0.41230273,0.5907193,0.7371085,-0.1463892
16,-0.40634638,-0.4756427,"('unpopular', 'popular')",-0.41335517,-0.61596423,0.45327827,0.30044532,-0.1221411,-0.2637206,0.1415795
41,-0.38800308,0.11503214,"('unforgiving', 'forgiving')",-0.9245312,-0.5765157,0.36977974,0.47592217,-0.3142515,0.0048129,-0.3190644
76,0.38409612,0.60600233,"('anxious', 'daring')",-0.442551,-0.21679746,-0.3899284,-0.15063474,-0.1494611,0.0795234,-0.2289845
39,-0.36406308,-0.09953995,"('exploitative', 'cooperative')",-1.0189432,-0.76721543,0.10158485,0.09818604,-0.4271405,-0.2561898,-0.1709507
67,-0.36146703,-0.1598227,"('doubtful', 'determined')",-0.20455718,-0.13856593,-0.9786056,-0.8888055,-0.5148766,-0.3957314,-0.1191452
63,-0.35871577,-0.06498493,"('unperceptive', 'insightful')",-0.32013094,-0.3194734,0.69420534,0.8530099,0.0051195,0.1561839,-0.1510644
82,-0.3578763,-0.30682996,"('poor', 'rich')",-0.34897387,-0.30614352,5.2960973,4.898008,1.5297491,1.4283447,0.1014044
74,-0.34144855,-0.3133243,"('undedicated', 'dedicated')",0.6343284,0.656291,0.30726057,0.38094628,0.2000468,0.2413043,-0.0412575
81,-0.3386073,0.007502895,"('submissive', 'aggressive')",0.42397183,0.3453589,-0.9448092,-0.7372583,-0.2864816,-0.1281322,-0.1583494
66,-0.31194788,-0.46718064,"('inactive', 'active')",0.04117335,-0.2190047,1.1073186,0.8584786,0.278848,0.0574311,0.2214169
87,0.297071,0.2608184,"('unsuccessful', 'successful')",0.7022664,0.462256,0.90979743,1.0032256,0.6363783,0.5754333,0.060945
47,-0.29166883,-0.14103225,"('stupid', 'smart')",0.030628324,0.15059286,4.443045,4.342247,1.3940015,1.4506025,-0.056601
3,-0.2850841,-0.18647012,"('repellent', 'pleasant')",-0.14742295,-0.06230442,0.55218166,0.6465741,0.0398915,0.1325999,-0.0927084
50,-0.26272118,-0.2918947,"('clumsy', 'skillful')",0.23434052,0.064448334,-0.55458224,-0.5229485,-0.194321,-0.2501316,0.0558106
4,0.25700366,0.2779579,"('disliked', 'liked')",0.5631182,0.48633504,-4.9078116,-4.335996,-1.3625633,-1.1905677,-0.1719956
40,0.25401554,0.34486097,"('stingy', 'generous')",0.44039816,0.39727384,-1.5471957,-1.1831694,-0.2842607,-0.1470115,-0.1372492
35,0.24422614,0.030503016,"('corrupt', 'incorrupt')",-0.10974762,-0.22931878,-0.18359941,-0.47900826,-0.0163736,-0.2259413,0.2095677
2,0.22925149,0.5734466,"('unlikable', 'likable')",-0.2643275,-0.009557106,-0.20342492,-0.0077638403,-0.0795003,0.1853752,-0.2648755
42,0.22612889,0.2228001,"('unreliable', 'reliable')",-0.45128825,-0.45754114,-2.7609951,-2.358633,-0.9953849,-0.864458,-0.1309269
45,0.17377008,0.22508991,"('incompetent', 'competent')",0.8014765,0.655461,0.73705494,0.89662796,0.5707672,0.592393,-0.0216258
59,-0.16842234,-0.112937465,"('foolish', 'wise')",0.48163655,0.38356,0.04774785,0.08216671,0.1203207,0.1175964,0.0027243
12,-0.15850258,0.09633875,"('unsupportive', 'supportive')",0.09428981,0.17387548,-1.6565285,-1.2833108,-0.5735804,-0.3376989,-0.2358815
33,0.15814951,0.13688484,"('wrong', 'right')",0.3442792,0.41226104,-0.1471727,-0.13770923,0.1184187,0.1371455,-0.0187268
75,0.15261476,0.080471486,"('meek', 'impulsive')",0.55998504,0.48110896,0.24043804,0.22446153,0.3176793,0.262014,0.0556653
29,-0.14378655,-0.1979148,"('unfair', 'fair')",-1.3298126,-1.2547596,-0.4978658,-0.55303776,-0.657155,-0.6685707,0.0114157
31,0.12578213,0.044638522,"('evil', 'good')",-0.23291446,-0.16980931,-0.3489348,-0.45028445,-0.1520224,-0.1918184,0.039796
58,-0.11971088,-0.20266671,"('undiscriminating', 'discriminating')",0.6384343,0.39144313,0.736599,0.7153031,0.4184408,0.3013599,0.1170809
80,0.09709332,0.20204645,"('dominated', 'dominating')",-0.3448741,-0.46857065,-0.49080104,-0.27843016,-0.2461939,-0.1816515,-0.0645424
56,-0.091450565,0.09475169,"('impractical', 'practical')",0.6266666,0.8124148,-0.16635464,0.2024026,0.1229538,0.3698564,-0.2469026
27,0.088821016,0.00032333098,"('hardhearted', 'softhearted')",0.5147886,0.44671243,0.45395887,0.27863592,0.3525229,0.2418905,0.1106324
85,-0.08668388,-0.41257948,"('insignificant', 'prestigious')",0.3349375,0.1776793,0.034619495,-0.20642354,0.0942911,-0.1471079,0.241399
65,-0.084276006,0.18065816,"('insecure', 'secure')",-1.5687168,-1.4653661,0.18678841,0.44573438,-0.4887348,-0.2796579,-0.2090769
14,-0.080762304,0.2309234,"('antisocial', 'social')",1.4638097,1.4858458,-0.29149982,0.025532456,0.3638492,0.5807672,-0.216918
62,0.07318617,0.56683815,"('incompetent', 'brilliant')",-0.23096785,0.037395515,-0.37136135,0.12547654,-0.176381,0.2432367,-0.4196177
24,-0.07031002,0.08361302,"('dishonest', 'honest')",-0.39878225,-0.21716122,0.061398074,0.03870609,-0.1358981,-0.031614,-0.1042841
57,0.06747037,-0.024581138,"('unimaginative', 'imaginative')",0.8544182,0.7284497,-0.62443316,-0.36744237,0.0991518,0.1121421,-0.0129903
69,-0.062922046,-0.3006165,"('lazy', 'industrious')",1.5866231,1.3914808,-0.1521239,-0.046935312,0.4571924,0.3479763,0.1092161
84,-0.054779,-0.027957201,"('inferior', 'superior')",-1.1010647,-0.96657395,0.32707348,0.38396823,-0.2762568,-0.203521,-0.0727358
13,0.04893405,0.47343978,"('impolite', 'polite')",-0.27181125,-0.11648485,-0.79570144,-0.55318826,-0.3395262,-0.0654111,-0.2741151
17,0.044915594,0.17950338,"('nasty', 'nice')",0.019698042,0.13021475,-0.28992108,-0.10689992,-0.0751025,0.0676061,-0.1427086
79,0.043676924,-0.38025543,"('wavering', 'unwavering')",-0.095355704,-0.35252342,0.27388382,0.020490019,0.0740683,-0.2374296,0.3114979
46,-0.038275313,-0.071852684,"('uncompetitive', 'competitive')",-0.019360453,-0.10585666,0.0027124733,0.067262396,-0.0183078,-0.0368156,0.0185078
55,-0.030152999,0.12642902,"('incompetent', 'clever')",-0.69017184,-0.6341363,0.18619455,0.4167763,-0.1780434,-0.0303103,-0.1477331
64,-0.021366777,0.07362403,"('shy', 'confident')",-0.43602818,-0.36475545,-5.7677765,-5.145051,-2.0750572,-1.8120608,-0.2629964
26,-0.020501368,-0.13550305,"('hardhearted', 'benevolent')",3.0202491,2.77966,2.6382809,2.396889,1.8793429,1.6803487,0.1989942
37,-0.002668221,-0.045724798,"('fake', 'genuine')",0.17561983,0.14744672,-0.1411726,-0.10826588,0.010593,-0.0021813,0.0127743
7,-0.001736857,0.15504307,"('insensitive', 'sensitive')",0.15199248,0.3042443,0.66025305,0.7672162,0.2701696,0.4088345,-0.1386649
