,nabors_male,nabors_female,tuple,industries_male,industries_female,ltd_male,ltd_female,average_male,average_female,male-female
51,-1.5715195,-1.2892965,"('uneducated', 'educated')",-0.5474298,-0.7259768,-0.7153407,-0.59729785,-0.9447633,-0.8708571,-0.0739062
1,-1.3890022,-1.3783014,"('unfriendly', 'friendly')",0.47219187,0.5501149,1.7415472,1.5322787,0.2749123,0.2346974,0.0402149
86,-1.3670099,-1.4473754,"('uninfluential', 'influential')",-0.2222622,-0.44630054,0.17830989,0.15689336,-0.4703207,-0.5789275,0.1086068
28,-1.2391139,-1.2535195,"('disloyal', 'loyal')",0.3152972,0.3003456,1.0225558,0.821218,0.032913,-0.0439853,0.0768983
83,-1.1998075,-1.2247834,"('powerless', 'powerful')",-0.5740328,-0.52465713,-1.5732327,-1.4615127,-1.115691,-1.0703177,-0.0453733
21,-1.1921934,-0.7940851,"('immoral', 'moral')",-1.2237496,-0.97795594,-1.4688555,-1.3328394,-1.2949328,-1.0349601,-0.2599727
9,-1.1830804,-1.1885707,"('unaffectionate', 'caring')",0.40310562,0.5550183,0.8596015,0.8079711,0.0265422,0.0581396,-0.0315974
48,-1.0195097,-0.7407848,"('unintelligent', 'intelligent')",-0.58212173,-0.5423797,-0.2509331,-0.10928765,-0.6175215,-0.4641507,-0.1533708
8,-0.99933076,-0.9807993,"('unaffectionate', 'affectionate')",0.49631983,0.81768817,0.7498706,0.6913783,0.0822866,0.176089,-0.0938024
72,-0.9811632,-0.7683664,"('unambitious', 'ambitious')",-0.121651724,0.15859851,-0.14403482,0.1645347,-0.4156166,-0.1484111,-0.2672055
49,-0.9655451,-0.7210277,"('unable', 'able')",-0.21600035,-0.12443276,-0.7018399,-0.45615086,-0.6277951,-0.4338704,-0.1939247
10,-0.96417195,-0.9194108,"('unsympathetic', 'sympathetic')",-0.8703053,-1.0281639,-0.064819776,0.08810077,-0.633099,-0.6198246,-0.0132744
36,-0.8913715,-1.2394972,"('hostile', 'amicable')",0.10595733,-0.15489069,0.6442323,0.16394146,-0.0470606,-0.4101488,0.3630882
77,-0.8847271,-0.7609694,"('unmotivated', 'motivated')",-0.5505887,-0.51211816,-0.7818709,-0.6348865,-0.7390622,-0.6359913,-0.1030709
6,-0.8695306,-1.0835263,"('distant', 'open')",-0.03110928,-0.14125931,0.53376037,0.22463442,-0.1222932,-0.3333837,0.2110905
78,-0.7893288,-0.88504094,"('nonresilient', 'resilient')",-0.029294223,-0.0644009,0.0020890385,0.17455882,-0.272178,-0.2582943,-0.0138837
20,-0.7559866,-0.87540364,"('rough', 'thoughtful')",-0.33393675,-0.40510035,0.7646349,0.8396955,-0.1084295,-0.1469362,0.0385067
53,-0.7082004,-0.6163165,"('uncreative', 'creative')",0.25414255,0.43554273,0.74016297,0.5924752,0.0953684,0.1372338,-0.0418654
54,-0.6969681,-0.81979036,"('incapable', 'capable')",-0.06302017,0.038622547,0.602135,0.5365745,-0.0526177,-0.0815311,0.0289134
60,-0.6960387,-0.2749271,"('inefficient', 'efficient')",-0.10883681,0.18715188,-0.797666,-0.28590572,-0.5341805,-0.1245603,-0.4096202
0,-0.68795836,-0.5818269,"('unsociable', 'sociable')",-0.38444212,-0.6201217,-0.3795097,-0.32567585,-0.48397,-0.5092082,0.0252382
25,-0.662732,-0.5453911,"('egoistic', 'altruistic')",0.9714575,1.3059306,0.58471274,0.5737657,0.2978127,0.4447684,-0.1469557
68,-0.64740276,-0.6269085,"('dependent', 'independent')",-1.7735202,-2.050054,-1.102122,-1.0716736,-1.1743484,-1.2495454,0.075197
70,0.6401726,0.7186961,"('lethargic', 'energetic')",0.2869812,0.24223684,0.7353915,1.0047652,0.5541818,0.6552327,-0.1010509
34,-0.6308361,-0.5374884,"('mean', 'honorable')",-0.6735219,-0.36857083,4.363409,4.1736264,1.0196837,1.0891891,-0.0695054
43,-0.62803334,-0.50160897,"('irresponsible', 'responsible')",-0.66120255,-0.57714456,0.314388,0.46470985,-0.3249493,-0.2046812,-0.1202681
15,0.6052132,0.5785721,"('boring', 'funny')",0.38497066,0.42056054,0.39563537,0.23647635,0.4619397,0.4118696,0.0500701
32,-0.5985627,-0.43435273,"('unkind', 'kind')",-0.13012275,0.025362164,0.5767775,0.5327992,-0.050636,0.0412695,-0.0919055
73,0.58904874,0.5442049,"('helpless', 'self-reliant')",0.9727348,0.7715422,-2.947439,-2.6423554,-0.4618851,-0.4422028,-0.0196823
23,-0.5657941,-0.24599001,"('insincere', 'sincere')",-0.8540661,-0.5829189,4.6357813,4.3384967,1.0719737,1.1698626,-0.0978889
52,-0.5565104,-0.68589747,"('irrational', 'rational')",-0.8368465,-0.8662495,-0.7945146,-1.0528456,-0.7292905,-0.8683308,0.1390403
22,0.54164505,0.6484342,"('untrustworthy', 'trustworthy')",-1.0730121,-0.8195891,-0.28933322,-0.041636955,-0.2735668,-0.0709306,-0.2026362
