,expeditors_male,expeditors_female,tuple,international_male,international_female,wa_male,wa_female,inc_male,inc_female,average_male,average_female,male-female
8,-1.8580741,-1.7140486,"('unaffectionate', 'affectionate')",-1.7466178,-1.6307895,-3.3277113,-3.3702393,0.096513405,0.14210969,-1.7089726,-1.6432419,-0.0657307
53,-1.7872545,-1.5421655,"('uncreative', 'creative')",-0.31424868,-0.25434798,-0.28827053,-0.26867163,0.7865096,0.6149869,-0.400816,-0.3625495,-0.0382665
69,1.774924,1.8364402,"('lazy', 'industrious')",1.1032459,1.2340926,-1.0507079,-1.2241794,-0.35986987,-0.54551363,0.3668981,0.3252099,0.0416882
64,1.7557944,1.4838423,"('shy', 'confident')",0.78287303,0.77627575,-0.2259231,-0.34618306,-6.0592976,-6.2545114,-0.9366383,-1.085144,0.1485057
1,-1.7184129,-1.6531411,"('unfriendly', 'friendly')",-1.3286427,-1.2817174,-0.8029161,-0.91772944,1.4471201,1.3945503,-0.6007129,-0.6145094,0.0137965
44,1.6336762,1.5661963,"('prejudiced', 'unprejudiced')",0.7176229,0.78737915,-0.8411203,-0.78853184,-1.005251,-1.010919,0.1262319,0.1385312,-0.0122993
67,1.6237403,1.5375305,"('doubtful', 'determined')",0.55159175,0.43844804,-0.13717547,-0.0753721,-0.54594386,-0.5391037,0.3730532,0.3403757,0.0326775
73,1.6171103,1.6921675,"('helpless', 'self-reliant')",-0.06794739,0.04545715,-1.263809,-1.2248979,-3.4861867,-3.5546548,-0.8002082,-0.760482,-0.0397262
56,1.5237906,1.6290879,"('impractical', 'practical')",1.8997352,2.0362954,2.7028003,3.0217948,-0.005385652,0.3277327,1.5302351,1.7537277,-0.2234926
86,-1.3639175,-1.3828664,"('uninfluential', 'influential')",0.2679244,-0.085118815,1.2566249,1.350767,-0.39440596,-0.3553329,-0.0584435,-0.1181378,0.0596943
48,-1.3399076,-1.4052427,"('unintelligent', 'intelligent')",-0.24266759,-0.5213576,0.16947293,0.16195141,0.49908945,0.39147156,-0.2285032,-0.3432943,0.1147911
60,1.3035034,1.2774782,"('inefficient', 'efficient')",1.9160143,1.6153624,3.2562845,3.4857378,0.3623445,0.39441472,1.7095368,1.6932483,0.0162885
55,-1.2940196,-1.3111191,"('incompetent', 'clever')",0.16433235,-0.0122102965,2.1659129,2.4840927,-0.16014597,-0.0032790452,0.2190199,0.2893711,-0.0703512
9,-1.2819569,-1.2185165,"('unaffectionate', 'caring')",-0.5953764,-0.57439476,-0.93931687,-0.9247024,0.91393346,1.0595508,-0.4756792,-0.4145157,-0.0611635
28,-1.1830919,-1.0281178,"('disloyal', 'loyal')",-0.6151076,-0.28910044,0.20557714,0.45717558,0.94991624,1.1384699,-0.1606765,0.0696068,-0.2302833
78,-1.1762891,-1.2863612,"('nonresilient', 'resilient')",0.42246136,0.14378539,-0.36443993,-0.5386889,0.4083396,0.101145014,-0.177482,-0.3950299,0.2175479
82,-1.1540804,-1.085963,"('poor', 'rich')",-0.28312543,-0.018825151,0.77625316,1.1423839,5.983935,6.1839123,1.3307456,1.555377,-0.2246314
42,1.101712,1.0648234,"('unreliable', 'reliable')",1.0212934,1.08339,0.7493036,0.94776857,-3.1779144,-3.1283188,-0.0764014,-0.0080842,-0.0683172
16,-1.0758994,-0.8667697,"('unpopular', 'popular')",-0.45264888,-0.3430426,-1.0446808,-1.1661316,0.33074424,0.41240785,-0.5606212,-0.490884,-0.0697372
81,1.0405778,0.9005438,"('submissive', 'aggressive')",1.3227797,1.3282881,1.9555836,2.1493874,-0.8060165,-0.82599306,0.8782312,0.8880565,-0.0098253
46,-1.0206907,-0.9902,"('uncompetitive', 'competitive')",1.4480138,1.2951702,2.3003883,2.3783934,-0.518742,-0.54946524,0.5522423,0.5334746,0.0187677
36,-1.0099993,-0.87659746,"('hostile', 'amicable')",-0.6481689,-0.62219375,-3.7187743,-3.687628,-0.029712733,0.0045557255,-1.3516638,-1.2954659,-0.0561979
50,0.999754,1.0471187,"('clumsy', 'skillful')",-0.24689032,-0.2642967,-0.9967711,-0.85196877,0.30020452,0.16268253,0.0140743,0.0233839,-0.0093096
31,-0.99566585,-0.74179465,"('evil', 'good')",-1.3746107,-1.3237519,-2.4522672,-2.5595577,-1.2208021,-1.3390117,-1.5108364,-1.4910289,-0.0198075
10,-0.9031318,-1.0185332,"('unsympathetic', 'sympathetic')",0.06760523,-0.106831916,1.6377054,1.7941176,-0.32346502,-0.28721622,0.1196785,0.0953841,0.0242944
40,-0.84621435,-0.9937428,"('stingy', 'generous')",-0.03292482,-0.15916899,-0.32850376,-0.45134526,-1.4978325,-1.9095335,-0.6763688,-0.8784477,0.2020789
51,-0.8388964,-0.88996476,"('uneducated', 'educated')",1.3481798,1.3757281,1.0648544,1.1851032,0.2195543,0.3485384,0.448423,0.5048512,-0.0564282
0,-0.8327984,-0.86098987,"('unsociable', 'sociable')",0.25544414,0.30703235,0.8295724,0.9931601,-0.40656358,-0.3043618,-0.0385864,0.0337102,-0.0722966
75,0.8249178,0.87270343,"('meek', 'impulsive')",-0.328436,-0.32663465,-2.3863692,-2.3559663,-0.8810467,-0.9001561,-0.6927335,-0.6775134,-0.0152201
19,-0.785294,-0.62285715,"('inhospitable', 'hospitable')",-1.3621954,-1.1199154,-1.6500084,-1.5598663,-0.56458324,-0.3990321,-1.0905203,-0.9254178,-0.1651025
59,0.7661977,0.7152761,"('foolish', 'wise')",-0.7451151,-0.7574877,-1.0349232,-1.2983742,0.42598054,0.37562448,-0.146965,-0.2412403,0.0942753
3,-0.7620327,-0.7442174,"('repellent', 'pleasant')",0.46824548,0.3242691,1.7707698,1.7930777,0.45597917,0.3419493,0.4832404,0.4287697,0.0544707
25,-0.7539574,-0.6065017,"('egoistic', 'altruistic')",-0.54379296,-0.2776516,-1.4218912,-1.4159703,0.92434037,0.98732793,-0.4488253,-0.3281989,-0.1206264
58,-0.71580386,-0.649637,"('undiscriminating', 'discriminating')",-0.7462573,-0.6466183,0.42874503,0.58511764,-0.30358005,-0.28074467,-0.334224,-0.2479706,-0.0862534
30,0.7010313,0.9586464,"('intolerant', 'tolerant')",0.5403089,0.7330498,2.015468,2.5582137,1.344926,1.6668078,1.1504335,1.4791794,-0.3287459
38,0.6944631,0.7635912,"('untruthful', 'truthful')",0.01879593,0.061500587,-0.68304074,-0.5598056,-0.0010781232,0.14766997,0.007285,0.103239,-0.095954
18,-0.69397557,-0.5655508,"('disagreeable', 'welcoming')",1.0306025,1.0001799,0.07412236,0.041929394,-0.17145464,-0.2219378,0.0598237,0.0636552,-0.0038315
66,-0.6896858,-0.7211428,"('inactive', 'active')",0.51288205,0.41251716,-0.80080193,-1.0115203,0.43526185,0.2512633,-0.135586,-0.2672207,0.1316347
35,0.5604706,0.62482965,"('corrupt', 'incorrupt')",-1.1539463,-0.7855935,-3.2355363,-3.3587973,-0.3307137,-0.3591138,-1.0399314,-0.9696687,-0.0702627
47,0.55471927,0.7347653,"('stupid', 'smart')",0.3321881,0.21521431,1.5707642,1.76474,5.4154086,5.5833263,1.9682701,2.0745115,-0.1062414
13,0.5514056,0.60370344,"('impolite', 'polite')",2.1106834,1.9647087,2.3199337,2.390458,-0.1410352,-0.06294085,1.2102469,1.2239822,-0.0137353
23,-0.54603404,-0.5380015,"('insincere', 'sincere')",0.47383183,0.42230138,2.821224,3.0836685,5.814029,6.1006136,2.1407628,2.2671456,-0.1263828
70,0.5117367,0.48377824,"('lethargic', 'energetic')",0.79188275,0.8630772,1.9128023,2.1752925,0.86769325,0.97037303,1.0210288,1.1231302,-0.1021014
88,0.50611126,0.6276247,"('low', 'eminent')",-0.3811144,0.17006801,-0.49122638,-0.19860324,0.43703324,0.6206223,0.0177009,0.3049279,-0.287227
27,-0.47864586,-0.5070125,"('hardhearted', 'softhearted')",-1.1400721,-1.3845832,0.45873868,0.21188366,1.4371238,1.1443433,0.0692861,-0.1338422,0.2031283
65,-0.46675828,-0.54180896,"('insecure', 'secure')",0.8568117,0.7849612,2.4214456,2.6042905,-0.1919511,-0.10311188,0.654887,0.6860827,-0.0311957
4,0.45529726,0.65295905,"('disliked', 'liked')",-0.7324238,-0.24413729,-2.5580099,-2.5400593,-6.27504,-6.35354,-2.277544,-2.1211944,-0.1563496
11,0.4443863,0.5557595,"('unhelpful', 'helpful')",1.0878929,1.2512767,1.1562905,1.4789333,1.7302643,2.047031,1.1047086,1.33325,-0.2285414
22,0.43786806,0.38978952,"('untrustworthy', 'trustworthy')",0.7027886,0.5943683,1.3933938,1.604207,-0.726568,-0.5857119,0.4518706,0.5006632,-0.0487926
72,-0.43359175,-0.47714427,"('unambitious', 'ambitious')",-0.0919582,-0.38746426,0.36200503,0.26765966,-1.3364372,-1.4129691,-0.3749955,-0.5024795,0.127484
57,-0.43322185,-0.2859939,"('unimaginative', 'imaginative')",0.117148355,0.037993778,-0.121637195,0.10342068,-2.5256824,-2.5929222,-0.7408483,-0.6843754,-0.0564729
2,0.41550207,0.4651111,"('unlikable', 'likable')",1.1331315,1.3145286,1.1976435,1.4374948,0.63443637,0.85980254,0.8451784,1.0192343,-0.1740559
41,-0.39419124,-0.34085593,"('unforgiving', 'forgiving')",0.22288539,0.31802386,0.79334414,0.9296426,-0.030078787,-0.011797696,0.1479899,0.2237532,-0.0757633
6,-0.3860886,-0.42019218,"('distant', 'open')",-0.77786994,-0.8879432,-2.618197,-2.921576,0.1713475,0.11348487,-0.902702,-1.0290567,0.1263547
87,0.38136607,0.53219706,"('unsuccessful', 'successful')",1.453628,1.6674569,1.2280922,1.240029,0.33443338,0.5635386,0.8493799,1.0008054,-0.1514255
80,0.3812707,0.2311058,"('dominated', 'dominating')",0.8038672,0.72576547,2.1920707,2.1402504,-1.6137887,-1.3855287,0.440855,0.4278983,0.0129567
21,0.37937975,0.3502532,"('immoral', 'moral')",1.2691289,0.9523269,1.9925522,2.1530304,-0.16554382,-0.10919564,0.8688793,0.8366037,0.0322756
85,-0.37666452,-0.18985228,"('insignificant', 'prestigious')",-2.0226648,-1.5860691,-4.160635,-4.219682,0.27890158,0.39170375,-1.5702657,-1.400975,-0.1692907
45,-0.3736944,-0.28671607,"('incompetent', 'competent')",0.11983778,0.19436401,1.403817,1.7046977,-0.5160526,-0.35734826,0.158477,0.3137494,-0.1552724
12,0.36876652,0.43867183,"('unsupportive', 'supportive')",0.70522624,0.49558693,0.091051295,0.040282845,-1.7035128,-1.771372,-0.1346172,-0.1992076,0.0645904
33,0.3501911,0.29676726,"('wrong', 'right')",-0.12871459,-0.3461526,-0.40641743,-0.6073693,-0.5968452,-0.656397,-0.1954465,-0.3282879,0.1328414
29,-0.34056535,-0.48850384,"('unfair', 'fair')",-0.8031905,-0.9319438,-0.68905294,-0.7878719,-0.33090433,-0.4729287,-0.5409283,-0.670312,0.1293837
7,-0.32051122,-0.30426976,"('insensitive', 'sensitive')",0.52466226,0.26901844,1.8438479,1.9364634,0.8435124,0.68844646,0.7228779,0.6474146,0.0754633
34,0.31412923,0.47428915,"('mean', 'honorable')",0.9941452,0.87751985,0.75208014,1.0200238,6.233674,6.450607,2.0735073,2.2056098,-0.1321025
39,0.31378433,0.5813792,"('exploitative', 'cooperative')",1.3381163,1.3681315,2.1845791,2.3363237,0.32698733,0.49852493,1.0408667,1.1960899,-0.1552232
49,-0.309098,0.005136024,"('unable', 'able')",-0.23343614,-0.02930766,-0.07443155,0.1870902,-0.66027486,-0.47671914,-0.3193101,-0.0784501,-0.24086
79,-0.28343377,-0.20608462,"('wavering', 'unwavering')",-0.5874115,-0.4826784,-2.795938,-2.814971,-0.27927098,-0.2626363,-0.9865136,-0.9415926,-0.044921
52,-0.26803678,-0.12136643,"('irrational', 'rational')",-1.5928259,-1.5798042,-1.6260444,-1.8038851,0.34019077,0.36282125,-0.786679,-0.7855586,-0.0011204
54,-0.26541623,-0.2581903,"('incapable', 'capable')",-0.21166791,-0.084718645,-0.37988797,-0.32280892,0.78286374,0.8989136,-0.0185271,0.0582989,-0.076826
71,0.26215515,0.46657857,"('diffident', 'self-confident')",0.03731525,0.25493684,-0.45432714,-0.47320604,-0.09210375,0.052667752,-0.0617401,0.0752443,-0.1369844
74,0.23856209,0.34681097,"('undedicated', 'dedicated')",1.1421912,1.253384,1.3681971,1.5842937,0.088092744,0.31112736,0.7092608,0.873904,-0.1646432
32,0.23785213,0.18635899,"('unkind', 'kind')",0.72809124,0.7325615,1.8166519,1.8528405,1.1354257,1.1725935,0.9795052,0.9860886,-0.0065834
24,-0.224582,-0.27856007,"('dishonest', 'honest')",0.1876036,0.038567245,0.56835914,0.5823399,1.0135883,1.0474105,0.3862423,0.3474394,0.0388029
37,0.21899693,0.03621749,"('fake', 'genuine')",-0.23990703,-0.44714028,-0.31925198,-0.29229057,0.46618462,0.40103143,0.0315056,-0.0755455,0.1070511
63,-0.21726269,-0.122902066,"('unperceptive', 'insightful')",1.3640722,1.241169,1.6730108,1.6752927,0.63046676,0.6316541,0.8625718,0.8563034,0.0062684
20,-0.19827181,-0.15041776,"('rough', 'thoughtful')",0.06279744,-0.15839887,0.07678924,0.13371794,0.8271005,0.7249938,0.1921038,0.1374738,0.05463
76,-0.19659734,-0.38175464,"('anxious', 'daring')",1.3281953,1.2833108,2.3019679,2.3637788,0.6091275,0.52074957,1.0106733,0.9465212,0.0641521
77,-0.19268376,-0.3190494,"('unmotivated', 'motivated')",-0.03261355,-0.25592768,-0.15242794,-0.21996728,-0.8958755,-1.0221847,-0.3184002,-0.4542823,0.1358821
68,-0.17686771,-0.18961644,"('dependent', 'independent')",0.9274574,0.5858907,0.23357461,0.11035058,-0.68334675,-0.84008044,0.0752044,-0.0833639,0.1585683
62,-0.17653017,-0.018645039,"('incompetent', 'brilliant')",0.87966996,0.99437237,2.0024016,2.353152,-0.020775907,0.26094773,0.6711914,0.8974568,-0.2262654
43,0.14095256,0.08067288,"('irresponsible', 'responsible')",1.0332512,0.8399086,1.7001809,1.877508,0.90511644,0.94491214,0.9448752,0.9357504,0.0091248
5,0.13734269,0.23559353,"('distant', 'outgoing')",-0.6938992,-0.6590409,-2.552355,-2.7166646,-0.40050125,-0.4327159,-0.8773532,-0.893207,0.0158538
14,0.13669291,0.23314683,"('antisocial', 'social')",1.5345975,1.5112237,1.423783,1.9021944,-0.7669888,-0.4799593,0.5820211,0.7916514,-0.2096303
84,0.09151819,-0.043059997,"('inferior', 'superior')",0.017576195,0.07130211,-0.3002064,-0.2882962,0.51808,0.3829915,0.081742,0.0307344,0.0510076
61,-0.077010766,0.08898706,"('illogical', 'logical')",0.21470317,0.14842339,1.2210671,1.3308874,0.08045696,0.30428562,0.3598041,0.4681459,-0.1083418
