,eog_male,eog_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
69,0.077711314,0.26841593,"('lazy', 'industrious')",0.60877407,0.7598239,-0.145388,-0.19658548,0.1803658,0.2772181,-0.0968523
13,0.05833713,0.14745042,"('impolite', 'polite')",0.038893938,0.07098287,-0.02662794,-0.0324319,0.0235344,0.0620005,-0.0384661
83,-0.050369725,-0.030834489,"('powerless', 'powerful')",0.25045532,0.24203023,-1.0777104,-1.045795,-0.2925416,-0.2781998,-0.0143418
23,-0.045499302,-0.14062706,"('insincere', 'sincere')",1.2462684,1.2045217,5.2658587,5.4443293,2.1555425,2.169408,-0.0138655
2,-0.045000825,0.19240323,"('unlikable', 'likable')",0.4258768,0.5012959,0.7414858,0.9643805,0.3741206,0.5526932,-0.1785726
80,0.041695945,0.30803847,"('dominated', 'dominating')",0.45713553,0.5362627,-1.2208058,-1.1836909,-0.2406581,-0.1131299,-0.1275282
76,-0.040267922,0.24325076,"('anxious', 'daring')",0.38340542,0.4407226,0.1260046,0.23422033,0.1563807,0.3060646,-0.1496839
32,-0.039294083,0.062108953,"('unkind', 'kind')",0.4157082,0.36086732,0.8707859,0.93706226,0.4157333,0.4533462,-0.0376129
46,-0.032670315,0.11977604,"('uncompetitive', 'competitive')",0.8220002,0.7264869,-0.48782927,-0.5873999,0.1005002,0.0862877,0.0142125
40,-0.029343136,-0.41426438,"('stingy', 'generous')",0.12811248,-0.13941243,-1.3217015,-1.6210233,-0.4076441,-0.7249001,0.317256
70,0.0159088,0.19831847,"('lethargic', 'energetic')",0.34608787,0.31164664,0.41727513,0.5270861,0.2597573,0.3456837,-0.0859264
15,-0.002575344,-0.15229566,"('boring', 'funny')",-0.83960503,-0.76635736,0.43395814,0.43402827,-0.1360741,-0.1615416,0.0254675
