,forest_male,forest_female,tuple,labs_male,labs_female,inc_male,inc_female,average_male,average_female,male-female
36,-2.370562,-2.498981,"('hostile', 'amicable')",-2.1714973,-2.3882985,0.17320284,0.1374897,-1.4562855,-1.5832632,0.1269777
56,2.3628814,2.3125448,"('impractical', 'practical')",1.1701603,1.2096529,-0.20193046,-0.23359662,1.1103704,1.0962004,0.01417
31,-2.1550567,-2.0575302,"('evil', 'good')",-1.2320186,-1.275949,-0.5588427,-0.5281948,-1.315306,-1.2872246,-0.0280814
71,1.858815,1.9658629,"('diffident', 'self-confident')",0.17304236,0.09683876,0.7257919,0.6847558,0.9192164,0.9158192,0.0033972
60,1.8059886,1.8097223,"('inefficient', 'efficient')",2.4957218,2.4403207,0.01049798,0.099231295,1.4374027,1.4497581,-0.0123554
43,1.7484974,1.621177,"('irresponsible', 'responsible')",0.44000468,0.46458435,0.6662382,0.6231297,0.95158,0.9029636,0.0486164
19,-1.6964147,-1.7689044,"('inhospitable', 'hospitable')",-1.3463446,-1.5895773,-0.12644999,-0.13069709,-1.0564032,-1.1630596,0.1066564
39,1.6274467,1.532028,"('exploitative', 'cooperative')",0.79551405,0.73615634,0.267092,0.20093712,0.8966842,0.8230404,0.0736438
14,1.4932168,1.3920015,"('antisocial', 'social')",1.2076536,1.1482289,-0.6419474,-0.81772786,0.6863077,0.5741675,0.1121402
30,1.4297146,1.2898414,"('intolerant', 'tolerant')",1.3036942,1.1812996,0.91909164,0.7745793,1.2175002,1.0819067,0.1355935
21,1.3836347,1.1796399,"('immoral', 'moral')",0.8491945,0.77457875,-0.8037377,-0.8115505,0.4763638,0.3808894,0.0954744
44,-1.226414,-1.2842515,"('prejudiced', 'unprejudiced')",-0.33044595,-0.25141785,-1.3156724,-1.2331338,-0.9575108,-0.9229344,-0.0345764
28,1.2146474,0.9470588,"('disloyal', 'loyal')",0.27296835,0.07905246,1.2985625,1.0996609,0.9287261,0.7085907,0.2201354
4,-1.1281838,-0.9817181,"('disliked', 'liked')",-0.92607546,-0.7433834,-6.9101567,-6.9588723,-2.9881388,-2.8946578,-0.093481
5,-1.1268231,-1.2308191,"('distant', 'outgoing')",-1.1498383,-1.2084442,-0.019316776,0.124150045,-0.765326,-0.7717044,0.0063784
24,1.1140338,1.0151578,"('dishonest', 'honest')",-0.5735517,-0.4995628,0.852651,0.93066305,0.4643777,0.482086,-0.0177083
7,1.1026447,1.0679221,"('insensitive', 'sensitive')",0.8962955,0.89940155,0.6955163,0.69701195,0.8981522,0.8881119,0.0100403
9,1.0322938,0.93073505,"('unaffectionate', 'caring')",-0.31475428,-0.41668665,1.5520723,1.5434653,0.7565373,0.6858379,0.0706994
10,1.0154613,0.84047985,"('unsympathetic', 'sympathetic')",0.14836726,0.11494153,-0.08557952,-0.1856798,0.3594164,0.2565805,0.1028359
63,0.99294853,0.8821876,"('unperceptive', 'insightful')",0.81322414,0.7112905,0.8465371,0.7948375,0.8842366,0.7961052,0.0881314
47,0.97813565,0.8432164,"('stupid', 'smart')",0.27788925,0.17384833,5.854267,5.933118,2.3700973,2.3167276,0.0533697
12,0.95299745,0.9743459,"('unsupportive', 'supportive')",0.01493419,0.092069246,-1.7918067,-1.7611035,-0.274625,-0.2315628,-0.0430622
33,0.93450856,0.9013667,"('wrong', 'right')",-0.8167486,-0.8714869,-0.38087422,-0.40958473,-0.0877048,-0.1265683,0.0388635
6,-0.9305656,-1.0242686,"('distant', 'open')",-1.355321,-1.4340979,0.8095958,0.84238786,-0.492097,-0.5386595,0.0465625
46,0.9251461,0.84444046,"('uncompetitive', 'competitive')",0.6431632,0.5723816,-0.94824904,-1.1762538,0.2066868,0.0801894,0.1264974
25,0.9238993,0.8299918,"('egoistic', 'altruistic')",0.26079375,0.15204665,1.4625114,1.3994873,0.8824015,0.7938419,0.0885596
