,applied_male,applied_female,tuple,materials_male,materials_female,inc_male,inc_female,average_male,average_female,male-female
82,-2.234162,-1.953805,"('poor', 'rich')",-0.5035416,-0.29396683,6.1256495,6.556469,1.1293152,1.4362324,-0.3069172
31,-2.0383856,-2.5206923,"('evil', 'good')",-1.0254043,-1.2313309,-0.58411795,-0.9518033,-1.2159692,-1.5679421,0.3519729
19,-1.6767713,-1.5876765,"('inhospitable', 'hospitable')",-1.758946,-1.6215812,-0.02967053,-0.08922747,-1.1551292,-1.099495,-0.0556342
67,1.6511055,1.9852608,"('doubtful', 'determined')",1.0527992,1.2572868,-0.3973924,-0.2357416,0.7688375,1.0022686,-0.2334311
29,-1.6347181,-1.8628429,"('unfair', 'fair')",-0.96124387,-1.0574981,-0.7029347,-0.7414792,-1.0996323,-1.2206067,0.1209744
32,-1.6292037,-1.5322958,"('unkind', 'kind')",0.020053778,0.013043653,0.63535404,0.78882843,-0.3245986,-0.2434746,-0.081124
22,-1.5231104,-1.3737532,"('untrustworthy', 'trustworthy')",-0.39901227,-0.33862916,-0.96715075,-0.7775645,-0.9630911,-0.8299823,-0.1331088
69,1.5054617,1.2238498,"('lazy', 'industrious')",1.0346829,0.90035343,-0.09505787,-0.4493046,0.8150288,0.5582995,0.2567293
73,1.3881363,1.5533863,"('helpless', 'self-reliant')",-0.038953364,0.033692554,-2.9744692,-2.9874072,-0.5417621,-0.4667761,-0.074986
65,-1.2592236,-1.0385773,"('insecure', 'secure')",0.098064974,0.0202903,-0.7229784,-0.38599783,-0.6280456,-0.468095,-0.1599506
6,-1.2193838,-1.3663282,"('distant', 'open')",-1.5725479,-1.5219624,0.31050926,0.2529808,-0.8271408,-0.8784366,0.0512958
68,-1.2041588,-1.1456778,"('dependent', 'independent')",-0.8952142,-1.0747718,-0.53567845,-0.59222966,-0.8783504,-0.9375597,0.0592093
16,-1.1643823,-1.5666889,"('unpopular', 'popular')",-0.9262485,-1.0521841,0.3753496,0.23858774,-0.5717604,-0.7934284,0.221668
70,1.1531466,1.4928863,"('lethargic', 'energetic')",0.52659804,0.71010375,0.41088685,0.8223493,0.6968772,1.0084465,-0.3115693
5,-1.1499187,-1.3069714,"('distant', 'outgoing')",-1.2851086,-1.2374841,-0.2734277,-0.34937042,-0.9028183,-0.9646087,0.0617904
54,-1.0168648,-1.0415803,"('incapable', 'capable')",-1.0634664,-1.0156777,0.9589928,1.1419634,-0.3737795,-0.3050983,-0.0686812
84,1.0098641,0.9142576,"('inferior', 'superior')",0.37864074,0.22262669,0.89113367,0.7968388,0.7598795,0.6445743,0.1153052
1,-0.97972524,-1.311835,"('unfriendly', 'friendly')",0.06624873,-0.024210867,1.7619919,1.5791273,0.2828384,0.0810272,0.2018112
36,-0.97823554,-1.3247905,"('hostile', 'amicable')",-1.9540222,-2.0109758,0.11797593,-0.059290428,-0.9380939,-1.1316856,0.1935917
18,-0.9278564,-1.0201114,"('disagreeable', 'welcoming')",-0.5573662,-0.5702125,-0.50813186,-0.5795194,-0.6644515,-0.7232811,0.0588296
39,0.9238284,1.0403281,"('exploitative', 'cooperative')",0.46713752,0.45605066,0.2927702,0.33079496,0.5612454,0.6090579,-0.0478125
