,peabody_male,peabody_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
39,2.3091207,2.4409647,"('exploitative', 'cooperative')",-0.062973715,0.18487707,0.19817889,0.22707911,0.8147753,0.9509737,-0.1361984
75,-2.0391788,-2.0965388,"('meek', 'impulsive')",0.13846959,0.032721538,-0.53754205,-0.50032055,-0.8127504,-0.8547126,0.0419622
74,1.8181782,2.0530536,"('undedicated', 'dedicated')",-0.20121084,-0.022304751,-0.2475674,-0.12742004,0.4564666,0.6344429,-0.1779763
26,1.7841376,1.6218003,"('hardhearted', 'benevolent')",0.96649814,0.9975632,1.7768204,1.8103963,1.5091521,1.4765867,0.0325654
71,1.754078,1.6585685,"('diffident', 'self-confident')",1.3872699,1.4156741,0.2604474,0.37075505,1.1339318,1.1483325,-0.0144007
24,1.6361637,1.6377199,"('dishonest', 'honest')",0.40290064,0.43444917,0.48819163,0.49292335,0.8424187,0.8550308,-0.0126121
12,1.4174746,1.7235833,"('unsupportive', 'supportive')",0.5880408,0.82867974,-1.4820101,-1.3968636,0.1745018,0.3851331,-0.2106313
9,1.33821,1.1446253,"('unaffectionate', 'caring')",0.26000613,0.27323028,0.5658897,0.6961604,0.7213686,0.704672,0.0166966
61,1.2210063,1.1965033,"('illogical', 'logical')",0.90914524,0.9711595,0.6159696,0.49154696,0.9153737,0.8864032,0.0289705
16,-1.2005439,-1.381669,"('unpopular', 'popular')",-0.05623178,-0.11382009,0.068330176,0.14090064,-0.3961485,-0.4515295,0.055381
85,1.185611,0.60838085,"('insignificant', 'prestigious')",0.69539887,0.50335675,-0.2694546,-0.19479492,0.5371851,0.3056476,0.2315375
72,1.1349813,1.2879266,"('unambitious', 'ambitious')",0.89393055,0.8227019,-0.5745261,-0.58694226,0.4847953,0.5078954,-0.0231001
3,-1.1094654,-0.9323377,"('repellent', 'pleasant')",-0.36784658,-0.32997468,0.9526685,0.8894394,-0.1748812,-0.124291,-0.0505902
21,1.0633873,1.5767764,"('immoral', 'moral')",1.0385495,1.2833993,-0.24276078,-0.17094976,0.6197253,0.8964086,-0.2766833
7,1.0255301,1.2817726,"('insensitive', 'sensitive')",0.7920608,1.1044855,0.61912614,0.76684034,0.812239,1.0510329,-0.2387939
73,1.0129752,1.1342732,"('helpless', 'self-reliant')",1.5582803,1.4948909,-3.0987353,-2.9835062,-0.1758265,-0.118114,-0.0577125
30,0.9249056,1.1916133,"('intolerant', 'tolerant')",0.7168522,0.8341383,0.44230425,0.5682326,0.6946874,0.8646614,-0.169974
64,0.883458,0.96596205,"('shy', 'confident')",0.8941661,0.91846216,-4.8154054,-5.093097,-1.0125937,-1.0695577,0.056964
32,0.8576163,1.0366484,"('unkind', 'kind')",-0.16475713,-0.0025553852,0.86512977,0.97781384,0.5193296,0.6706356,-0.151306
49,-0.85170394,-0.6869344,"('unable', 'able')",-0.018328391,0.18435256,-0.6335285,-0.47871286,-0.5011869,-0.3270982,-0.1740887
44,-0.84050983,-0.72067183,"('prejudiced', 'unprejudiced')",-0.32488257,-0.27925488,-1.3160145,-1.2881916,-0.8271356,-0.7627061,-0.0644295
84,0.7765024,0.6676251,"('inferior', 'superior')",0.34146824,0.35161638,0.74464804,0.7360535,0.6208729,0.5850983,0.0357746
29,-0.7238106,-0.9661279,"('unfair', 'fair')",-0.5848067,-0.62199813,-0.3736342,-0.43890768,-0.5607505,-0.6756779,0.1149274
37,0.6805891,0.9377894,"('fake', 'genuine')",0.119990155,0.21660128,-0.34646916,-0.224991,0.15137,0.3097999,-0.1584299
82,-0.66905427,-0.3452789,"('poor', 'rich')",-0.62346166,-0.41011587,5.4408555,5.744453,1.3827798,1.6630193,-0.2802395
43,0.6385964,1.1630449,"('irresponsible', 'responsible')",0.65240824,0.9409409,0.37770787,0.5852576,0.5562375,0.8964144,-0.3401769
31,-0.61624354,-1.103424,"('evil', 'good')",-0.80830526,-0.95432174,-1.4281754,-1.3775865,-0.9509081,-1.1451108,0.1942027
69,-0.5865195,-0.82402045,"('lazy', 'industrious')",1.1018817,1.003382,-1.0298928,-0.9617751,-0.1715102,-0.2608045,0.0892943
58,0.58461916,0.7047267,"('undiscriminating', 'discriminating')",1.0344213,1.1545713,0.14007814,0.24790874,0.5863729,0.7024023,-0.1160294
42,0.5839423,0.8757828,"('unreliable', 'reliable')",0.22245115,0.4719318,-2.2149656,-2.1858263,-0.4695241,-0.2793706,-0.1901535
23,0.5836863,0.8688177,"('insincere', 'sincere')",-0.6264227,-0.39795995,4.865869,5.0781164,1.6077108,1.849658,-0.2419472
76,0.5797651,0.95633876,"('anxious', 'daring')",-0.33050844,-0.17491066,0.0759863,0.07139316,0.1084143,0.2842737,-0.1758594
13,0.5589651,0.92260504,"('impolite', 'polite')",-0.17651743,-0.054656185,-0.55257165,-0.5603784,-0.056708,0.1025235,-0.1592315
33,0.546018,0.35137725,"('wrong', 'right')",1.357275,1.2366232,-0.8616778,-0.91794765,0.3472051,0.2233509,0.1238542
18,-0.543729,-0.48747098,"('disagreeable', 'welcoming')",-0.6397406,-0.5067363,-0.9156882,-0.78465235,-0.6997193,-0.5929532,-0.1067661
1,0.54238445,0.17123975,"('unfriendly', 'friendly')",0.4068696,0.39438036,0.711714,0.8496215,0.553656,0.4717472,0.0819088
65,0.53777003,1.0355704,"('insecure', 'secure')",0.14429125,0.24521552,0.23722276,0.27644825,0.306428,0.5190781,-0.2126501
45,-0.53243285,-0.16604963,"('incompetent', 'competent')",-1.0157835,-0.7456102,-0.2573706,-0.12180081,-0.6018623,-0.3444869,-0.2573754
28,0.5235635,0.527562,"('disloyal', 'loyal')",-0.14133859,-0.12820205,0.70199525,0.69303125,0.3614067,0.3641304,-0.0027237
56,0.52313757,1.0682509,"('impractical', 'practical')",0.71817845,0.86899734,-0.48992178,-0.3263179,0.2504648,0.5369768,-0.286512
80,0.52016884,1.0658284,"('dominated', 'dominating')",0.014930457,0.26129195,0.14875285,0.107667014,0.2279507,0.4782625,-0.2503118
57,-0.50720733,-0.23330155,"('unimaginative', 'imaginative')",0.65007854,0.8456586,-2.5049577,-2.4686553,-0.7873622,-0.6187661,-0.1685961
78,0.48583648,0.6823658,"('nonresilient', 'resilient')",0.35185087,0.5482555,0.22212327,0.21656781,0.3532702,0.4823964,-0.1291262
10,0.4848724,0.8198607,"('unsympathetic', 'sympathetic')",-0.8635783,-0.6043401,-0.44006133,-0.35671714,-0.2729224,-0.0470655,-0.2258569
60,0.4827582,1.0320938,"('inefficient', 'efficient')",1.4131826,1.6408821,0.13974626,0.20690604,0.6785623,0.9599607,-0.2813984
53,0.48200044,0.4754664,"('uncreative', 'creative')",0.7752797,0.9389775,0.33637035,0.38985556,0.5312168,0.6014331,-0.0702163
66,0.4131145,0.29632413,"('inactive', 'active')",-0.5457103,-0.5195563,0.44884917,0.5169288,0.1054178,0.0978989,0.0075189
67,-0.37134227,-0.43773222,"('doubtful', 'determined')",-0.25851056,-0.22740869,-0.6290457,-0.5856696,-0.4196328,-0.4169368,-0.002696
51,0.36651176,0.68176013,"('uneducated', 'educated')",-0.10530184,-0.1066331,0.7041995,0.7172253,0.3218031,0.4307841,-0.108981
6,-0.3627018,-0.94087845,"('distant', 'open')",-0.23958309,-0.3453481,-1.214876,-1.1631107,-0.6057203,-0.8164457,0.2107254
17,-0.36081174,-0.5155224,"('nasty', 'nice')",-0.9597053,-0.96676874,-0.61695457,-0.5177719,-0.6458239,-0.6666877,0.0208638
68,-0.34949762,-0.16165599,"('dependent', 'independent')",-0.08520754,-0.02316357,-0.9218972,-0.8327811,-0.4522008,-0.3392002,-0.1130006
14,0.34490517,0.6463981,"('antisocial', 'social')",0.7549295,0.9205236,0.07783703,0.1218681,0.3925572,0.5629299,-0.1703727
47,-0.34472162,-0.10629356,"('stupid', 'smart')",0.47132996,0.67133814,4.5657406,4.8980484,1.5641163,1.8210309,-0.2569146
38,0.3159378,0.34676248,"('untruthful', 'truthful')",0.056477424,0.040792212,-0.18907313,-0.05205021,0.061114,0.1118348,-0.0507208
81,-0.3119745,0.081664726,"('submissive', 'aggressive')",1.2207744,1.453239,-0.22535858,-0.16025117,0.2278138,0.4582175,-0.2304037
46,-0.31184253,0.38747847,"('uncompetitive', 'competitive')",-0.10113892,0.3479392,-0.391159,-0.34165338,-0.2680468,0.1312548,-0.3993016
55,0.3043413,0.73968387,"('incompetent', 'clever')",-0.50210357,-0.2699327,0.47368148,0.46198764,0.0919731,0.3105796,-0.2186065
2,0.2891424,0.34712055,"('unlikable', 'likable')",1.1722718,1.2881296,0.8121667,0.8445792,0.7578603,0.8266098,-0.0687495
22,-0.28504977,-0.024944786,"('untrustworthy', 'trustworthy')",-0.730275,-0.489762,-0.51022303,-0.5494242,-0.5085159,-0.3547103,-0.1538056
19,0.28191695,0.13700658,"('inhospitable', 'hospitable')",-0.950611,-0.96480495,-0.81143105,-0.6717574,-0.493375,-0.4998519,0.0064769
15,0.25233862,-0.045775708,"('boring', 'funny')",-0.12107218,-0.24567696,-0.41474462,-0.41696844,-0.0944927,-0.2361404,0.1416477
27,0.24134666,0.21152787,"('hardhearted', 'softhearted')",0.2830554,0.33826333,0.63137925,0.7501725,0.3852604,0.4333212,-0.0480608
5,0.22986951,-0.16687316,"('distant', 'outgoing')",0.10174343,0.0411904,-0.9645061,-0.895955,-0.2109644,-0.3405459,0.1295815
86,0.22048911,0.5185588,"('uninfluential', 'influential')",0.5480508,0.5630561,-0.2975868,-0.22387865,0.1569844,0.2859121,-0.1289277
