,janus_male,janus_female,tuple,cap_male,cap_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
54,-0.92730135,-1.1175256,"('incapable', 'capable')",0.53224355,0.29973686,-0.46549088,-0.701564,0.930116,0.73661417,0.0173918,-0.1956846,0.2130764
58,-0.9187452,-1.0300307,"('undiscriminating', 'discriminating')",0.3560955,0.41933313,0.9288395,0.8677976,0.2948507,0.2397057,0.1652601,0.1242014,0.0410587
84,0.8729177,0.75242436,"('inferior', 'superior')",0.75533867,0.7294501,0.4383092,0.37692893,0.92696476,0.9606428,0.7483826,0.7048615,0.0435211
74,-0.87200236,-0.9649348,"('undedicated', 'dedicated')",0.08102949,0.20521265,1.1293416,1.0426545,0.2803074,0.17425892,0.154669,0.1142978,0.0403712
32,-0.8660214,-0.786367,"('unkind', 'kind')",0.41920784,0.58754605,1.1067452,1.2369436,1.0479918,1.0451037,0.4269809,0.5208066,-0.0938257
41,-0.8388689,-0.8176894,"('unforgiving', 'forgiving')",0.36980924,0.45013708,0.5865947,0.5658539,0.26099464,0.26291937,0.0946324,0.1153052,-0.0206728
79,-0.81045276,-1.0441949,"('wavering', 'unwavering')",-2.5150263,-2.6136703,-2.679677,-2.917457,-0.20654303,-0.34338877,-1.5529248,-1.7296777,0.1767529
59,0.7465086,0.63705975,"('foolish', 'wise')",0.029303469,-0.11118799,-1.5564932,-1.6966697,0.17251977,0.10759685,-0.1520403,-0.2658003,0.11376
16,-0.7415701,-0.828699,"('unpopular', 'popular')",-1.2470787,-1.2045335,-0.521938,-0.43635255,0.36510795,0.37195945,-0.5363697,-0.5244064,-0.0119633
51,-0.73789227,-0.7141061,"('uneducated', 'educated')",-0.16259807,-0.04747047,0.68528944,0.70393336,0.6850171,0.7076914,0.1174541,0.162512,-0.0450579
88,-0.7213537,-0.8742699,"('low', 'eminent')",-1.0415083,-0.9911451,-0.8797534,-0.8057187,0.2818522,0.2664423,-0.5901908,-0.6011729,0.0109821
77,-0.7190874,-0.7971286,"('unmotivated', 'motivated')",-0.05304774,-0.0663231,0.7559463,0.6942893,-1.1405482,-1.0863482,-0.2891843,-0.3138776,0.0246933
0,-0.7124063,-0.32653338,"('unsociable', 'sociable')",0.8437519,1.0661197,1.2694395,1.448699,-0.36177433,-0.20816857,0.2597527,0.4950292,-0.2352765
43,-0.68575853,-0.5892326,"('irresponsible', 'responsible')",1.0025939,1.0266485,1.0694149,1.1061269,0.60554427,0.6291968,0.4979486,0.5431849,-0.0452363
66,-0.6800286,-0.8996682,"('inactive', 'active')",-0.9861522,-1.2707481,0.3474139,0.12994616,0.945818,0.8198911,-0.0932372,-0.3051448,0.2119076
85,-0.67592704,-0.96207565,"('insignificant', 'prestigious')",-2.0012374,-2.140952,-1.4341605,-1.618718,0.5483407,0.36186263,-0.8907461,-1.0899708,0.1992247
70,-0.6306639,-0.6813205,"('lethargic', 'energetic')",-0.018826468,0.10952086,0.8409595,0.87466353,0.7107337,0.7387792,0.2255507,0.2604108,-0.0348601
26,-0.62082374,-0.5375871,"('hardhearted', 'benevolent')",1.5142108,1.6052988,0.58680284,0.64980483,1.6896726,1.6651299,0.7924656,0.8456616,-0.053196
3,-0.6029175,-0.47831517,"('repellent', 'pleasant')",-0.70775044,-0.7057575,1.0316463,1.1732979,0.23997651,0.3390015,-0.0097613,0.0820567,-0.091818
80,0.59920913,0.7856616,"('dominated', 'dominating')",1.0100238,1.0280218,1.1284988,1.281215,-1.2616817,-1.2207227,0.3690125,0.4685439,-0.0995314
49,-0.59722024,-0.4129471,"('unable', 'able')",-0.6113874,-0.5117302,-0.9190142,-0.8521512,-0.30792487,-0.28668943,-0.6088867,-0.5158795,-0.0930072
63,-0.59526277,-0.5813864,"('unperceptive', 'insightful')",-0.51081204,-0.47539532,1.2234232,1.1267444,1.1406143,1.1296133,0.3144907,0.299894,0.0145967
30,0.59493405,0.6827598,"('intolerant', 'tolerant')",1.2695384,1.4429508,0.8959512,1.0082891,1.0730374,1.2231948,0.9583653,1.0892987,-0.1309334
52,-0.5453575,-0.7286463,"('irrational', 'rational')",-1.1838232,-1.260534,-1.5317913,-1.6418815,0.16036099,0.00077150227,-0.7751527,-0.9075726,0.1324199
33,0.5419206,0.41911158,"('wrong', 'right')",0.68437874,0.44244748,-0.44227502,-0.6372623,-0.76145166,-0.85231817,0.0056431,-0.1570054,0.1626485
12,-0.5320296,-0.6919364,"('unsupportive', 'supportive')",0.4277974,0.30104536,0.59847367,0.34409752,-1.4354043,-1.5166713,-0.2352907,-0.3908662,0.1555755
4,-0.4943726,-0.5424883,"('disliked', 'liked')",-1.2677416,-1.2252594,-0.50791883,-0.51574695,-6.4637465,-6.3791213,-2.183445,-2.1656539,-0.0177911
25,-0.46266162,-0.5731325,"('egoistic', 'altruistic')",-0.9155086,-1.1224495,-0.57286793,-0.6447338,1.4564433,1.3921895,-0.1236487,-0.2370316,0.1133829
34,-0.40557763,-0.49209547,"('mean', 'honorable')",-0.52122724,-0.62092996,0.17619577,0.13782376,6.325146,6.325527,1.3936343,1.3375814,0.0560529
87,-0.3802785,-0.32579777,"('unsuccessful', 'successful')",0.2778007,0.27381697,1.0877348,1.1625105,0.7744762,0.7477004,0.4399333,0.4645575,-0.0246242
81,0.37762466,0.47840345,"('submissive', 'aggressive')",0.5381578,0.69582915,1.8990778,2.0063086,-0.58030486,-0.47742206,0.5586389,0.6757798,-0.1171409
48,-0.37176424,-0.36282837,"('unintelligent', 'intelligent')",0.16455784,0.26103944,-0.11782482,0.00096493587,0.615789,0.6569255,0.0726894,0.1390254,-0.066336
68,0.36871526,0.35859865,"('dependent', 'independent')",-0.29586196,-0.2643108,-0.119424604,-0.10877834,-0.65933794,-0.60569793,-0.1764773,-0.1550471,-0.0214302
21,0.36010528,0.5517448,"('immoral', 'moral')",0.73838747,0.9570645,0.83957106,1.0062914,-0.60382754,-0.5206078,0.3335591,0.4986232,-0.1650641
42,0.33779168,0.028890159,"('unreliable', 'reliable')",0.26755178,0.2544115,0.91604674,0.8579132,-3.0865152,-3.2654364,-0.3912812,-0.5310554,0.1397742
29,-0.32325625,-0.34553304,"('unfair', 'fair')",0.26905906,0.21274643,-0.3272559,-0.4409023,-0.41233218,-0.42352766,-0.1984463,-0.2493041,0.0508578
62,-0.32325312,-0.3038108,"('incompetent', 'brilliant')",0.6016846,0.6762642,0.54477465,0.6386495,-0.028599627,-0.019930301,0.1986516,0.2477932,-0.0491416
69,0.31769946,0.07300517,"('lazy', 'industrious')",-0.5377412,-0.82909775,0.16674936,0.05060166,-0.797164,-0.8126985,-0.2126141,-0.3795474,0.1669333
40,-0.3075701,-0.33154833,"('stingy', 'generous')",-0.14214925,-0.1885565,0.20805904,0.14992335,-1.4649462,-1.5142796,-0.4266516,-0.4711153,0.0444637
83,0.30490944,0.20194024,"('powerless', 'powerful')",0.70911604,0.5889092,-0.14702919,-0.12407985,-1.0147197,-1.0592638,-0.0369309,-0.0981236,0.0611927
11,-0.2990701,-0.33356756,"('unhelpful', 'helpful')",0.5330803,0.5364434,0.15188052,0.19934101,2.0472467,2.0483184,0.6082844,0.6126338,-0.0043494
17,-0.27934924,-0.24817152,"('nasty', 'nice')",-0.5596548,-0.43858865,-0.619069,-0.5214202,-0.74023306,-0.7129435,-0.5495765,-0.480281,-0.0692955
46,-0.26426142,-0.034074914,"('uncompetitive', 'competitive')",0.120116495,0.32360157,2.1105182,2.2552552,-0.33887473,-0.19476646,0.4068747,0.5875039,-0.1806292
14,0.25384057,0.7340094,"('antisocial', 'social')",2.4428492,2.733149,1.8489017,2.0964315,-0.44253048,-0.24432665,1.0257652,1.3298159,-0.3040507
55,0.2451911,0.40828028,"('incompetent', 'clever')",0.9500126,1.1933023,1.4682721,1.685692,0.13738498,0.22367647,0.7002152,0.8777377,-0.1775225
37,0.22414905,0.16059688,"('fake', 'genuine')",-0.6697294,-0.53533894,-0.15276417,-0.109962836,0.25753075,0.20802616,-0.0852035,-0.0691697,-0.0160338
22,0.20055705,0.3157641,"('untrustworthy', 'trustworthy')",0.50087184,0.70679176,1.342924,1.4691732,-0.72312826,-0.6859924,0.3303062,0.4514341,-0.1211279
76,-0.19531576,-0.10798167,"('anxious', 'daring')",-0.19083115,-0.03055258,0.9641891,1.0542374,0.299428,0.43169978,0.2193675,0.3368507,-0.1174832
18,-0.18828423,-0.1667526,"('disagreeable', 'welcoming')",-0.7833601,-0.85134834,-0.86910015,-0.890648,-0.45756933,-0.5076068,-0.5745785,-0.604089,0.0295105
65,0.17241184,0.44120118,"('insecure', 'secure')",1.492752,1.6334015,1.041983,1.3118212,-0.18576013,-0.103577524,0.6303467,0.8207116,-0.1903649
60,-0.15936613,0.03369758,"('inefficient', 'efficient')",1.4294655,1.6848309,2.0126777,2.1760395,0.076695085,0.1683364,0.8398681,1.0157261,-0.175858
56,-0.14021552,-0.08596753,"('impractical', 'practical')",1.4650997,1.6977041,1.0729578,1.1278038,-0.17549655,-0.16111289,0.5555863,0.6446069,-0.0890206
50,-0.13615392,-0.41899517,"('clumsy', 'skillful')",-0.77577007,-0.8051329,-0.21233968,-0.2714167,0.21042787,0.043470293,-0.2284589,-0.3630186,0.1345597
20,0.13350758,0.05347608,"('rough', 'thoughtful')",0.09582451,0.1881344,1.3628032,1.450147,1.3062131,1.2753966,0.7245871,0.7417885,-0.0172014
71,-0.08307241,-0.15999386,"('diffident', 'self-confident')",2.1387403,1.9373966,0.20925677,0.02298883,0.58426464,0.46829057,0.7122973,0.5671705,0.1451268
75,-0.0743283,-0.23940593,"('meek', 'impulsive')",-1.2536612,-1.3100948,-1.5184706,-1.5905356,-0.592198,-0.6472423,-0.8596646,-0.9468197,0.0871551
64,0.058927417,0.0813387,"('shy', 'confident')",0.4915936,0.46503922,1.4143256,1.3733463,-6.3065896,-6.2485332,-1.0854357,-1.0822022,-0.0032335
2,0.058790065,0.03214369,"('unlikable', 'likable')",0.50404894,0.33777428,0.98505235,1.0516995,0.5730334,0.5245072,0.5302312,0.4865312,0.0437
15,0.058541365,-0.05304192,"('boring', 'funny')",0.7391191,0.70087504,-1.046348,-1.0824006,0.3290266,0.30402943,0.0200848,-0.0326345,0.0527193
47,0.057962395,0.0396421,"('stupid', 'smart')",1.1747053,1.1912416,0.9816332,0.95219576,5.6435876,5.5922713,1.9644721,1.9438376,0.0206345
35,-0.015389372,-0.080921456,"('corrupt', 'incorrupt')",-1.5760254,-1.6602436,-1.8792652,-2.017563,-0.3385106,-0.42107463,-0.9522976,-1.0449507,0.0926531
13,0.0009183269,0.22883722,"('impolite', 'polite')",0.9684615,1.201875,0.29023895,0.43163285,-0.17116325,-0.009387732,0.2721139,0.4632393,-0.1911254
