,fidelity_male,fidelity_female,tuple,national_male,national_female,info_male,info_female,svcs_male,svcs_female,inc_male,inc_female,average_male,average_female,male-female
56,1.014835,1.1054189,"('impractical', 'practical')",1.0431378,1.1079774,1.6196446,1.5995024,0.6867158,0.83756804,-0.5295551,-0.5038227,0.7669556,0.8293288,-0.0623732
13,1.0094887,1.2443345,"('impolite', 'polite')",1.171708,1.3515141,1.5790513,1.5540187,1.3087616,1.4206442,0.015689649,0.056487963,1.0169399,1.1253999,-0.10846
17,0.9966522,0.94485706,"('nasty', 'nice')",-1.1501673,-1.171844,-0.32669187,-0.27206585,-0.85674727,-0.81296015,-1.0330442,-0.9928672,-0.4739997,-0.460976,-0.0130237
72,0.9587228,0.81384456,"('unambitious', 'ambitious')",-0.20283183,-0.15221342,0.12665203,0.0240567,-1.1217122,-1.1725128,-1.1980841,-1.1374854,-0.2874507,-0.3248621,0.0374114
21,0.9549365,1.1042147,"('immoral', 'moral')",1.5038502,1.597703,0.8807262,0.7638806,1.4078927,1.4690055,-0.91887057,-0.92422235,0.765707,0.8021163,-0.0364093
68,-0.9506126,-0.88601035,"('dependent', 'independent')",-0.1241493,-0.0975621,-0.44332907,-0.49359664,-0.48044375,-0.4675355,-0.7516875,-0.7902992,-0.5500444,-0.5470007,-0.0030437
76,0.8932717,0.9070487,"('anxious', 'daring')",0.9641717,1.1053064,-0.11007212,-0.19899786,1.1762159,1.2653877,0.15234506,0.2855318,0.6151864,0.6728553,-0.0576689
9,0.8794171,0.93212,"('unaffectionate', 'caring')",-0.78989416,-0.7738132,-0.19872946,0.059195444,-1.9955117,-1.9765378,0.833408,0.9794517,-0.254262,-0.1559168,-0.0983452
15,-0.85210073,-0.73769426,"('boring', 'funny')",-0.7795372,-0.9012621,-0.36097133,-0.30990303,-0.037754472,-0.050932094,0.2653818,0.20656967,-0.3529964,-0.3586443,0.0056479
19,-0.84602094,-0.9232723,"('inhospitable', 'hospitable')",-1.2708849,-1.2372998,-0.9945538,-0.7622788,-1.3440105,-1.2685534,-0.42707688,-0.42605305,-0.9765094,-0.9234915,-0.0530179
69,-0.7712375,-0.7832948,"('lazy', 'industrious')",-0.6864077,-0.89370334,-1.1017498,-1.0130838,0.4429997,0.38095403,-0.39223808,-0.5542089,-0.5017267,-0.5726674,0.0709407
50,0.76189476,0.8243985,"('clumsy', 'skillful')",-0.22800772,-0.110038385,0.701155,0.8429378,0.16711721,0.18821009,0.28049687,0.16979843,0.3365312,0.3830613,-0.0465301
2,0.7510557,0.71792966,"('unlikable', 'likable')",0.6681001,0.6761539,1.079004,1.072997,0.6425178,0.62946415,0.37176052,0.3107663,0.7024877,0.6814622,0.0210255
38,0.7495418,0.92007273,"('untruthful', 'truthful')",-0.011680737,0.17777872,0.38556346,0.5490027,-1.0166336,-0.95352226,-0.36043224,-0.27135706,-0.0507283,0.084395,-0.1351233
66,-0.74239916,-0.9213884,"('inactive', 'active')",-0.23989493,-0.32054055,-1.34233,-1.3342006,-0.7740024,-0.7972071,0.52803737,0.584316,-0.5141178,-0.5578041,0.0436863
40,0.7364503,0.32975662,"('stingy', 'generous')",0.3299575,0.18435034,-0.9695821,-1.0675299,0.6892671,0.5842237,-0.7274003,-0.85894865,0.0117385,-0.1656296,0.1773681
14,0.7338575,0.8198739,"('antisocial', 'social')",1.6357867,1.6768032,1.9770167,1.7666657,1.1658113,1.2339004,-0.66649425,-0.5595673,0.9691956,0.9875352,-0.0183396
70,0.72751755,0.7344226,"('lethargic', 'energetic')",1.1539254,1.296628,0.10249967,0.07180401,1.4457849,1.4983311,0.98575896,1.0795132,0.8830973,0.9361398,-0.0530425
73,0.7186664,0.530688,"('helpless', 'self-reliant')",0.027971186,-0.1679194,-0.09378366,-0.011579832,0.02401755,0.0127238,-2.66987,-2.9820278,-0.3985997,-0.523623,0.1250233
53,-0.7065595,-0.76380634,"('uncreative', 'creative')",-1.37618,-1.3828422,-0.96009135,-0.8914321,-0.79259634,-0.8741424,0.92438376,1.0871204,-0.5822087,-0.5650205,-0.0171882
20,0.68452585,0.6121269,"('rough', 'thoughtful')",0.22330724,0.13560599,-0.21108085,-0.31486166,0.4746904,0.3538561,0.66085404,0.72167945,0.3664593,0.3016814,0.0647779
84,0.6841009,0.68035,"('inferior', 'superior')",0.7562522,0.6100516,0.44196427,0.37288144,-0.023767449,-0.12810098,0.8236677,0.5506777,0.5364435,0.417172,0.1192715
22,0.6438886,0.70516145,"('untrustworthy', 'trustworthy')",1.1837807,1.2749144,0.7030905,0.75872576,1.2095431,1.2139018,-0.481042,-0.45143366,0.6518522,0.7002539,-0.0484017
63,0.6357408,0.9050571,"('unperceptive', 'insightful')",0.95915574,1.1780076,0.54679096,0.66080415,0.10171363,0.2266877,1.073081,1.0356588,0.6632964,0.801243,-0.1379466
41,-0.62641543,-0.6344445,"('unforgiving', 'forgiving')",-0.012215193,0.047508493,-0.40818724,-0.39112723,0.08308155,0.025117252,0.16860083,0.027843963,-0.1590271,-0.1850204,0.0259933
42,0.62071174,0.5940315,"('unreliable', 'reliable')",0.9742838,0.9303029,-0.38907415,-0.3003401,0.73811287,0.80937713,-2.5193868,-2.6446226,-0.1150705,-0.1222502,0.0071797
18,-0.61938965,-0.7870406,"('disagreeable', 'welcoming')",0.91786337,0.889115,0.13609856,0.070971765,-0.30650198,-0.4584315,-0.071127556,-0.15500109,0.0113885,-0.0880773,0.0994658
49,-0.60780877,-0.44807434,"('unable', 'able')",-1.4114295,-1.3170546,-0.6258677,-0.584879,-0.8888203,-0.83947325,-0.91582245,-0.9926947,-0.8899497,-0.8364352,-0.0535145
25,-0.59190166,-0.84910935,"('egoistic', 'altruistic')",-1.0740334,-1.3226085,-1.1150863,-1.1048907,-1.1700859,-1.3430731,1.4498198,1.4551015,-0.5002575,-0.632916,0.1326585
86,0.5805131,0.5564207,"('uninfluential', 'influential')",0.16345844,0.21605997,0.31757733,0.39562836,-0.8324974,-0.74592334,-0.39974463,-0.20753941,-0.0341386,0.0429293,-0.0770679
32,0.57378143,0.7630431,"('unkind', 'kind')",0.9887268,1.2164272,0.26334953,0.38063937,0.38051012,0.48981163,1.0298136,1.1593553,0.6472363,0.8018553,-0.154619
27,0.5472431,0.3251401,"('hardhearted', 'softhearted')",-1.5307344,-1.5999395,-0.8695007,-0.91115355,-0.23777574,-0.34375748,1.0733707,1.1206892,-0.2034794,-0.2818042,0.0783248
33,0.52870774,0.5469225,"('wrong', 'right')",0.18494594,-0.0032264665,-0.16857448,-0.03641924,0.30359375,0.25509012,-0.55119246,-0.674428,0.0594961,0.0175878,0.0419083
58,0.5142667,0.45097646,"('undiscriminating', 'discriminating')",0.039025977,0.01753272,0.8208693,0.91462624,0.15389195,0.12317409,0.12066323,0.13265948,0.3297434,0.3277938,0.0019496
71,0.4937129,0.46085805,"('diffident', 'self-confident')",0.49767625,0.43164542,0.76563185,0.8098747,-0.92346066,-0.9486561,-0.096142456,-0.0652533,0.1474836,0.1376938,0.0097898
80,0.4791061,0.5564014,"('dominated', 'dominating')",1.0580897,1.1585252,0.6143561,0.55258185,1.6991984,1.7865294,-1.4042671,-1.2910783,0.4892967,0.5525919,-0.0632952
57,-0.47492054,-0.46003807,"('unimaginative', 'imaginative')",-0.7956044,-0.7152356,-0.5572139,-0.44921273,0.045560308,0.04671204,-1.9642514,-1.9812093,-0.749286,-0.7117968,-0.0374892
47,0.4717216,0.45644858,"('stupid', 'smart')",0.45002025,0.48949265,0.95418537,0.9028671,0.47962588,0.48728788,4.347329,4.5568466,1.3405765,1.3785886,-0.0380121
54,-0.4520411,-0.21652743,"('incapable', 'capable')",-0.793856,-0.793792,-0.07935243,0.11571328,-0.35340565,-0.382133,0.41913286,0.5143237,-0.2519045,-0.1524831,-0.0994214
87,0.43391156,0.5739787,"('unsuccessful', 'successful')",0.9349736,0.937403,0.72435176,0.76767737,0.644356,0.7644603,0.4968682,0.47582778,0.6468922,0.7038694,-0.0569772
36,-0.41309977,-0.46224797,"('hostile', 'amicable')",-2.03977,-2.0920358,-1.1765027,-1.0582728,-2.158453,-2.2226229,0.10962548,0.008847207,-1.13564,-1.1652664,0.0296264
77,0.37617874,0.33201644,"('unmotivated', 'motivated')",-0.587849,-0.5797488,0.31218892,0.07425741,0.7301413,0.6732627,-0.9932525,-1.1023327,-0.0325185,-0.120509,0.0879905
82,0.35943246,0.33975273,"('poor', 'rich')",-0.36652273,-0.23822017,0.62289137,0.538964,-0.6978581,-0.6540419,5.475777,5.762744,1.078744,1.1498397,-0.0710957
48,0.35409376,0.38202628,"('unintelligent', 'intelligent')",-0.32735738,-0.39394522,0.2104241,0.079716586,-0.93972814,-0.98325056,0.050883435,0.045456547,-0.1303369,-0.1739993,0.0436624
45,0.35219103,0.4145995,"('incompetent', 'competent')",-0.04591318,0.020382158,0.72064304,0.7203598,0.48193967,0.5987488,-0.29325673,-0.20760675,0.2431208,0.3092967,-0.0661759
88,0.3381183,0.4792412,"('low', 'eminent')",0.40623152,0.46925524,-0.23229529,-0.13223219,-0.42914686,-0.39162502,0.22303578,0.22146532,0.0611887,0.1292209,-0.0680322
81,-0.29902032,-0.1438323,"('submissive', 'aggressive')",1.1541833,1.2162726,1.4457312,1.2751216,0.95132405,1.0587455,-0.8620597,-0.8346837,0.4780317,0.5143247,-0.036293
85,0.27910385,0.124495015,"('insignificant', 'prestigious')",-1.8954282,-1.9561357,-2.4130168,-2.2158172,-2.0792224,-2.2152638,0.2598871,0.23413102,-1.1697352,-1.2057181,0.0359829
51,0.26246512,0.20690578,"('uneducated', 'educated')",1.0240293,1.1394572,0.9644344,0.8881344,-0.028739803,0.09758791,0.3891602,0.4657356,0.5222699,0.5595642,-0.0372943
8,-0.2473573,-0.30887887,"('unaffectionate', 'affectionate')",-1.6432989,-1.728183,-1.2357641,-0.99127513,-2.8247018,-2.849579,0.2923678,0.49070716,-1.1317509,-1.0774418,-0.0543091
1,-0.21799348,-0.3686238,"('unfriendly', 'friendly')",-1.3452276,-1.4523721,-0.709461,-0.5949873,-1.5754185,-1.7147863,1.2113,1.2995055,-0.5273602,-0.5662529,0.0388927
64,-0.18765476,-0.20273471,"('shy', 'confident')",0.06446971,0.064569935,0.42957616,0.36828667,1.4003271,1.3656356,-5.2842336,-5.595908,-0.7155031,-0.8000301,0.084527
0,0.17473096,0.17890543,"('unsociable', 'sociable')",0.10192031,0.24156037,1.017709,0.9481017,0.074638404,0.1695747,-0.3953138,-0.3041704,0.194737,0.2467944,-0.0520574
52,-0.15221363,-0.23274954,"('irrational', 'rational')",-1.5473468,-1.5583845,-0.24704,-0.06716243,-0.59343785,-0.666891,-0.44843444,-0.5207155,-0.5976945,-0.6091806,0.0114861
26,-0.1440118,-0.13193202,"('hardhearted', 'benevolent')",0.8435458,0.80402297,-0.19506226,-0.08546406,-0.8412452,-0.859102,1.2968508,1.4484231,0.1920155,0.2351896,-0.0431741
37,-0.09807447,-0.05276571,"('fake', 'genuine')",0.16635169,0.11204372,-0.19440551,-0.11551668,0.2575364,0.28567258,0.42274725,0.5155924,0.1108311,0.1490053,-0.0381742
67,-0.07760839,0.03604337,"('doubtful', 'determined')",0.338843,0.26535687,0.41297945,0.44641504,1.080226,1.1434017,-0.71655357,-0.81065434,0.2075773,0.2161125,-0.0085352
79,-0.07053487,-0.023970801,"('wavering', 'unwavering')",-0.39085728,-0.3708769,-0.88914514,-0.66586596,-1.9836028,-1.9917148,-0.38729024,-0.44900993,-0.7442861,-0.7002877,-0.0439984
59,0.06460184,0.13857815,"('foolish', 'wise')",-0.24259299,-0.32386008,0.3234652,0.47040385,-0.7608403,-0.79916525,-0.107513264,-0.12920813,-0.1445759,-0.1286503,-0.0159256
3,0.055483755,0.01117342,"('repellent', 'pleasant')",-0.046837755,0.09481955,-0.44880503,-0.6307909,0.5332338,0.55694383,0.19054922,0.3074152,0.0567248,0.0679122,-0.0111874
