,procter_male,procter_female,tuple,&_male,&_female,gamble_male,gamble_female,co_male,co_female,average_male,average_female,male-female
14,-2.3353972,-2.1775227,"('antisocial', 'social')",-1.4572257,-1.2982478,-0.83005387,-0.6623493,-0.6480118,-0.259397,-1.3176721,-1.0993792,-0.2182929
70,-2.2996414,-2.2701676,"('lethargic', 'energetic')",-2.0113218,-2.038179,-1.9766153,-1.9150542,-0.10937319,0.22837411,-1.5992379,-1.4987568,-0.1004811
7,-2.2261055,-2.218999,"('insensitive', 'sensitive')",-2.4200227,-2.5053284,-1.8988664,-1.8514187,-0.07065167,0.054462474,-1.6539115,-1.6303208,-0.0235907
62,-2.213489,-1.81579,"('incompetent', 'brilliant')",-3.1744373,-2.9783542,-0.89133346,-0.5740376,-0.5799596,-0.05063174,-1.7148048,-1.3547033,-0.3601015
11,-2.170109,-2.0710154,"('unhelpful', 'helpful')",-2.953549,-2.8026216,-1.1323234,-1.018384,1.4414418,1.8794318,-1.203635,-1.0031474,-0.2004876
86,-2.1681213,-2.4473925,"('uninfluential', 'influential')",-2.0121558,-2.1920125,-0.4898674,-0.6344979,-0.5468321,-0.5709116,-1.304244,-1.4612036,0.1569596
43,-2.1629145,-2.031753,"('irresponsible', 'responsible')",-3.696284,-3.6368487,-0.9951085,-1.0694956,0.14361526,0.48151943,-1.677673,-1.5641446,-0.1135284
79,2.1468387,1.8244163,"('wavering', 'unwavering')",2.16214,2.1668463,1.1939553,0.9969452,-0.4412918,-0.3284381,1.2654105,1.1649424,0.1004681
21,-2.1326506,-2.1196675,"('immoral', 'moral')",-1.7749425,-1.9012138,-1.9554871,-1.9117403,-1.3439412,-1.13089,-1.8017554,-1.7658778,-0.0358776
0,-2.1053677,-2.2861269,"('unsociable', 'sociable')",-1.7738585,-1.814325,-0.5400088,-0.60259604,-0.32517096,-0.18358801,-1.1861016,-1.2216589,0.0355573
45,-2.0808766,-2.163099,"('incompetent', 'competent')",-2.5980105,-2.6073833,-2.0463734,-2.1028757,-0.9910004,-0.6332678,-1.9290652,-1.8766564,-0.0524088
35,2.071845,2.083832,"('corrupt', 'incorrupt')",2.3933513,2.511628,0.82790565,0.8348831,0.01914855,-0.084001325,1.3280627,1.3365854,-0.0085227
3,-2.0343482,-2.1271164,"('repellent', 'pleasant')",-0.5496982,-0.7343651,-1.0432597,-1.0970362,0.30343312,0.41677725,-0.8309682,-0.8854352,0.054467
82,-2.0306206,-1.6356215,"('poor', 'rich')",-1.681852,-1.4313216,-1.5819987,-1.3828654,5.6458316,6.270941,0.0878401,0.455283,-0.3674429
73,2.0038474,2.0664737,"('helpless', 'self-reliant')",0.90522814,0.97390527,0.2612728,0.23837455,-3.362994,-3.4596,-0.0481614,-0.0452116,-0.0029498
33,1.9675049,1.3945879,"('wrong', 'right')",1.0515878,0.84602594,1.7588401,1.4052402,-0.49625647,-0.99581945,1.0704191,0.6625086,0.4079105
36,1.9548023,1.321596,"('hostile', 'amicable')",2.1469622,1.9851701,1.8927319,1.4338307,0.5171913,0.20615965,1.6279219,1.2366891,0.3912328
28,-1.8500586,-2.0176415,"('disloyal', 'loyal')",-1.6208838,-1.7185196,-1.0496321,-1.1352664,0.9037071,0.9299225,-0.9042169,-0.9853762,0.0811593
76,-1.7923975,-1.3762735,"('anxious', 'daring')",-0.34762836,-0.17941026,-1.8374093,-1.570163,-0.40322748,0.10989534,-1.0951656,-0.7539879,-0.3411777
46,-1.7326405,-1.6377184,"('uncompetitive', 'competitive')",-1.744253,-1.8173598,-0.93723524,-1.0397856,-1.1879617,-0.8246731,-1.4005226,-1.3298842,-0.0706384
66,1.6911927,1.4521506,"('inactive', 'active')",2.0012753,2.020207,1.5796672,1.34051,1.1650791,0.8267639,1.6093036,1.4099079,0.1993957
56,-1.6148202,-1.2277032,"('impractical', 'practical')",-2.6253004,-2.4058177,-0.53723085,-0.2687006,-0.796028,-0.1963503,-1.393345,-1.0246429,-0.3687021
75,1.5888855,1.5562208,"('meek', 'impulsive')",0.7101291,0.8188327,0.34247175,0.3009662,-0.522805,-0.38469234,0.5296704,0.5728318,-0.0431614
24,-1.5392342,-1.5406616,"('dishonest', 'honest')",-2.9202318,-2.8887658,-0.76342154,-0.8151773,0.44293842,0.4723859,-1.1949873,-1.1930547,-0.0019326
50,1.5374324,1.4652399,"('clumsy', 'skillful')",2.6311283,2.5575783,0.06853494,-0.21103308,-0.038189456,-0.09848579,1.0497266,0.9283248,0.1214018
72,-1.4998509,-1.414306,"('unambitious', 'ambitious')",-2.1591785,-2.087822,-0.44615042,-0.28944722,-0.7190601,-0.55747163,-1.2060599,-1.0872618,-0.1187981
84,1.3735679,1.407724,"('inferior', 'superior')",0.9933052,0.97850055,0.44885126,0.4986307,0.69454056,0.61558616,0.8775663,0.8751104,0.0024559
71,1.3688544,1.0905827,"('diffident', 'self-confident')",-0.4419254,-0.47030556,2.3768249,2.1351354,0.5581444,0.6116215,0.9654745,0.8417585,0.123716
31,1.3405414,0.7631698,"('evil', 'good')",1.6815739,1.5099902,1.2672505,1.0167375,-0.6679996,-0.8944323,0.9053415,0.5988663,0.3064752
47,-1.2025032,-0.86454266,"('stupid', 'smart')",-0.92258984,-0.76670825,-1.0233124,-0.9298444,5.247393,5.537626,0.5247469,0.7441326,-0.2193857
4,1.1842108,0.87536967,"('disliked', 'liked')",1.04925,0.964897,0.72207963,0.55334777,-7.046123,-6.9786205,-1.0226456,-1.1462514,0.1236058
16,1.1652561,0.9922005,"('unpopular', 'popular')",0.74159634,0.65526706,0.4575209,0.33238685,0.084460735,0.14538552,0.6122085,0.53131,0.0808985
53,-1.1570936,-1.2515454,"('uncreative', 'creative')",0.24489973,0.28507635,0.69409835,0.55818903,0.8866144,0.97979933,0.1671297,0.1428798,0.0242499
59,1.1372387,1.1158875,"('foolish', 'wise')",1.5903777,1.5910257,-0.010926301,-0.04628484,-0.10576829,-0.21902056,0.6527305,0.6104019,0.0423286
54,1.1130987,1.0665157,"('incapable', 'capable')",0.20487146,0.21429884,1.6149457,1.4217315,1.0091848,1.0540354,0.9855251,0.9391454,0.0463797
22,-1.0922861,-1.1008494,"('untrustworthy', 'trustworthy')",-1.3363097,-1.277306,-1.9968216,-2.0447154,-1.3019829,-1.1008893,-1.4318501,-1.38094,-0.0509101
32,-1.0840323,-1.1139483,"('unkind', 'kind')",-2.4702392,-2.4733267,-1.0103633,-1.1520771,0.8714336,0.93696296,-0.9233003,-0.9505973,0.027297
52,1.0823703,0.68748975,"('irrational', 'rational')",1.6249225,1.5760891,0.6228026,0.43599346,-0.09208579,-0.47277945,0.8095024,0.5566982,0.2528042
51,-1.0771455,-1.0273433,"('uneducated', 'educated')",-0.85960716,-0.85555184,-0.63362724,-0.5255161,0.31902283,0.37358177,-0.5628392,-0.5087074,-0.0541318
27,-1.0716127,-1.471961,"('hardhearted', 'softhearted')",-1.7461786,-1.9894012,-0.81693727,-1.1162834,0.99515516,0.54515827,-0.6598934,-1.0081218,0.3482284
41,-1.0044261,-1.5021238,"('unforgiving', 'forgiving')",-2.1090977,-2.2626457,-0.3716836,-0.7559248,0.07573585,-0.06616394,-0.8523679,-1.1467146,0.2943467
63,-0.9992341,-1.2526128,"('unperceptive', 'insightful')",-0.70616364,-0.87668705,-0.5222413,-0.8169167,0.085461535,0.2005918,-0.5355443,-0.6864062,0.1508619
77,-0.9694372,-1.1154962,"('unmotivated', 'motivated')",-0.7037928,-0.74354273,0.31124538,0.24139936,-1.3008652,-1.2607825,-0.6657124,-0.7196054,0.053893
19,0.96335614,0.7483923,"('inhospitable', 'hospitable')",0.87014496,0.80208194,1.0159746,0.7883046,-0.14168555,-0.13398117,0.6769476,0.5511994,0.1257482
39,-0.9301323,-0.8677802,"('exploitative', 'cooperative')",-0.7412156,-0.5738325,-0.46390095,-0.36490786,0.5756903,0.6330602,-0.3898897,-0.2933651,-0.0965246
29,0.9105594,0.7826611,"('unfair', 'fair')",0.65729356,0.6515395,0.058515243,0.036070134,-0.7781518,-0.97355247,0.2120541,0.1241795,0.0878746
17,-0.86443186,-1.04628,"('nasty', 'nice')",0.027224328,0.033349793,0.02668611,0.013684196,-0.57423204,-0.44481617,-0.3461884,-0.3610156,0.0148272
88,-0.853442,-0.7321183,"('low', 'eminent')",-0.8283978,-0.823855,-1.1944519,-1.0045711,-0.5171845,-0.19695735,-0.8483691,-0.6893755,-0.1589936
25,0.7727917,0.5436819,"('egoistic', 'altruistic')",1.5370297,1.4381211,1.9353765,1.7485049,1.7211019,1.4933987,1.4915749,1.3059266,0.1856483
87,0.7696613,1.0061235,"('unsuccessful', 'successful')",1.0756751,1.243195,0.72544914,0.8381743,0.4209696,0.5895733,0.7479388,0.9192666,-0.1713278
44,0.73964787,1.0353284,"('prejudiced', 'unprejudiced')",-0.36070555,-0.24291043,-1.1046776,-0.95922136,-1.4758687,-1.4180638,-0.550401,-0.3962168,-0.1541842
12,-0.69895786,-1.0740877,"('unsupportive', 'supportive')",-0.7423164,-0.8273939,0.29577798,0.0726655,-1.8816946,-1.9418637,-0.7567977,-0.94267,0.1858723
2,0.5782393,0.60447836,"('unlikable', 'likable')",0.788355,0.8952639,1.903941,1.8091328,0.96290964,1.0935105,1.0583613,1.1005964,-0.0422351
37,-0.52446777,-0.52878344,"('fake', 'genuine')",-0.8971416,-0.878644,-0.95454764,-1.0230497,0.02530676,-0.06836906,-0.5877126,-0.6247116,0.036999
34,-0.50943065,-0.5970648,"('mean', 'honorable')",-0.97283304,-0.9444159,0.22160977,0.07583328,5.3805475,5.535554,1.0299734,1.0174766,0.0124968
49,-0.50089073,-0.28609347,"('unable', 'able')",-0.66105306,-0.5598131,-0.64652354,-0.51888704,-0.7138174,-0.34251353,-0.6305712,-0.4268268,-0.2037444
20,-0.40801665,-0.41673,"('rough', 'thoughtful')",0.96493065,0.8784554,-0.2966405,-0.22877502,0.7119646,0.73831856,0.2430595,0.2428172,0.0002423
61,-0.35435715,-0.362461,"('illogical', 'logical')",-0.15694107,-0.17245862,0.9289934,1.0176874,0.06848307,0.0069492236,0.1215446,0.1224293,-0.0008847
15,0.3404635,0.22060186,"('boring', 'funny')",0.48436594,0.5936204,0.15169883,0.1579963,0.13151816,0.32002008,0.2770116,0.3230597,-0.0460481
67,0.32539615,0.4780697,"('doubtful', 'determined')",-0.46567434,-0.37438896,-0.27851844,-0.043611433,-0.5774019,-0.37973237,-0.2490496,-0.0799158,-0.1691338
80,-0.31502575,0.16529636,"('dominated', 'dominating')",-0.10915631,-0.13536559,-1.3455098,-1.1553366,-0.8639066,-0.8203713,-0.6583996,-0.4864443,-0.1719553
38,-0.30634674,-0.44653317,"('untruthful', 'truthful')",-1.8452978,-1.818283,0.75031465,0.4802702,-0.17443591,-0.032919455,-0.3939414,-0.4543663,0.0604249
58,-0.3048954,-0.78525054,"('undiscriminating', 'discriminating')",-1.1474543,-1.3729631,0.21342644,-0.09494424,0.16138202,0.11558294,-0.2693853,-0.5343937,0.2650084
8,-0.301845,-0.4687789,"('unaffectionate', 'affectionate')",-0.4685045,-0.2819764,1.7395552,1.5985135,0.91507894,0.8295445,0.4710712,0.4193256,0.0517456
83,0.26892182,0.23223947,"('powerless', 'powerful')",-0.5973713,-0.5312407,1.0388452,1.0749407,-1.2353334,-1.1190007,-0.1312344,-0.0857653,-0.0454691
42,0.21924973,0.19044295,"('unreliable', 'reliable')",0.800277,0.72859967,-0.47383964,-0.59783196,-3.0894322,-2.9915354,-0.6359363,-0.6675812,0.0316449
9,-0.20068553,-0.49700758,"('unaffectionate', 'caring')",-0.87738204,-0.87729377,2.1704388,1.8830698,1.4819417,1.3035314,0.6435782,0.453075,0.1905032
18,-0.1814178,-0.3664442,"('disagreeable', 'welcoming')",0.9608989,0.916151,-0.06722135,-0.24335647,-0.8734778,-1.0230376,-0.0403045,-0.1791718,0.1388673
64,0.16908446,0.17282826,"('shy', 'confident')",0.47457245,0.47539058,-0.011909857,0.08821015,-6.2971334,-6.2451706,-1.4163465,-1.3771853,-0.0391612
40,-0.12905607,-0.51319796,"('stingy', 'generous')",-0.47813225,-0.5483225,-0.32031223,-0.50282675,-2.140673,-2.3856685,-0.7670434,-0.9875039,0.2204605
74,-0.1145217,-0.22549519,"('undedicated', 'dedicated')",-0.18580988,-0.24768573,0.31932884,0.17882442,0.23045303,0.3803729,0.0623626,0.0215041,0.0408585
68,-0.07799186,-0.059783995,"('dependent', 'independent')",-1.0447353,-1.276411,-0.79460955,-0.8608284,-1.5165856,-1.5685587,-0.8584806,-0.9413955,0.0829149
78,0.059888482,-0.14695312,"('nonresilient', 'resilient')",0.57556844,0.37883627,1.3567913,1.0427939,0.19474684,0.18957436,0.5467488,0.3660628,0.180686
1,0.015784048,-0.5965063,"('unfriendly', 'friendly')",-0.75059223,-0.812344,1.3726128,0.84512955,1.9377577,1.7031628,0.6438906,0.2848605,0.3590301
26,-0.014762547,-0.30021286,"('hardhearted', 'benevolent')",0.63126755,0.6549479,1.3023398,1.1551331,1.7644966,1.6179798,0.9208354,0.781962,0.1388734
