,murphy_male,murphy_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
74,1.968882,1.8897004,"('undedicated', 'dedicated')",-0.07760525,-0.13789774,-0.40072903,-0.35866034,0.4968492,0.4643808,0.0324684
12,1.59907,1.5520799,"('unsupportive', 'supportive')",1.1585362,1.1651254,-1.394784,-1.6367145,0.454274,0.3601636,0.0941104
16,-1.5286567,-1.3423824,"('unpopular', 'popular')",0.05837427,-0.078991234,0.1998716,0.124078654,-0.4234703,-0.4324317,0.0089614
56,1.5228866,1.130498,"('impractical', 'practical')",0.87217003,0.9742359,0.28152466,0.29612753,0.8921938,0.8002872,0.0919066
9,1.3778418,1.3383982,"('unaffectionate', 'caring')",0.8632877,0.86314124,1.220176,0.6813433,1.1537685,0.9609609,0.1928076
23,1.24008,1.0624806,"('insincere', 'sincere')",0.07575567,0.22049874,6.2411623,5.8767295,2.5189994,2.3865697,0.1324297
25,1.1383079,1.0865122,"('egoistic', 'altruistic')",1.1764348,1.1495093,0.70899093,0.66438234,1.0079112,0.9668013,0.0411099
44,-1.1368806,-1.1324201,"('prejudiced', 'unprejudiced')",-1.0298479,-1.0817248,-1.3989391,-1.2251801,-1.1885559,-1.1464416,-0.0421143
1,1.1186392,0.9584314,"('unfriendly', 'friendly')",0.89576274,0.8987656,0.993231,0.33856627,1.0025443,0.7319211,0.2706232
73,1.095199,0.98925614,"('helpless', 'self-reliant')",0.9007375,0.71567845,-3.3041883,-3.5281477,-0.4360839,-0.6077377,0.1716538
38,1.090299,0.7965318,"('untruthful', 'truthful')",0.72689307,0.6562112,0.5520216,0.10633679,0.7897379,0.5196933,0.2700446
71,1.076442,0.9815579,"('diffident', 'self-confident')",1.6678263,1.5770837,0.5379013,0.3577699,1.0940566,0.9721372,0.1219194
17,-1.0572661,-0.98881996,"('nasty', 'nice')",-1.3043479,-1.3317542,-0.606917,-0.613465,-0.9895104,-0.9780131,-0.0114973
47,-0.9752728,-1.0263855,"('stupid', 'smart')",0.23407388,0.53456503,5.1812544,5.1558065,1.4800185,1.5546621,-0.0746436
72,0.9449012,0.9810991,"('unambitious', 'ambitious')",0.5122039,0.64529717,-0.06870813,-0.49426207,0.462799,0.3773781,0.0854209
60,0.92912906,0.90655243,"('inefficient', 'efficient')",1.1478184,1.4770784,0.82521135,0.93368125,0.9673862,1.1057707,-0.1383845
33,0.9173566,0.91166,"('wrong', 'right')",1.3526496,1.2853804,-0.587478,-0.96015424,0.5608428,0.4122953,0.1485475
32,0.91032946,0.957686,"('unkind', 'kind')",-0.22704682,0.0033950284,1.1801165,1.0121969,0.621133,0.6577593,-0.0366263
39,0.8748602,0.8568594,"('exploitative', 'cooperative')",-0.8162075,-0.567849,-0.060045563,0.14832167,-0.0004643,0.1457774,-0.1462417
28,0.79707706,0.89390445,"('disloyal', 'loyal')",0.23251063,0.20458433,1.1969403,0.9889525,0.7421761,0.6958138,0.0463623
79,0.7916758,0.69699913,"('wavering', 'unwavering')",-0.53030354,-0.70951086,-0.48123464,-0.679144,-0.0732875,-0.2305519,0.1572644
49,-0.7730005,-0.8583976,"('unable', 'able')",-0.31138784,-0.31887516,-0.18884706,-0.3614481,-0.4244118,-0.5129069,0.0884951
19,0.73165834,0.5920382,"('inhospitable', 'hospitable')",-1.2249743,-1.3468938,-0.8484938,-0.9223085,-0.4472699,-0.5590547,0.1117848
84,0.7200564,0.5286311,"('inferior', 'superior')",0.66707236,0.7016421,0.86439294,0.87120223,0.7505073,0.7004918,0.0500155
35,-0.68004984,-0.6251314,"('corrupt', 'incorrupt')",-1.3455449,-1.5943725,-1.5844253,-1.7106385,-1.2033401,-1.3100475,0.1067074
31,-0.66104,-0.72431314,"('evil', 'good')",-0.6242576,-0.73966527,-1.7396034,-2.0481713,-1.0083003,-1.1707166,0.1624163
