,murphy_male,murphy_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
46,-0.6507721,-0.7616304,"('uncompetitive', 'competitive')",0.0791839,0.33799204,-0.25038677,-0.08344582,-0.2739917,-0.1690281,-0.1049636
78,0.6504738,0.52297163,"('nonresilient', 'resilient')",1.303396,1.1777583,0.6528077,0.5880173,0.8688925,0.7629158,0.1059767
11,0.61139995,0.5236467,"('unhelpful', 'helpful')",0.6027612,0.5602785,2.7762027,2.6567898,1.3301213,1.246905,0.0832163
30,-0.6029369,-0.64801425,"('intolerant', 'tolerant')",-0.3364144,-0.05389393,0.36718148,0.2962566,-0.1907233,-0.1352172,-0.0555061
6,-0.5954111,-0.5404496,"('distant', 'open')",0.105712324,0.08604973,-0.9597791,-1.2390882,-0.4831593,-0.564496,0.0813367
82,-0.5953543,-0.79153,"('poor', 'rich')",-0.37231594,-0.27480406,6.528114,6.413277,1.8534811,1.7823143,0.0711668
86,0.5898669,0.50421876,"('uninfluential', 'influential')",0.7230862,0.819094,-0.11431389,-0.07377425,0.3995464,0.4165128,-0.0169664
54,0.5730668,0.48690897,"('incapable', 'capable')",-0.10235506,-0.18267247,0.6529618,0.37920853,0.3745578,0.227815,0.1467428
3,-0.5690923,-0.35257405,"('repellent', 'pleasant')",-0.6415942,-0.62403834,0.5667054,0.7247621,-0.2146603,-0.0839501,-0.1307102
18,-0.5630772,-0.23588942,"('disagreeable', 'welcoming')",-0.6319442,-0.35423657,-1.2044916,-1.3065875,-0.7998377,-0.6322378,-0.1675999
63,0.56153274,0.29372197,"('unperceptive', 'insightful')",1.1248138,1.0671103,1.1772892,0.87512434,0.9545453,0.7453189,0.2092264
40,-0.55689406,-0.4373597,"('stingy', 'generous')",-0.10359171,-0.05753414,-2.3317864,-2.5995386,-0.997424,-1.0314775,0.0340535
64,-0.55593884,-0.46278054,"('shy', 'confident')",0.5767124,0.6781052,-5.559016,-5.2658553,-1.8460809,-1.6835101,-0.1625708
0,0.5299438,0.38993737,"('unsociable', 'sociable')",0.4894901,0.6096865,-0.013921516,-0.05364779,0.3351708,0.3153254,0.0198454
75,-0.51900566,-0.7071901,"('meek', 'impulsive')",-0.48075306,-0.7971868,-0.6136139,-0.6225516,-0.5377909,-0.7089762,0.1711853
37,0.5056225,0.21496397,"('fake', 'genuine')",-0.65127146,-0.5951319,0.2553063,-0.019125521,0.0365524,-0.1330978,0.1696502
88,-0.4840826,-0.41933155,"('low', 'eminent')",-0.42689466,-0.40079764,-0.1882547,-0.30167437,-0.3664107,-0.3739345,0.0075238
50,0.45282695,0.58015156,"('clumsy', 'skillful')",-0.35038677,-0.4096095,0.4229225,0.40382785,0.1751209,0.1914566,-0.0163357
24,0.44025064,0.31518257,"('dishonest', 'honest')",0.52447003,0.73501575,0.68473315,0.42061272,0.549818,0.4902703,0.0595477
27,0.41860634,0.4995625,"('hardhearted', 'softhearted')",-0.05067261,0.011685375,0.44816223,-0.031884898,0.272032,0.1597877,0.1122443
83,-0.41516566,-0.41857544,"('powerless', 'powerful')",0.77638084,0.7916733,-0.7437294,-0.66249555,-0.1275047,-0.0964659,-0.0310388
26,0.4080742,0.5927254,"('hardhearted', 'benevolent')",0.777806,1.057607,0.8394851,0.9452663,0.6751218,0.8651996,-0.1900778
29,-0.3950933,-0.5294741,"('unfair', 'fair')",-0.59925365,-0.59909415,-0.48846832,-0.4482923,-0.4942718,-0.5256201,0.0313483
52,-0.38437897,-0.28060699,"('irrational', 'rational')",-0.807269,-0.79480433,-0.5542879,-0.8769046,-0.5819786,-0.650772,0.0687934
5,-0.3843754,-0.36622524,"('distant', 'outgoing')",-0.0282465,-0.08442145,-0.5767638,-0.8687466,-0.3297952,-0.4397978,0.1100026
2,0.361151,0.6509319,"('unlikable', 'likable')",1.3626348,1.5116663,0.45061624,0.54333097,0.7248007,0.9019763,-0.1771756
65,-0.3441939,-0.23276426,"('insecure', 'secure')",-0.3568821,-0.027613267,0.23803906,0.45470068,-0.1543457,0.0647744,-0.2191201
76,0.3312965,0.6564123,"('anxious', 'daring')",-0.56706196,-0.46237028,0.19324924,0.3606071,-0.0141721,0.184883,-0.1990551
41,0.33080086,0.5374673,"('unforgiving', 'forgiving')",-0.345871,-0.123539224,-0.43437496,-0.49933532,-0.149815,-0.0284691,-0.1213459
58,0.32019618,0.12438015,"('undiscriminating', 'discriminating')",0.3188768,0.34786022,0.077243395,-0.0188329,0.2387721,0.1511358,0.0876363
42,0.31901994,0.54946256,"('unreliable', 'reliable')",0.18660992,0.28108373,-2.4735863,-2.2199204,-0.6559855,-0.4631247,-0.1928608
48,-0.3159628,-0.27376586,"('unintelligent', 'intelligent')",0.64819586,0.67262083,0.7036435,0.56843895,0.3452922,0.3224313,0.0228609
53,0.31488028,0.38666636,"('uncreative', 'creative')",0.019151405,0.15062569,0.110808104,-0.07393918,0.1482799,0.154451,-0.0061711
7,0.31254163,0.539604,"('insensitive', 'sensitive')",0.4986746,0.790895,0.60875803,0.57876426,0.4733248,0.636421,-0.1630962
69,-0.30487,-0.36192846,"('lazy', 'industrious')",1.4689932,1.2628849,-0.967973,-1.0004802,0.0653834,-0.0331746,0.098558
34,-0.28736457,-0.48230672,"('mean', 'honorable')",0.038980164,0.13677788,5.2416754,5.1406274,1.6644303,1.5983661,0.0660642
62,0.26872748,0.30015147,"('incompetent', 'brilliant')",1.21353,1.2224228,1.3212595,1.1197159,0.9345056,0.8807634,0.0537422
77,0.26192746,0.4090714,"('unmotivated', 'motivated')",0.6532824,0.71729773,-0.74199545,-0.64452183,0.0577381,0.1606158,-0.1028777
4,-0.25729817,-0.14713839,"('disliked', 'liked')",0.5772169,0.29652306,-6.4731135,-6.554974,-2.051065,-2.1351965,0.0841315
45,-0.25430948,-0.43480906,"('incompetent', 'competent')",0.113338515,0.16868387,0.3565554,0.19903028,0.0718615,-0.022365,0.0942265
66,0.23157138,0.16385984,"('inactive', 'active')",-0.22950819,-0.29518163,0.3570351,0.32157943,0.1196994,0.0634192,0.0562802
51,0.22425885,0.26661718,"('uneducated', 'educated')",-0.20041925,-0.2079244,0.5993848,0.79653054,0.2077415,0.2850744,-0.0773329
68,-0.22179016,-0.59193057,"('dependent', 'independent')",-0.9139518,-1.086411,-0.7895135,-1.0104834,-0.6417518,-0.896275,0.2545232
8,0.21342078,0.2884932,"('unaffectionate', 'affectionate')",-0.17809318,-0.11018445,0.109993994,-0.38355678,0.0484405,-0.068416,0.1168565
80,0.20413312,0.2745733,"('dominated', 'dominating')",0.21572952,0.1545756,-0.018530048,0.26351523,0.1337775,0.230888,-0.0971105
87,0.17391543,-0.021920172,"('unsuccessful', 'successful')",1.048905,0.8659309,1.2021635,1.1554763,0.808328,0.6664957,0.1418323
22,-0.15819496,-0.18806344,"('untrustworthy', 'trustworthy')",-0.70490915,-0.5785882,-0.7880746,-0.6585627,-0.5503929,-0.4750714,-0.0753215
20,-0.13514733,-0.17716257,"('rough', 'thoughtful')",-0.8790534,-0.88646406,0.28350008,0.28615484,-0.2435669,-0.2591573,0.0155904
43,-0.13071579,-0.23405594,"('irresponsible', 'responsible')",-0.32565558,0.0031400397,0.61234516,0.7053932,0.0519913,0.1581591,-0.1061678
21,0.12249147,0.024009934,"('immoral', 'moral')",0.36977106,0.55396503,-0.15913178,0.016714998,0.1110436,0.19823,-0.0871864
85,-0.1135539,-0.1634621,"('insignificant', 'prestigious')",0.04946445,0.037582345,-1.1102426,-1.4521784,-0.391444,-0.5260194,0.1345754
57,0.10688202,0.24393067,"('unimaginative', 'imaginative')",0.081256375,0.20098227,-2.7674422,-2.7748036,-0.8597679,-0.7766302,-0.0831377
55,0.10020157,0.18848059,"('incompetent', 'clever')",0.30839837,0.50993407,0.4906828,0.66039205,0.2997609,0.4529356,-0.1531747
61,-0.07938545,0.10030636,"('illogical', 'logical')",0.106462,0.27181387,0.2999699,0.35226434,0.1090155,0.2414615,-0.132446
59,0.07533233,0.1446937,"('foolish', 'wise')",0.6299642,0.524421,-0.18775246,-0.51571566,0.1725147,0.051133,0.1213817
14,0.07484479,0.28134733,"('antisocial', 'social')",0.36657935,0.6716281,-0.41663736,0.037512258,0.0082623,0.3301626,-0.3219003
81,0.0723156,0.16138971,"('submissive', 'aggressive')",0.81229067,0.8787868,0.19754288,0.19556522,0.3607164,0.4119139,-0.0511975
15,0.072031066,0.15351176,"('boring', 'funny')",0.6028372,0.5942706,-0.34513524,-0.46131122,0.109911,0.0954904,0.0144206
13,0.05127783,-0.015134275,"('impolite', 'polite')",0.06310178,0.3454482,-0.07735544,-0.09768873,0.0123414,0.0775417,-0.0652003
67,0.04213608,-0.03483101,"('doubtful', 'determined')",-0.0076349676,0.061831824,-0.43186164,-0.28205064,-0.1324535,-0.0850166,-0.0474369
36,-0.030049361,0.035677224,"('hostile', 'amicable')",-0.8157837,-0.8656025,-1.4253461,-1.4909835,-0.7570597,-0.7736363,0.0165766
70,0.028647423,0.0871951,"('lethargic', 'energetic')",-0.37144426,-0.19278465,0.70655614,0.8741375,0.1212531,0.2561827,-0.1349296
10,0.019676551,0.15101273,"('unsympathetic', 'sympathetic')",-0.6780774,-0.3945573,-0.100613795,-0.15027009,-0.2530049,-0.1312716,-0.1217333
