,boeing_male,boeing_female,tuple,co_male,co_female,average_male,average_female,male-female
44,-1.8753786,-1.8627676,"('prejudiced', 'unprejudiced')",-1.7340175,-1.4316428,-1.804698,-1.6472051,-0.1574929
71,1.8698866,1.7509398,"('diffident', 'self-confident')",-0.0049235523,-0.09063591,0.9324815,0.830152,0.1023295
26,1.7718394,1.7663543,"('hardhearted', 'benevolent')",1.1994169,1.0619758,1.4856281,1.414165,0.0714631
33,1.6539509,1.3438069,"('wrong', 'right')",-0.62158036,-0.8843299,0.5161853,0.2297385,0.2864468
25,1.3485196,1.2508007,"('egoistic', 'altruistic')",1.0487634,1.0692927,1.1986415,1.1600467,0.0385948
74,1.1610951,1.5276966,"('undedicated', 'dedicated')",0.54194474,0.50838137,0.8515199,1.018039,-0.1665191
84,1.074842,0.920647,"('inferior', 'superior')",0.6044924,0.19012155,0.8396672,0.5553843,0.2842829
42,-1.0680434,-0.7819243,"('unreliable', 'reliable')",-2.961747,-2.8529274,-2.0148952,-1.8174258,-0.1974694
9,1.0584828,0.8156122,"('unaffectionate', 'caring')",1.0203729,0.61343026,1.0394278,0.7145212,0.3249066
61,1.0250306,1.1494166,"('illogical', 'logical')",-0.0059437547,-0.23196717,0.5095434,0.4587247,0.0508187
83,1.0140641,0.9490001,"('powerless', 'powerful')",-1.1813784,-1.2046567,-0.0836571,-0.1278283,0.0441712
39,1.0061936,1.2290189,"('exploitative', 'cooperative')",0.46392947,0.48634562,0.7350615,0.8576823,-0.1226208
1,1.0029713,0.8025719,"('unfriendly', 'friendly')",1.3788049,1.0165071,1.1908882,0.9095395,0.2813487
72,0.98743814,1.0971485,"('unambitious', 'ambitious')",-0.39466467,-0.55409974,0.2963867,0.2715244,0.0248623
54,0.97699004,0.93384975,"('incapable', 'capable')",1.0020725,1.0216986,0.9895313,0.9777741,0.0117572
3,-0.9483773,-0.7157034,"('repellent', 'pleasant')",0.71037745,1.0267974,-0.1189999,0.155547,-0.2745469
86,0.9364247,1.0614623,"('uninfluential', 'influential')",-0.11008349,-0.5538305,0.4131706,0.2538159,0.1593547
51,0.9082036,1.1108618,"('uneducated', 'educated')",1.840422,1.8201656,1.3743129,1.4655137,-0.0912008
12,0.8880814,1.0846504,"('unsupportive', 'supportive')",-1.6669482,-1.7026348,-0.3894334,-0.3089922,-0.0804412
56,0.848671,1.4400897,"('impractical', 'practical')",0.016836062,0.3005273,0.4327535,0.8703085,-0.437555
17,-0.8198216,-0.8759121,"('nasty', 'nice')",-0.19051775,0.12569728,-0.5051697,-0.3751074,-0.1300623
69,0.7963436,0.27240527,"('lazy', 'industrious')",-1.683326,-1.632978,-0.4434912,-0.6802863,0.2367951
76,-0.7576348,-0.09980202,"('anxious', 'daring')",0.19626912,0.53988427,-0.2806829,0.2200411,-0.500724
43,-0.7457469,-0.29883674,"('irresponsible', 'responsible')",0.80783,0.7998987,0.0310415,0.250531,-0.2194895
45,-0.7436024,-0.3754031,"('incompetent', 'competent')",-0.1785258,-0.28959686,-0.4610641,-0.3325,-0.1285641
70,-0.7407841,-0.3891179,"('lethargic', 'energetic')",0.6824551,0.6270516,-0.0291645,0.1189668,-0.1481313
53,0.7376254,0.55132926,"('uncreative', 'creative')",0.6629266,0.64372087,0.700276,0.5975251,0.1027509
63,0.7284689,0.9092877,"('unperceptive', 'insightful')",0.3558567,0.43017113,0.5421628,0.6697294,-0.1275666
62,0.7030266,1.335601,"('incompetent', 'brilliant')",0.29375124,0.47027993,0.4983889,0.9029405,-0.4045516
75,-0.68497705,-0.9361759,"('meek', 'impulsive')",-0.6872622,-0.46675906,-0.6861196,-0.7014675,0.0153479
68,-0.6813035,-0.94833124,"('dependent', 'independent')",-1.318098,-1.5409076,-0.9997007,-1.2446194,0.2449187
28,0.6740096,0.66143125,"('disloyal', 'loyal')",1.4070007,1.3391732,1.0405052,1.0003022,0.040203
23,0.6554962,1.0776964,"('insincere', 'sincere')",6.800001,6.594541,3.7277486,3.8361187,-0.1083701
29,-0.65498286,-0.81864506,"('unfair', 'fair')",-0.735832,-1.1266761,-0.6954074,-0.9726605,0.2772531
16,-0.6270806,-0.77743137,"('unpopular', 'popular')",-0.040402137,0.38605276,-0.3337414,-0.1956893,-0.1380521
85,0.620546,0.23655204,"('insignificant', 'prestigious')",-0.86514205,-0.75411767,-0.122298,-0.2587828,0.1364848
47,0.61738265,0.87186337,"('stupid', 'smart')",5.127006,4.9421725,2.8721943,2.9070179,-0.0348236
50,-0.61418766,-0.77238643,"('clumsy', 'skillful')",0.09754205,0.18655625,-0.2583228,-0.2929151,0.0345923
37,-0.6013544,-0.79287076,"('fake', 'genuine')",0.7409675,0.29343295,0.0698065,-0.2497189,0.3195254
27,-0.58951545,-0.82881045,"('hardhearted', 'softhearted')",1.0439299,0.38577062,0.2272072,-0.2215199,0.4487271
