,boeing_male,boeing_female,tuple,co_male,co_female,average_male,average_female,male-female
58,0.5647982,0.3796162,"('undiscriminating', 'discriminating')",0.51728696,0.4004864,0.5410426,0.3900513,0.1509913
73,0.53434134,0.44889665,"('helpless', 'self-reliant')",-3.8671439,-3.716072,-1.6664013,-1.6335877,-0.0328136
65,-0.5025883,0.23474191,"('insecure', 'secure')",0.18723424,0.42362237,-0.157677,0.3291821,-0.4868591
82,-0.48496938,-0.04273532,"('poor', 'rich')",6.111325,6.404334,2.8131776,3.1807995,-0.3676219
19,0.47715226,0.22472507,"('inhospitable', 'hospitable')",-0.049691208,0.09511964,0.2137305,0.1599224,0.0538081
46,-0.47593582,-0.02561099,"('uncompetitive', 'competitive')",-0.5254883,-0.2813365,-0.500712,-0.1534737,-0.3472383
57,-0.47337678,-0.33549052,"('unimaginative', 'imaginative')",-3.0442612,-2.799914,-1.758819,-1.5677022,-0.1911168
21,0.45719352,0.7974022,"('immoral', 'moral')",-0.8456557,-0.66633487,-0.1942311,0.0655337,-0.2597648
13,-0.4490081,-0.04843819,"('impolite', 'polite')",0.072843075,0.046654806,-0.1880825,-0.0008917,-0.1871908
18,-0.4328644,-0.1603539,"('disagreeable', 'welcoming')",-0.9023633,-0.91678584,-0.6676139,-0.5385699,-0.129044
79,-0.42223656,-0.60525066,"('wavering', 'unwavering')",-0.47225136,-0.3199935,-0.447244,-0.4626221,0.0153781
2,0.38865542,0.8357279,"('unlikable', 'likable')",0.5517278,0.9601435,0.4701916,0.8979357,-0.4277441
66,-0.3876034,-0.52165186,"('inactive', 'active')",0.16185054,-0.17713399,-0.1128764,-0.3493929,0.2365165
38,0.38333696,0.4489512,"('untruthful', 'truthful')",0.3892859,0.5682209,0.3863114,0.508586,-0.1222746
8,0.36853686,0.19014731,"('unaffectionate', 'affectionate')",0.3873933,0.11073728,0.3779651,0.1504423,0.2275228
48,0.36826032,0.34187534,"('unintelligent', 'intelligent')",-0.04409389,-0.19728518,0.1620832,0.0722951,0.0897881
10,-0.36456203,0.11811532,"('unsympathetic', 'sympathetic')",0.44724128,0.3287775,0.0413396,0.2234464,-0.1821068
87,0.34412965,0.7402108,"('unsuccessful', 'successful')",0.21971181,0.60908926,0.2819207,0.67465,-0.3927293
67,0.3408653,0.5410847,"('doubtful', 'determined')",-0.18371028,-0.3356838,0.0785775,0.1027005,-0.024123
40,-0.3306228,-0.46183607,"('stingy', 'generous')",-2.0994892,-2.4180198,-1.2150559,-1.4399279,0.224872
64,-0.3283293,-0.2258909,"('shy', 'confident')",-6.289394,-6.13976,-3.3088615,-3.1828256,-0.1260359
32,0.29169142,0.47022521,"('unkind', 'kind')",1.4505216,1.5240362,0.8711065,0.9971307,-0.1260242
4,0.28078943,-0.042575218,"('disliked', 'liked')",-7.0256886,-6.379242,-3.3724496,-3.2109087,-0.1615409
35,-0.27225286,-0.66211736,"('corrupt', 'incorrupt')",-1.2804757,-1.1892642,-0.7763643,-0.9256908,0.1493265
55,-0.2572328,0.50878555,"('incompetent', 'clever')",0.66840166,0.66641146,0.2055844,0.5875985,-0.3820141
88,-0.24161369,0.053568028,"('low', 'eminent')",-0.122843385,0.14679214,-0.1822285,0.1001801,-0.2824086
22,-0.2410643,0.06372682,"('untrustworthy', 'trustworthy')",-0.72104347,-0.6931621,-0.4810539,-0.3147176,-0.1663363
81,-0.23985168,0.19066307,"('submissive', 'aggressive')",-0.4889267,-0.5212343,-0.3643892,-0.1652856,-0.1991036
78,0.23736162,-0.012290575,"('nonresilient', 'resilient')",-0.17546187,0.14017534,0.0309499,0.0639424,-0.0329925
0,-0.22831827,0.11443705,"('unsociable', 'sociable')",-0.28510222,-0.38047835,-0.2567102,-0.1330207,-0.1236895
30,0.18917638,0.8024948,"('intolerant', 'tolerant')",0.3549268,0.43113437,0.2720516,0.6168146,-0.344763
5,0.14768922,-0.25124073,"('distant', 'outgoing')",-1.3936291,-1.6490207,-0.6229699,-0.9501307,0.3271608
15,0.14676037,0.06448303,"('boring', 'funny')",0.4497451,0.74104756,0.2982527,0.4027653,-0.1045126
7,0.12821996,0.5265122,"('insensitive', 'sensitive')",0.5787482,0.38417912,0.3534841,0.4553457,-0.1018616
77,0.11803661,0.23546475,"('unmotivated', 'motivated')",-1.1841428,-1.0868014,-0.5330531,-0.4256683,-0.1073848
24,0.1032871,0.60076636,"('dishonest', 'honest')",1.2865773,0.94226277,0.6949322,0.7715145,-0.0765823
11,-0.101275556,0.16315366,"('unhelpful', 'helpful')",2.8372169,3.1588116,1.3679707,1.6609826,-0.2930119
36,-0.09056039,-0.62781745,"('hostile', 'amicable')",-0.82598376,-0.69761443,-0.4582721,-0.6627159,0.2044438
34,0.08736289,0.19647409,"('mean', 'honorable')",5.388467,5.3231263,2.7379148,2.7598002,-0.0218854
6,-0.087143466,-0.5166736,"('distant', 'open')",-1.0493557,-1.49796,-0.5682496,-1.0073168,0.4390672
49,-0.06461649,-0.10172765,"('unable', 'able')",-0.8701644,-0.5350299,-0.4673904,-0.3183788,-0.1490116
52,0.04467295,-0.30656707,"('irrational', 'rational')",-0.5605617,-0.6894306,-0.2579444,-0.4979988,0.2400544
14,0.029433839,0.7513025,"('antisocial', 'social')",-0.29681778,-0.14359319,-0.133692,0.3038546,-0.4375466
80,-0.024283975,0.31770197,"('dominated', 'dominating')",-0.27050075,-0.2207056,-0.1473924,0.0484982,-0.1958906
60,0.01491848,0.6795848,"('inefficient', 'efficient')",0.093936175,-0.0077069364,0.0544273,0.3359389,-0.2815116
59,-0.014311429,-0.22850658,"('foolish', 'wise')",-0.3111545,-0.5372463,-0.162733,-0.3828764,0.2201434
31,0.012167695,-0.5736412,"('evil', 'good')",-1.487733,-1.8055743,-0.7377827,-1.1896077,0.451825
41,0.0045317058,0.16218376,"('unforgiving', 'forgiving')",0.47607285,0.5438798,0.2403023,0.3530318,-0.1127295
20,3.52934e-05,0.06783226,"('rough', 'thoughtful')",0.6730913,0.64283144,0.3365633,0.3553318,-0.0187685
