,humana_male,humana_female,tuple,inc_male,inc_female,average_male,average_female,male-female
17,-0.16455963,-0.12851453,"('nasty', 'nice')",-0.31809574,-0.29988146,-0.2413277,-0.214198,-0.0271297
78,0.16387264,0.27591902,"('nonresilient', 'resilient')",0.27781263,0.44775236,0.2208426,0.3618357,-0.1409931
77,-0.16351576,-0.15281738,"('unmotivated', 'motivated')",-1.0491611,-1.0935552,-0.6063384,-0.6231863,0.0168479
29,-0.15780641,-0.1386955,"('unfair', 'fair')",-0.46009755,-0.41112068,-0.308952,-0.2749081,-0.0340439
50,-0.15305567,-0.0965621,"('clumsy', 'skillful')",0.06481103,0.17926137,-0.0441223,0.0413496,-0.0854719
27,0.13640085,0.18458368,"('hardhearted', 'softhearted')",1.5561906,1.67068,0.8462957,0.9276319,-0.0813362
47,0.101890534,0.029767703,"('stupid', 'smart')",5.046577,4.898875,2.5742338,2.4643214,0.1099124
28,-0.07489989,-0.11175175,"('disloyal', 'loyal')",0.76915944,0.7002819,0.3471298,0.2942651,0.0528647
40,0.0654951,0.051773924,"('stingy', 'generous')",-1.3694407,-1.3219517,-0.6519728,-0.6350889,-0.0168839
87,-0.027628591,0.010172822,"('unsuccessful', 'successful')",0.8768778,1.0118169,0.4246246,0.5109949,-0.0863703
54,0.013757739,0.07320763,"('incapable', 'capable')",1.1027058,1.131961,0.5582318,0.6025843,-0.0443525
24,-0.011181729,0.011651841,"('dishonest', 'honest')",0.73663,0.6553958,0.3627242,0.3335238,0.0292004
