,humana_male,humana_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-2.3798745,-2.2982576,"('hostile', 'amicable')",-0.045259003,-0.1068863,-1.2125667,-1.202572,-0.0099947
60,2.049764,1.9126687,"('inefficient', 'efficient')",0.36265838,0.2598294,1.2062111,1.0862491,0.119962
31,-1.907786,-1.7745869,"('evil', 'good')",-1.3117813,-1.2918117,-1.6097836,-1.5331993,-0.0765843
81,1.8209653,1.5976106,"('submissive', 'aggressive')",-0.35500222,-0.48164678,0.7329816,0.5579819,0.1749997
53,-1.7645196,-1.7195172,"('uncreative', 'creative')",0.6199254,0.6735065,-0.5722971,-0.5230054,-0.0492917
56,1.7262731,1.6789894,"('impractical', 'practical')",-0.04199484,-0.14655542,0.8421391,0.766217,0.0759221
14,1.6694237,1.5612924,"('antisocial', 'social')",-0.3175655,-0.4701672,0.6759291,0.5455626,0.1303665
30,1.6022601,1.5441191,"('intolerant', 'tolerant')",1.5366765,1.4955783,1.5694683,1.5198487,0.0496196
66,-1.4903953,-1.4802524,"('inactive', 'active')",0.7181201,0.77427363,-0.3861376,-0.3529894,-0.0331482
19,-1.4488467,-1.2871304,"('inhospitable', 'hospitable')",0.018682377,0.14585175,-0.7150822,-0.5706393,-0.1444429
6,-1.414784,-1.3069736,"('distant', 'open')",-0.14252165,-0.12874196,-0.7786528,-0.7178578,-0.060795
21,1.3983324,1.4479153,"('immoral', 'moral')",-0.18699817,-0.17941672,0.6056671,0.6342493,-0.0285822
48,1.3964386,1.3960247,"('unintelligent', 'intelligent')",0.9965781,1.0935404,1.1965084,1.2447826,-0.0482742
62,1.3766608,1.2475617,"('incompetent', 'brilliant')",0.28506613,0.2160306,0.8308635,0.7317961,0.0990674
43,1.3427256,1.3316091,"('irresponsible', 'responsible')",0.75617594,0.74123716,1.0494508,1.0364232,0.0130276
35,-1.3008761,-1.2734035,"('corrupt', 'incorrupt')",-0.38201314,-0.45808,-0.8414446,-0.8657417,0.0242971
5,-1.2827647,-1.2099413,"('distant', 'outgoing')",-0.46630168,-0.4699025,-0.8745332,-0.8399219,-0.0346113
79,-1.2401099,-1.1135757,"('wavering', 'unwavering')",-0.17654331,-0.20643997,-0.7083266,-0.6600078,-0.0483188
16,-1.2396929,-1.2139678,"('unpopular', 'popular')",0.30306774,0.35527825,-0.4683126,-0.4293448,-0.0389678
85,-1.1693505,-1.0452813,"('insignificant', 'prestigious')",0.68787354,0.7756082,-0.2407385,-0.1348366,-0.1059019
4,-1.1403407,-1.0860868,"('disliked', 'liked')",-5.994421,-5.839098,-3.5673809,-3.4625924,-0.1047885
1,-1.0058699,-0.88858414,"('unfriendly', 'friendly')",1.5002773,1.5532099,0.2472037,0.3323129,-0.0851092
84,0.977476,0.9961417,"('inferior', 'superior')",1.0439662,1.1066339,1.0107211,1.0513878,-0.0406667
75,-0.97121435,-1.0336101,"('meek', 'impulsive')",-0.6575987,-0.7674374,-0.8144065,-0.9005238,0.0861173
55,0.9606681,0.89653957,"('incompetent', 'clever')",0.27606237,0.25546306,0.6183652,0.5760013,0.0423639
20,0.9188104,0.9824989,"('rough', 'thoughtful')",1.1592082,1.2902678,1.0390093,1.1363833,-0.097374
65,0.86710054,0.75761676,"('insecure', 'secure')",-0.046920583,-0.102015905,0.41009,0.3278004,0.0822896
42,0.8573133,0.8887362,"('unreliable', 'reliable')",-2.7788885,-2.6526046,-0.9607876,-0.8819342,-0.0788534
11,0.80263805,0.75584203,"('unhelpful', 'helpful')",1.6817182,1.6279178,1.2421782,1.1918799,0.0502983
37,0.7947296,0.80216306,"('fake', 'genuine')",0.24348411,0.20189145,0.5191069,0.5020273,0.0170796
22,0.79364973,0.75683916,"('untrustworthy', 'trustworthy')",-0.76861423,-0.8623272,0.0125178,-0.052744,0.0652618
52,-0.78843296,-0.66693854,"('irrational', 'rational')",0.10741711,0.16192569,-0.3405079,-0.2525064,-0.0880015
8,-0.7881613,-0.7175046,"('unaffectionate', 'affectionate')",0.3744482,0.370723,-0.2068565,-0.1733908,-0.0334657
76,0.74116236,0.61861885,"('anxious', 'daring')",0.24442327,0.17529036,0.4927928,0.3969546,0.0958382
80,0.7403136,0.64717495,"('dominated', 'dominating')",-1.0453012,-0.9984695,-0.1524938,-0.1756473,0.0231535
82,-0.71641266,-0.83836013,"('poor', 'rich')",5.491497,5.309323,2.3875422,2.2354813,0.1520609
41,0.70865875,0.8113886,"('unforgiving', 'forgiving')",0.02160003,0.034006704,0.3651294,0.4226977,-0.0575683
49,0.68319595,0.6585695,"('unable', 'able')",0.09605518,0.1520384,0.3896255,0.405304,-0.0156785
67,0.68316627,0.6632468,"('doubtful', 'determined')",-0.725791,-0.7964979,-0.0213124,-0.0666255,0.0453131
25,-0.6660866,-0.59829974,"('egoistic', 'altruistic')",1.6417997,1.5479752,0.4878565,0.4748377,0.0130188
39,0.6271577,0.6779262,"('exploitative', 'cooperative')",0.315367,0.34474006,0.4712623,0.5113331,-0.0400708
2,0.6154168,0.6116464,"('unlikable', 'likable')",0.73460174,0.67713046,0.6750093,0.6443884,0.0306209
46,0.5992416,0.567622,"('uncompetitive', 'competitive')",-0.35186127,-0.2801041,0.1236902,0.143759,-0.0200688
13,0.5940196,0.58084816,"('impolite', 'polite')",-0.6549282,-0.689707,-0.0304543,-0.0544294,0.0239751
23,0.59212077,0.5631456,"('insincere', 'sincere')",5.4150605,5.2077336,3.0035906,2.8854396,0.118151
38,0.5890218,0.59507626,"('untruthful', 'truthful')",-0.22304112,-0.30558148,0.1829903,0.1447474,0.0382429
10,0.56027424,0.54323125,"('unsympathetic', 'sympathetic')",-0.29582986,-0.24834372,0.1322222,0.1474438,-0.0152216
70,0.5534113,0.4838439,"('lethargic', 'energetic')",0.7129779,0.67289037,0.6331946,0.5783671,0.0548275
63,0.5399636,0.59428984,"('unperceptive', 'insightful')",0.94735795,1.0138092,0.7436608,0.8040495,-0.0603887
69,-0.515044,-0.44869953,"('lazy', 'industrious')",-0.43130785,-0.39379746,-0.4731759,-0.4212485,-0.0519274
9,-0.5118053,-0.42051655,"('unaffectionate', 'caring')",0.8329961,0.8374524,0.1605954,0.2084679,-0.0478725
88,-0.48902434,-0.45334032,"('low', 'eminent')",0.3851352,0.37696272,-0.0519446,-0.0381888,-0.0137558
64,0.47968018,0.5322017,"('shy', 'confident')",-5.9233475,-5.8082013,-2.7218337,-2.6379998,-0.0838339
32,0.46185735,0.44002113,"('unkind', 'kind')",1.040988,1.0475758,0.7514226,0.7437985,0.0076241
12,0.4515814,0.5572492,"('unsupportive', 'supportive')",-1.6483027,-1.5233514,-0.5983607,-0.4830511,-0.1153096
59,-0.44739896,-0.4081693,"('foolish', 'wise')",0.31994665,0.34872338,-0.0637262,-0.029723,-0.0340032
72,0.44624645,0.45611212,"('unambitious', 'ambitious')",-1.0634537,-1.0617446,-0.3086036,-0.3028162,-0.0057874
61,0.4394002,0.4743598,"('illogical', 'logical')",0.41384768,0.4627767,0.4266239,0.4685683,-0.0419444
0,0.4377725,0.4301295,"('unsociable', 'sociable')",-0.24682714,-0.24122557,0.0954727,0.094452,0.0010207
15,-0.42885488,-0.3922513,"('boring', 'funny')",0.3596912,0.28133443,-0.0345818,-0.0554584,0.0208766
26,0.4255098,0.53099996,"('hardhearted', 'benevolent')",1.9487801,2.022638,1.187145,1.276819,-0.089674
18,-0.3919899,-0.2854488,"('disagreeable', 'welcoming')",-0.3087382,-0.25903052,-0.350364,-0.2722397,-0.0781243
58,-0.38070828,-0.3630034,"('undiscriminating', 'discriminating')",0.22450969,0.23605458,-0.0780993,-0.0634744,-0.0146249
74,0.36969534,0.35569477,"('undedicated', 'dedicated')",0.24984324,0.2238533,0.3097693,0.289774,0.0199953
86,-0.36687058,-0.3411752,"('uninfluential', 'influential')",0.024968002,0.03260775,-0.1709513,-0.1542837,-0.0166676
7,0.34185418,0.3280515,"('insensitive', 'sensitive')",0.6032293,0.6345224,0.4725417,0.4812869,-0.0087452
3,0.3277049,0.27920103,"('repellent', 'pleasant')",0.15855274,0.20546396,0.2431288,0.2423325,0.0007963
45,0.3075356,0.28353715,"('incompetent', 'competent')",-0.43041623,-0.45459974,-0.0614403,-0.0855313,0.024091
34,0.30177784,0.31132647,"('mean', 'honorable')",5.886453,5.7588615,3.0941155,3.035094,0.0590215
68,0.29253408,0.29204804,"('dependent', 'independent')",-0.2758907,-0.20797046,0.0083217,0.0420388,-0.0337171
73,0.27475423,0.27881378,"('helpless', 'self-reliant')",-2.744334,-2.65533,-1.2347898,-1.1882581,-0.0465317
71,-0.27079302,-0.15435815,"('diffident', 'self-confident')",0.6136154,0.730335,0.1714112,0.2879884,-0.1165772
44,0.26479292,0.23738082,"('prejudiced', 'unprejudiced')",-1.1327652,-1.1314473,-0.4339861,-0.4470333,0.0130472
51,0.2599864,0.20094839,"('uneducated', 'educated')",0.75367486,0.7760215,0.5068306,0.4884849,0.0183457
57,-0.24749643,-0.21663415,"('unimaginative', 'imaginative')",-2.255878,-2.1300433,-1.2516872,-1.1733387,-0.0783485
33,-0.20655446,-0.071409956,"('wrong', 'right')",-0.73265177,-0.6913346,-0.4696031,-0.3813723,-0.0882308
83,0.19228837,0.1912264,"('powerless', 'powerful')",-0.69745237,-0.7362385,-0.252582,-0.2725061,0.0199241
