,itt_male,itt_female,tuple,inc_male,inc_female,average_male,average_female,male-female
60,2.2580404,1.7368023,"('inefficient', 'efficient')",0.84353334,0.7195065,1.5507869,1.2281544,0.3226325
8,-2.1770954,-2.0597641,"('unaffectionate', 'affectionate')",0.36861956,0.46776098,-0.9042379,-0.7960016,-0.1082363
36,-1.9853425,-1.8569964,"('hostile', 'amicable')",-0.19169281,-0.19567609,-1.0885177,-1.0263362,-0.0621815
31,-1.9579849,-1.7657014,"('evil', 'good')",-1.4504026,-1.4875914,-1.7041938,-1.6266464,-0.0775474
5,-1.84619,-1.7492244,"('distant', 'outgoing')",-0.65564096,-0.4825114,-1.2509155,-1.1158679,-0.1350476
79,-1.8098702,-1.801373,"('wavering', 'unwavering')",-0.15979277,-0.22396149,-0.9848315,-1.0126673,0.0278358
1,-1.7582514,-1.8160372,"('unfriendly', 'friendly')",1.2337086,1.2611036,-0.2622714,-0.2774668,0.0151954
6,-1.7164547,-1.623786,"('distant', 'open')",-0.30854002,-0.2791507,-1.0124974,-0.9514683,-0.0610291
19,-1.6237116,-1.56672,"('inhospitable', 'hospitable')",-0.31668782,-0.18109623,-0.9701997,-0.8739081,-0.0962916
18,-1.5233967,-1.4624174,"('disagreeable', 'welcoming')",-0.34228283,-0.4022323,-0.9328398,-0.9323248,-0.000515
66,-1.4737902,-1.4920306,"('inactive', 'active')",0.1685032,0.28196093,-0.6526435,-0.6050348,-0.0476087
86,-1.441797,-1.5195109,"('uninfluential', 'influential')",-0.29257604,-0.31272978,-0.8671865,-0.9161203,0.0489338
53,-1.4048455,-1.2362592,"('uncreative', 'creative')",0.6920828,0.72670853,-0.3563813,-0.2547753,-0.101606
40,-1.3576459,-1.3873361,"('stingy', 'generous')",-1.8887098,-1.9728158,-1.6231778,-1.6800759,0.0568981
35,-1.2966936,-1.0120623,"('corrupt', 'incorrupt')",-0.62529266,-0.54537535,-0.9609931,-0.7787188,-0.1822743
62,1.2840822,0.9048186,"('incompetent', 'brilliant')",0.97645223,0.79233474,1.1302671,0.8485767,0.2816904
81,1.2742388,1.154259,"('submissive', 'aggressive')",-0.23747809,-0.22858031,0.5183803,0.4628393,0.055541
56,1.2623781,0.90299696,"('impractical', 'practical')",0.12076527,0.14146666,0.6915717,0.5222318,0.1693399
9,-1.2012832,-1.3162159,"('unaffectionate', 'caring')",1.1427295,1.0388708,-0.0292768,-0.1386725,0.1093957
52,-1.1682004,-0.9966278,"('irrational', 'rational')",-0.30847406,-0.24373738,-0.7383372,-0.6201826,-0.1181546
85,-1.1645755,-0.88739824,"('insignificant', 'prestigious')",0.29044366,0.37456065,-0.4370659,-0.2564188,-0.1806471
57,-1.1624386,-1.1311846,"('unimaginative', 'imaginative')",-2.9893064,-2.8648741,-2.0758724,-1.9980294,-0.077843
4,-1.0505357,-1.0087591,"('disliked', 'liked')",-6.7947073,-6.7026415,-3.9226215,-3.8557003,-0.0669212
80,0.9360215,0.65679526,"('dominated', 'dominating')",-0.9848625,-1.1507387,-0.0244205,-0.2469717,0.2225512
25,-0.9172587,-0.6450117,"('egoistic', 'altruistic')",1.1954353,1.4317657,0.1390883,0.393377,-0.2542887
68,-0.88071835,-0.98424155,"('dependent', 'independent')",-0.18967696,-0.3777272,-0.5351977,-0.6809844,0.1457867
45,-0.87655205,-1.0251756,"('incompetent', 'competent')",-0.20823757,-0.25826234,-0.5423948,-0.641719,0.0993242
76,0.86091447,0.75511235,"('anxious', 'daring')",0.45001823,0.43765485,0.6554663,0.5963836,0.0590827
26,-0.84434515,-0.62066084,"('hardhearted', 'benevolent')",1.3405428,1.6358371,0.2480988,0.5075881,-0.2594893
28,-0.8169595,-0.97620547,"('disloyal', 'loyal')",1.177729,1.1022165,0.1803848,0.0630055,0.1173793
30,0.78558975,0.6432463,"('intolerant', 'tolerant')",1.5032231,1.5737292,1.1444064,1.1084877,0.0359187
67,0.7767997,0.96064544,"('doubtful', 'determined')",-0.41558823,-0.2344808,0.1806057,0.3630823,-0.1824766
38,-0.7463299,-1.0569116,"('untruthful', 'truthful')",0.31263387,0.1925598,-0.216848,-0.4321759,0.2153279
22,-0.73128283,-0.73050654,"('untrustworthy', 'trustworthy')",-0.91168845,-1.0166092,-0.8214856,-0.8735579,0.0520723
17,-0.718735,-0.7122908,"('nasty', 'nice')",-0.5480025,-0.36632377,-0.6333687,-0.5393073,-0.0940614
82,-0.66293263,-0.63211316,"('poor', 'rich')",6.6847878,6.5954566,3.0109277,2.9816718,0.0292559
14,0.6613158,0.80628866,"('antisocial', 'social')",-0.61365527,-0.3894711,0.0238303,0.2084088,-0.1845785
29,-0.6583288,-0.59785855,"('unfair', 'fair')",-0.6624556,-0.71509886,-0.6603922,-0.6564787,-0.0039135
16,-0.61333823,-0.45666373,"('unpopular', 'popular')",0.435944,0.48903316,-0.0886971,0.0161847,-0.1048818
12,-0.6072224,-0.8000093,"('unsupportive', 'supportive')",-1.8795482,-1.9728737,-1.2433853,-1.3864415,0.1430562
41,-0.5999069,-0.7388397,"('unforgiving', 'forgiving')",0.2499988,0.028052682,-0.1749541,-0.3553935,0.1804394
72,0.59894884,0.52558386,"('unambitious', 'ambitious')",-0.43513554,-0.5341804,0.0819066,-0.0042983,0.0862049
20,0.5854273,0.56282675,"('rough', 'thoughtful')",1.2293344,1.2646508,0.9073808,0.9137388,-0.006358
58,-0.57899666,-0.8583634,"('undiscriminating', 'discriminating')",-0.150823,-0.3332607,-0.3649098,-0.595812,0.2309022
87,0.562984,0.40985292,"('unsuccessful', 'successful')",0.6930405,0.81365126,0.6280122,0.6117521,0.0162601
24,-0.5535843,-0.6690473,"('dishonest', 'honest')",1.0523189,1.0862403,0.2493673,0.2085965,0.0407708
