,general_male,general_female,tuple,motors_male,motors_female,co_male,co_female,average_male,average_female,male-female
45,-1.8478863,-1.8247397,"('incompetent', 'competent')",-1.5269953,-1.576402,-0.20340255,-0.4952296,-1.1927614,-1.2987905,0.1060291
57,-1.2611221,-1.3589172,"('unimaginative', 'imaginative')",-1.2532449,-1.3518797,-3.3438423,-3.2588625,-1.9527365,-1.9898864,0.0371499
39,1.2468776,1.4187634,"('exploitative', 'cooperative')",0.37275,0.44732118,0.4438441,0.47083,0.6878239,0.7789715,-0.0911476
84,1.2426221,1.1989125,"('inferior', 'superior')",0.91325444,0.9594207,0.7789063,0.790605,0.978261,0.9829795,-0.0047185
33,1.2374922,1.4236336,"('wrong', 'right')",1.2136428,1.2455899,-0.8726604,-0.8758205,0.5261583,0.5978009,-0.0716426
0,-1.2315879,-1.085622,"('unsociable', 'sociable')",-0.76884913,-0.71623427,0.15120605,0.033448946,-0.6164103,-0.5894691,-0.0269412
73,1.2255155,1.4174385,"('helpless', 'self-reliant')",0.7799775,0.8715916,-4.122696,-3.817269,-0.7057343,-0.509413,-0.1963213
77,-1.1755873,-1.1818956,"('unmotivated', 'motivated')",-0.1310801,-0.4158113,-0.6580942,-0.9036116,-0.6549206,-0.8337728,0.1788522
31,-1.1721885,-0.949291,"('evil', 'good')",0.43375936,0.44260606,-1.217057,-1.3248504,-0.6518287,-0.6105118,-0.0413169
67,1.1420869,1.3728092,"('doubtful', 'determined')",0.7604148,0.8351089,-0.005281847,0.035939813,0.6324066,0.7479526,-0.115546
22,-1.0830368,-1.1219649,"('untrustworthy', 'trustworthy')",-1.1013929,-1.0337259,-0.6247736,-0.781361,-0.936401,-0.9790173,0.0426163
3,-1.0787336,-1.4552321,"('repellent', 'pleasant')",-0.9148895,-1.1595683,0.7660108,0.41907975,-0.4092041,-0.7319069,0.3227028
55,-1.0639473,-1.1086273,"('incompetent', 'clever')",-1.1971179,-1.2171228,0.8084283,0.5971649,-0.4842123,-0.5761951,0.0919828
4,-1.0340377,-0.67679054,"('disliked', 'liked')",0.48667127,0.5927332,-7.398927,-7.091593,-2.6487646,-2.3918834,-0.2568812
49,-1.0069598,-0.78655607,"('unable', 'able')",-0.21093252,-0.1885447,-0.60251653,-0.5862275,-0.6068029,-0.5204427,-0.0863602
37,0.9859531,1.1601517,"('fake', 'genuine')",-0.34816706,-0.22334643,0.19750156,0.09285812,0.2784292,0.3432211,-0.0647919
10,-0.98109037,-0.80475897,"('unsympathetic', 'sympathetic')",-1.5453297,-1.3877386,0.1942336,0.13783193,-0.7773955,-0.6848885,-0.092507
14,-0.96001935,-0.8814075,"('antisocial', 'social')",-0.77445495,-0.9400151,0.22420022,-0.020279601,-0.5034247,-0.6139007,0.110476
36,-0.9561587,-0.81662226,"('hostile', 'amicable')",-0.3509118,-0.31858104,-0.6891325,-0.7360444,-0.665401,-0.6237493,-0.0416517
