,eog_male,eog_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
39,2.003743,1.7127031,"('exploitative', 'cooperative')",0.21662161,0.0990481,0.16792998,0.06044929,0.7960982,0.6240668,0.1720314
60,1.7842346,1.5437354,"('inefficient', 'efficient')",1.6256233,1.6031673,-0.032113,0.17602122,1.125915,1.1076412,0.0182738
64,1.5817274,1.1877444,"('shy', 'confident')",1.0784099,0.8426783,-6.431745,-6.376137,-1.2572026,-1.4485714,0.1913688
1,-1.4979695,-1.3332059,"('unfriendly', 'friendly')",-0.05956409,0.22202446,1.6477948,1.7313517,0.0300871,0.2067234,-0.1766363
56,1.4688603,1.6515403,"('impractical', 'practical')",1.2510118,1.6309339,-0.38744533,-0.09157572,0.7774755,1.0636328,-0.2861573
81,1.4545496,1.2414064,"('submissive', 'aggressive')",1.073531,0.9721792,-0.93224156,-0.5902152,0.5319463,0.5411235,-0.0091772
8,-1.3561882,-1.2233146,"('unaffectionate', 'affectionate')",-1.0080687,-0.7402536,1.0119,0.96222776,-0.4507856,-0.3337801,-0.1170055
31,-1.2785009,-1.0943304,"('evil', 'good')",-1.0297997,-1.0544573,-0.5634591,-0.7944707,-0.9572532,-0.9810862,0.023833
9,-1.2063825,-1.0003167,"('unaffectionate', 'caring')",0.15826467,0.5080368,1.3071145,1.3190895,0.0863322,0.2756032,-0.189271
19,-1.1818435,-0.8110928,"('inhospitable', 'hospitable')",-1.3811443,-1.3832734,0.02543843,-0.0056681987,-0.8458498,-0.7333448,-0.112505
41,-1.1631732,-1.0545745,"('unforgiving', 'forgiving')",-0.011899335,-0.043629766,0.18590857,0.05745526,-0.3297213,-0.3469163,0.017195
73,1.0971011,1.3122942,"('helpless', 'self-reliant')",0.34082,0.61749095,-3.06119,-2.7835848,-0.5410896,-0.2845999,-0.2564897
38,-1.0502464,-0.62885845,"('untruthful', 'truthful')",0.0025273003,0.39965647,-0.37629578,0.0267937,-0.4746716,-0.0674694,-0.4072022
67,1.034656,0.9808692,"('doubtful', 'determined')",0.955509,0.84529847,-0.70990974,-0.48913246,0.4267518,0.4456784,-0.0189266
53,-1.0258656,-1.0103565,"('uncreative', 'creative')",0.3404035,0.3581002,0.9690748,0.98765135,0.0945376,0.1117983,-0.0172607
