,viacom_male,viacom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
2,0.39390504,0.12452015,"('unlikable', 'likable')",0.3723405,0.28672862,0.3831228,0.2056244,0.1774984
79,-0.3900397,-0.38661906,"('wavering', 'unwavering')",-0.077867106,0.009993978,-0.2339534,-0.1883125,-0.0456409
31,-0.37716398,-0.4200501,"('evil', 'good')",-0.8992408,-0.8479697,-0.6382024,-0.6340099,-0.0041925
28,-0.3641428,-0.66481596,"('disloyal', 'loyal')",0.83454776,0.72295874,0.2352025,0.0290714,0.2061311
87,0.35069984,0.47744793,"('unsuccessful', 'successful')",0.99537253,0.7558083,0.6730362,0.6166281,0.0564081
62,0.33664256,0.57912755,"('incompetent', 'brilliant')",0.04257411,0.12313666,0.1896083,0.3511321,-0.1615238
42,-0.3364765,-0.10966715,"('unreliable', 'reliable')",-2.9172971,-2.853261,-1.6268868,-1.481464,-0.1454228
41,-0.33621198,-0.78496116,"('unforgiving', 'forgiving')",0.16489266,-0.14422898,-0.0856597,-0.4645951,0.3789354
50,0.33331817,0.2160105,"('clumsy', 'skillful')",0.16253793,0.12658243,0.2479281,0.1712965,0.0766316
75,-0.33066398,-0.22611216,"('meek', 'impulsive')",-0.51709926,-0.49674195,-0.4238816,-0.3614271,-0.0624545
70,-0.3207049,-0.44127503,"('lethargic', 'energetic')",0.87424356,0.85487264,0.2767693,0.2067988,0.0699705
77,-0.29177943,-0.14675482,"('unmotivated', 'motivated')",-1.2229905,-1.2761868,-0.757385,-0.7114708,-0.0459142
25,0.28529716,0.07553309,"('egoistic', 'altruistic')",1.7665153,1.7147355,1.0259062,0.8951343,0.1307719
69,0.2847165,0.28289565,"('lazy', 'industrious')",-0.811236,-0.9173766,-0.2632598,-0.3172405,0.0539807
44,0.25049743,0.5642012,"('prejudiced', 'unprejudiced')",-1.4439354,-1.2655226,-0.596719,-0.3506607,-0.2460583
21,0.24620357,-0.08147472,"('immoral', 'moral')",-0.4127224,-0.76674145,-0.0832594,-0.4241081,0.3408487
23,-0.24196663,-0.3443822,"('insincere', 'sincere')",5.8985305,6.1176486,2.8282819,2.8866332,-0.0583513
27,-0.23464799,-0.2551308,"('hardhearted', 'softhearted')",1.4768196,1.4922044,0.6210858,0.6185368,0.002549
14,0.231121,0.30193138,"('antisocial', 'social')",-0.41822577,-0.6807802,-0.0935524,-0.1894244,0.095872
88,0.22405319,-0.12044094,"('low', 'eminent')",0.20775422,0.070507124,0.2159037,-0.0249669,0.2408706
51,-0.21231945,-0.41345012,"('uneducated', 'educated')",0.9938486,0.7715007,0.3907646,0.1790253,0.2117393
81,0.2115703,0.2759363,"('submissive', 'aggressive')",-0.72931474,-0.88468057,-0.2588722,-0.3043721,0.0454999
40,0.20293514,0.25984702,"('stingy', 'generous')",-1.2961344,-1.5301331,-0.5465996,-0.635143,0.0885434
71,-0.1984568,-0.10763135,"('diffident', 'self-confident')",0.534587,0.5215256,0.1680651,0.2069471,-0.038882
82,-0.19826062,0.015990004,"('poor', 'rich')",6.18746,6.5080276,2.9945996,3.2620087,-0.2674091
34,0.19627693,0.19363312,"('mean', 'honorable')",6.1215334,6.193615,3.1589053,3.193624,-0.0347187
76,0.16980587,0.50329226,"('anxious', 'daring')",0.18574044,0.33351257,0.1777731,0.4184024,-0.2406293
7,-0.16653717,-0.38297927,"('insensitive', 'sensitive')",1.2199324,0.8757999,0.5266976,0.2464103,0.2802873
84,-0.15666695,0.23561198,"('inferior', 'superior')",0.69638866,0.8062406,0.2698609,0.5209263,-0.2510654
78,0.15640941,0.32331643,"('nonresilient', 'resilient')",0.32555717,0.036185145,0.2409833,0.1797508,0.0612325
63,-0.14409605,-0.23230094,"('unperceptive', 'insightful')",1.1583703,0.9762469,0.5071371,0.371973,0.1351641
3,-0.1430558,-0.24594875,"('repellent', 'pleasant')",0.3624079,0.31344333,0.109676,0.0337473,0.0759287
12,-0.13694268,-0.023555819,"('unsupportive', 'supportive')",-1.7677748,-1.9235336,-0.9523587,-0.9735447,0.021186
22,0.113025814,0.07746216,"('untrustworthy', 'trustworthy')",-0.76877606,-0.84299815,-0.3278751,-0.382768,0.0548929
74,-0.106973775,-0.04237549,"('undedicated', 'dedicated')",0.30858812,0.10449707,0.1008072,0.0310608,0.0697464
32,-0.103171244,-0.36551744,"('unkind', 'kind')",0.9437292,0.7826222,0.420279,0.2085524,0.2117266
24,-0.10077472,-0.49951765,"('dishonest', 'honest')",0.5871721,0.59903216,0.2431987,0.0497573,0.1934414
11,0.080252916,0.14103393,"('unhelpful', 'helpful')",1.3136288,1.2380127,0.6969408,0.6895233,0.0074175
47,0.06750657,0.0021220595,"('stupid', 'smart')",5.164305,5.4914246,2.615906,2.7467732,-0.1308672
56,-0.061770476,0.2017813,"('impractical', 'practical')",-0.43383783,-0.5035227,-0.2478041,-0.1508707,-0.0969334
30,-0.05859003,-0.12923186,"('intolerant', 'tolerant')",0.97145385,0.77152723,0.4564319,0.3211477,0.1352842
55,-0.045648456,-0.016209308,"('incompetent', 'clever')",0.09329537,-0.07082233,0.0238235,-0.0435158,0.0673393
86,-0.044723157,-0.45579207,"('uninfluential', 'influential')",0.16163602,-0.0818862,0.0584564,-0.2688391,0.3272955
59,0.035468,-0.066222765,"('foolish', 'wise')",0.1937308,0.25894815,0.1145994,0.0963627,0.0182367
65,-0.026348177,0.20789763,"('insecure', 'secure')",-0.39545894,-0.14890927,-0.2109036,0.0294942,-0.2403978
37,-0.024433054,-0.2406098,"('fake', 'genuine')",0.5837263,0.6004957,0.2796466,0.179943,0.0997036
52,0.011040546,-0.20891002,"('irrational', 'rational')",0.028749196,0.019006241,0.0198949,-0.0949519,0.1148468
