,constellation_male,constellation_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
39,3.7564955,3.608742,"('exploitative', 'cooperative')",0.3703524,0.24410102,1.5460558,1.5303106,-0.15921184,-0.17305353,1.378423,1.302525,0.075898
6,-2.0375936,-1.7726786,"('distant', 'open')",-0.5458164,-0.27627146,-2.232564,-1.82838,-0.31170076,0.08762068,-1.2819188,-0.9474274,-0.3344914
60,2.018425,1.6405965,"('inefficient', 'efficient')",1.8923129,2.0662627,1.5025549,1.540672,0.22669142,0.19773202,1.409996,1.3613157,0.0486803
4,-1.9988658,-1.7171515,"('disliked', 'liked')",0.5295595,0.4415718,0.08883652,-0.25850108,-6.34532,-6.3966384,-1.9314475,-1.9826798,0.0512323
23,1.8931239,1.7218279,"('insincere', 'sincere')",-0.23610468,-0.12646228,-0.10926811,0.05233566,5.6787105,5.834725,1.8066154,1.8706065,-0.0639911
31,-1.7672698,-1.1844234,"('evil', 'good')",-1.3147587,-1.2717133,-1.7651738,-1.4091383,-1.7426472,-1.4656546,-1.6474624,-1.3327324,-0.31473
76,1.6486177,1.19654,"('anxious', 'daring')",-0.111223914,-0.07587461,1.053568,0.91598797,0.6342886,0.515782,0.8063126,0.6381088,0.1682038
65,1.6446025,1.2046068,"('insecure', 'secure')",0.31779236,0.13421345,0.87621325,0.6067575,0.057240177,-0.13531454,0.7239621,0.4525658,0.2713963
36,-1.6292913,-1.2638613,"('hostile', 'amicable')",-0.7979331,-0.8309524,-1.7932699,-1.7321932,-0.04170879,0.033315793,-1.0655508,-0.9484228,-0.117128
56,1.5692806,1.2051715,"('impractical', 'practical')",1.0832558,1.0018725,0.9051119,0.65321916,0.22753887,0.061112817,0.9462968,0.7303441,0.2159527
16,-1.5506812,-1.4153855,"('unpopular', 'popular')",-0.15969117,-0.21203461,-0.2266334,-0.33236215,0.48065534,0.4367992,-0.3640876,-0.3807458,0.0166582
5,-1.4972173,-1.2724849,"('distant', 'outgoing')",0.09520657,0.23788905,-1.7250881,-1.333391,-0.6759802,-0.30273902,-0.9507698,-0.6676815,-0.2830883
85,-1.4233863,-0.8054087,"('insignificant', 'prestigious')",0.02150815,0.11142687,-1.2178143,-1.071593,-0.6051482,-0.32164398,-0.8062102,-0.5218047,-0.2844055
74,1.3346337,1.2987164,"('undedicated', 'dedicated')",0.09948443,0.05936962,1.0918505,1.171533,-0.037109178,0.09632734,0.6222149,0.6564866,-0.0342717
29,-1.316606,-0.85520184,"('unfair', 'fair')",-0.9258846,-0.61698,-0.5745533,-0.41821498,-0.987271,-0.7782545,-0.9510788,-0.6671628,-0.283916
20,1.3055533,1.3059222,"('rough', 'thoughtful')",0.046455804,0.15868244,0.8321318,0.98824006,0.669259,0.85352904,0.71335,0.8265934,-0.1132434
69,-1.2949555,-1.0719019,"('lazy', 'industrious')",1.0323247,0.9846324,0.2725774,0.45093435,-0.7500987,-0.5173365,-0.185038,-0.0384179,-0.1466201
75,-1.2895521,-0.9848823,"('meek', 'impulsive')",-0.12636918,-0.10198489,-1.2797816,-1.2871002,-0.26677597,-0.27010643,-0.7406197,-0.6610185,-0.0796012
62,1.1691065,1.0023141,"('incompetent', 'brilliant')",0.5127589,0.64464587,0.4783976,0.42989293,0.21772842,0.20921186,0.5944979,0.5715162,0.0229817
52,-1.131243,-1.0824239,"('irrational', 'rational')",-0.39298213,-0.5701012,-1.3648845,-1.3546773,-0.39086404,-0.35454565,-0.8199934,-0.8404371,0.0204437
43,1.1149521,0.9380673,"('irresponsible', 'responsible')",1.046202,1.1608431,0.48195624,0.6461203,0.69241774,0.6512787,0.833882,0.8490773,-0.0151953
77,1.1094865,0.8754135,"('unmotivated', 'motivated')",1.0340827,0.917893,0.685326,0.7631122,-0.8923895,-1.0310063,0.4841264,0.3813531,0.1027733
71,1.0921662,1.0448033,"('diffident', 'self-confident')",1.4230758,1.5420156,0.022008002,0.3335403,0.42765844,0.56490046,0.7412271,0.8713148,-0.1300877
17,-1.0486743,-0.7838067,"('nasty', 'nice')",-0.9307796,-0.9984458,-1.1629493,-1.1209706,-0.6132804,-0.65266764,-0.9389209,-0.8889726,-0.0499483
10,0.97105163,0.84507847,"('unsympathetic', 'sympathetic')",-0.5835217,-0.42489102,-0.38666672,-0.14601833,-0.41935512,-0.28748184,-0.104623,-0.0033282,-0.1012948
11,0.9687391,0.6634489,"('unhelpful', 'helpful')",0.49970537,0.4025277,0.032529533,0.07996102,2.157449,2.2084932,0.9146057,0.8386077,0.075998
