,prudential_male,prudential_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
23,-0.9339681,-0.92148435,"('insincere', 'sincere')",0.67968893,0.7084715,6.1835594,6.114153,1.9764268,1.9670467,0.0093801
5,0.93181235,1.2398859,"('distant', 'outgoing')",0.49661392,0.532489,-0.25853938,-0.12730308,0.3899623,0.5483572,-0.1583949
36,0.9082776,1.1616422,"('hostile', 'amicable')",-0.17732638,-0.25361907,-0.15370853,0.042331412,0.1924142,0.3167848,-0.1243706
75,0.90361273,1.0331647,"('meek', 'impulsive')",-0.17737207,-0.14770967,-0.42989758,-0.37524998,0.098781,0.1700684,-0.0712874
41,-0.88480794,-0.6081473,"('unforgiving', 'forgiving')",0.8813112,0.91629475,-0.17603534,-0.11729215,-0.059844,0.0636184,-0.1234624
84,0.87520933,0.9842236,"('inferior', 'superior')",0.5929524,0.69604087,0.9424865,1.084279,0.8035494,0.9215145,-0.1179651
22,-0.87514156,-0.9883518,"('untrustworthy', 'trustworthy')",-0.7740754,-0.72125995,-1.1143341,-1.1550214,-0.9211837,-0.9548777,0.033694
70,-0.8619247,-1.0913306,"('lethargic', 'energetic')",0.08691615,0.1745266,0.95644313,0.775754,0.0604782,-0.0470167,0.1074949
87,0.816216,0.65111834,"('unsuccessful', 'successful')",1.6989319,1.5807126,0.84435964,0.8438065,1.1198359,1.0252124,0.0946235
77,-0.8127598,-1.0122936,"('unmotivated', 'motivated')",1.0817639,1.1321194,-0.80849963,-0.812909,-0.1798319,-0.2310277,0.0511958
81,-0.80404675,-0.9840885,"('submissive', 'aggressive')",0.96568465,0.9842228,-0.15975973,-0.32640374,0.0006261,-0.1087565,0.1093826
72,-0.78541046,-0.5757838,"('unambitious', 'ambitious')",-0.005070463,0.13424061,-1.1121294,-1.0412062,-0.6342034,-0.4942498,-0.1399536
63,-0.7762768,-0.9106749,"('unperceptive', 'insightful')",1.5939003,1.5167947,1.5715084,1.5146785,0.7963773,0.7069327,0.0894446
7,-0.75270665,-0.6805378,"('insensitive', 'sensitive')",0.55503994,0.65750885,0.82918626,0.81128585,0.2105065,0.2627523,-0.0522458
8,-0.74980474,-0.47620118,"('unaffectionate', 'affectionate')",-0.107585624,-0.09390084,0.04780644,0.15145819,-0.2698613,-0.1395479,-0.1303134
1,-0.73678404,-0.2370882,"('unfriendly', 'friendly')",1.1578677,1.2197533,1.5113739,1.79201,0.6441525,0.9248916,-0.2807391
65,-0.70801824,-0.87419677,"('insecure', 'secure')",-0.10681201,-0.038490802,-0.20891447,-0.18244845,-0.3412482,-0.3650453,0.0237971
71,0.6920179,0.79499567,"('diffident', 'self-confident')",1.7570511,1.7882266,0.47374162,0.49505574,0.9742702,1.0260927,-0.0518225
11,-0.5817803,-0.7476393,"('unhelpful', 'helpful')",0.43065286,0.3247632,2.3814306,2.161246,0.7434344,0.5794566,0.1639778
43,-0.5812894,-0.6313143,"('irresponsible', 'responsible')",0.6583681,0.80399746,0.6465172,0.519355,0.2411986,0.2306794,0.0105192
18,-0.57616216,-0.3823186,"('disagreeable', 'welcoming')",-0.5000827,-0.44050902,-0.4418469,-0.32188034,-0.5060306,-0.3815693,-0.1244613
82,-0.5571255,-0.91822237,"('poor', 'rich')",-0.24399017,-0.34344628,6.4005475,6.2895784,1.8664773,1.6759699,0.1905074
21,-0.5293279,-0.6941273,"('immoral', 'moral')",0.47724992,0.59258527,-0.62638485,-0.6426727,-0.2261543,-0.2480716,0.0219173
61,-0.52653,-0.4845524,"('illogical', 'logical')",1.2600039,1.3326907,0.08057943,0.17344481,0.2713511,0.3405277,-0.0691766
6,0.5228865,0.8560857,"('distant', 'open')",-0.43469205,-0.39146835,0.19639748,0.26637176,0.094864,0.243663,-0.148799
51,-0.4949272,-0.9787736,"('uneducated', 'educated')",0.44190902,0.38120738,0.99193203,0.7967545,0.3129713,0.0663961,0.2465752
78,0.48527378,0.15040226,"('nonresilient', 'resilient')",1.5817825,1.4511409,0.84773445,0.8537949,0.9715969,0.818446,0.1531509
59,0.46750173,0.79713684,"('foolish', 'wise')",0.4430367,0.53289783,0.27839142,0.44325548,0.3963099,0.5910967,-0.1947868
54,0.46178,0.57891095,"('incapable', 'capable')",1.2477894,1.2316401,1.3065244,1.2989079,1.0053646,1.0364863,-0.0311217
17,0.44836655,0.39778364,"('nasty', 'nice')",-0.08649117,-0.106975205,-0.85280603,-0.74466074,-0.1636435,-0.1512841,-0.0123594
13,-0.4461032,-0.4910627,"('impolite', 'polite')",0.40271765,0.4466131,0.27781355,0.28173745,0.0781427,0.0790959,-0.0009532
80,-0.44139665,-1.0292041,"('dominated', 'dominating')",-0.0068419613,-0.061930694,-0.52308804,-0.7261288,-0.3237755,-0.6057545,0.281979
9,-0.4299519,-0.01443043,"('unaffectionate', 'caring')",1.3811684,1.3962973,0.98966986,1.0041736,0.6469621,0.7953469,-0.1483848
37,-0.4034303,-0.5555359,"('fake', 'genuine')",-0.936687,-0.9287291,0.44220826,0.28949025,-0.299303,-0.3982583,0.0989553
53,-0.399998,-0.32341918,"('uncreative', 'creative')",0.99290943,1.0274683,0.708658,0.8721121,0.4338565,0.525387,-0.0915305
88,-0.36094,-0.17420436,"('low', 'eminent')",-0.73204076,-0.66490644,0.159497,0.18403354,-0.3111612,-0.2183591,-0.0928021
4,0.29724172,0.41306755,"('disliked', 'liked')",0.2356844,0.20745061,-6.4114423,-6.386566,-1.9595054,-1.922016,-0.0374894
31,-0.29489985,0.13718782,"('evil', 'good')",-0.9449867,-0.95921445,-1.8759273,-1.6298358,-1.0386046,-0.8172874,-0.2213172
74,-0.26407152,-0.35561305,"('undedicated', 'dedicated')",0.54820627,0.5974857,0.07610521,0.058781546,0.12008,0.1002181,0.0198619
76,-0.25309098,-0.45402706,"('anxious', 'daring')",0.34358177,0.33728936,0.3146186,0.20101367,0.1350365,0.028092,0.1069445
30,-0.20826113,-0.18893278,"('intolerant', 'tolerant')",0.62133795,0.6659214,1.0080878,1.0304563,0.4737215,0.5024816,-0.0287601
67,-0.20709181,-0.070235975,"('doubtful', 'determined')",-0.04483682,0.046084344,-0.57356435,-0.7144126,-0.2751643,-0.2461881,-0.0289762
32,-0.19654487,-0.24007381,"('unkind', 'kind')",0.50412565,0.57299614,1.169275,1.1928428,0.4922853,0.5085884,-0.0163031
15,0.1772501,0.41905665,"('boring', 'funny')",-0.20073198,-0.1203973,0.24097016,0.22597466,0.0724961,0.174878,-0.1023819
49,-0.17346571,-0.36212444,"('unable', 'able')",-0.7166697,-0.7450474,0.05478336,0.047330618,-0.2784507,-0.3532804,0.0748297
27,0.17274906,0.21531296,"('hardhearted', 'softhearted')",-0.5868231,-0.5769544,1.3876419,1.3720189,0.3245226,0.3367925,-0.0122699
40,0.15338193,0.20370106,"('stingy', 'generous')",1.1471014,1.2517502,-1.962256,-1.8522576,-0.2205909,-0.1322688,-0.0883221
20,-0.14901134,-0.26960024,"('rough', 'thoughtful')",0.07374096,0.06836859,0.65887237,0.8061435,0.194534,0.2016373,-0.0071033
58,0.13720584,0.08286302,"('undiscriminating', 'discriminating')",1.7112262,1.6172925,0.09382574,0.123128235,0.6474193,0.6077612,0.0396581
26,0.13406818,0.41941872,"('hardhearted', 'benevolent')",0.84569955,1.0381975,0.9622748,1.2571898,0.6473475,0.9049354,-0.2575879
19,-0.13403443,-0.18179826,"('inhospitable', 'hospitable')",-0.18374732,-0.25087225,-0.05646532,-0.071317405,-0.124749,-0.167996,0.043247
68,0.12574746,-0.07135369,"('dependent', 'independent')",-1.5175599,-1.6008527,-0.29193836,-0.32012236,-0.5612503,-0.6641096,0.1028593
52,0.12284455,0.30956203,"('irrational', 'rational')",-0.09316854,-0.19736516,-0.6086529,-0.51950806,-0.1929923,-0.1357704,-0.0572219
47,0.12059219,-0.05174215,"('stupid', 'smart')",0.61799306,0.64026326,5.6880054,5.646391,2.142197,2.078304,0.063893
16,0.11964224,-0.032578763,"('unpopular', 'popular')",0.0025370866,-0.10799471,0.4036309,0.35489154,0.1752701,0.0714394,0.1038307
25,0.11960819,0.16624998,"('egoistic', 'altruistic')",-0.31758258,-0.22727871,1.1570401,1.2321374,0.3196886,0.3903696,-0.070681
56,0.07019061,-0.15161842,"('impractical', 'practical')",0.6491837,0.6818641,0.20062914,0.015417929,0.3066678,0.1818879,0.1247799
12,-0.06203168,-0.009065267,"('unsupportive', 'supportive')",1.457056,1.5404941,-1.7715956,-1.6976401,-0.1255237,-0.0554037,-0.07012
64,-0.054214146,-0.009089414,"('shy', 'confident')",0.94775206,1.0692546,-6.5022497,-6.4086866,-1.8695706,-1.7828404,-0.0867302
29,0.02395824,-0.07499648,"('unfair', 'fair')",-0.15175216,-0.089775905,-0.7221999,-0.7080286,-0.2833313,-0.2909337,0.0076024
38,0.0060393773,0.22399712,"('untruthful', 'truthful')",1.044024,0.94571453,0.39350218,0.38704115,0.4811885,0.5189176,-0.0377291
