,principal_male,principal_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
31,-4.358821,-2.5055475,"('evil', 'good')",-0.19283023,-0.00087233074,-1.7562519,-1.6998558,-1.1077453,-1.1012938,-1.853912,-1.3268924,-0.5270196
60,3.9996626,2.1289325,"('inefficient', 'efficient')",-0.39624748,-0.87797976,1.5503745,1.4360441,0.54207814,0.23260225,1.4239669,0.7298998,0.6940671
6,-3.9942534,-2.168179,"('distant', 'open')",0.13421051,0.36968532,-1.5638202,-1.432305,0.07096104,0.25776464,-1.3382255,-0.7432585,-0.594967
70,3.7070134,2.2654583,"('lethargic', 'energetic')",0.0720868,0.03243652,1.6331886,1.6411246,1.4017321,1.182344,1.7035052,1.2803409,0.4231643
46,3.6463048,1.5477046,"('uncompetitive', 'competitive')",0.4824538,0.105264634,2.4086864,2.1803036,-0.4709747,-0.5549123,1.5166175,0.8195902,0.6970273
36,-3.6171174,-1.7979624,"('hostile', 'amicable')",0.35965335,0.8612947,-1.6065888,-1.2332784,-0.3328457,0.033293556,-1.2992246,-0.5341632,-0.7650614
85,-3.4798398,-1.2556623,"('insignificant', 'prestigious')",1.5876322,2.158677,-0.63023484,-0.48300493,-0.4687763,0.12895072,-0.7478046,0.1372401,-0.8850447
10,3.4366808,1.4963396,"('unsympathetic', 'sympathetic')",-1.2772764,-1.4284406,0.5286031,0.45824498,0.35360345,0.14668465,0.7604027,0.1682072,0.5921955
62,3.3962169,2.0680115,"('incompetent', 'brilliant')",0.45240882,0.11903579,1.1432047,1.0916162,0.6281796,0.31316638,1.4050025,0.8979574,0.5070451
21,3.383521,1.9673637,"('immoral', 'moral')",0.22897007,-0.019749943,0.86567116,0.8954459,-0.47713897,-0.76770794,1.0002558,0.5188379,0.4814179
65,3.2996802,1.8194556,"('insecure', 'secure')",-0.55628633,-0.7819163,1.2618601,1.1538763,0.38135773,0.13425077,1.0966529,0.5814166,0.5152363
55,3.2221456,1.2778502,"('incompetent', 'clever')",-1.0945745,-1.400677,0.6576247,0.57932305,0.46318224,0.11859262,0.8120945,0.1437722,0.6683223
80,3.2129855,1.5634671,"('dominated', 'dominating')",-0.17327721,-0.37798256,2.1720035,1.8801979,-0.71559155,-0.9355579,1.1240301,0.5325311,0.591499
13,3.1733708,1.8218229,"('impolite', 'polite')",-0.13271403,-0.3601499,0.2501523,0.4196716,0.03488799,-0.18701705,0.8314243,0.4235819,0.4078424
5,-3.1356204,-1.4526275,"('distant', 'outgoing')",1.0140033,1.2094897,-0.9851977,-0.8711174,-0.55322707,-0.38325065,-0.9150105,-0.3743765,-0.540634
35,-3.1240327,-1.4210922,"('corrupt', 'incorrupt')",-0.3896451,0.05726263,-1.7491846,-1.539352,-0.8010808,-0.46420306,-1.5159857,-0.8418462,-0.6741395
56,2.859136,1.4814991,"('impractical', 'practical')",0.16427168,-0.1104823,1.0311003,0.8366329,-0.09028823,-0.19772388,0.991055,0.5024815,0.4885735
43,2.8155806,2.0276423,"('irresponsible', 'responsible')",0.56272197,0.43761137,1.4055483,1.507204,1.0734317,1.0875751,1.4643207,1.2650082,0.1993125
30,2.8102527,2.2202053,"('intolerant', 'tolerant')",0.027964327,-0.09762867,0.14761093,0.43247133,1.0673596,1.0814124,1.0132968,0.9091151,0.1041817
23,2.7620938,1.629544,"('insincere', 'sincere')",0.40755546,0.053332306,1.0628482,0.94414836,6.716583,6.383745,2.7372699,2.2526925,0.4845774
51,2.702714,1.2832628,"('uneducated', 'educated')",-0.5441423,-0.59268004,0.39242452,0.44929352,0.6142603,0.5807062,0.7913141,0.4301456,0.3611685
39,2.7007136,2.691556,"('exploitative', 'cooperative')",0.7956775,0.90242016,1.512571,1.7159379,0.539691,0.53030306,1.3871633,1.4600542,-0.0728909
69,-2.6281466,-1.0923985,"('lazy', 'industrious')",0.9588849,1.2581656,0.075377196,0.079870954,-1.358144,-1.0017029,-0.7380071,-0.1890162,-0.5489909
7,2.5933168,1.4614077,"('insensitive', 'sensitive')",0.52113444,0.33611453,1.2452741,1.1836122,1.6059836,1.5188794,1.4914272,1.1250035,0.3664237
52,-2.5662148,-1.1776731,"('irrational', 'rational')",0.42048147,0.73015296,-1.3200842,-1.262708,-0.4022227,-0.18620117,-0.96701,-0.4741073,-0.4929027
81,2.548359,1.0048064,"('submissive', 'aggressive')",0.34433126,0.0444638,2.4334435,2.250944,-0.4020545,-0.5605998,1.2310199,0.6849036,0.5461163
12,2.5338726,2.147154,"('unsupportive', 'supportive')",1.4181646,1.3660908,1.8244815,1.7930429,-1.6172229,-1.4901583,1.039824,0.9540324,0.0857916
8,-2.4853003,-1.3579875,"('unaffectionate', 'affectionate')",0.47917375,0.7099202,0.017231002,0.024798695,0.7703751,0.8907482,-0.3046302,0.0668699,-0.3715001
14,2.4742174,1.2986588,"('antisocial', 'social')",1.1854429,1.074114,1.6564013,1.649256,-0.06983508,-0.26581225,1.3115566,0.9390542,0.3725024
1,-2.462542,-1.5936414,"('unfriendly', 'friendly')",1.4691402,1.4174029,0.41644114,0.19689739,1.5030043,1.7284877,0.2315109,0.4372866,-0.2057757
4,-2.426771,-1.4931781,"('disliked', 'liked')",0.3430057,0.31143227,-0.3462917,-0.43532068,-7.467438,-7.0456963,-2.4743738,-2.1656907,-0.3086831
45,2.350076,1.0266147,"('incompetent', 'competent')",-0.62611395,-1.0374844,0.37613297,0.14821729,0.03694725,-0.17444952,0.5342606,-0.0092755,0.5435361
11,2.2600343,1.4044193,"('unhelpful', 'helpful')",-0.07842782,-0.37086537,0.19283427,0.3361342,1.8717127,1.9154655,1.0615385,0.8212884,0.2402501
76,2.1572413,1.0712439,"('anxious', 'daring')",-0.5605189,-0.6044018,0.8792148,0.9638414,0.18367818,0.14240652,0.6649038,0.3932725,0.2716313
75,-2.0424743,-1.1262628,"('meek', 'impulsive')",0.16222593,0.29290345,-0.5338969,-0.61252457,-0.75027394,-0.61327475,-0.7911048,-0.5147897,-0.2763151
77,1.8960074,0.7102175,"('unmotivated', 'motivated')",0.896819,0.7363618,1.3003877,0.9928848,-0.9752351,-1.0908666,0.7794948,0.3371494,0.4423454
32,1.8109566,1.2497743,"('unkind', 'kind')",-0.04908921,-0.23190019,1.1381375,1.0584229,1.150317,1.2138534,1.0125804,0.8225376,0.1900428
25,-1.8050013,-1.0573536,"('egoistic', 'altruistic')",0.66303945,0.70434475,0.21532339,0.16182418,1.5799364,1.6854306,0.1633245,0.3735615,-0.210237
42,1.7502072,1.4498593,"('unreliable', 'reliable')",0.832869,1.0127527,1.8553581,1.9149965,-2.712198,-2.7883358,0.4315591,0.3973181,0.034241
74,1.7420925,1.1654304,"('undedicated', 'dedicated')",0.8341339,0.88835156,1.4778843,1.4027665,0.24912058,0.4747259,1.0758078,0.9828186,0.0929892
59,-1.7401552,-0.36523634,"('foolish', 'wise')",1.1557655,1.3176866,-1.0886921,-0.97040945,0.07545975,0.28937152,-0.3994055,0.0678531,-0.4672586
79,-1.7064867,-0.43438044,"('wavering', 'unwavering')",0.04523688,0.4204205,-1.2010384,-0.9814739,-0.6375546,-0.34014472,-0.8749607,-0.3338946,-0.5410661
16,-1.5760728,-1.4209168,"('unpopular', 'popular')",-0.2883458,-0.2266343,-0.52565306,-0.61843026,0.017054766,0.10587041,-0.5932542,-0.5400277,-0.0532265
24,1.5471712,1.0307018,"('dishonest', 'honest')",-0.045321178,-0.13635369,-0.35828403,-0.070284136,0.90141594,0.96428883,0.5112455,0.4470882,0.0641573
0,1.3752527,0.035116497,"('unsociable', 'sociable')",-0.33948612,-0.592169,0.7771948,0.68903804,-0.19681966,-0.4930039,0.4040354,-0.0902546,0.49429
22,1.3684356,0.8050624,"('untrustworthy', 'trustworthy')",-0.0873606,-0.1947665,1.1958115,1.1296388,-0.3912416,-0.5066891,0.5214112,0.3083114,0.2130998
72,1.3415964,1.2242241,"('unambitious', 'ambitious')",0.37146345,0.25188392,0.8248801,0.58448946,-0.032452248,-0.29809234,0.6263719,0.4406263,0.1857456
86,1.316507,-0.003188299,"('uninfluential', 'influential')",-0.5630302,-0.7501227,0.66969776,0.4956328,0.37726477,0.19785741,0.4501098,-0.0149552,0.465065
37,1.315555,0.74362904,"('fake', 'genuine')",-0.5459793,-0.6595506,0.14057283,0.122290865,0.70911264,0.5166737,0.4048153,0.1807607,0.2240546
3,1.2916546,0.37273538,"('repellent', 'pleasant')",-0.6888825,-0.8067191,1.2983482,1.117514,0.9214067,0.5576269,0.7056317,0.3102893,0.3953424
63,1.2723954,0.7644589,"('unperceptive', 'insightful')",1.4488175,1.1347127,2.8690739,2.538826,1.2430093,1.0802376,1.708324,1.3795588,0.3287652
28,1.2159476,0.48804957,"('disloyal', 'loyal')",0.106112644,0.038192365,0.1573979,0.06113805,1.1533636,1.0677037,0.6582054,0.4137709,0.2444345
48,1.1871158,0.020248383,"('unintelligent', 'intelligent')",-1.2584269,-1.5845723,-0.7091165,-0.7981513,0.25382468,0.18619409,-0.1316507,-0.5440702,0.4124195
61,1.1822834,1.0110055,"('illogical', 'logical')",0.9595994,0.9358713,0.34947377,0.27609888,0.33421394,0.26341507,0.7063926,0.6215977,0.0847949
84,1.1774131,1.0098648,"('inferior', 'superior')",0.3185824,0.34521538,0.2818632,0.29843047,0.3228687,0.4179247,0.5251819,0.5178588,0.0073231
83,1.176906,1.1911994,"('powerless', 'powerful')",0.9039632,0.95365936,0.12007698,0.13812052,-0.84086293,-1.0165148,0.3400208,0.3166161,0.0234047
87,1.1053749,0.48677346,"('unsuccessful', 'successful')",1.1965829,0.9950839,1.6302056,1.4690888,0.7347125,0.697564,1.166719,0.9121276,0.2545914
58,1.0900275,0.88997424,"('undiscriminating', 'discriminating')",1.4175606,1.4638513,1.1733837,1.0950983,0.17124254,0.20028348,0.9630535,0.9123018,0.0507517
29,-1.0387907,-0.67561156,"('unfair', 'fair')",-0.2411051,-0.3716584,-0.45649415,-0.67589897,-0.72991633,-0.6982206,-0.6165766,-0.6053474,-0.0112292
67,1.0221083,0.8987872,"('doubtful', 'determined')",0.026646594,0.07508318,0.44300616,0.5186613,-1.0548888,-0.9405787,0.1092181,0.1379883,-0.0287702
73,0.97343147,1.7140799,"('helpless', 'self-reliant')",1.4925566,1.5833943,0.10843851,0.34166417,-3.2117455,-3.2753453,-0.1593297,0.0909482,-0.2502779
44,-0.9308542,-0.33026356,"('prejudiced', 'unprejudiced')",-0.5832137,-0.36920798,-0.6609332,-0.3838586,-1.5721413,-1.3868495,-0.9367856,-0.6175449,-0.3192407
57,0.8554634,0.077515595,"('unimaginative', 'imaginative')",-0.3834384,-0.36156586,0.06706915,-0.086489685,-2.6759784,-2.5644934,-0.5342211,-0.7337583,0.1995372
34,0.8456167,0.72248566,"('mean', 'honorable')",0.24315688,0.2349356,0.59387285,0.5697351,6.0688186,6.1703067,1.9378662,1.9243658,0.0135004
9,-0.79157937,-0.021349395,"('unaffectionate', 'caring')",1.342157,1.2755207,0.77171206,0.6915179,1.416292,1.4781064,0.6846454,0.8559489,-0.1713035
47,0.7784594,0.5313806,"('stupid', 'smart')",0.42980924,0.45550305,0.5671242,0.6435715,5.939993,5.8227735,1.9288464,1.8633071,0.0655393
19,-0.6985245,0.10301531,"('inhospitable', 'hospitable')",-0.14695324,-0.03493635,-1.619859,-1.3992066,-0.4217773,-0.25539708,-0.7217785,-0.3966312,-0.3251473
20,0.6418178,0.21886002,"('rough', 'thoughtful')",0.0072991475,0.017527524,0.6156421,0.5313419,0.8888925,0.9939846,0.5384129,0.4404285,0.0979844
53,-0.6257404,-0.926261,"('uncreative', 'creative')",1.0216742,1.0410019,0.07926936,-0.052110903,0.95093423,1.0502247,0.3565343,0.2782137,0.0783206
2,0.6239917,1.2782972,"('unlikable', 'likable')",2.2587001,2.444658,1.5389507,1.8932419,0.19174567,0.5555994,1.153347,1.5429491,-0.3896021
41,0.576116,0.85483664,"('unforgiving', 'forgiving')",0.87455285,0.9042226,0.7034227,0.803124,0.07815775,0.23011252,0.5580623,0.6980739,-0.1400116
66,-0.4099247,-0.16826135,"('inactive', 'active')",1.0892828,1.4088356,1.403072,1.3759243,0.3912322,0.79392713,0.6184156,0.8526065,-0.2341909
71,-0.38316023,0.24352826,"('diffident', 'self-confident')",1.52501,1.5934465,0.69597226,0.74104244,0.41100806,0.532812,0.5622075,0.7777073,-0.2154998
54,-0.3180962,0.0038890764,"('incapable', 'capable')",1.1307938,1.2761754,0.30287609,0.37831154,1.1658232,1.2789943,0.5703492,0.7343426,-0.1639934
82,0.30504686,-0.6441347,"('poor', 'rich')",-0.4823912,-0.8375099,-0.018762087,-0.16400078,6.7904277,6.4455113,1.6485803,1.1999664,0.4486139
15,-0.29171658,0.31161407,"('boring', 'funny')",0.500926,0.47247612,-0.7231379,-0.49492708,0.20630208,0.27198213,-0.0769066,0.1402863,-0.2171929
49,-0.27678004,-0.6280253,"('unable', 'able')",-1.0743732,-1.2436563,-0.58989507,-0.57941204,-0.16880167,-0.42342716,-0.5274625,-0.7186302,0.1911677
78,-0.24939916,-0.8379571,"('nonresilient', 'resilient')",1.1186067,0.86763173,1.907904,1.3700918,-0.10344965,-0.07588785,0.6684155,0.3309697,0.3374458
