,us_male,us_female,tuple,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,male-female
39,1.8887923,1.8326275,"('exploitative', 'cooperative')",0.72956204,0.7455853,0.1080321,0.011161727,0.9087954,0.8631248,0.0456706
11,1.7572519,1.9688263,"('unhelpful', 'helpful')",-0.64846,-0.6542177,1.4327909,1.580891,0.8471942,0.9651666,-0.1179724
35,-1.7505372,-2.2158067,"('corrupt', 'incorrupt')",0.6961651,0.6964251,-0.80498844,-1.0430151,-0.6197868,-0.8541323,0.2343455
36,-1.7288334,-2.4132211,"('hostile', 'amicable')",2.1364298,1.9089189,-0.3140631,-0.7729201,0.0311777,-0.4257408,0.4569185
62,1.599684,1.9903921,"('incompetent', 'brilliant')",-0.2102973,-0.1570018,0.24626087,0.6017348,0.5452158,0.8117084,-0.2664926
12,1.5859648,1.9707192,"('unsupportive', 'supportive')",-0.18767473,-0.027926482,-1.6168003,-1.2764989,-0.0728368,0.222098,-0.2949348
43,1.3802308,1.6320792,"('irresponsible', 'responsible')",-0.8924846,-0.9247637,0.42887482,0.7359681,0.3055403,0.4810946,-0.1755543
74,1.3428535,1.612226,"('undedicated', 'dedicated')",-0.045202672,-0.103488006,0.11219556,0.096606195,0.4699488,0.5351148,-0.065166
51,1.3168477,1.6321574,"('uneducated', 'educated')",-1.8738611,-1.7358956,0.12806334,0.2169336,-0.1429834,0.0377318,-0.1807152
31,-1.2899547,-1.3398299,"('evil', 'good')",0.5404199,0.78055763,-0.5623407,-0.6982596,-0.4372918,-0.4191773,-0.0181145
23,1.2689568,1.287477,"('insincere', 'sincere')",0.27218285,0.037394635,5.9558387,5.931859,2.4989928,2.4189102,0.0800826
60,1.26858,1.6843921,"('inefficient', 'efficient')",-1.1283717,-1.1432624,0.06256405,0.43260753,0.0675908,0.3245791,-0.2569883
65,1.265412,1.1891752,"('insecure', 'secure')",-0.4286443,-0.5798719,0.15838766,0.20703232,0.3317184,0.2721119,0.0596065
56,1.2487823,1.5374959,"('impractical', 'practical')",-0.46349463,-0.5173981,-0.32258832,-0.10649585,0.1542331,0.304534,-0.1503009
85,-1.2376496,-1.6546706,"('insignificant', 'prestigious')",1.3528602,1.3275301,-0.1736391,-0.5797981,-0.0194762,-0.3023129,0.2828367
2,1.2298263,0.9789039,"('unlikable', 'likable')",1.4769474,1.2880238,0.7237117,0.68722,1.1434952,0.9847159,0.1587793
76,1.1926138,1.2220646,"('anxious', 'daring')",-0.31380567,-0.5060141,0.24350767,0.3390188,0.3741053,0.3516898,0.0224155
73,1.163869,0.9629753,"('helpless', 'self-reliant')",1.1429905,1.1693914,-3.2220569,-3.1038775,-0.3050658,-0.323837,0.0187712
21,1.1469716,1.3902583,"('immoral', 'moral')",-1.1762414,-1.2636082,-0.5247881,-0.25320548,-0.184686,-0.0421851,-0.1425009
42,1.1333219,1.1954006,"('unreliable', 'reliable')",0.18287985,0.21816725,-2.707476,-2.4754894,-0.4637581,-0.3539739,-0.1097842
16,-1.0074984,-1.2112081,"('unpopular', 'popular')",0.21240564,0.2213712,0.028909318,-0.1631625,-0.2553945,-0.3843331,0.1289386
81,0.9778595,1.1276122,"('submissive', 'aggressive')",-1.0433482,-1.1685436,-0.35636425,-0.23799436,-0.1406176,-0.0929752,-0.0476424
87,0.96283746,0.9606344,"('unsuccessful', 'successful')",0.8140428,0.7890117,0.51578987,0.42033017,0.7642234,0.7233254,0.040898
63,0.9409119,1.42802,"('unperceptive', 'insightful')",0.0033760369,0.02448103,0.28505343,0.6316586,0.4097804,0.6947199,-0.2849395
80,0.91691035,1.3591108,"('dominated', 'dominating')",-0.5334858,-0.5330357,-0.6120716,-0.42193773,-0.0762157,0.1347125,-0.2109282
70,0.9077349,1.3012227,"('lethargic', 'energetic')",-1.2106743,-1.1498319,1.0754678,1.2854831,0.2575095,0.478958,-0.2214485
5,-0.87867916,-1.158436,"('distant', 'outgoing')",1.6770666,1.7327139,0.10973044,0.17543569,0.3027059,0.2499046,0.0528013
37,-0.8668238,-0.7675255,"('fake', 'genuine')",-1.707226,-1.6311854,0.3020128,0.52228194,-0.7573457,-0.6254764,-0.1318693
10,0.86667323,1.5213593,"('unsympathetic', 'sympathetic')",-2.4347465,-2.4265165,0.4544994,0.82503027,-0.3711913,-0.026709,-0.3444823
4,-0.8483008,-0.65446347,"('disliked', 'liked')",0.21735573,0.3926262,-7.5968614,-7.5272346,-2.742602,-2.5963573,-0.1462447
6,-0.8448564,-1.009009,"('distant', 'open')",1.3279272,1.3312513,0.6967034,0.652262,0.3932581,0.3248347,0.0684234
82,-0.8439083,-0.57533467,"('poor', 'rich')",-1.0678935,-1.1088275,6.73412,6.699193,1.6074394,1.671677,-0.0642376
32,0.8372093,0.95887274,"('unkind', 'kind')",-0.03302189,-0.12680247,1.1273389,1.2705965,0.6438421,0.700889,-0.0570469
27,0.83401245,0.76620245,"('hardhearted', 'softhearted')",-0.30576873,-0.1627666,1.3760759,1.4638039,0.6347732,0.6890799,-0.0543067
30,0.81837803,0.9257105,"('intolerant', 'tolerant')",-1.0093526,-1.0453318,0.3549688,0.52969176,0.0546648,0.1366901,-0.0820253
71,0.7953642,0.6562885,"('diffident', 'self-confident')",1.2868918,1.3469931,0.53114086,0.68833125,0.8711323,0.8972042,-0.0260719
72,0.7792626,0.8370785,"('unambitious', 'ambitious')",-0.6302396,-0.58638006,0.5249627,0.6879299,0.2246619,0.3128761,-0.0882142
69,-0.76511824,-1.0269005,"('lazy', 'industrious')",1.9911076,2.082947,-1.2173021,-1.3912045,0.0028958,-0.1117193,0.1146151
55,0.76287687,1.2848406,"('incompetent', 'clever')",-1.9865174,-1.9431299,0.019801918,0.27622512,-0.4012795,-0.1273547,-0.2739248
9,0.75086606,0.6841148,"('unaffectionate', 'caring')",1.162371,1.0464833,1.3749734,1.5393641,1.0960701,1.0899874,0.0060827
13,0.7290491,0.81791127,"('impolite', 'polite')",-0.34328717,-0.33932656,-0.37319967,0.0046292096,0.0041874,0.1610713,-0.1568839
83,0.6913357,0.6135892,"('powerless', 'powerful')",1.1616201,1.1128689,-0.72609395,-0.56154215,0.3756206,0.3883053,-0.0126847
50,-0.63865435,-0.7397058,"('clumsy', 'skillful')",0.19483465,0.12342669,0.2111869,0.10379765,-0.0775443,-0.1708272,0.0932829
78,-0.628786,-0.3402687,"('nonresilient', 'resilient')",0.55126774,0.6151989,-0.71927965,-0.69642705,-0.2655993,-0.1404989,-0.1251004
54,0.62320817,0.23139624,"('incapable', 'capable')",1.3099959,1.284771,1.2654272,1.3821527,1.0662104,0.9661066,0.1001038
8,-0.61159503,-0.8378686,"('unaffectionate', 'affectionate')",0.41316748,0.2757305,1.0947883,1.1959909,0.2987869,0.2112843,0.0875026
38,0.59421945,0.72478825,"('untruthful', 'truthful')",0.74021876,0.71127266,-0.29022646,-0.089477286,0.3480706,0.4488612,-0.1007906
40,0.571101,1.0304918,"('stingy', 'generous')",1.2134582,1.2836391,-1.766448,-1.6847116,0.0060371,0.2098064,-0.2037693
61,0.5705342,0.6562688,"('illogical', 'logical')",0.45072928,0.3807009,0.03832848,0.0019630603,0.3531973,0.3463109,0.0068864
24,0.54120076,0.9585419,"('dishonest', 'honest')",-1.0652012,-1.0458757,0.8884896,1.114977,0.1214964,0.3425477,-0.2210513
1,-0.5216056,-0.4997464,"('unfriendly', 'friendly')",0.9124659,0.84883183,1.3509446,1.2894969,0.5806016,0.5461941,0.0344075
75,-0.5058611,-0.7545384,"('meek', 'impulsive')",0.60693383,0.6511186,-0.1504766,-0.13884601,-0.016468,-0.0807553,0.0642873
29,-0.4805707,-0.4775821,"('unfair', 'fair')",-0.495767,-0.25125885,-0.32997864,-0.39417893,-0.4354388,-0.37434,-0.0610988
47,0.47980434,0.47944456,"('stupid', 'smart')",-0.2137376,-0.29616514,5.216668,5.427651,1.8275782,1.8703101,-0.0427319
28,0.4692345,0.8606143,"('disloyal', 'loyal')",-0.60954815,-0.69190884,0.3991696,0.40724096,0.0862853,0.1919822,-0.1056969
15,0.4385699,0.17395121,"('boring', 'funny')",1.4731444,1.3892527,0.62749684,0.51613647,0.8464038,0.6931134,0.1532904
7,0.43448773,0.7949254,"('insensitive', 'sensitive')",-0.35069522,-0.32094276,0.7830145,1.0787032,0.2889357,0.5175619,-0.2286262
88,-0.418422,-0.44043377,"('low', 'eminent')",-1.2969472,-1.4482243,0.059486266,0.030506808,-0.551961,-0.6193837,0.0674227
48,0.3976797,0.6302699,"('unintelligent', 'intelligent')",-1.227694,-1.2096235,-0.19906646,0.0810221,-0.343027,-0.1661105,-0.1769165
3,0.39283466,0.6445333,"('repellent', 'pleasant')",-0.83321184,-0.887806,0.79328877,0.6923578,0.1176372,0.149695,-0.0320578
79,-0.38322568,-0.45638254,"('wavering', 'unwavering')",0.8001682,0.7347889,0.008501648,-0.05897724,0.1418147,0.073143,0.0686717
49,-0.3434196,-0.14417589,"('unable', 'able')",-0.68157005,-0.5894598,-0.18624474,0.11614053,-0.4037448,-0.2058317,-0.1979131
46,0.339054,0.7567903,"('uncompetitive', 'competitive')",-0.9960974,-1.0492013,-1.3290836,-1.1298378,-0.6620423,-0.4740829,-0.1879594
84,-0.32510793,-0.45096934,"('inferior', 'superior')",-0.1765383,-0.06404805,-0.18021066,-0.10764421,-0.2272856,-0.2075539,-0.0197317
45,-0.3208622,0.43413475,"('incompetent', 'competent')",-1.808932,-1.7142817,-0.33954936,-0.102046624,-0.8231145,-0.4607312,-0.3623833
14,0.30464703,0.78805107,"('antisocial', 'social')",-0.7483918,-0.7288853,-0.18161185,-0.1693815,-0.2084522,-0.0367386,-0.1717136
53,-0.2791885,-0.097355634,"('uncreative', 'creative')",-0.089670904,-0.10738575,-0.029020086,-0.026776196,-0.1326265,-0.0771725,-0.055454
66,0.26098353,0.14970532,"('inactive', 'active')",1.027639,1.1398075,0.5667837,0.4018365,0.6184688,0.5637831,0.0546857
67,0.23083475,0.24814467,"('doubtful', 'determined')",0.031599686,0.03934531,-0.76725835,-0.6319293,-0.1682746,-0.1148131,-0.0534615
33,0.22657077,0.04191505,"('wrong', 'right')",1.615767,1.7198899,-0.3754072,-0.26635483,0.4889768,0.4984834,-0.0095066
64,0.18606251,0.26316452,"('shy', 'confident')",-0.8866892,-0.8321164,-6.3681684,-6.2503157,-2.3562651,-2.2730892,-0.0831759
68,-0.17987227,-0.033056848,"('dependent', 'independent')",-2.162501,-1.9453187,-1.184959,-0.94837856,-1.1757774,-0.9755847,-0.2001927
18,0.1654214,0.16335434,"('disagreeable', 'welcoming')",-0.14002976,-0.16752993,-0.37097123,-0.47316644,-0.1151932,-0.159114,0.0439208
26,-0.149705,0.038172845,"('hardhearted', 'benevolent')",1.4086205,1.4626338,0.9201618,0.7936704,0.726359,0.7648257,-0.0384667
25,-0.13067387,-0.4766719,"('egoistic', 'altruistic')",1.2436564,1.1529965,0.8555534,0.6928765,0.6561786,0.4564004,0.1997782
20,0.12617469,0.08046144,"('rough', 'thoughtful')",-0.24601826,-0.31566814,-0.062173404,-0.18017235,-0.0606723,-0.1384597,0.0777874
86,0.112015694,0.6863496,"('uninfluential', 'influential')",-1.6851022,-1.5916358,0.07735772,0.28076646,-0.4985762,-0.2081733,-0.2904029
19,-0.107086256,-0.23987027,"('inhospitable', 'hospitable')",-0.72195816,-0.5910251,-0.18195373,0.02745577,-0.3369994,-0.2678132,-0.0691862
22,-0.10668537,0.33304507,"('untrustworthy', 'trustworthy')",-1.5685732,-1.5060555,-0.6837723,-0.4634247,-0.7863437,-0.5454783,-0.2408654
58,-0.101247735,0.17568646,"('undiscriminating', 'discriminating')",0.80696684,0.8344055,-0.2688944,-0.15881762,0.1456082,0.2837581,-0.1381499
57,-0.098312706,0.30054,"('unimaginative', 'imaginative')",-0.8587002,-0.8124209,-2.8227317,-2.582944,-1.2599149,-1.0316083,-0.2283066
44,-0.09811159,-0.49644378,"('prejudiced', 'unprejudiced')",-0.14865062,-0.22930293,-1.2968303,-1.363439,-0.5145308,-0.6963952,0.1818644
52,0.06579907,-0.37230638,"('irrational', 'rational')",0.9015541,0.7155829,0.31637606,-0.103303015,0.4279097,0.0799912,0.3479185
