,mbia_male,mbia_female,tuple,inc_male,inc_female,average_male,average_female,male-female
60,2.257921,2.165108,"('inefficient', 'efficient')",0.72364056,0.740135,1.4907808,1.4526215,0.0381593
36,-1.8851655,-1.7326969,"('hostile', 'amicable')",-0.31212023,-0.30186486,-1.0986428,-1.0172808,-0.081362
31,-1.8738745,-1.7413372,"('evil', 'good')",-1.4462522,-1.5136863,-1.6600634,-1.6275117,-0.0325517
6,-1.7795582,-1.9178627,"('distant', 'open')",0.017635113,-0.22433884,-0.8809615,-1.0711007,0.1901392
30,1.7479376,1.8551493,"('intolerant', 'tolerant')",1.8695222,2.2344089,1.8087299,2.0447791,-0.2360492
79,-1.6279714,-1.2987331,"('wavering', 'unwavering')",-0.1327338,-0.099534586,-0.8803526,-0.6991339,-0.1812187
62,1.5050154,1.7075412,"('incompetent', 'brilliant')",0.7828892,0.83812827,1.1439523,1.2728348,-0.1288825
39,1.4781431,1.30881,"('exploitative', 'cooperative')",0.027660977,0.17384112,0.752902,0.7413256,0.0115764
5,-1.4661239,-1.5806993,"('distant', 'outgoing')",-0.3180465,-0.5076676,-0.8920852,-1.0441835,0.1520983
8,-1.4244958,-1.681951,"('unaffectionate', 'affectionate')",0.27031946,-0.06403911,-0.5770882,-0.8729951,0.2959069
14,1.3806516,1.4589943,"('antisocial', 'social')",-0.3401468,-0.080990106,0.5202524,0.6890021,-0.1687497
19,-1.3351636,-1.0990841,"('inhospitable', 'hospitable')",-0.11942991,-0.13531046,-0.7272968,-0.6171973,-0.1100995
25,-1.3328938,-1.3258684,"('egoistic', 'altruistic')",0.9970361,1.1475663,-0.1679289,-0.089151,-0.0787779
53,-1.3203355,-1.1642052,"('uncreative', 'creative')",0.7926539,0.7747674,-0.2638408,-0.1947189,-0.0691219
76,1.2442863,1.235704,"('anxious', 'daring')",0.632287,0.8169206,0.9382867,1.0263122,-0.0880255
70,1.1688106,1.2276815,"('lethargic', 'energetic')",1.2160314,1.2201529,1.192421,1.2239172,-0.0314962
63,1.1321448,1.2568802,"('unperceptive', 'insightful')",1.5726873,1.3107289,1.352416,1.2838045,0.0686115
81,1.1214008,1.3028843,"('submissive', 'aggressive')",-0.18807858,0.10007852,0.4666611,0.7014815,-0.2348204
35,-1.0935636,-1.2823722,"('corrupt', 'incorrupt')",-0.376034,-0.5106272,-0.7347988,-0.8964998,0.161701
42,1.0860652,1.3642533,"('unreliable', 'reliable')",-2.794617,-2.6068938,-0.8542759,-0.6213202,-0.2329557
1,-1.0739827,-1.1528208,"('unfriendly', 'friendly')",1.4887607,1.1268427,0.207389,-0.012989,0.220378
56,1.0662651,1.3089854,"('impractical', 'practical')",0.32452625,0.6975764,0.6953957,1.0032809,-0.3078852
66,-0.99852,-1.1333709,"('inactive', 'active')",0.5194985,0.32722086,-0.2395107,-0.403075,0.1635643
52,-0.9931507,-0.8621782,"('irrational', 'rational')",-0.4916748,-0.49301675,-0.7424127,-0.6775975,-0.0648152
57,-0.9762515,-0.69092256,"('unimaginative', 'imaginative')",-2.485099,-2.0949469,-1.7306752,-1.3929347,-0.3377405
67,0.97391057,0.9843257,"('doubtful', 'determined')",-0.24586304,-0.17431289,0.3640238,0.4050064,-0.0409826
32,0.9612215,1.250307,"('unkind', 'kind')",1.03133,1.1664997,0.9962758,1.2084033,-0.2121275
55,0.9336343,0.97129333,"('incompetent', 'clever')",0.35520923,0.29167208,0.6444218,0.6314827,0.0129391
21,0.9265621,1.3547612,"('immoral', 'moral')",-0.20833169,0.014711471,0.3591152,0.6847364,-0.3256212
65,0.8964984,0.8101087,"('insecure', 'secure')",-0.29235357,-0.32325587,0.3020724,0.2434264,0.058646
75,-0.8631748,-0.80593204,"('meek', 'impulsive')",-0.36975968,-0.4319156,-0.6164672,-0.6189238,0.0024566
64,0.85477155,0.90173614,"('shy', 'confident')",-6.219889,-5.827795,-2.6825588,-2.4630294,-0.2195294
71,0.8121346,0.9618874,"('diffident', 'self-confident')",0.45541042,0.3969208,0.6337725,0.6794041,-0.0456316
43,0.80364954,0.8595356,"('irresponsible', 'responsible')",0.9851755,0.94779694,0.8944125,0.9036663,-0.0092538
16,-0.8022398,-0.48954743,"('unpopular', 'popular')",0.31637335,0.5843851,-0.2429332,0.0474188,-0.290352
13,0.78939337,0.9076636,"('impolite', 'polite')",0.21139596,0.38753754,0.5003946,0.6476005,-0.1472059
9,-0.7551515,-0.9104731,"('unaffectionate', 'caring')",0.95443785,0.61502486,0.0996432,-0.1477241,0.2473673
10,0.74129546,0.911285,"('unsympathetic', 'sympathetic')",-0.09798618,-0.10726945,0.3216546,0.4020078,-0.0803532
80,0.71643436,0.6478234,"('dominated', 'dominating')",-1.2044996,-1.1640209,-0.2440326,-0.2580988,0.0140662
46,0.71206665,0.69123966,"('uncompetitive', 'competitive')",-0.33217478,-0.20979884,0.1899459,0.2407204,-0.0507745
74,0.70261556,0.93981284,"('undedicated', 'dedicated')",0.028953029,0.026961304,0.3657843,0.4833871,-0.1176028
85,-0.6833475,-0.4214412,"('insignificant', 'prestigious')",0.34301355,0.5168997,-0.170167,0.0477293,-0.2178963
86,-0.67304856,-0.5124298,"('uninfluential', 'influential')",-0.07564512,-0.12403676,-0.3743469,-0.3182333,-0.0561136
0,0.65835446,0.5952895,"('unsociable', 'sociable')",-0.157459,-0.2027674,0.2504477,0.1962611,0.0541866
20,0.6411704,0.41327903,"('rough', 'thoughtful')",1.1959157,0.98421144,0.918543,0.6987453,0.2197977
47,0.63931537,0.40813142,"('stupid', 'smart')",5.5680523,5.1318946,3.1036839,2.7700131,0.3336708
4,-0.63220423,-0.09429065,"('disliked', 'liked')",-6.340286,-5.7072196,-3.4862449,-2.9007552,-0.5854897
72,-0.6269933,-0.78107095,"('unambitious', 'ambitious')",-1.0139267,-1.2996593,-0.82046,-1.0403651,0.2199051
48,0.60109246,0.3896121,"('unintelligent', 'intelligent')",1.0971886,0.7985343,0.8491405,0.5940732,0.2550673
61,0.55746484,0.42666563,"('illogical', 'logical')",0.3816897,0.24916728,0.4695773,0.3379165,0.1316608
27,-0.54183245,-0.85926884,"('hardhearted', 'softhearted')",1.429501,0.95088506,0.4438343,0.0458081,0.3980262
24,0.536185,0.35660017,"('dishonest', 'honest')",0.91820323,0.65512097,0.7271941,0.5058606,0.2213335
7,0.5252548,0.60228246,"('insensitive', 'sensitive')",0.862186,0.54519784,0.6937204,0.5737401,0.1199803
17,-0.5217823,-0.43553218,"('nasty', 'nice')",-0.5463986,-0.28109455,-0.5340904,-0.3583134,-0.175777
18,-0.52093405,-0.43645313,"('disagreeable', 'welcoming')",-0.31351197,-0.20073655,-0.417223,-0.3185948,-0.0986282
73,0.49428678,0.39764977,"('helpless', 'self-reliant')",-3.0980668,-3.0876231,-1.30189,-1.3449867,0.0430967
12,0.4863346,0.80481243,"('unsupportive', 'supportive')",-1.5298868,-1.5065627,-0.5217761,-0.3508751,-0.170901
45,0.46805447,0.6744307,"('incompetent', 'competent')",0.014743339,-0.012949763,0.2413989,0.3307405,-0.0893416
49,-0.4560474,-0.44816393,"('unable', 'able')",-0.20386307,-0.2657269,-0.3299552,-0.3569454,0.0269902
2,0.44793636,0.7598226,"('unlikable', 'likable')",0.61626107,0.85309935,0.5320987,0.806461,-0.2743623
87,0.4473017,0.5336821,"('unsuccessful', 'successful')",0.66065013,0.72719646,0.5539759,0.6304393,-0.0764634
15,-0.4369819,-0.40513635,"('boring', 'funny')",0.54107046,0.67430234,0.0520443,0.134583,-0.0825387
83,0.39674187,0.37770927,"('powerless', 'powerful')",-0.8346451,-0.8052263,-0.2189516,-0.2137585,-0.0051931
69,-0.38749143,-0.7979713,"('lazy', 'industrious')",-0.4601947,-0.3725112,-0.4238431,-0.5852413,0.1613982
23,0.36788607,0.4012616,"('insincere', 'sincere')",5.9719048,5.593275,3.1698954,2.9972684,0.172627
84,0.35460413,0.3625266,"('inferior', 'superior')",0.9532564,0.7660926,0.6539303,0.5643096,0.0896207
26,0.3393493,0.43629727,"('hardhearted', 'benevolent')",1.384842,1.411161,0.8620957,0.9237291,-0.0616334
51,0.33176506,0.5797986,"('uneducated', 'educated')",0.93485385,0.8288634,0.6333095,0.704331,-0.0710215
33,-0.33005974,-0.3718466,"('wrong', 'right')",-0.6643903,-0.8463271,-0.497225,-0.6090869,0.1118619
58,-0.32291222,-0.3733752,"('undiscriminating', 'discriminating')",0.16348872,-0.035276964,-0.0797118,-0.2043261,0.1246143
29,0.31454653,0.25188097,"('unfair', 'fair')",-0.5733679,-0.95913947,-0.1294107,-0.3536292,0.2242185
40,0.2985919,0.047098342,"('stingy', 'generous')",-1.4060838,-1.7403573,-0.553746,-0.8466294,0.2928834
22,0.26188517,0.28070116,"('untrustworthy', 'trustworthy')",-0.8109998,-0.9729514,-0.2745573,-0.3461251,0.0715678
78,-0.2555983,-0.2696474,"('nonresilient', 'resilient')",0.496227,0.42692813,0.1203143,0.0786404,0.0416739
59,0.20789589,0.25013503,"('foolish', 'wise')",0.21325001,0.14363833,0.210573,0.1968867,0.0136863
3,0.19105546,0.5529831,"('repellent', 'pleasant')",-0.10369791,0.15394013,0.0436788,0.3534616,-0.3097828
54,-0.17953932,0.061203554,"('incapable', 'capable')",1.1555053,1.1934767,0.487983,0.6273401,-0.1393571
11,0.16950734,0.40460852,"('unhelpful', 'helpful')",2.1321328,2.3065042,1.15082,1.3555564,-0.2047364
37,0.1654253,-0.15862219,"('fake', 'genuine')",0.51898485,0.060812816,0.3422051,-0.0489047,0.3911098
38,0.15284014,0.48608908,"('untruthful', 'truthful')",0.37859234,0.5339123,0.2657163,0.5100007,-0.2442844
50,0.11705785,0.09782733,"('clumsy', 'skillful')",0.26745248,0.0348479,0.1922552,0.0663376,0.1259176
41,0.111390114,0.3990944,"('unforgiving', 'forgiving')",0.23377849,0.29188633,0.1725843,0.3454904,-0.1729061
82,-0.10367924,-0.1675162,"('poor', 'rich')",6.3017263,5.945657,3.0990236,2.8890703,0.2099533
28,-0.089478984,-0.25323957,"('disloyal', 'loyal')",0.7394702,0.58256984,0.3249956,0.1646651,0.1603305
68,-0.070896,-0.1565625,"('dependent', 'independent')",-0.16372213,-0.42854607,-0.1173091,-0.2925543,0.1752452
77,0.059178844,0.17015095,"('unmotivated', 'motivated')",-0.8914608,-0.75979507,-0.416141,-0.2948221,-0.1213189
44,0.028393492,-0.04835576,"('prejudiced', 'unprejudiced')",-1.3608127,-1.1466349,-0.6662096,-0.5974953,-0.0687143
34,0.027062729,0.056707025,"('mean', 'honorable')",6.230491,6.063745,3.128777,3.060226,0.068551
88,-0.022811668,0.2349408,"('low', 'eminent')",0.40061545,0.61717576,0.1889019,0.4260583,-0.2371564
