,stanley_male,stanley_female,tuple,black_male,black_female,&_male,&_female,decker_male,decker_female,inc_male,inc_female,average_male,average_female,male-female
29,-2.1504762,-2.0462177,"('unfair', 'fair')",-0.04180813,-0.24243596,-0.82917184,-0.7836546,-0.26727912,-0.31592077,-0.8890319,-0.80592597,-0.8355535,-0.8388309,0.0032774
52,-1.6864746,-1.7050225,"('irrational', 'rational')",-0.81114376,-0.7727218,1.1863942,1.2455142,1.1388743,1.2479814,0.09416623,-0.0040863203,-0.0156367,0.002333,-0.0179697
31,-1.6836808,-1.3298597,"('evil', 'good')",-1.8578933,-1.5941498,0.9050397,1.0255556,2.0620089,2.281946,-0.9424729,-1.0645789,-0.3033997,-0.1362174,-0.1671823
12,1.5989754,1.445155,"('unsupportive', 'supportive')",0.22844248,0.08775362,-0.63941514,-0.77025265,-0.097745165,-0.19916691,-1.1547817,-1.2022897,-0.0129048,-0.1277601,0.1148553
71,1.4931927,1.4247547,"('diffident', 'self-confident')",0.90316075,0.8830052,0.28279197,0.20588203,2.6790261,2.5591993,0.9274998,0.82149565,1.2571342,1.1788674,0.0782668
22,-1.4475422,-1.3761201,"('untrustworthy', 'trustworthy')",-1.3916956,-1.4620609,-1.1361297,-1.269732,-1.6516378,-1.7276273,-1.2376927,-1.114456,-1.3729397,-1.3899993,0.0170596
26,1.367928,1.454455,"('hardhearted', 'benevolent')",-0.74139404,-0.697176,1.2224975,1.1676571,0.26195022,0.45028448,1.6185261,1.6364342,0.7459016,0.802331,-0.0564294
19,-1.2969384,-0.8651947,"('inhospitable', 'hospitable')",-0.87672836,-0.61689746,-0.5289807,-0.370369,0.9988195,1.1759491,-0.24237806,-0.09017852,-0.3892412,-0.1533381,-0.2359031
75,-1.2486198,-1.0297605,"('meek', 'impulsive')",-0.030413462,0.17464139,0.35517853,0.35140967,1.5501631,1.7364553,0.0031714663,0.043143593,0.125896,0.2551779,-0.1292819
72,1.1671516,1.1431478,"('unambitious', 'ambitious')",0.016140077,0.043621443,-0.7331999,-0.85746765,-0.6846601,-0.6458478,-0.7824999,-0.66692984,-0.2034136,-0.1966952,-0.0067184
9,1.1540954,1.2632562,"('unaffectionate', 'caring')",-0.060829155,0.007915109,-0.3894778,-0.42295498,0.39839512,0.5607477,1.0071436,0.9840204,0.4218655,0.4785969,-0.0567314
6,-1.1225824,-0.65482825,"('distant', 'open')",0.44725567,0.6516261,0.90547395,1.0766882,1.8138255,2.1104293,0.34161574,0.42059338,0.4771177,0.7209018,-0.2437841
49,-1.0744815,-1.191731,"('unable', 'able')",-1.1327943,-1.3189024,-1.0160847,-1.0726182,-0.28488347,-0.44154382,-0.26879674,-0.37382892,-0.7554081,-0.8797249,0.1243168
15,-1.0333023,-0.7212728,"('boring', 'funny')",-0.5642713,-0.24499223,0.5261245,0.6814579,-0.065246984,0.14538309,0.11001973,0.2184672,-0.2053353,0.0158086,-0.2211439
45,-1.0329804,-1.0437063,"('incompetent', 'competent')",-0.86044186,-0.9797107,-1.7997464,-1.918192,-1.7507395,-1.9303479,-0.74478525,-0.7863883,-1.2377387,-1.331669,0.0939303
84,1.0177842,1.1453168,"('inferior', 'superior')",0.59029204,0.6605016,0.43547103,0.42405927,0.058241274,0.1339093,1.0362921,1.0072501,0.6276162,0.6742074,-0.0465912
57,-0.9802823,-0.89423895,"('unimaginative', 'imaginative')",-1.230237,-1.3412962,-1.9258901,-1.9495913,-3.5477347,-3.4262588,-2.5444992,-2.4805408,-2.0457287,-2.0183853,-0.0273434
80,0.96551496,0.4567232,"('dominated', 'dominating')",0.9427756,0.70549846,-0.6921576,-0.7925775,-1.6509206,-2.0104015,-1.2565038,-1.361754,-0.3382583,-0.6005023,0.262244
44,-0.9399208,-0.76572657,"('prejudiced', 'unprejudiced')",-0.66927725,-0.47466227,-0.38769794,-0.30028024,-0.6636301,-0.6922539,-1.3372204,-1.169962,-0.7995493,-0.680577,-0.1189723
87,0.91571486,0.6430369,"('unsuccessful', 'successful')",1.166442,0.89207953,2.1283085,1.9681523,0.21134448,0.00470493,1.4405718,1.2492837,1.1724764,0.9514515,0.2210249
27,-0.90979344,-0.6532264,"('hardhearted', 'softhearted')",-1.8687351,-1.8289148,-1.7019594,-1.8065606,-0.30628672,-0.33505931,1.0102684,0.94902205,-0.7553012,-0.7349477,-0.0203535
46,0.8898833,0.71314293,"('uncompetitive', 'competitive')",0.48784617,0.16222985,-0.73776114,-0.9159813,-2.7627993,-2.9899292,-0.53319687,-0.5574385,-0.5312056,-0.7175952,0.1863896
50,-0.8887297,-0.9401436,"('clumsy', 'skillful')",1.5246531,1.4390825,2.3276718,2.2803411,0.7085006,0.56519216,1.0526242,0.9000883,0.944944,0.8489121,0.0960319
62,0.82416314,0.6311258,"('incompetent', 'brilliant')",0.12903224,-0.13513017,-2.1580606,-2.3384497,-1.6604247,-1.896819,0.1959208,0.16361578,-0.5338738,-0.7151315,0.1812577
85,0.8216992,0.9009182,"('insignificant', 'prestigious')",-0.12566039,-0.03187376,1.5303725,1.5619239,2.262162,2.479199,0.87925106,0.8269055,1.0735648,1.1474146,-0.0738498
82,-0.78579634,-0.5660988,"('poor', 'rich')",-0.76022977,-0.9429581,-1.319286,-1.4408729,-1.8457199,-1.8559314,4.8343654,4.8895965,0.0246667,0.0167471,0.0079196
16,-0.77373093,-0.81818014,"('unpopular', 'popular')",-0.02868592,-0.07746825,0.84490347,0.83885854,-0.290203,-0.3350259,0.44197768,0.23261838,0.0388523,-0.0318395,0.0706918
37,-0.7719476,-0.7737114,"('fake', 'genuine')",0.41126463,0.41180688,-0.30583772,-0.28264883,-0.28231913,-0.3002954,0.1393223,0.20278269,-0.1619035,-0.1484132,-0.0134903
5,-0.75830215,-0.36113816,"('distant', 'outgoing')",-0.46866512,-0.24875958,0.91564953,1.1263659,2.418437,2.6343565,0.18137428,0.24694633,0.4576987,0.6795542,-0.2218555
13,0.73749524,0.5234857,"('impolite', 'polite')",-0.35825977,-0.47799793,-1.271197,-1.3882331,-1.8549377,-2.070513,-0.32090318,-0.3502181,-0.6135605,-0.7526953,0.1391348
68,-0.7240389,-0.6616654,"('dependent', 'independent')",-0.2524445,-0.30374295,-0.9184866,-0.8994271,-0.49290597,-0.49196112,-0.706625,-0.61431164,-0.6189002,-0.5942217,-0.0246785
30,-0.6930976,-0.740059,"('intolerant', 'tolerant')",-1.3067279,-1.4590125,-1.9410424,-1.9983768,-2.1937447,-2.2744145,0.5612086,0.5902879,-1.1146808,-1.1763149,0.0616341
56,0.68410945,0.41329575,"('impractical', 'practical')",0.029664636,-0.26238286,-1.8662058,-2.0102656,-1.2574958,-1.3977789,-0.29756626,-0.27899158,-0.5414987,-0.7072247,0.165726
53,-0.6577277,-0.45604858,"('uncreative', 'creative')",-0.86272067,-1.0360883,-0.34574866,-0.30567396,-0.7329344,-0.5955454,0.5097247,0.6670036,-0.4178814,-0.3452705,-0.0726109
79,-0.6512574,-0.4245695,"('wavering', 'unwavering')",0.36686075,0.4044188,1.0120912,1.0852827,1.0475211,1.2556374,0.14504959,0.11870993,0.384053,0.4878959,-0.1038429
39,0.6403257,0.5458315,"('exploitative', 'cooperative')",0.29068625,0.2729063,-0.58858234,-0.6473409,1.2411113,1.1856233,0.079120114,0.16269565,0.3325322,0.3039432,0.028589
4,-0.6319378,-0.74119717,"('disliked', 'liked')",-0.9365394,-1.021565,0.9773904,0.893046,0.7872225,0.7326484,-5.2792296,-5.334824,-1.0166187,-1.0943784,0.0777597
73,0.62323767,0.6995946,"('helpless', 'self-reliant')",0.75690746,0.73418474,1.2240396,1.2065922,0.0769198,0.06453359,-2.517613,-2.6084752,0.0326983,0.019286,0.0134123
3,-0.60584867,-0.9984141,"('repellent', 'pleasant')",0.010073994,-0.24888885,-0.72278184,-0.66140485,-1.0712633,-1.3372515,-0.19288011,-0.3150051,-0.51654,-0.7121929,0.1956529
67,0.5570782,0.61707485,"('doubtful', 'determined')",0.4115876,0.58265954,0.17068356,0.24594048,1.0274194,1.0704472,-0.15775904,-0.08400519,0.401802,0.4864234,-0.0846214
61,-0.54165614,-0.7620322,"('illogical', 'logical')",0.40499285,0.08815239,-0.050349083,-0.18054357,-0.18846346,-0.34184167,-0.070769735,-0.17053182,-0.0892491,-0.2733594,0.1841103
83,0.5142834,0.506857,"('powerless', 'powerful')",0.03620651,-0.047938272,0.0142620355,-0.034664124,-0.44207686,-0.44901818,-0.86980504,-0.773162,-0.149426,-0.1595851,0.0101591
2,0.46204293,0.44646218,"('unlikable', 'likable')",-0.007770395,-0.12803406,1.2730557,1.1372337,0.9057782,0.8377275,0.70692295,0.7071136,0.6680059,0.6001006,0.0679053
63,0.44112974,0.069498524,"('unperceptive', 'insightful')",-0.56006587,-0.91178733,-0.34910345,-0.6610256,-1.2672298,-1.5109404,1.4705539,1.2605491,-0.0529431,-0.3507411,0.297798
