,macys_male,macys_female,tuple,inc_male,inc_female,average_male,average_female,male-female
75,-1.5720525,-1.5995163,"('meek', 'impulsive')",-0.5057578,-0.51932865,-1.0389051,-1.0594225,0.0205174
44,-1.4735454,-1.7143129,"('prejudiced', 'unprejudiced')",-1.8018696,-1.7180896,-1.6377075,-1.7162013,0.0784938
57,-1.3252867,-1.3074218,"('unimaginative', 'imaginative')",-2.3407056,-2.5541866,-1.8329961,-1.9308043,0.0978082
26,1.2550796,1.344221,"('hardhearted', 'benevolent')",1.6621478,1.6514959,1.4586136,1.4978585,-0.0392449
33,1.2208996,1.1388919,"('wrong', 'right')",-0.8973169,-0.87921214,0.1617914,0.1298399,0.0319515
65,-1.194,-1.2021407,"('insecure', 'secure')",-0.2537998,-0.39207435,-0.7238999,-0.7971075,0.0732076
87,1.1659101,0.90969414,"('unsuccessful', 'successful')",1.1565032,1.0233042,1.1612067,0.9664992,0.1947075
12,1.1595362,1.0571117,"('unsupportive', 'supportive')",-1.1398793,-1.204584,0.0098284,-0.0737361,0.0835645
71,1.1481154,0.83172107,"('diffident', 'self-confident')",0.6629645,0.46168467,0.90554,0.6467029,0.2588371
55,-1.1335943,-1.0572046,"('incompetent', 'clever')",0.13248762,-0.04300315,-0.5005533,-0.5501039,0.0495506
56,1.1174911,1.0721244,"('impractical', 'practical')",0.13441002,0.06434246,0.6259506,0.5682334,0.0577172
73,1.1115512,1.080411,"('helpless', 'self-reliant')",-3.276647,-3.208959,-1.0825479,-1.0642741,-0.0182738
82,-0.9970258,-0.58702683,"('poor', 'rich')",5.785043,5.8465514,2.3940084,2.6297622,-0.2357538
18,-0.9886607,-0.7737888,"('disagreeable', 'welcoming')",-0.7800275,-0.7217748,-0.8843441,-0.7477818,-0.1365623
69,0.9864832,0.97147495,"('lazy', 'industrious')",-1.0557078,-0.9763884,-0.0346123,-0.0024567,-0.0321556
39,0.9702219,0.80924255,"('exploitative', 'cooperative')",0.03809865,0.08234977,0.5041603,0.4457962,0.0583641
77,-0.9678683,-0.96856844,"('unmotivated', 'motivated')",-1.1995937,-1.0706407,-1.0837309,-1.0196046,-0.0641263
1,0.9570636,1.3462517,"('unfriendly', 'friendly')",1.787698,1.855284,1.3723809,1.6007679,-0.228387
85,0.9024403,0.957814,"('insignificant', 'prestigious')",0.5538461,0.5766804,0.7281432,0.7672472,-0.039104
37,0.890769,0.88417554,"('fake', 'genuine')",0.5097935,0.56503654,0.7002813,0.724606,-0.0243247
22,-0.8810162,-0.95506424,"('untrustworthy', 'trustworthy')",-1.0977055,-1.218461,-0.9893608,-1.0867627,0.0974019
63,0.8716313,0.78332275,"('unperceptive', 'insightful')",1.6240299,1.5295451,1.2478306,1.1564339,0.0913967
68,-0.86799324,-0.9629859,"('dependent', 'independent')",-0.30239785,-0.3785885,-0.5851955,-0.6707872,0.0855917
3,-0.8302847,-0.8845645,"('repellent', 'pleasant')",0.17645228,0.23941575,-0.3269162,-0.3225744,-0.0043418
74,0.81828284,0.7715476,"('undedicated', 'dedicated')",0.90334755,0.75850916,0.8608152,0.7650284,0.0957868
64,-0.80125356,-1.2320741,"('shy', 'confident')",-6.3494577,-6.473959,-3.5753555,-3.8530166,0.2776611
45,-0.78747386,-0.9900586,"('incompetent', 'competent')",-0.21705453,-0.54645765,-0.5022642,-0.7682581,0.2659939
14,-0.74692434,-0.8522543,"('antisocial', 'social')",-0.93476486,-1.0584939,-0.8408446,-0.9553741,0.1145295
72,-0.73652744,-0.8010224,"('unambitious', 'ambitious')",-0.53535223,-0.5465057,-0.6359398,-0.6737641,0.0378243
34,0.7343629,0.9757799,"('mean', 'honorable')",6.178898,6.229739,3.4566305,3.6027596,-0.1461291
19,0.7174398,0.9349726,"('inhospitable', 'hospitable')",0.2196774,0.41280976,0.4685586,0.6738912,-0.2053326
13,0.6977613,0.5396606,"('impolite', 'polite')",-0.1312019,-0.21535835,0.2832797,0.1621511,0.1211286
17,-0.6889481,-0.38652316,"('nasty', 'nice')",-0.87752104,-0.67834705,-0.7832346,-0.5324351,-0.2507995
27,0.66566765,0.7690014,"('hardhearted', 'softhearted')",1.5798426,1.5093222,1.1227551,1.1391618,-0.0164067
9,0.6010338,0.7895483,"('unaffectionate', 'caring')",1.0668101,1.1361123,0.833922,0.9628303,-0.1289083
32,0.5917417,0.57426333,"('unkind', 'kind')",1.1570296,1.211326,0.8743857,0.8927947,-0.018409
11,-0.58399355,-0.43740776,"('unhelpful', 'helpful')",1.9912554,2.1025848,0.7036309,0.8325886,-0.1289577
81,-0.5438748,-0.6648557,"('submissive', 'aggressive')",-0.45606893,-0.4984194,-0.4999719,-0.5816376,0.0816657
61,0.5305263,0.53472173,"('illogical', 'logical')",0.53364563,0.41744024,0.532086,0.476081,0.056005
62,-0.5265609,-0.5391351,"('incompetent', 'brilliant')",0.20052497,0.2040489,-0.163018,-0.1675431,0.0045251
42,0.51713,0.4388432,"('unreliable', 'reliable')",-2.7741246,-2.7712202,-1.1284974,-1.1661885,0.0376911
35,0.5122347,0.69086456,"('corrupt', 'incorrupt')",-0.5198406,-0.32289207,-0.003803,0.1839862,-0.1877892
29,-0.5046601,-0.5522983,"('unfair', 'fair')",-0.3060007,-0.5032404,-0.4053304,-0.5277693,0.1224389
