,macys_male,macys_female,tuple,inc_male,inc_female,average_male,average_female,male-female
47,0.5008515,0.50413936,"('stupid', 'smart')",5.126829,5.0357676,2.8138404,2.7699535,0.0438869
46,-0.47480068,-0.5548099,"('uncompetitive', 'competitive')",-0.16078004,-0.2560358,-0.3177904,-0.4054229,0.0876325
21,0.47199994,0.41579068,"('immoral', 'moral')",-0.41344646,-0.42996013,0.0292767,-0.0070847,0.0363614
49,-0.44156402,-0.46026182,"('unable', 'able')",-0.27101806,-0.26148418,-0.3562911,-0.360873,0.0045819
67,0.4403596,0.18014045,"('doubtful', 'determined')",-0.5476759,-0.60329264,-0.0536582,-0.2115761,0.1579179
6,0.42270362,0.6332154,"('distant', 'open')",0.080655605,0.07299851,0.2516796,0.353107,-0.1014274
80,0.41729796,0.044365883,"('dominated', 'dominating')",-0.5657525,-0.72466695,-0.0742273,-0.3401505,0.2659232
5,0.41049168,0.6243378,"('distant', 'outgoing')",-0.6996159,-0.5856407,-0.1445621,0.0193485,-0.1639106
83,-0.40278974,-0.38386768,"('powerless', 'powerful')",-0.9235935,-0.951849,-0.6631916,-0.6678584,0.0046668
16,-0.39817432,-0.22734323,"('unpopular', 'popular')",0.12929647,0.17202261,-0.1344389,-0.0276603,-0.1067786
15,0.3978483,0.47802436,"('boring', 'funny')",0.19204487,0.07440376,0.2949466,0.2762141,0.0187325
31,-0.3949221,-0.39177126,"('evil', 'good')",-1.3875561,-1.364914,-0.8912391,-0.8783426,-0.0128965
10,-0.3937698,-0.30020547,"('unsympathetic', 'sympathetic')",0.16580042,0.048386462,-0.1139847,-0.1259095,0.0119248
41,0.38238034,0.43928203,"('unforgiving', 'forgiving')",0.1355908,-0.034968548,0.2589856,0.2021567,0.0568289
53,-0.3430013,-0.004571572,"('uncreative', 'creative')",0.8468572,0.762039,0.2519279,0.3787337,-0.1268058
78,0.319086,0.4747161,"('nonresilient', 'resilient')",0.5115677,0.6480644,0.4153268,0.5613902,-0.1460634
54,0.31530568,0.43606457,"('incapable', 'capable')",1.1787796,1.2906041,0.7470427,0.8633344,-0.1162917
43,0.2987923,0.13729817,"('irresponsible', 'responsible')",0.8255246,0.6684925,0.5621585,0.4028953,0.1592632
70,-0.27492148,-0.32732576,"('lethargic', 'energetic')",0.83317196,0.7961856,0.2791252,0.2344299,0.0446953
28,-0.27119192,-0.039564203,"('disloyal', 'loyal')",1.2167915,1.3193159,0.4727998,0.6398758,-0.167076
52,-0.27039063,-0.25394943,"('irrational', 'rational')",-0.24326423,-0.3279398,-0.2568274,-0.2909446,0.0341172
2,0.264629,0.32032198,"('unlikable', 'likable')",0.6256723,0.67407465,0.4451506,0.4971983,-0.0520477
51,-0.23607874,-0.37367892,"('uneducated', 'educated')",1.3501902,1.2314897,0.5570557,0.4289054,0.1281503
58,-0.21560258,-0.20074402,"('undiscriminating', 'discriminating')",0.32497606,0.08499724,0.0546867,-0.0578734,0.1125601
23,0.20692207,0.34844834,"('insincere', 'sincere')",5.846886,5.856686,3.0269041,3.1025672,-0.0756631
40,-0.19978824,-0.20508206,"('stingy', 'generous')",-1.34045,-1.496816,-0.7701191,-0.850949,0.0808299
79,-0.18894325,-0.092050664,"('wavering', 'unwavering')",-0.023872353,0.031010617,-0.1064078,-0.03052,-0.0758878
84,-0.18757765,-0.19045427,"('inferior', 'superior')",0.8284123,0.7686963,0.3204173,0.289121,0.0312963
38,0.15466824,0.3146495,"('untruthful', 'truthful')",0.11311968,0.39410713,0.133894,0.3543783,-0.2204843
66,0.14615488,0.07643333,"('inactive', 'active')",1.0293949,0.80221605,0.5877749,0.4393247,0.1484502
36,0.14550862,0.3513834,"('hostile', 'amicable')",0.04251145,0.0682898,0.09401,0.2098366,-0.1158266
25,0.13540266,0.37325037,"('egoistic', 'altruistic')",0.89602715,1.0501436,0.5157149,0.711697,-0.1959821
76,-0.10459701,-0.027585391,"('anxious', 'daring')",0.35501415,0.4011491,0.1252086,0.1867819,-0.0615733
88,-0.102005504,-0.019754052,"('low', 'eminent')",0.41696894,0.45726347,0.1574817,0.2187547,-0.061273
48,0.09384503,0.26535407,"('unintelligent', 'intelligent')",0.9356678,0.8516299,0.5147564,0.558492,-0.0437356
8,-0.08965862,0.31462467,"('unaffectionate', 'affectionate')",0.4913477,0.6418404,0.2008445,0.4782325,-0.277388
86,0.06097652,0.15355943,"('uninfluential', 'influential')",0.5653073,0.43710306,0.3131419,0.2953312,0.0178107
4,-0.05241198,-0.26335377,"('disliked', 'liked')",-6.285324,-6.2934613,-3.1688681,-3.2784076,0.1095395
0,0.051897645,0.050998785,"('unsociable', 'sociable')",-0.2674871,-0.36643007,-0.1077947,-0.1577156,0.0499209
7,-0.0435443,-0.1486574,"('insensitive', 'sensitive')",0.9000612,0.54451305,0.4282584,0.1979278,0.2303306
60,0.04331843,0.19650249,"('inefficient', 'efficient')",0.30944914,0.42776194,0.1763838,0.3121322,-0.1357484
24,-0.036694802,-0.09479511,"('dishonest', 'honest')",0.88903946,0.88934124,0.4261723,0.3972731,0.0288992
50,0.028135851,0.20609736,"('clumsy', 'skillful')",0.22032396,0.28624406,0.1242299,0.2461707,-0.1219408
59,0.022389352,-0.091066584,"('foolish', 'wise')",-0.063294895,-0.12184255,-0.0204528,-0.1064546,0.0860018
20,0.016378988,0.12441501,"('rough', 'thoughtful')",1.0732923,1.1377032,0.5448356,0.6310591,-0.0862235
30,0.0075523145,0.06909124,"('intolerant', 'tolerant')",0.81673574,0.746607,0.412144,0.4078491,0.0042949
