,viatris_male,viatris_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-2.034858,-2.1420844,"('distant', 'open')",0.27827567,0.2831707,-0.8782911,-0.9294568,0.0511657
79,-1.8065202,-1.8532301,"('wavering', 'unwavering')",-0.20863783,-0.12906279,-1.0075791,-0.9911464,-0.0164327
19,-1.7846078,-1.8211384,"('inhospitable', 'hospitable')",-0.29627168,-0.22479522,-1.0404397,-1.0229669,-0.0174728
5,-1.7823488,-1.8844478,"('distant', 'outgoing')",-0.11197955,-0.08137367,-0.9471642,-0.9829108,0.0357466
60,1.7809778,1.8244731,"('inefficient', 'efficient')",0.46611056,0.3821436,1.1235442,1.1033083,0.0202359
36,-1.7343792,-1.7433013,"('hostile', 'amicable')",-0.09897351,-0.12012263,-0.9166763,-0.931712,0.0150357
81,1.6893587,1.7484823,"('submissive', 'aggressive')",-0.4738676,-0.3927659,0.6077455,0.6778582,-0.0701127
1,-1.6442255,-1.7159085,"('unfriendly', 'friendly')",1.5142708,1.5761986,-0.0649773,-0.069855,0.0048777
31,-1.5989711,-1.6093005,"('evil', 'good')",-1.2595007,-1.2086922,-1.4292359,-1.4089963,-0.0202396
8,-1.4962687,-1.4950664,"('unaffectionate', 'affectionate')",0.7801457,0.834613,-0.3580615,-0.3302267,-0.0278348
53,-1.4937737,-1.4882973,"('uncreative', 'creative')",0.6603361,0.81319326,-0.4167188,-0.337552,-0.0791668
9,-1.4727508,-1.4759507,"('unaffectionate', 'caring')",1.2223963,1.2709905,-0.1251773,-0.1024801,-0.0226972
76,1.4165825,1.3765242,"('anxious', 'daring')",0.36274135,0.3431017,0.8896619,0.859813,0.0298489
66,-1.3398169,-1.4115443,"('inactive', 'active')",0.17140295,0.1427297,-0.584207,-0.6344073,0.0502003
30,1.2228112,1.103759,"('intolerant', 'tolerant')",1.3709716,1.3108734,1.2968915,1.2073162,0.0895753
80,1.1439487,1.143916,"('dominated', 'dominating')",-1.3570172,-1.4888113,-0.1065342,-0.1724476,0.0659134
86,-1.1122454,-1.2023094,"('uninfluential', 'influential')",-0.32223615,-0.40513104,-0.7172408,-0.8037202,0.0864794
85,-1.1093838,-1.2216302,"('insignificant', 'prestigious')",0.17022033,0.21627204,-0.4695818,-0.5026791,0.0330973
65,1.0250907,1.0633193,"('insecure', 'secure')",-0.051564332,-0.11136406,0.4867632,0.4759776,0.0107856
71,-1.0048145,-0.8920981,"('diffident', 'self-confident')",0.40361512,0.5195042,-0.3005997,-0.186297,-0.1143027
16,-0.9565324,-0.915084,"('unpopular', 'popular')",0.31660718,0.3083451,-0.3199626,-0.3033695,-0.0165931
29,-0.93129635,-1.0157917,"('unfair', 'fair')",-0.4708571,-0.6426089,-0.7010767,-0.8292003,0.1281236
62,0.92007,1.0089154,"('incompetent', 'brilliant')",0.6965195,0.71992797,0.8082948,0.8644217,-0.0561269
35,-0.83784986,-0.8372317,"('corrupt', 'incorrupt')",-0.4360381,-0.36033934,-0.636944,-0.5987855,-0.0381585
39,0.81383675,0.8679698,"('exploitative', 'cooperative')",0.21872818,0.13787282,0.5162824,0.5029213,0.0133611
52,-0.8027766,-1.0025281,"('irrational', 'rational')",0.22631645,-0.02520892,-0.2882301,-0.5138685,0.2256384
73,0.79288805,0.6479088,"('helpless', 'self-reliant')",-2.8424273,-2.7124798,-1.0247695,-1.0322855,0.007516
14,0.7760716,0.77308166,"('antisocial', 'social')",-0.8607309,-0.88146114,-0.0423296,-0.0541897,0.0118601
54,-0.75562346,-0.77324575,"('incapable', 'capable')",1.2220011,1.3643142,0.2331888,0.2955342,-0.0623454
38,-0.75069255,-0.766279,"('untruthful', 'truthful')",-0.0613674,0.05355277,-0.40603,-0.3563631,-0.0496669
42,0.74351996,0.65422076,"('unreliable', 'reliable')",-2.8346245,-2.6508944,-1.0455523,-0.9983368,-0.0472155
48,0.71202755,0.6251389,"('unintelligent', 'intelligent')",1.2137961,1.0260804,0.9629118,0.8256096,0.1373022
55,0.7050639,0.67789465,"('incompetent', 'clever')",0.26142448,0.08807038,0.4832442,0.3829825,0.1002617
44,0.6435378,0.49023607,"('prejudiced', 'unprejudiced')",-1.3728456,-1.4360433,-0.3646539,-0.4729036,0.1082497
4,-0.6139853,-0.694826,"('disliked', 'liked')",-6.4480257,-6.1916146,-3.5310054,-3.4432204,-0.087785
22,0.61190605,0.4345603,"('untrustworthy', 'trustworthy')",-0.67998666,-0.7491393,-0.0340403,-0.1572895,0.1232492
21,0.6015853,0.4228533,"('immoral', 'moral')",-0.5944552,-0.7896093,0.0035651,-0.183378,0.1869431
64,0.5349212,0.32406765,"('shy', 'confident')",-6.2727604,-6.3463025,-2.8689196,-3.0111175,0.1421979
28,-0.5219555,-0.51398826,"('disloyal', 'loyal')",0.79474676,0.86852753,0.1363956,0.1772696,-0.040874
67,0.5165005,0.4406158,"('doubtful', 'determined')",-0.45837435,-0.48465133,0.0290631,-0.0220178,0.0510809
40,0.4953755,0.4881081,"('stingy', 'generous')",-1.5800284,-1.5105885,-0.5423265,-0.5112402,-0.0310863
57,-0.49525997,-0.6234664,"('unimaginative', 'imaginative')",-2.5299466,-2.471686,-1.5126033,-1.5475762,0.0349729
25,-0.48550928,-0.5225547,"('egoistic', 'altruistic')",1.3895148,1.4202495,0.4520028,0.4488474,0.0031554
56,0.48284367,0.44647256,"('impractical', 'practical')",0.21800487,0.25542232,0.3504243,0.3509474,-0.0005231
3,-0.4572396,-0.35996112,"('repellent', 'pleasant')",-0.05856857,-0.069368236,-0.2579041,-0.2146647,-0.0432394
84,0.4531393,0.35956618,"('inferior', 'superior')",0.9976421,0.89645326,0.7253907,0.6280097,0.097381
75,-0.45028085,-0.46326953,"('meek', 'impulsive')",-0.3587866,-0.30032706,-0.4045337,-0.3817983,-0.0227354
10,-0.41093343,-0.45754394,"('unsympathetic', 'sympathetic')",-0.33219916,-0.43969715,-0.3715663,-0.4486206,0.0770543
20,0.40714446,0.31432843,"('rough', 'thoughtful')",1.1713088,0.94938296,0.7892266,0.6318557,0.1573709
41,0.397262,0.35678387,"('unforgiving', 'forgiving')",-0.04498523,-0.16207327,0.1761384,0.0973553,0.0787831
17,-0.3878366,-0.4540485,"('nasty', 'nice')",-0.42126158,-0.4789846,-0.4045491,-0.4665166,0.0619675
11,0.35812014,0.4134628,"('unhelpful', 'helpful')",1.9620776,1.9441342,1.1600989,1.1787986,-0.0186997
69,0.35109738,0.20603848,"('lazy', 'industrious')",-0.55583775,-0.49042115,-0.1023702,-0.1421913,0.0398211
