,eastman_male,eastman_female,tuple,chemical_male,chemical_female,co_male,co_female,average_male,average_female,male-female
26,2.9333463,2.6490624,"('hardhearted', 'benevolent')",1.8013376,1.5769762,2.233404,2.085098,2.3226961,2.1037121,0.218984
21,-2.5312214,-2.777045,"('immoral', 'moral')",-1.282554,-1.7111887,-1.3905262,-1.710636,-1.7347673,-2.0662899,0.3315226
69,2.4929733,2.4433901,"('lazy', 'industrious')",2.00601,2.158425,0.21852383,-0.18627182,1.5725025,1.4718479,0.1006546
85,2.3987632,2.265856,"('insignificant', 'prestigious')",1.8820584,1.9087601,0.12996742,-0.11978381,1.470263,1.3516107,0.1186523
55,-2.3734126,-2.424018,"('incompetent', 'clever')",-0.847795,-1.1093369,-0.33533627,-0.3444152,-1.1855146,-1.29259,0.1070754
76,-2.1947136,-1.938067,"('anxious', 'daring')",-1.3029288,-1.3234121,-0.3204101,-0.04893414,-1.2726842,-1.103471,-0.1692132
60,-2.1191983,-2.02913,"('inefficient', 'efficient')",-0.44299486,-0.629361,-0.8502157,-0.6563772,-1.1374696,-1.104956,-0.0325136
13,-1.9815496,-1.9525449,"('impolite', 'polite')",-0.80278784,-0.90621895,-0.5675929,-0.646211,-1.1173101,-1.1683249,0.0510148
46,-1.9613305,-2.0124464,"('uncompetitive', 'competitive')",-0.78334427,-1.0229231,-0.7807093,-0.8597163,-1.175128,-1.2983619,0.1232339
33,1.886036,1.6428086,"('wrong', 'right')",1.4296162,1.3873492,-0.075582415,-0.33040673,1.0800233,0.899917,0.1801063
45,-1.8831792,-1.7566756,"('incompetent', 'competent')",-0.8017772,-1.0955255,-0.3504472,-0.2532156,-1.0118012,-1.0351388,0.0233376
36,1.871149,1.7376153,"('hostile', 'amicable')",-0.3288986,-0.40047598,0.107163645,0.0030360483,0.5498047,0.4467251,0.1030796
63,-1.8606857,-1.7627424,"('unperceptive', 'insightful')",-0.17179643,-0.38072106,0.38261318,0.43659642,-0.5499563,-0.5689557,0.0189994
65,-1.8439603,-1.7332063,"('insecure', 'secure')",-1.5881691,-1.6068393,-0.36935085,-0.30598533,-1.2671601,-1.2153436,-0.0518165
1,1.8008425,1.5029259,"('unfriendly', 'friendly')",1.3098092,0.9895849,1.8931804,1.8910986,1.667944,1.4612031,0.2067409
43,-1.7672231,-1.729903,"('irresponsible', 'responsible')",-1.077894,-1.1848441,-0.053405806,0.23387931,-0.9661743,-0.8936226,-0.0725517
70,-1.7234851,-1.4845271,"('lethargic', 'energetic')",-1.4859296,-1.5076165,-0.082997926,0.34026915,-1.0974709,-0.8839582,-0.2135127
62,-1.7120748,-1.318601,"('incompetent', 'brilliant')",-0.387086,-0.22658911,-0.66420096,-0.26176775,-0.9211206,-0.6023193,-0.3188013
81,-1.696943,-1.6672398,"('submissive', 'aggressive')",-0.50680745,-0.6672701,-0.90194154,-0.7937032,-1.0352307,-1.0427376,0.0075069
5,1.6505907,1.772556,"('distant', 'outgoing')",0.3212362,0.28194913,-0.31254897,-0.18127264,0.5530926,0.6244108,-0.0713182
35,1.6484972,1.6138184,"('corrupt', 'incorrupt')",0.091332875,0.3399436,-0.15427859,-0.20369701,0.5285172,0.583355,-0.0548378
22,-1.6022501,-1.5200028,"('untrustworthy', 'trustworthy')",-1.3743509,-1.4457334,-1.2161136,-0.9755485,-1.3975716,-1.3137616,-0.08381
6,1.5337162,1.6099709,"('distant', 'open')",0.37247255,0.33303568,0.07554284,0.15917772,0.6605772,0.7007281,-0.0401509
39,1.5297027,1.3821304,"('exploitative', 'cooperative')",0.5938922,0.6352647,0.077786565,0.10399361,0.7337937,0.7071296,0.0266641
74,1.5266925,1.5770376,"('undedicated', 'dedicated')",0.47059447,0.30703175,0.17285128,0.28999126,0.7233795,0.7246869,-0.0013074
51,-1.522326,-1.7123027,"('uneducated', 'educated')",-0.73703796,-0.9808381,0.20618305,0.008972742,-0.6843936,-0.8947227,0.2103291
0,-1.5054638,-1.6323192,"('unsociable', 'sociable')",0.024719419,-0.2632231,-0.29402664,-0.37087232,-0.5915903,-0.7554715,0.1638812
9,1.4676437,1.428096,"('unaffectionate', 'caring')",0.905855,0.85720354,1.024989,1.1829228,1.1328292,1.1560741,-0.0232449
42,-1.4496623,-1.293715,"('unreliable', 'reliable')",-0.36531255,-0.570982,-2.8446023,-2.98078,-1.5531925,-1.615159,0.0619665
64,-1.4001898,-1.3412443,"('shy', 'confident')",-0.88420665,-1.0324545,-6.3489,-6.6725707,-2.8777653,-3.0154231,0.1376578
