,eastman_male,eastman_female,tuple,chemical_male,chemical_female,co_male,co_female,average_male,average_female,male-female
11,-1.3939492,-1.279166,"('unhelpful', 'helpful')",-0.27118045,-0.20035625,1.8201776,2.084655,0.0516826,0.2017109,-0.1500283
40,1.3910204,1.3646016,"('stingy', 'generous')",1.1277783,0.83292985,-2.0460231,-2.170063,0.1575919,0.0091561,0.1484358
30,-1.389561,-1.3326049,"('intolerant', 'tolerant')",-1.112608,-1.3114259,-0.41001025,-0.37526098,-0.9707265,-1.0064306,0.0357041
56,-1.3760965,-1.2143126,"('impractical', 'practical')",0.5505586,0.418349,-0.6720482,-0.42025062,-0.4991953,-0.4054047,-0.0937906
10,-1.3024992,-1.4006151,"('unsympathetic', 'sympathetic')",-1.1871059,-1.5002087,-0.17220522,-0.20199162,-0.8872701,-1.0342718,0.1470017
71,1.3015811,1.2172962,"('diffident', 'self-confident')",1.268922,1.2201892,0.4365768,0.38701892,1.00236,0.9415015,0.0608585
59,1.2336786,1.3526388,"('foolish', 'wise')",0.04965873,0.24133226,-0.075453885,-0.06569712,0.4026278,0.5094247,-0.1067969
44,-1.2179937,-0.9722147,"('prejudiced', 'unprejudiced')",-1.2646024,-0.8584201,-1.8584057,-1.650052,-1.4470007,-1.1602289,-0.2867718
66,1.2130206,1.3541425,"('inactive', 'active')",-0.31787112,-0.11524348,1.2359048,1.2233797,0.7103515,0.8207596,-0.1104081
15,1.161527,1.1897198,"('boring', 'funny')",-0.07731145,0.09156854,0.56349033,0.5625542,0.5492353,0.6146142,-0.0653789
82,-1.1205419,-1.2592679,"('poor', 'rich')",-1.3773847,-1.5135279,5.7074556,6.0279884,1.069843,1.0850643,-0.0152213
3,-1.0844716,-1.1526489,"('repellent', 'pleasant')",-1.6880196,-1.8469115,0.3259619,0.28957462,-0.8155098,-0.9033286,0.0878188
52,1.0652002,1.00979,"('irrational', 'rational')",0.026520733,-0.0026518703,-0.2904713,-0.56363356,0.2670832,0.1478348,0.1192484
8,1.0460238,1.0231234,"('unaffectionate', 'affectionate')",0.86568093,0.87938297,0.6246425,0.8932586,0.8454491,0.9319216,-0.0864725
14,-1.0443195,-1.0656714,"('antisocial', 'social')",-0.66647595,-0.8962163,-0.43575844,-0.35603365,-0.7155179,-0.7726405,0.0571226
53,1.0242935,0.947132,"('uncreative', 'creative')",0.5125917,0.29940853,0.745655,0.78328,0.7608468,0.6766068,0.08424
7,-0.9651376,-1.0021385,"('insensitive', 'sensitive')",-0.7096073,-0.8646008,-0.013237033,0.08649001,-0.5626606,-0.5934164,0.0307558
77,-0.9534741,-1.2057134,"('unmotivated', 'motivated')",-0.054667175,-0.35553262,-1.3297132,-1.5220256,-0.7792848,-1.0277572,0.2484724
38,-0.94260514,-0.8924492,"('untruthful', 'truthful')",-0.033895165,-0.09745915,0.0015808828,0.06909625,-0.3249731,-0.3069374,-0.0180357
29,-0.86650676,-0.8299286,"('unfair', 'fair')",-0.7777083,-0.82577264,-1.0123284,-0.90841603,-0.8855145,-0.8547057,-0.0308088
27,0.8387508,0.57278776,"('hardhearted', 'softhearted')",-0.8334652,-0.92478293,1.0178226,0.82418334,0.3410361,0.1573961,0.18364
80,-0.8381533,-0.6285987,"('dominated', 'dominating')",-0.8680158,-0.7750303,-0.34123155,-0.19593923,-0.6824669,-0.5331894,-0.1492775
31,0.8152731,0.75407445,"('evil', 'good')",0.23989578,0.067827776,-0.85249025,-0.9192859,0.0675595,-0.0324612,0.1000207
68,-0.7691024,-0.89537853,"('dependent', 'independent')",-1.4279643,-1.4652038,-1.530453,-1.7032247,-1.2425066,-1.3546023,0.1120957
47,-0.7643823,-0.687083,"('stupid', 'smart')",-0.118474945,-0.091856554,4.8234577,5.1834936,1.3135335,1.4681846,-0.1546511
54,0.7533402,0.7489405,"('incapable', 'capable')",-0.2043396,-0.020681696,0.70728403,0.88053656,0.4187616,0.5362651,-0.1175035
18,0.7375604,0.40580702,"('disagreeable', 'welcoming')",0.042745247,-0.2990598,-1.0595689,-1.2932316,-0.0930878,-0.3954948,0.302407
32,-0.6896161,-0.7727514,"('unkind', 'kind')",0.035317462,-0.043223247,0.65908,0.74185973,0.0015938,-0.024705,0.0262988
28,-0.68195444,-0.8118127,"('disloyal', 'loyal')",0.46559724,0.18346077,0.9897828,1.05527,0.2578085,0.142306,0.1155025
88,0.65980625,0.44518244,"('low', 'eminent')",-0.29010788,-0.38397807,-0.22769858,-0.33262518,0.0473333,-0.0904736,0.1378069
23,-0.6597164,-0.7768575,"('insincere', 'sincere')",-0.469446,-0.62778264,5.3622036,5.678623,1.4110138,1.424661,-0.0136472
17,-0.65724367,-0.618762,"('nasty', 'nice')",-0.55492276,-0.46752203,-0.52865124,-0.5824993,-0.5802726,-0.5562611,-0.0240115
48,-0.65719754,-0.8664262,"('unintelligent', 'intelligent')",0.015247703,-0.23296672,-0.3745945,-0.46878433,-0.3388481,-0.5227257,0.1838776
57,-0.6224811,-0.6430019,"('unimaginative', 'imaginative')",-0.36172628,-0.60246336,-2.94297,-2.9749515,-1.3090591,-1.4068057,0.0977466
83,-0.5862972,-0.550839,"('powerless', 'powerful')",-0.049222916,-0.2003182,-1.5140976,-1.3629094,-0.7165392,-0.7046889,-0.0118503
84,0.55847824,0.60941017,"('inferior', 'superior')",0.998601,1.1063311,0.8562268,0.7689764,0.8044354,0.8282392,-0.0238038
12,0.5526994,0.53322953,"('unsupportive', 'supportive')",0.79287577,0.55643195,-1.7669412,-1.8814743,-0.1404554,-0.2639376,0.1234822
41,-0.51875186,-0.7190782,"('unforgiving', 'forgiving')",0.6400797,0.13742381,0.32833606,0.1615403,0.149888,-0.140038,0.289926
73,0.51566017,0.8762283,"('helpless', 'self-reliant')",0.27579722,0.4376941,-3.6732707,-3.6119757,-0.9606044,-0.7660178,-0.1945866
16,-0.4017966,-0.45087543,"('unpopular', 'popular')",-0.3457664,-0.22803506,0.26442236,0.15066218,-0.1610469,-0.1760828,0.0150359
25,0.3978113,0.04341579,"('egoistic', 'altruistic')",0.8308854,0.71127707,1.2604322,1.078605,0.8297097,0.6110993,0.2186104
24,-0.3619071,-0.31786406,"('dishonest', 'honest')",-0.84290797,-0.9551401,0.2341237,0.5157019,-0.3235638,-0.2524341,-0.0711297
78,-0.34564924,-0.408576,"('nonresilient', 'resilient')",0.9907693,0.74595463,0.6124939,0.40525955,0.4192046,0.2475461,0.1716585
19,0.30418637,0.19596782,"('inhospitable', 'hospitable')",-0.50794005,-0.5634627,0.047761597,0.02092699,-0.0519974,-0.1155226,0.0635252
4,0.25785053,0.40245682,"('disliked', 'liked')",-0.14199561,-0.17197396,-6.798893,-7.0492373,-2.2276794,-2.2729181,0.0452387
72,0.25705084,0.5705216,"('unambitious', 'ambitious')",0.33401814,0.4895979,-0.6442094,-0.25605208,-0.0177135,0.2680225,-0.285736
49,-0.25273454,-0.2037653,"('unable', 'able')",-1.0198568,-0.8443315,-0.87779444,-0.74804044,-0.7167953,-0.5987124,-0.1180829
58,0.2486865,0.21692634,"('undiscriminating', 'discriminating')",0.5395962,0.22042565,0.49369252,0.53351724,0.4273251,0.3236231,0.103702
61,-0.2263858,-0.14962572,"('illogical', 'logical')",-0.55210644,-0.54655606,-0.12332803,-0.13550049,-0.3006067,-0.2772274,-0.0233793
37,-0.21652116,-0.355188,"('fake', 'genuine')",-0.498093,-0.4862131,0.15855534,0.27409118,-0.1853529,-0.1891033,0.0037504
2,0.19278301,0.29454267,"('unlikable', 'likable')",0.47881597,0.50914735,0.8059551,0.7372454,0.492518,0.5136451,-0.0211271
79,0.18775652,0.36806813,"('wavering', 'unwavering')",-0.121737294,-0.11106762,-0.13416888,-0.044205368,-0.0227165,0.0709317,-0.0936482
34,-0.18077098,-0.3878393,"('mean', 'honorable')",-0.7043429,-0.7666924,4.872173,5.028197,1.3290196,1.2912217,0.0377979
75,-0.17529005,0.17918363,"('meek', 'impulsive')",-0.76775485,-0.43038797,-0.3393872,-0.015590895,-0.4274774,-0.0889317,-0.3385457
87,0.16994591,0.32738802,"('unsuccessful', 'successful')",0.3220755,0.6390145,0.9415734,0.97870207,0.4778649,0.6483682,-0.1705033
86,0.16642329,-0.14224267,"('uninfluential', 'influential')",0.23743267,-0.31974196,-0.16706258,-0.34163824,0.0789311,-0.2678743,0.3468054
67,0.088056594,0.17240421,"('doubtful', 'determined')",0.5277708,0.59067065,-0.00052182376,-0.06286705,0.2051019,0.2334026,-0.0283007
50,-0.07393913,-0.08353982,"('clumsy', 'skillful')",-0.8449039,-0.8154551,0.16795363,-0.021929994,-0.2502965,-0.306975,0.0566785
20,0.063337035,0.027027057,"('rough', 'thoughtful')",0.2842599,0.3817372,0.60265404,0.70652896,0.3167503,0.3717644,-0.0550141
