,micron_male,micron_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,male-female
46,-0.9831229,-0.9095442,"('uncompetitive', 'competitive')",0.40167117,0.5611733,-0.34751937,-0.45087442,-0.309657,-0.2664151,-0.0432419
54,-0.89987266,-0.5677302,"('incapable', 'capable')",-0.1954465,0.1248775,1.0178909,1.4812043,-0.0258094,0.3461172,-0.3719266
77,-0.88548887,-0.7604895,"('unmotivated', 'motivated')",0.7996474,0.84881955,-1.2633935,-1.3204898,-0.449745,-0.4107199,-0.0390251
61,-0.8795565,-0.549445,"('illogical', 'logical')",0.703675,0.7649796,0.06208697,0.0014859205,-0.0379315,0.0723402,-0.1102717
79,-0.8128646,-1.0737128,"('wavering', 'unwavering')",-1.7787752,-1.8969325,-0.15704258,-0.008612299,-0.9162274,-0.9930859,0.0768585
9,-0.7791428,-0.59082454,"('unaffectionate', 'caring')",-0.2561035,-0.33605602,1.2819492,1.3082911,0.0822343,0.1271368,-0.0449025
88,-0.773257,-0.21141961,"('low', 'eminent')",0.37372905,1.01987,0.22913128,0.9861286,-0.0567989,0.598193,-0.6549919
45,-0.771767,-1.0377182,"('incompetent', 'competent')",0.13605489,-0.054751232,-0.33348352,-0.5488468,-0.3230652,-0.5471054,0.2240402
32,-0.76682127,-0.31237411,"('unkind', 'kind')",0.21738794,0.68519557,1.0008795,1.4293982,0.1504821,0.6007399,-0.4502578
82,-0.76518637,-0.5630988,"('poor', 'rich')",0.75500864,0.9317585,5.705055,6.37953,1.8982925,2.2493966,-0.3511041
21,-0.7289055,-0.3592288,"('immoral', 'moral')",1.1240839,1.3465923,-0.7672666,-0.537349,-0.1240294,0.1500048,-0.2740342
28,-0.7234265,-0.609368,"('disloyal', 'loyal')",0.3207618,0.26222366,0.97437274,1.3228018,0.1905693,0.3252192,-0.1346499
34,-0.7023496,-0.6206061,"('mean', 'honorable')",-0.41976678,-0.28984213,5.678644,5.992336,1.5188427,1.6939626,-0.1751199
81,-0.7012219,-0.21365383,"('submissive', 'aggressive')",1.6832161,1.8992366,-0.56519,-0.46804547,0.1389347,0.4058458,-0.2669111
69,0.68181163,0.6181949,"('lazy', 'industrious')",-0.08611343,-0.07959301,-0.62083197,-0.56220216,-0.0083779,-0.0078668,-0.0005111
72,-0.6592969,-0.5044316,"('unambitious', 'ambitious')",-0.2927269,-0.20746845,-1.0551758,-1.5696362,-0.6690665,-0.7605121,0.0914456
68,-0.6584803,-0.7339304,"('dependent', 'independent')",-0.25649914,-0.45058745,-0.2527324,-0.6975406,-0.3892373,-0.6273528,0.2381155
27,-0.6448902,-0.72608733,"('hardhearted', 'softhearted')",0.04390146,-0.124394275,1.424358,1.0982063,0.2744564,0.0825749,0.1918815
13,-0.62096006,-0.21549524,"('impolite', 'polite')",0.3192496,0.62512,-0.3156304,-0.33735293,-0.2057803,0.0240906,-0.2298709
64,-0.5706767,-0.33738413,"('shy', 'confident')",-0.34976453,-0.18503775,-5.8052707,-6.092097,-2.2419039,-2.2048395,-0.0370644
8,-0.52475077,-0.52891433,"('unaffectionate', 'affectionate')",-0.54256034,-0.5339572,0.860183,0.9498516,-0.0690427,-0.0376733,-0.0313694
18,-0.5057532,-0.27654445,"('disagreeable', 'welcoming')",-0.27014792,-0.03474106,-0.05601585,0.10495455,-0.2773057,-0.068777,-0.2085287
58,-0.50013566,-0.92571104,"('undiscriminating', 'discriminating')",0.7095967,0.32433623,0.21845832,-0.22140983,0.1426398,-0.2742616,0.4169014
48,0.4839697,0.22052996,"('unintelligent', 'intelligent')",1.9723935,1.784793,0.8390026,0.553855,1.0984553,0.8530593,0.245396
47,-0.48336652,-0.13856722,"('stupid', 'smart')",0.6674357,0.9171381,4.706901,5.0441756,1.6303234,1.9409154,-0.310592
30,-0.47346875,0.17358111,"('intolerant', 'tolerant')",1.3297752,1.8601767,1.1410208,1.422475,0.6657757,1.1520775,-0.4863018
20,0.46495453,0.56158537,"('rough', 'thoughtful')",1.5154797,1.5482665,0.44076872,0.50992143,0.8070676,0.8732578,-0.0661902
50,0.44477147,0.51505697,"('clumsy', 'skillful')",0.1793445,0.3124805,0.4095853,0.35149765,0.3445671,0.3930117,-0.0484446
76,-0.44443575,0.015911907,"('anxious', 'daring')",0.5809178,0.8042266,-0.16631986,0.17911348,-0.0099459,0.333084,-0.3430299
11,-0.44050804,-0.09112761,"('unhelpful', 'helpful')",0.89224505,1.1720715,1.9299331,2.2789543,0.79389,1.119966,-0.326076
83,-0.43589878,-0.29257566,"('powerless', 'powerful')",0.34303284,0.25646585,-1.0792259,-1.3148996,-0.3906973,-0.4503365,0.0596392
39,0.3797445,1.1943645,"('exploitative', 'cooperative')",0.034158055,0.4731025,0.0038703836,0.22031279,0.1392576,0.62926,-0.4900024
42,-0.35019967,-0.03285837,"('unreliable', 'reliable')",-1.3481376,-1.1115407,-2.787809,-2.789984,-1.495382,-1.311461,-0.183921
84,0.33708614,0.42855436,"('inferior', 'superior')",0.16844068,0.19800124,0.7710073,0.7392751,0.4255114,0.4552769,-0.0297655
25,-0.3237862,-0.19433293,"('egoistic', 'altruistic')",-0.21589898,-0.16287926,1.6944776,1.9814687,0.3849308,0.5414188,-0.156488
7,-0.31737098,-0.060537957,"('insensitive', 'sensitive')",0.69362116,0.9010243,1.0302742,0.8603275,0.4688414,0.5669379,-0.0980965
41,-0.30422172,-0.5332649,"('unforgiving', 'forgiving')",-0.72217447,-0.792379,0.3427858,0.4380277,-0.2278701,-0.2958721,0.068002
15,0.28685147,0.46221423,"('boring', 'funny')",-0.26362005,-0.12317857,0.6786148,0.9972048,0.2339487,0.4454135,-0.2114648
22,-0.2811555,-0.33983198,"('untrustworthy', 'trustworthy')",-0.065647885,0.0368278,-0.55080986,-0.70985126,-0.2992044,-0.3376185,0.0384141
29,0.27561712,-0.17727897,"('unfair', 'fair')",-0.9102558,-1.2879072,-0.5564105,-0.8061405,-0.3970164,-0.7571089,0.3600925
62,-0.27537245,0.032487947,"('incompetent', 'brilliant')",1.5842868,1.7176943,0.0939623,-0.11603721,0.4676256,0.544715,-0.0770894
52,0.27467436,0.16533166,"('irrational', 'rational')",-1.1797366,-1.2762308,0.045903057,0.26773563,-0.2863864,-0.2810545,-0.0053319
26,0.25711414,0.27324152,"('hardhearted', 'benevolent')",0.8479737,1.0459985,1.5690035,1.9925301,0.8913638,1.1039233,-0.2125595
56,-0.25438997,0.0636874,"('impractical', 'practical')",0.89144915,1.0696434,-0.39594877,-0.2303321,0.0803701,0.3009996,-0.2206295
78,-0.25396124,-0.6801368,"('nonresilient', 'resilient')",1.3518727,0.91823006,0.47813722,0.13599586,0.5253496,0.1246964,0.4006532
51,-0.24973464,-0.21572463,"('uneducated', 'educated')",1.0502392,1.0391388,0.8970734,0.9067522,0.5658593,0.5767221,-0.0108628
12,-0.2291752,-0.32648718,"('unsupportive', 'supportive')",0.29034272,0.35123417,-1.3040478,-1.681202,-0.4142934,-0.5521517,0.1378583
3,-0.22815251,-0.43418723,"('repellent', 'pleasant')",0.6461656,0.5412989,0.37520692,0.22357672,0.2644067,0.1102295,0.1541772
74,-0.22064987,-0.28738716,"('undedicated', 'dedicated')",0.16762973,0.2273981,0.16170862,0.0015160292,0.0362295,-0.019491,0.0557205
14,0.21809618,0.6655373,"('antisocial', 'social')",2.0488112,2.2260687,-0.7474882,-0.4144242,0.5064731,0.8257273,-0.3192542
2,-0.21109153,0.23793918,"('unlikable', 'likable')",0.31022498,0.5569645,0.640379,1.0333198,0.2465041,0.6094078,-0.3629037
55,-0.19369996,-0.07177735,"('incompetent', 'clever')",1.6152974,1.6658434,0.017411456,-0.08748037,0.4796697,0.5021952,-0.0225255
36,-0.1895547,-0.60004777,"('hostile', 'amicable')",-1.3409677,-1.4291027,0.2417423,0.49437535,-0.4295934,-0.5115917,0.0819983
16,-0.1892197,-0.3036992,"('unpopular', 'popular')",-0.63547856,-0.7982553,0.3565474,0.62943226,-0.1560503,-0.1575074,0.0014571
17,0.17348765,0.30252188,"('nasty', 'nice')",-0.6160902,-0.49390566,-0.6203662,-0.24608594,-0.3543229,-0.1458232,-0.2084997
65,-0.17249271,0.2744227,"('insecure', 'secure')",0.35420963,0.6181658,-0.3999626,-0.43635875,-0.0727486,0.1520766,-0.2248252
85,-0.16034408,-0.26145092,"('insignificant', 'prestigious')",-0.4636433,-0.42907113,0.29080772,0.76119494,-0.1110599,0.0235576,-0.1346175
60,-0.1598665,0.23145474,"('inefficient', 'efficient')",2.025021,2.2006805,-0.18434449,-0.39330876,0.56027,0.6796088,-0.1193388
59,0.15862314,0.29643595,"('foolish', 'wise')",-0.6052871,-0.6554274,0.25048897,0.35156184,-0.0653916,-0.0024765,-0.0629151
75,0.13882433,-0.04464107,"('meek', 'impulsive')",-0.30027372,-0.41495273,-0.2467118,-0.37076396,-0.1360537,-0.2767859,0.1407322
49,-0.13202547,0.017048016,"('unable', 'able')",0.48728785,0.6413423,0.39483583,0.42699137,0.2500327,0.3617939,-0.1117612
31,0.12596124,-0.5548582,"('evil', 'good')",-1.2855941,-1.6216899,-0.80051976,-1.0616193,-0.6533842,-1.0793891,0.4260049
33,-0.12167056,-0.16252974,"('wrong', 'right')",-0.025454666,-0.16196021,-0.49213657,-0.84485114,-0.2130873,-0.3897804,0.1766931
67,0.098914936,0.50026584,"('doubtful', 'determined')",-0.35166365,-0.08170557,-1.0946528,-0.73075724,-0.4491338,-0.1040657,-0.3450681
44,0.09630263,0.4948521,"('prejudiced', 'unprejudiced')",-0.30386564,-0.13862567,-1.6785712,-1.2498397,-0.6287114,-0.2978711,-0.3308403
87,0.077524036,0.45917264,"('unsuccessful', 'successful')",0.9092081,1.075558,0.8764633,1.0350187,0.6210651,0.8565831,-0.235518
37,0.07295921,0.2190291,"('fake', 'genuine')",-0.46227488,-0.3453168,0.4650709,0.3363999,0.0252517,0.0700374,-0.0447857
80,-0.032619983,0.1063386,"('dominated', 'dominating')",0.89500445,0.88296854,-0.9386635,-0.8373106,-0.0254263,0.0506655,-0.0760918
71,-0.022768527,0.033024218,"('diffident', 'self-confident')",0.5294415,0.45447627,0.3945167,0.4018538,0.3003966,0.2964514,0.0039452
40,-0.017645625,-0.46582156,"('stingy', 'generous')",-0.2221252,-0.41968393,-0.9951461,-1.8183422,-0.411639,-0.9012825,0.4896435
35,0.011604473,-0.08889069,"('corrupt', 'incorrupt')",-1.4334167,-1.5036886,-0.5068792,-0.10157788,-0.6428972,-0.564719,-0.0781782
4,-0.0018098732,-0.46874025,"('disliked', 'liked')",-0.6424519,-0.826489,-4.9486513,-5.4038496,-1.8643044,-2.2330262,0.3687218
