,twenty_male,twenty_female,tuple,first_male,first_female,century_male,century_female,fox_male,fox_female,inc_male,inc_female,average_male,average_female,male-female
85,-3.552781,-3.981155,"('insignificant', 'prestigious')",1.2018965,1.0238093,1.4625307,1.066287,0.032770064,-0.25004855,0.31016988,0.0979324,-0.1090828,-0.4086349,0.2995521
31,-2.9078095,-3.0891602,"('evil', 'good')",0.8796697,0.71395284,0.18754224,-0.044667907,-1.3575116,-1.524338,-1.8867729,-2.0162168,-1.0169764,-1.192086,0.1751096
80,2.7146444,2.9791842,"('dominated', 'dominating')",-0.18868853,0.07362977,-0.7628565,-0.4606995,-0.28543562,-0.09760755,-1.3604738,-1.2009059,0.023438,0.2587202,-0.2352822
79,-2.6162312,-2.7989712,"('wavering', 'unwavering')",2.1129322,1.9709362,0.5953078,0.4318945,-0.8638527,-0.89974576,0.1515932,0.042644612,-0.1240501,-0.2506483,0.1265982
46,2.3266418,2.6526234,"('uncompetitive', 'competitive')",-1.0995923,-0.7580329,-2.5544086,-2.4186802,0.3022889,0.3783291,-0.2175689,-0.2191064,-0.2485278,-0.0729734,-0.1755544
4,-2.28512,-2.4558594,"('disliked', 'liked')",0.7744358,0.8061412,0.045908388,-0.059647314,-1.4891906,-1.4361293,-6.6776667,-6.9107885,-1.9263268,-2.0112568,0.08493
36,-2.1475236,-2.6662366,"('hostile', 'amicable')",0.93849105,0.70962006,1.280507,0.9894199,-0.50261086,-0.68916893,-0.28537688,-0.44921008,-0.1433027,-0.4211152,0.2778125
55,2.0768032,2.5220504,"('incompetent', 'clever')",-2.9993575,-2.7590888,-1.3638948,-1.113971,0.5962637,0.89952934,-0.09038976,0.016704708,-0.356115,-0.0869551,-0.2691599
52,-2.0754871,-2.5008214,"('irrational', 'rational')",0.20730133,0.07925069,0.8457433,0.7155043,-0.44151965,-0.7701254,-0.4210753,-0.70373595,-0.3770075,-0.6359856,0.2589781
37,2.0536904,2.0787857,"('fake', 'genuine')",0.89385736,0.97238505,0.8708947,1.0246066,-0.11178625,-0.08919226,0.2814533,0.28852105,0.797622,0.8550213,-0.0573993
