,family_male,family_female,tuple,dollar_male,dollar_female,stores_male,stores_female,inc_male,inc_female,average_male,average_female,male-female
31,-5.0429416,-3.4823952,"('evil', 'good')",-0.8592781,-0.2667931,-1.5081339,-1.2645664,-1.791024,-1.81723,-2.3003445,-1.7077463,-0.5925982
85,-4.2450314,-2.654566,"('insignificant', 'prestigious')",-1.7756938,-0.89370143,-1.6305027,-1.5981977,-0.72515386,-0.5238829,-2.0940955,-1.417587,-0.6765085
36,-4.170917,-2.601313,"('hostile', 'amicable')",-1.4276873,-0.8177267,-2.095509,-1.8968202,-0.96362436,-0.8931688,-2.1644344,-1.5522572,-0.6121772
46,4.154723,2.3553393,"('uncompetitive', 'competitive')",1.4371699,0.36296973,2.8433387,2.1984587,0.5976847,0.16802791,2.2582293,1.2711989,0.9870304
10,3.9652796,1.9695604,"('unsympathetic', 'sympathetic')",0.7070587,-0.21222784,1.1327056,0.878852,0.9453266,0.5930785,1.6875927,0.8073158,0.8802769
55,3.9102495,2.2677784,"('incompetent', 'clever')",1.0345092,0.24952339,1.1850152,1.0325612,0.66076237,0.29899573,1.697634,0.9622146,0.7354194
56,3.8142698,2.90071,"('impractical', 'practical')",2.2662559,2.0090766,1.6765584,1.7905111,0.4850077,0.5405285,2.0605228,1.8102065,0.2503163
35,-3.8121967,-2.4809642,"('corrupt', 'incorrupt')",-0.89933664,-0.24319933,-1.8144963,-1.5739654,-1.1787636,-0.9259482,-1.9261982,-1.3060193,-0.6201789
81,3.7144709,2.1906493,"('submissive', 'aggressive')",0.68722945,0.075442776,0.7383549,0.5694067,0.10147957,-0.0045902207,1.3103838,0.7077271,0.6026567
21,3.640768,2.3956158,"('immoral', 'moral')",0.05718677,-0.5524757,1.0134346,0.7335868,-0.23656,-0.5356987,1.1187074,0.5102571,0.6084503
60,3.633842,2.01601,"('inefficient', 'efficient')",0.9986636,0.46628878,2.682807,2.6156712,0.9088964,0.90249735,2.0560522,1.5001168,0.5559354
69,-3.623463,-2.4989085,"('lazy', 'industrious')",-1.1803775,-0.6436732,-0.55842566,-0.46671665,-1.1271583,-1.035994,-1.6223562,-1.1613231,-0.4610331
6,-3.3377795,-2.4862385,"('distant', 'open')",-0.53691053,0.070956916,-0.77213347,-0.40523642,0.107671276,0.31154817,-1.134788,-0.6272424,-0.5075456
5,-3.336816,-2.27953,"('distant', 'outgoing')",-0.41955006,0.27724025,-0.67528224,-0.2169046,-0.60663027,-0.31644535,-1.2595696,-0.6339099,-0.6256597
70,3.3050103,2.1529431,"('lethargic', 'energetic')",0.98660666,0.43081242,0.8403794,0.8373155,1.4310251,1.2193426,1.6407553,1.1601034,0.4806519
43,3.2971902,2.257298,"('irresponsible', 'responsible')",1.4074113,0.9897356,1.8847858,1.9381183,1.0779002,1.0094049,1.9168217,1.5486393,0.3681824
74,3.2633624,2.667469,"('undedicated', 'dedicated')",1.1279447,0.9555165,0.98085463,1.0164211,0.71336764,0.6115331,1.5213822,1.312735,0.2086472
