,marathon_male,marathon_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
82,-2.3800685,-2.3452075,"('poor', 'rich')",-0.09649578,-0.23504397,6.5997925,5.1803646,1.3744094,0.8667044,0.507705
9,1.5141697,1.8577905,"('unaffectionate', 'caring')",-0.104777984,0.11847705,0.19134682,0.58193684,0.5335795,0.8527348,-0.3191553
0,-1.4912597,-1.5994229,"('unsociable', 'sociable')",0.52255356,0.40143263,0.18327773,-0.32985207,-0.2618095,-0.5092808,0.2474713
85,1.4775139,1.7391797,"('insignificant', 'prestigious')",-0.19778705,0.06908649,-1.7068913,-0.587256,-0.1423881,0.4070034,-0.5493915
72,1.4103644,1.37604,"('unambitious', 'ambitious')",0.7857369,0.82257617,-0.40305412,-0.38855392,0.5976824,0.6033541,-0.0056717
45,-1.4067688,-1.185487,"('incompetent', 'competent')",-0.038800497,-0.15260625,-0.0027929395,-0.119942695,-0.4827874,-0.486012,0.0032246
39,1.4029678,1.1755258,"('exploitative', 'cooperative')",-0.47773054,-0.34429088,0.012309857,0.10627258,0.3125157,0.3125025,1.32e-05
71,1.3590937,1.2986133,"('diffident', 'self-confident')",1.3967726,1.3972157,0.35686338,0.4166835,1.0375765,1.0375041,7.24e-05
16,-1.3412168,-1.211831,"('unpopular', 'popular')",0.06421104,0.033609465,0.23009133,0.21161947,-0.3489715,-0.3222007,-0.0267708
74,1.3240038,1.4889557,"('undedicated', 'dedicated')",-0.32995057,-0.22964683,-0.5232068,-0.38272884,0.1569488,0.2921934,-0.1352446
51,-1.3086498,-1.1216446,"('uneducated', 'educated')",0.032677975,0.027153365,0.6740904,0.45216608,-0.2006271,-0.2141084,0.0134813
73,1.1812674,1.2253505,"('helpless', 'self-reliant')",0.49162754,0.53032225,-3.8601105,-3.1123164,-0.7290719,-0.4522146,-0.2768573
58,-1.1601328,-0.8667068,"('undiscriminating', 'discriminating')",0.27607328,0.28595647,-0.4919362,-0.26217148,-0.4586652,-0.280974,-0.1776912
22,-1.1278824,-1.102352,"('untrustworthy', 'trustworthy')",-0.38940468,-0.31815988,-0.7282971,-1.0247276,-0.748528,-0.8150798,0.0665518
34,-1.1094626,-1.2574297,"('mean', 'honorable')",0.16350755,0.08205652,5.1900563,4.3395534,1.4147005,1.0547268,0.3599737
47,-1.10311,-1.1554782,"('stupid', 'smart')",0.7601518,0.86793095,5.4260044,4.759681,1.6943488,1.4907114,0.2036374
33,1.075298,1.2124829,"('wrong', 'right')",1.0814562,1.3094517,-1.0160816,-0.16482493,0.3802241,0.7857032,-0.4054791
26,1.0206292,1.3164114,"('hardhearted', 'benevolent')",0.30719468,0.5747297,0.45008227,1.347481,0.5926354,1.0795407,-0.4869053
14,-1.0118047,-0.92884386,"('antisocial', 'social')",0.9185272,0.7301503,0.31060824,-0.01599741,0.0724436,-0.0715637,0.1440073
76,0.99132204,0.5246007,"('anxious', 'daring')",0.58910894,0.2912807,0.77373135,0.12619895,0.7847207,0.3140268,0.4706939
25,0.98972404,0.91829014,"('egoistic', 'altruistic')",1.2226079,1.2431993,0.8707985,1.1643262,1.0277101,1.1086052,-0.0808951
57,-0.9618659,-0.7117918,"('unimaginative', 'imaginative')",0.06668712,0.01613615,-3.2618425,-2.7626,-1.3856738,-1.1527518,-0.232922
84,0.96046317,0.94612175,"('inferior', 'superior')",0.70993143,0.7335916,0.64518666,0.74298584,0.7718604,0.8075664,-0.035706
19,-0.9136925,-0.60892195,"('inhospitable', 'hospitable')",-1.9231935,-1.6858392,-1.2094605,-0.98793507,-1.3487822,-1.0942321,-0.2545501
55,-0.90206903,-1.1075017,"('incompetent', 'clever')",1.0667326,0.8325988,0.95844895,0.22442245,0.3743709,-0.0168268,0.3911977
49,-0.80156744,-0.84285295,"('unable', 'able')",-0.46524644,-0.41784525,-0.46087518,-0.7906123,-0.5758963,-0.6837702,0.1078739
18,0.7951382,0.95062435,"('disagreeable', 'welcoming')",-0.3906774,-0.25504023,-1.0441495,-0.6307437,-0.2132296,0.0216135,-0.2348431
12,0.7896333,0.8835766,"('unsupportive', 'supportive')",0.9943013,0.9560059,-2.0891864,-1.4210236,-0.1017506,0.1395196,-0.2412702
70,-0.78667986,-0.6246365,"('lethargic', 'energetic')",-0.11571631,-0.1497487,0.85951036,0.37046045,-0.0142953,-0.1346416,0.1203463
31,-0.77256334,-0.3667894,"('evil', 'good')",-1.3664477,-1.2264826,-2.2143373,-1.3753705,-1.4511161,-0.9895475,-0.4615686
46,-0.7436069,-1.0824543,"('uncompetitive', 'competitive')",0.8440645,0.49431553,0.016293729,-0.724796,0.0389171,-0.437645,0.4765621
17,-0.7064249,-0.6606338,"('nasty', 'nice')",-1.5308785,-1.5545665,-0.74425024,-0.703243,-0.9938513,-0.9728145,-0.0210368
50,-0.6691901,-0.5285578,"('clumsy', 'skillful')",-0.59479785,-0.64650506,0.07483949,-0.0084653795,-0.3963828,-0.3945094,-0.0018734
2,0.6654893,0.69752717,"('unlikable', 'likable')",1.9051188,1.9198526,0.57274354,1.172264,1.0477839,1.2632146,-0.2154307
78,-0.6637881,-0.8959526,"('nonresilient', 'resilient')",1.0749339,0.58348435,0.6451272,-0.06387456,0.352091,-0.1254476,0.4775386
86,-0.652055,-0.5958825,"('uninfluential', 'influential')",0.48696214,0.5314085,-0.25975674,-0.5216534,-0.1416165,-0.1953758,0.0537593
56,-0.6107325,-0.6363252,"('impractical', 'practical')",0.63045835,0.54962736,-0.19396998,-0.45891666,-0.0580814,-0.1818715,0.1237901
24,0.6029518,0.85304695,"('dishonest', 'honest')",0.42733824,0.8558194,0.17393701,0.5447071,0.401409,0.7511911,-0.3497821
61,0.58652216,0.58169293,"('illogical', 'logical')",0.44268343,0.5920831,0.47066408,0.4057925,0.4999565,0.5265228,-0.0265663
20,-0.5808933,-0.6288618,"('rough', 'thoughtful')",-0.51890785,-0.5322874,0.39453653,0.18586248,-0.2350882,-0.3250956,0.0900074
44,-0.55806214,-0.8947093,"('prejudiced', 'unprejudiced')",-0.5484611,-0.6355979,-0.9377254,-0.98484784,-0.6814162,-0.838385,0.1569688
42,0.5520167,0.7206356,"('unreliable', 'reliable')",0.4308622,0.44844764,-2.2722929,-2.0456648,-0.4298046,-0.2921938,-0.1376108
60,0.5379111,0.272241,"('inefficient', 'efficient')",1.6050917,1.464149,0.6017526,0.32477263,0.9149184,0.6870542,0.2278642
27,0.53670424,0.52536654,"('hardhearted', 'softhearted')",-0.45757872,-0.35808468,0.27358177,0.4904789,0.1175691,0.2192536,-0.1016845
11,-0.50595343,-0.63911,"('unhelpful', 'helpful')",0.5512955,0.34525195,1.9577821,1.6676316,0.6677081,0.4579245,0.2097836
67,0.50297856,0.61686075,"('doubtful', 'determined')",0.079780474,0.12696807,-0.24098322,0.106655836,0.1139253,0.2834949,-0.1695696
54,0.49961215,0.48771977,"('incapable', 'capable')",-0.035000287,-0.061030447,0.48725417,0.597904,0.3172887,0.3415311,-0.0242424
10,-0.49286157,-0.5022385,"('unsympathetic', 'sympathetic')",-0.31039155,-0.46625334,0.030765953,-0.6652558,-0.2574957,-0.5445825,0.2870868
30,-0.4915204,-0.4809764,"('intolerant', 'tolerant')",-0.02854444,0.05936221,0.3087461,0.5707014,-0.0704396,0.0496957,-0.1201353
83,0.4827604,0.22504532,"('powerless', 'powerful')",1.0443647,0.8600812,-0.61083,-0.8591961,0.3054317,0.0753101,0.2301216
13,-0.47189948,-0.49004585,"('impolite', 'polite')",0.16946357,0.21322465,-0.24655837,-0.46569616,-0.1829981,-0.2475058,0.0645077
88,0.42760012,0.5530846,"('low', 'eminent')",-0.27445912,-0.17837214,-0.37010115,-0.25274393,-0.0723201,0.0406562,-0.1129763
65,-0.40869606,-0.7962284,"('insecure', 'secure')",0.37965506,0.2838645,0.6006369,0.03350473,0.190532,-0.1596197,0.3501517
41,-0.40648854,0.274565,"('unforgiving', 'forgiving')",-0.25885704,-0.14056148,-0.94649196,-0.2777758,-0.5372792,-0.0479241,-0.4893551
32,0.404718,0.6509881,"('unkind', 'kind')",-0.05529499,0.07852862,0.54568076,0.5989271,0.2983679,0.4428146,-0.1444467
62,0.39804482,0.26557893,"('incompetent', 'brilliant')",1.5099468,1.3280842,0.97023195,0.83903575,0.9594079,0.8108997,0.1485082
29,-0.38609493,-0.2615974,"('unfair', 'fair')",-0.4059276,-0.2817135,-0.6154983,-0.50628304,-0.4691736,-0.3498646,-0.119309
36,-0.38242108,-0.29177922,"('hostile', 'amicable')",-1.5055087,-1.4611974,-1.2941667,-1.0022566,-1.0606988,-0.9184111,-0.1422877
37,-0.37695724,-0.22136047,"('fake', 'genuine')",-0.7782045,-0.75635535,-0.5772126,-0.29001272,-0.5774581,-0.4225762,-0.1548819
69,0.34546494,0.45668304,"('lazy', 'industrious')",0.8816674,0.95959014,-1.2113005,-0.31421497,0.0052773,0.3673527,-0.3620754
3,-0.3240378,-0.519182,"('repellent', 'pleasant')",-0.030437144,-0.3172452,1.4208045,0.5416553,0.3554432,-0.0982573,0.4537005
53,0.3220565,0.53848666,"('uncreative', 'creative')",0.29531288,0.5255511,-0.21113676,0.010593154,0.1354109,0.3582103,-0.2227994
59,0.2833124,0.43152648,"('foolish', 'wise')",0.3288945,0.60256475,-0.8027686,0.15306441,-0.0635206,0.3957185,-0.4592391
81,-0.26629782,-0.3912984,"('submissive', 'aggressive')",1.3201361,1.0400093,0.44959593,0.10652441,0.5011447,0.2517451,0.2493996
68,-0.26214835,-0.33389157,"('dependent', 'independent')",-1.1615946,-1.112878,-0.72083884,-1.0977974,-0.7148606,-0.848189,0.1333284
40,0.25516605,0.8043396,"('stingy', 'generous')",-0.018691722,0.17761841,-2.9139783,-2.103956,-0.8925014,-0.3739993,-0.5185021
48,-0.25465524,-0.25392324,"('unintelligent', 'intelligent')",1.0108122,0.9846756,0.68952626,0.48888043,0.4818944,0.4065442,0.0753502
77,0.25069135,-0.11947117,"('unmotivated', 'motivated')",0.95042354,0.6839265,-0.29694724,-0.8504174,0.3013892,-0.0953207,0.3967099
7,0.22672258,0.2763946,"('insensitive', 'sensitive')",0.7688922,0.71970516,0.44227853,0.4465875,0.4792978,0.4808958,-0.001598
21,-0.20378223,-0.42444745,"('immoral', 'moral')",1.0998434,0.8848929,0.6365317,-0.2163945,0.5108643,0.0813503,0.429514
43,-0.19162351,-0.2564661,"('irresponsible', 'responsible')",0.009356543,0.07357339,0.35079765,0.32941678,0.0561769,0.0488414,0.0073355
28,-0.18981607,0.24641997,"('disloyal', 'loyal')",-0.4486177,-0.28282574,0.69885176,0.3987305,0.0201393,0.1207749,-0.1006356
8,0.14163871,0.3756065,"('unaffectionate', 'affectionate')",-0.89307517,-0.7126218,-0.87731355,-0.25879484,-0.5429167,-0.1986034,-0.3443133
64,0.14008972,0.114022836,"('shy', 'confident')",0.9929705,0.97241664,-5.680454,-4.543848,-1.5157979,-1.1524695,-0.3633284
79,0.13956647,0.33421943,"('wavering', 'unwavering')",-1.31195,-1.2688724,-0.93255717,-0.74117017,-0.7016469,-0.5586077,-0.1430392
75,-0.12632397,-0.07139414,"('meek', 'impulsive')",-0.35134622,-0.46066892,-0.5733952,-0.46971172,-0.3503551,-0.3339249,-0.0164302
52,0.116246805,0.2103258,"('irrational', 'rational')",-1.0638587,-1.0251238,-0.8387931,-0.1917763,-0.5954684,-0.3355248,-0.2599436
87,-0.11202497,-0.33643508,"('unsuccessful', 'successful')",1.2229977,1.0993698,1.2570446,1.1000494,0.7893391,0.6209947,0.1683444
66,0.09228482,0.1872266,"('inactive', 'active')",-0.4618637,-0.37697837,0.5545834,0.6943038,0.0616682,0.168184,-0.1065158
35,-0.09224066,0.09989143,"('corrupt', 'incorrupt')",-1.7257464,-1.5322918,-1.6670723,-1.0046294,-1.1616864,-0.8123433,-0.3493431
4,-0.08429799,0.16035815,"('disliked', 'liked')",-0.19839257,-0.11989026,-7.3741293,-5.8142505,-2.5522733,-1.9245942,-0.6276791
15,0.08195072,0.12774163,"('boring', 'funny')",0.16526425,0.40413797,-0.50190496,-0.06622861,-0.0848967,0.155217,-0.2401137
63,0.07681051,0.11494823,"('unperceptive', 'insightful')",1.033812,0.87912583,0.43233594,0.5041505,0.5143195,0.4994082,0.0149113
6,0.06776672,0.3978555,"('distant', 'open')",-0.77675724,-0.49612892,-1.6152794,-0.94521034,-0.7747567,-0.3478279,-0.4269288
23,-0.016474176,-0.064483106,"('insincere', 'sincere')",0.023583833,0.0027769096,5.7829137,4.821727,1.9300078,1.5866736,0.3433342
38,0.016241182,0.06738174,"('untruthful', 'truthful')",0.22221497,0.19107723,-0.65602076,0.0004937472,-0.1391882,0.0863176,-0.2255058
80,0.011517465,-0.2004987,"('dominated', 'dominating')",0.8442163,0.63734555,0.5164143,-0.04889579,0.4573827,0.129317,0.3280657
1,0.005665295,0.48039806,"('unfriendly', 'friendly')",0.21397366,0.53934836,-0.16131043,0.7200091,0.0194428,0.5799185,-0.5604757
5,0.005441472,0.33767533,"('distant', 'outgoing')",-0.798125,-0.54120594,-1.4478031,-0.744285,-0.7468289,-0.3159385,-0.4308904
