,rockwell_male,rockwell_female,tuple,collins_male,collins_female,inc_male,inc_female,average_male,average_female,male-female
46,-0.65376556,-0.76137674,"('uncompetitive', 'competitive')",0.42092344,0.83145016,-0.08334299,-0.39251035,-0.105395,-0.107479,0.002084
5,0.64974546,0.9276095,"('distant', 'outgoing')",0.80656856,0.66856897,-0.44702202,-0.27089274,0.3364307,0.4417619,-0.1053312
14,-0.6471021,-0.8442238,"('antisocial', 'social')",0.257963,0.4795485,-0.664018,-0.8632946,-0.3510524,-0.4093233,0.0582709
61,0.6063737,0.5713283,"('illogical', 'logical')",0.98721164,1.0508265,0.33496642,0.22522712,0.6428506,0.615794,0.0270566
78,0.5839764,0.44873604,"('nonresilient', 'resilient')",1.1357878,1.0408801,1.0962517,0.9387671,0.938672,0.8094611,0.1292109
41,-0.57666624,-0.1850878,"('unforgiving', 'forgiving')",0.4620131,0.9060659,-0.3685282,-0.22847658,-0.1610604,0.1641672,-0.3252276
74,0.57312596,0.70391697,"('undedicated', 'dedicated')",1.2044865,1.2000788,0.32491565,0.14400446,0.7008427,0.6826668,0.0181759
55,-0.5687344,-0.8389387,"('incompetent', 'clever')",-0.3358601,-0.053108636,0.25742987,0.057868414,-0.2157216,-0.2780596,0.062338
21,-0.56405663,-0.7661882,"('immoral', 'moral')",0.3259143,0.5393112,-0.65843916,-0.9527405,-0.2988605,-0.3932058,0.0943453
0,-0.55940485,-0.5536136,"('unsociable', 'sociable')",0.12981379,0.2966349,-0.5012437,-0.5594999,-0.3102783,-0.2721595,-0.0381188
40,-0.55245006,0.031118862,"('stingy', 'generous')",-0.99146765,-0.5101728,-1.8268174,-1.799796,-1.1235784,-0.7596166,-0.3639618
88,0.54643804,0.32104766,"('low', 'eminent')",0.3757492,0.021758202,0.18708561,-0.05047509,0.3697576,0.0974436,0.272314
20,0.4913776,0.18676493,"('rough', 'thoughtful')",1.0172772,1.0778759,1.4412463,1.187616,0.9833004,0.8174189,0.1658815
19,0.47654188,0.5612934,"('inhospitable', 'hospitable')",0.10982762,0.0913468,0.09587045,0.12863234,0.2274133,0.2604242,-0.0330109
12,0.4725959,0.4882676,"('unsupportive', 'supportive')",0.65034306,0.61956006,-1.8764443,-1.8431618,-0.2511684,-0.2451114,-0.006057
15,0.39953315,0.32084098,"('boring', 'funny')",-0.23639095,-0.4297733,0.16285385,0.19465166,0.1086653,0.0285731,0.0800922
27,-0.38727078,-0.27707797,"('hardhearted', 'softhearted')",-0.4809612,-0.51753926,1.4377658,1.4229022,0.1898446,0.2094283,-0.0195837
29,0.38297698,0.6429678,"('unfair', 'fair')",0.34801322,0.54975116,-0.33288836,-0.26678663,0.1327006,0.3086441,-0.1759435
49,0.37434414,-0.2129013,"('unable', 'able')",0.5913044,0.36838642,-0.08154368,-0.11357474,0.2947016,0.0139701,0.2807315
60,-0.3540467,-0.60209286,"('inefficient', 'efficient')",0.676681,0.91857797,0.28205502,0.19803822,0.2015631,0.1715078,0.0300553
22,-0.35085154,-0.28076312,"('untrustworthy', 'trustworthy')",0.3622399,0.6331467,-0.8230565,-0.89902085,-0.2705561,-0.1822124,-0.0883437
11,-0.32118693,-0.6359437,"('unhelpful', 'helpful')",0.28106385,0.100378856,1.8795621,1.8076683,0.6131463,0.4240345,0.1891118
7,-0.30920362,-0.29256797,"('insensitive', 'sensitive')",-0.31497392,-0.2488225,0.9452087,0.7167495,0.1070104,0.058453,0.0485574
84,0.2998779,0.47419757,"('inferior', 'superior')",0.14588013,0.17887494,1.0950631,1.080292,0.513607,0.5777882,-0.0641812
34,0.2986861,0.13567191,"('mean', 'honorable')",0.5305275,0.36671633,6.2316875,6.1659865,2.3536337,2.2227917,0.130842
43,-0.29554865,-0.43343103,"('irresponsible', 'responsible')",-0.09371713,-0.12373495,0.45502833,0.40707242,0.0219208,-0.0500312,0.071952
79,-0.29323542,-0.12502886,"('wavering', 'unwavering')",0.16119221,0.06309406,-0.09732837,0.052846283,-0.0764572,-0.0030295,-0.0734277
73,0.28407192,0.41783395,"('helpless', 'self-reliant')",-0.33796653,-0.19065785,-3.355702,-3.4296052,-1.1365321,-1.0674764,-0.0690557
50,-0.2712831,-0.5197985,"('clumsy', 'skillful')",0.11154106,-0.027904795,0.3220439,0.41058207,0.0541006,-0.0457071,0.0998077
44,-0.25797614,-0.5946411,"('prejudiced', 'unprejudiced')",0.16404109,-0.20155385,-1.3986794,-1.310435,-0.4975381,-0.7022099,0.2046718
31,0.24949414,0.81985563,"('evil', 'good')",-0.0419728,0.085213855,-1.1169152,-0.99553007,-0.3031313,-0.0301535,-0.2729778
24,0.2355134,0.36076897,"('dishonest', 'honest')",-0.20083897,-0.17491327,0.4172324,0.48181432,0.1506356,0.2225567,-0.0719211
63,0.21496186,0.28150433,"('unperceptive', 'insightful')",0.8917735,1.1172922,1.2960064,1.2272098,0.800914,0.8753355,-0.0744215
6,-0.20656615,0.25547892,"('distant', 'open')",0.21754085,0.22983897,0.096104026,0.29186532,0.0356929,0.2590611,-0.2233682
18,-0.19924533,-0.30214924,"('disagreeable', 'welcoming')",-0.73371494,-0.99048626,-0.5622395,-0.5676522,-0.4983999,-0.6200959,0.121696
48,-0.19730574,-0.46283963,"('unintelligent', 'intelligent')",-0.06140055,-0.07367501,0.33700228,0.22814715,0.0260987,-0.1027892,0.1288879
80,0.14306465,-0.17573021,"('dominated', 'dominating')",0.38727316,0.38308173,-0.7939877,-0.9631357,-0.0878833,-0.2519281,0.1640448
83,0.12424466,0.090231836,"('powerless', 'powerful')",0.22360829,0.40236422,-0.89536244,-0.8648902,-0.1825032,-0.1240981,-0.0584051
62,-0.09952283,-0.52747667,"('incompetent', 'brilliant')",0.100634694,0.1830853,0.10739498,0.022897832,0.0361689,-0.1071645,0.1433334
47,0.096157745,-0.29509357,"('stupid', 'smart')",0.26304567,0.18036991,5.3272386,5.4505014,1.8954806,1.7785926,0.116888
56,-0.09466428,-0.12798858,"('impractical', 'practical')",0.4790514,0.70948946,-0.5356648,-0.735625,-0.0504259,-0.0513747,0.0009488
86,-0.093880564,-0.032388,"('uninfluential', 'influential')",0.26979506,0.5342487,0.12735087,-0.07640727,0.1010885,0.1418178,-0.0407293
37,-0.082060546,-0.137564,"('fake', 'genuine')",-0.0585844,0.06488046,0.17366803,0.29876733,0.0110077,0.0753613,-0.0643536
66,-0.048482627,-0.10516589,"('inactive', 'active')",0.08629206,-0.16238062,0.96746373,0.92234105,0.335091,0.2182649,0.1168261
52,0.03983838,0.10032122,"('irrational', 'rational')",-0.6421098,-0.8634534,-0.45527586,-0.3540095,-0.3525158,-0.3723806,0.0198648
59,-0.031878453,-0.2883158,"('foolish', 'wise')",0.085768454,-0.45859313,-0.118146695,0.119968295,-0.0214189,-0.2089802,0.1875613
67,0.028775163,0.0070796907,"('doubtful', 'determined')",-0.029770516,-0.15084857,-0.88122535,-0.81063855,-0.2940736,-0.3181358,0.0240622
32,-0.023934856,-0.18193588,"('unkind', 'kind')",0.1922231,0.091598175,0.7056359,0.62822497,0.291308,0.1792958,0.1120122
23,0.021287862,-0.32018453,"('insincere', 'sincere')",0.311333,0.09377338,5.9628487,5.9256954,2.0984898,1.8997614,0.1987284
76,0.016504034,-0.31161493,"('anxious', 'daring')",0.80909693,0.81089,0.646125,0.52173996,0.4905753,0.3403383,0.150237
