,rockwell_male,rockwell_female,tuple,collins_male,collins_female,inc_male,inc_female,average_male,average_female,male-female
71,2.2512734,2.0397823,"('diffident', 'self-confident')",2.2794027,1.9204315,0.5930254,0.5024671,1.7079004,1.4875603,0.2203401
10,-1.8446856,-1.8318306,"('unsympathetic', 'sympathetic')",-0.88148695,-0.5521552,-0.008432981,-0.20795631,-0.9115351,-0.8639807,-0.0475544
57,-1.8383868,-1.8509253,"('unimaginative', 'imaginative')",-0.6884477,-0.5010508,-2.499763,-2.7791035,-1.6755325,-1.7103599,0.0348274
69,1.8160664,1.6803236,"('lazy', 'industrious')",1.6020477,1.1452968,-0.8652541,-0.7065726,0.8509533,0.7063493,0.144604
81,-1.786204,-2.3881013,"('submissive', 'aggressive')",-0.5302727,-0.61320806,-0.7513205,-0.9948788,-1.0225991,-1.3320627,0.3094636
1,1.6361471,1.7880524,"('unfriendly', 'friendly')",1.6440127,1.3610083,1.5814614,1.4231949,1.6205405,1.5240852,0.0964553
25,1.5455041,1.1614594,"('egoistic', 'altruistic')",1.1969392,0.5260371,1.3948588,1.3466548,1.3791008,1.0113838,0.367717
33,1.528775,1.6879627,"('wrong', 'right')",0.96224374,0.7052354,-0.82104313,-0.73610944,0.5566585,0.5523628,0.0042957
87,1.5108961,0.89624983,"('unsuccessful', 'successful')",2.1587658,1.7895024,1.1928182,0.94515836,1.6208267,1.2103035,0.4105232
3,-1.4859508,-1.4640938,"('repellent', 'pleasant')",-0.20237023,0.04955765,0.455061,0.19147429,-0.4110867,-0.4076873,-0.0033994
54,1.4406391,0.6601517,"('incapable', 'capable')",1.8389108,1.2029871,1.5438186,1.3321968,1.6077895,1.0651119,0.5426776
70,-1.3911477,-1.6168412,"('lethargic', 'energetic')",-0.54625624,-0.59485745,1.0873896,0.7503423,-0.2833381,-0.4871187,0.2037806
26,1.3686334,1.2839993,"('hardhearted', 'benevolent')",1.6082062,1.4333241,1.7240998,1.594496,1.5669797,1.437273,0.1297067
85,1.2169837,1.0320485,"('insignificant', 'prestigious')",1.0333142,0.55479896,0.43500966,0.4152295,0.8951026,0.667359,0.2277436
9,1.1052034,1.1603385,"('unaffectionate', 'caring')",0.7439525,0.49543685,0.8690683,0.9319648,0.9060748,0.8625801,0.0434947
42,-1.0975049,-0.91145766,"('unreliable', 'reliable')",-0.5068561,-0.27625555,-3.1440728,-3.1546512,-1.5828112,-1.4474548,-0.1353564
45,-1.0819881,-0.9046134,"('incompetent', 'competent')",0.082189724,0.55174273,-0.36296836,-0.33144695,-0.4542556,-0.2281059,-0.2261497
30,-1.0766526,-1.1689203,"('intolerant', 'tolerant')",-1.4849812,-1.2586019,0.68490267,0.59242827,-0.6255771,-0.611698,-0.0138791
77,-1.0639821,-1.0784873,"('unmotivated', 'motivated')",0.083607756,0.4399494,-0.8912439,-0.9247295,-0.6238728,-0.5210892,-0.1027836
39,1.0478501,0.72563314,"('exploitative', 'cooperative')",1.7167002,1.5159584,0.44356024,0.34328747,1.0693701,0.8616263,0.2077438
16,-1.0381156,-0.96981674,"('unpopular', 'popular')",-0.9348267,-0.84084314,0.28077456,0.23546645,-0.5640559,-0.5250645,-0.0389914
2,1.0307624,0.6278982,"('unlikable', 'likable')",1.2603868,0.9899322,0.19284144,0.27549696,0.8279969,0.6311091,0.1968878
64,-1.006784,-0.95438576,"('shy', 'confident')",-0.9377326,-0.57314533,-6.9508758,-6.8712397,-2.9651308,-2.7995904,-0.1655404
75,-0.91983676,-0.7838179,"('meek', 'impulsive')",-0.40778297,-0.24267957,-0.5183832,-0.39542615,-0.6153344,-0.4739745,-0.1413599
53,0.8770013,1.0482032,"('uncreative', 'creative')",0.1781432,0.3541864,0.76017,0.7427133,0.6051048,0.7150343,-0.1099295
17,-0.87593144,-0.796373,"('nasty', 'nice')",0.71925443,0.7993854,-0.45503977,-0.5612036,-0.2039056,-0.1860637,-0.0178419
28,-0.8640876,-0.64520025,"('disloyal', 'loyal')",-0.4051741,-0.3905823,0.5329686,0.67936784,-0.245431,-0.1188049,-0.1266261
51,-0.842847,-0.8438188,"('uneducated', 'educated')",-0.13385765,0.19136932,0.7736434,0.7429204,-0.0676871,0.030157,-0.0978441
58,0.8354367,1.0338933,"('undiscriminating', 'discriminating')",1.052441,1.3800669,0.35974577,0.13504243,0.7492078,0.8496675,-0.1004597
82,-0.79021156,-0.7683753,"('poor', 'rich')",-0.88512564,-0.666642,6.1496854,6.2546,1.4914494,1.6065276,-0.1150782
65,-0.7647774,-1.3314443,"('insecure', 'secure')",-0.46849257,-0.52845716,-0.2055223,-0.30391297,-0.4795974,-0.7212714,0.241674
36,0.75740695,0.9131932,"('hostile', 'amicable')",0.63483465,0.52180403,0.05851246,0.07449067,0.4835847,0.5031627,-0.019578
13,-0.7489611,-0.69326866,"('impolite', 'polite')",-0.42675757,-0.17008549,-0.15731514,-0.2183149,-0.4443446,-0.3605564,-0.0837882
4,-0.74067837,-0.6202804,"('disliked', 'liked')",0.27596068,0.27845734,-6.9972353,-7.079416,-2.4873177,-2.4737463,-0.0135714
8,0.7386227,0.52270263,"('unaffectionate', 'affectionate')",0.47473848,0.03719595,0.26285797,0.39299965,0.4920731,0.3176328,0.1744403
35,0.7248126,0.7242016,"('corrupt', 'incorrupt')",0.64820665,0.20112528,-0.37679318,-0.23435396,0.3320754,0.2303243,0.1017511
72,-0.70972157,-0.8284343,"('unambitious', 'ambitious')",-0.55728227,-0.5177702,-1.1656576,-0.92453647,-0.8108872,-0.7569137,-0.0539735
68,-0.6844808,-0.45239353,"('dependent', 'independent')",-0.93737406,-0.61408865,-0.34313464,-0.32089475,-0.6549965,-0.462459,-0.1925375
38,-0.6726876,-0.57009274,"('untruthful', 'truthful')",-0.06936569,-0.091737285,-0.3774475,-0.10137191,-0.3731669,-0.2544006,-0.1187663
