,illinois_male,illinois_female,tuple,tool_male,tool_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
31,-2.0455396,-1.7336346,"('evil', 'good')",0.31668377,0.34865218,-0.9962772,-1.0414447,-0.9386119,-0.72971284,-0.9159362,-0.789035,-0.1269012
60,1.9674352,1.6521816,"('inefficient', 'efficient')",0.22579329,0.23702131,1.334386,1.5408672,-0.034906995,-0.11809708,0.8731769,0.8279933,0.0451836
36,-1.8400304,-1.4253738,"('hostile', 'amicable')",0.43857843,0.49747825,-1.3307989,-1.3444021,0.08695826,0.17225304,-0.6613232,-0.5250111,-0.1363121
70,1.8335682,1.6339366,"('lethargic', 'energetic')",-1.3020645,-1.3616318,-0.5113571,-0.4357709,0.5638694,0.4976951,0.146004,0.0835573,0.0624467
40,1.6047461,1.6222239,"('stingy', 'generous')",-0.560763,-0.5358647,-0.6061574,-0.59202856,-1.5454891,-1.2361548,-0.2769158,-0.1854561,-0.0914597
10,1.6022997,1.1691122,"('unsympathetic', 'sympathetic')",-0.9964432,-1.0915403,-0.25936243,-0.3024162,0.06427477,-0.14347105,0.1026922,-0.0920788,0.194771
43,1.5916097,1.4313548,"('irresponsible', 'responsible')",-0.5951039,-0.4253979,-0.80044734,-0.63247967,0.4275109,0.34495026,0.1558923,0.1796069,-0.0237146
28,1.5817461,1.5761346,"('disloyal', 'loyal')",0.2713199,0.26901913,-0.30021387,-0.35627127,1.0718143,1.0859414,0.6561666,0.643706,0.0124606
35,-1.5697625,-0.995672,"('corrupt', 'incorrupt')",0.36489353,0.44487765,-1.412729,-1.4369867,-0.24578491,-0.012324557,-0.7158458,-0.5000264,-0.2158194
49,-1.5059991,-1.6215158,"('unable', 'able')",-0.31824055,-0.25527892,-0.9637445,-0.98179746,-0.48932493,-0.46088314,-0.8193272,-0.8298688,0.0105416
5,-1.4181167,-0.8749661,"('distant', 'outgoing')",0.7095346,0.8118244,-1.3699309,-1.3926926,-0.25875634,-0.072007686,-0.5843173,-0.3819605,-0.2023568
12,1.3717028,1.2466416,"('unsupportive', 'supportive')",0.6701759,0.70501393,-0.07921359,0.0074783135,-1.7122843,-1.5263703,0.0625952,0.1081909,-0.0455957
24,1.3541797,1.3352134,"('dishonest', 'honest')",-0.7930887,-0.7081181,-0.28982627,-0.1992281,0.93137074,0.9022699,0.3006589,0.3325343,-0.0318754
81,1.2920796,0.82882583,"('submissive', 'aggressive')",-0.91976833,-1.1036414,0.7396562,0.56663555,-0.7476665,-0.8746403,0.0910752,-0.1457051,0.2367803
16,-1.2782472,-1.1276147,"('unpopular', 'popular')",-0.04067602,0.028811678,-0.46515864,-0.2860963,0.34285778,0.6004585,-0.360306,-0.1961102,-0.1641958
74,1.2189716,1.0133437,"('undedicated', 'dedicated')",0.72045135,0.7674736,0.23062117,0.31151026,0.06463311,0.21091887,0.5586693,0.5758116,-0.0171423
55,1.2143811,0.77022487,"('incompetent', 'clever')",-0.97406113,-1.088694,0.39305604,0.38655946,0.059185743,0.02166199,0.1731404,0.0224381,0.1507023
4,-1.2133197,-0.97717464,"('disliked', 'liked')",0.63232213,0.6450038,-0.33787337,-0.3487048,-6.6598387,-5.9857435,-1.8946774,-1.6666548,-0.2280226
19,-1.1519476,-0.95948285,"('inhospitable', 'hospitable')",0.23394245,0.2948967,-1.2886049,-1.1850159,-0.1305015,-0.03929972,-0.5842779,-0.4722255,-0.1120524
1,-1.0956856,-0.81423354,"('unfriendly', 'friendly')",0.6861159,0.8033847,-0.3424369,-0.3390428,1.8992171,2.0552087,0.2868026,0.4263293,-0.1395267
39,1.0744419,0.9945724,"('exploitative', 'cooperative')",-0.803737,-0.80869323,-0.60148656,-0.5648622,0.08664808,0.08662484,-0.0610334,-0.0730895,0.0120561
86,1.0602345,0.6931979,"('uninfluential', 'influential')",0.3298222,0.18423986,0.41290078,0.32627803,-0.07611863,-0.095632866,0.4317097,0.2770207,0.154689
63,1.0337546,0.6954559,"('unperceptive', 'insightful')",-0.47551513,-0.4436072,-0.08532644,0.04216647,0.8079796,0.8297376,0.3202232,0.2809382,0.039285
46,1.0084343,0.4244492,"('uncompetitive', 'competitive')",-1.0345488,-1.1262277,0.49069193,0.47773004,-0.93720376,-1.0257943,-0.1181566,-0.3124607,0.1943041
44,-0.94663024,-0.6970325,"('prejudiced', 'unprejudiced')",-1.3561659,-1.2454947,-0.9293173,-0.86209476,-1.6764128,-1.6105106,-1.2271316,-1.1037831,-0.1233485
87,-0.9279455,-1.118336,"('unsuccessful', 'successful')",-0.13776818,-0.16163982,0.7429261,0.846588,0.32897636,0.49702278,0.0015472,0.0159088,-0.0143616
80,0.9166681,0.39499915,"('dominated', 'dominating')",-1.6613076,-1.6602447,0.31289798,0.2840199,-1.1761394,-1.4118364,-0.4019702,-0.5982655,0.1962953
58,-0.89624876,-0.8920886,"('undiscriminating', 'discriminating')",0.8860506,0.8558283,0.15460971,0.12452033,-0.104287975,-0.0913975,0.0100309,-0.0007844,0.0108153
72,0.87314063,0.94363725,"('unambitious', 'ambitious')",0.18856302,0.16009554,0.18954733,0.26000255,-0.9261624,-0.95643663,0.0812721,0.1018247,-0.0205526
