,illinois_male,illinois_female,tuple,tool_male,tool_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
14,0.87005097,0.459459,"('antisocial', 'social')",-0.12965548,-0.15219235,1.1238302,1.1420295,-0.62325114,-0.6899795,0.3102436,0.1898292,0.1204144
53,-0.8695014,-0.8723727,"('uncreative', 'creative')",0.12934701,0.17980143,-0.18988615,-0.13196407,1.0449704,1.1275558,0.0287325,0.0757551,-0.0470226
85,-0.861938,-0.19791888,"('insignificant', 'prestigious')",1.1242712,1.2561096,-1.025442,-1.0768957,0.45323563,0.81608015,-0.0774683,0.1993438,-0.2768121
13,0.8612884,0.6256742,"('impolite', 'polite')",-0.39710078,-0.28059626,0.73411185,0.99620867,-0.14644931,-0.2837755,0.2629625,0.2643778,-0.0014153
51,0.85470337,0.4669088,"('uneducated', 'educated')",-0.47676724,-0.55811787,-0.37750676,-0.4465176,0.36827224,0.26934204,0.0921754,-0.0670962,0.1592716
76,0.823516,0.6573593,"('anxious', 'daring')",-0.7041001,-0.79147434,0.55984503,0.6461058,0.11763458,0.11623238,0.1992239,0.1570558,0.0421681
11,0.8095718,0.6151009,"('unhelpful', 'helpful')",-0.17227302,-0.11506267,0.22238432,0.39163807,1.9183251,1.881359,0.6945021,0.6932588,0.0012433
65,0.8065468,0.44919902,"('insecure', 'secure')",-1.1345347,-1.2016243,0.49114794,0.56804305,-0.57247484,-0.71109617,-0.1023287,-0.2238696,0.1215409
7,0.7724129,0.57901764,"('insensitive', 'sensitive')",-0.4250273,-0.3466125,-0.4207163,-0.33914137,0.89593005,0.7748794,0.2056498,0.1670358,0.038614
42,0.74923897,0.4161478,"('unreliable', 'reliable')",-0.5002849,-0.47844446,-0.32940596,-0.3765503,-2.8666432,-2.724728,-0.7367738,-0.7908938,0.05412
57,0.69374925,0.40879405,"('unimaginative', 'imaginative')",0.386449,0.282344,0.6283613,0.6233846,-2.5204694,-2.23417,-0.2029775,-0.2299118,0.0269343
48,0.6609304,0.4945434,"('unintelligent', 'intelligent')",-0.56539106,-0.63644403,-0.345894,-0.336497,0.40201733,0.46106917,0.0379157,-0.0043321,0.0422478
29,-0.65721816,-0.6407226,"('unfair', 'fair')",-0.2143479,-0.22349723,-1.256473,-1.2180485,-0.28796363,-0.35021865,-0.6040006,-0.6081218,0.0041212
69,-0.6375553,-0.37957332,"('lazy', 'industrious')",1.7258935,1.7387792,0.9333608,0.96217066,-0.416223,-0.09905872,0.401369,0.5555795,-0.1542105
59,-0.6252027,-0.48333,"('foolish', 'wise')",1.7264061,1.8533071,-0.18606815,-0.11721049,0.2389163,0.43113476,0.2885129,0.4209753,-0.1324624
56,0.6084194,0.42255723,"('impractical', 'practical')",1.3293335,1.3808576,1.2515858,1.3493545,-0.30555984,-0.37692314,0.7209447,0.6939616,0.0269831
77,-0.5847864,-0.92095244,"('unmotivated', 'motivated')",-0.13879308,-0.11053577,-0.04227608,0.06704889,-1.1145393,-1.141745,-0.4700987,-0.5265461,0.0564474
37,0.572614,0.59181476,"('fake', 'genuine')",-0.33876193,-0.3445171,-0.5487997,-0.5368528,0.38759664,0.3291441,0.0181623,0.0098972,0.0082651
32,0.5635743,0.5492513,"('unkind', 'kind')",-0.5626396,-0.47286215,-0.08763815,0.046115518,0.9419936,0.8325329,0.2138225,0.2387594,-0.0249369
6,-0.5422468,0.03324545,"('distant', 'open')",1.048496,1.2152233,-1.6877973,-1.6911337,0.4086694,0.60643774,-0.1932197,0.0409432,-0.2341629
22,-0.49218762,-0.80127585,"('untrustworthy', 'trustworthy')",-1.718966,-1.7468096,-0.26085365,-0.13740031,-0.965115,-1.039372,-0.8592806,-0.9312145,0.0719339
26,0.47207296,0.500731,"('hardhearted', 'benevolent')",1.1620055,1.1138654,0.67592967,0.55908394,1.5370501,1.7262081,0.9617646,0.9749721,-0.0132075
62,0.471769,0.20472436,"('incompetent', 'brilliant')",-1.3406544,-1.4134418,-0.57603264,-0.6013809,-0.19865453,-0.18357721,-0.4108931,-0.4984189,0.0875258
27,0.47029868,0.48038602,"('hardhearted', 'softhearted')",-1.1410642,-1.0149819,-1.3724728,-1.3003229,1.8342385,1.7759038,-0.0522499,-0.0147537,-0.0374962
20,0.4653035,0.47690952,"('rough', 'thoughtful')",-1.1089339,-1.1496696,-0.66853964,-0.6000025,1.0650127,1.1241612,-0.0617893,-0.0371504,-0.0246389
3,0.4632585,0.19299069,"('repellent', 'pleasant')",-1.151477,-1.2214544,0.25402474,0.29366994,0.32075024,0.10885888,-0.0283609,-0.1564837,0.1281228
23,0.43933398,0.32558194,"('insincere', 'sincere')",-0.38108793,-0.24777447,0.072302416,0.28640413,5.8963275,5.4504433,1.506719,1.4536637,0.0530553
21,0.43382722,0.06757772,"('immoral', 'moral')",-0.3340752,-0.35461015,0.53450555,0.5887535,-0.81484735,-0.96972,-0.0451474,-0.1669997,0.1218523
47,0.42103413,0.2733197,"('stupid', 'smart')",-0.08903026,0.055559725,0.5180168,0.63989913,5.780633,5.489047,1.6576633,1.6144564,0.0432069
88,-0.4051178,-0.44778234,"('low', 'eminent')",-0.20541692,-0.18659967,-0.28358,-0.3392325,0.034916215,0.12640908,-0.2147996,-0.2118014,-0.0029982
75,-0.40159714,-0.18330753,"('meek', 'impulsive')",-0.1492098,-0.2541581,-0.98000187,-0.9805557,-0.5092169,-0.40190092,-0.5100064,-0.4549806,-0.0550258
54,-0.38014156,-0.24098474,"('incapable', 'capable')",0.4770499,0.48261964,-1.0513718,-1.1559936,0.8693662,0.9251662,-0.0212743,0.0027019,-0.0239762
15,-0.3708669,-0.2641679,"('boring', 'funny')",0.6441688,0.6576602,-0.5740037,-0.57564896,0.29078534,0.42521605,-0.0024791,0.0607648,-0.0632439
9,0.36721557,0.69617456,"('unaffectionate', 'caring')",1.1539679,1.2397461,-0.5844603,-0.54234934,1.356373,1.3583423,0.573274,0.6879784,-0.1147044
8,-0.3178903,0.0073869713,"('unaffectionate', 'affectionate')",0.48874024,0.5385606,-1.4415693,-1.5476384,0.78550607,0.8603333,-0.1213033,-0.0353394,-0.0859639
33,-0.30840287,0.026250698,"('wrong', 'right')",1.4955677,1.563951,0.0034122244,0.014287099,-0.34275952,-0.22573505,0.2119544,0.3446884,-0.132734
17,-0.30447578,-0.22065584,"('nasty', 'nice')",-0.15174665,-0.24879698,0.3399555,0.3582138,-0.35595846,-0.26511234,-0.1180563,-0.0940878,-0.0239685
67,0.285666,0.14050803,"('doubtful', 'determined')",2.015471,2.033665,1.207677,1.2222147,-0.32181436,-0.22931142,0.7967499,0.791769,0.0049809
38,0.26641604,0.35703686,"('untruthful', 'truthful')",0.804294,0.80484676,-0.19657779,-0.11622954,-0.010701467,0.05355691,0.2158577,0.2748027,-0.058945
34,0.26286,0.2973244,"('mean', 'honorable')",-0.59788716,-0.53429335,-0.22049609,-0.11693482,5.9384646,5.757288,1.3457353,1.3508461,-0.0051108
66,0.24827611,0.36908716,"('inactive', 'active')",-0.18239406,-0.19204977,-0.89738345,-0.9012845,0.9825417,0.9284894,0.0377601,0.0510606,-0.0133005
61,-0.23865618,-0.38645196,"('illogical', 'logical')",-0.703918,-0.6904143,-0.7246204,-0.70894253,0.26036367,0.1299211,-0.3517077,-0.4139719,0.0622642
45,0.23488475,-0.16068871,"('incompetent', 'competent')",-0.5555359,-0.59050256,0.24198043,0.38072553,-0.16798297,-0.117669664,-0.0616634,-0.1220338,0.0603704
50,-0.21312957,-0.27660966,"('clumsy', 'skillful')",1.1088709,1.2175751,0.40729305,0.5309353,0.19734888,0.3046257,0.3750958,0.4441316,-0.0690358
41,-0.20219573,-0.30019203,"('unforgiving', 'forgiving')",-0.12442104,-0.10896743,0.43717667,0.50265676,0.15394151,0.15848112,0.0661254,0.0629946,0.0031308
52,-0.19035056,0.02044347,"('irrational', 'rational')",1.0257049,1.0995793,-0.95287454,-1.012685,-0.25572842,-0.14854816,-0.0933122,-0.0103026,-0.0830096
64,-0.18939152,-0.38574064,"('shy', 'confident')",0.043986842,0.0068714023,0.56394094,0.53228486,-6.810082,-6.654537,-1.5978864,-1.6252804,0.027394
18,-0.18558377,-0.11815263,"('disagreeable', 'welcoming')",-0.9822107,-0.9584179,-1.0198908,-1.0000665,-0.49153784,-0.3788582,-0.6698058,-0.6138738,-0.055932
0,0.16034225,-0.16615309,"('unsociable', 'sociable')",-0.21422555,-0.23486498,0.96655095,1.0400736,-0.30958155,-0.34697163,0.1507715,0.073021,0.0777505
78,0.13995625,-0.04864748,"('nonresilient', 'resilient')",0.07237015,0.043825276,-0.059805647,-0.12900215,0.12891047,0.22445704,0.0703578,0.0226582,0.0476996
73,0.13758259,0.38107917,"('helpless', 'self-reliant')",1.1103987,1.1596261,-0.17703262,-0.160889,-3.5718052,-3.299127,-0.6252142,-0.4798277,-0.1453865
84,0.13097541,0.068054445,"('inferior', 'superior')",1.2565237,1.1966354,-0.08161187,-0.09131483,0.62294614,0.79774696,0.4822083,0.4927805,-0.0105722
25,0.1217176,0.39232108,"('egoistic', 'altruistic')",1.1674567,1.2631264,0.48108718,0.48269576,1.3230076,1.5401089,0.7733173,0.9195631,-0.1462458
79,-0.1117169,0.22117561,"('wavering', 'unwavering')",0.7959957,0.71228606,-1.2498467,-1.4028819,-0.0017997138,0.07658386,-0.1418419,-0.0982091,-0.0436328
68,-0.1084127,-0.26377165,"('dependent', 'independent')",-1.4913453,-1.5210732,-1.5678945,-1.5493324,-0.63807654,-0.6143143,-0.9514323,-0.9871229,0.0356906
71,0.08826717,0.3619534,"('diffident', 'self-confident')",1.1243956,1.2846994,-0.13909855,-0.038388133,0.32330278,0.31091982,0.3492168,0.4797961,-0.1305793
30,0.06253308,-0.31429523,"('intolerant', 'tolerant')",-0.11344421,-0.10222078,0.6781738,0.72281027,0.95629036,0.9989157,0.3958883,0.3263025,0.0695858
82,0.048611052,-0.1061639,"('poor', 'rich')",-0.77705926,-0.7687922,-0.56904256,-0.5352142,6.0500345,5.8007607,1.1881359,1.0976477,0.0904882
2,0.02365157,0.07536422,"('unlikable', 'likable')",0.0661874,0.1798782,0.22607216,0.23765844,0.35538566,0.4271579,0.1678242,0.2300147,-0.0621905
83,-0.022447024,-0.19082023,"('powerless', 'powerful')",0.55182713,0.55076826,-0.3686105,-0.37791434,-1.168952,-1.2073308,-0.2520456,-0.3063243,0.0542787
