,molson_male,molson_female,tuple,coors_male,coors_female,beverage_male,beverage_female,co_male,co_female,average_male,average_female,male-female
3,-1.3770412,-1.5552433,"('repellent', 'pleasant')",-1.0823416,-1.1763116,-1.5446717,-1.6037006,0.35910305,0.31850585,-0.9112379,-1.0041875,0.0929496
11,-1.3742046,-1.4122953,"('unhelpful', 'helpful')",-1.5636207,-1.5696062,-0.06697172,-0.13210858,2.2060027,2.3174424,-0.1996986,-0.199142,-0.0005566
33,1.2988516,1.4138732,"('wrong', 'right')",1.3253348,1.3652613,1.4821055,1.5019178,-0.27298382,-0.24675441,0.958327,1.0085745,-0.0502475
60,-1.2244142,-1.1810887,"('inefficient', 'efficient')",-2.1813283,-2.15845,0.25491405,0.31051767,-0.21126525,-0.08053971,-0.8405235,-0.7773901,-0.0631334
57,-1.1914715,-1.2423277,"('unimaginative', 'imaginative')",-1.6073953,-1.7158244,-1.1864022,-1.1562767,-3.7867026,-3.7241518,-1.9429929,-1.959645,0.0166521
76,-1.1763122,-1.1427345,"('anxious', 'daring')",-1.6818199,-1.5979065,-1.1640096,-0.96986294,-0.31491065,-0.14000505,-1.0842631,-0.9626273,-0.1216358
5,1.1618195,1.2433159,"('distant', 'outgoing')",0.97654456,1.0047389,1.6253147,1.5314089,-0.4173708,-0.37255317,0.836577,0.8517277,-0.0151507
59,1.1272395,1.1704704,"('foolish', 'wise')",1.0490891,1.1196263,0.794589,0.7436354,-0.09732069,-0.0859666,0.7183992,0.7369414,-0.0185422
35,1.0551392,1.1239235,"('corrupt', 'incorrupt')",2.3803537,2.4452515,-0.53567076,-0.5238607,-0.55823725,-0.63394403,0.5853962,0.6028426,-0.0174464
86,-1.0533412,-1.0744882,"('uninfluential', 'influential')",-1.6628642,-1.7417631,-0.039067734,-0.19073504,-0.49850386,-0.6425431,-0.8134443,-0.9123824,0.0989381
28,-1.051052,-1.0464712,"('disloyal', 'loyal')",-1.2470919,-1.2421092,0.20754245,0.2998148,1.2210915,1.255596,-0.2173775,-0.1832924,-0.0340851
14,-0.9844537,-1.0817446,"('antisocial', 'social')",-2.2101,-2.3026776,0.30174077,0.19006999,-0.7082958,-0.8280776,-0.9002771,-1.0056075,0.1053304
20,-0.9476459,-0.9124525,"('rough', 'thoughtful')",-0.31885904,-0.32003793,-0.4419139,-0.27854645,0.2561757,0.3767925,-0.3630608,-0.2835611,-0.0794997
77,-0.9377031,-0.9376895,"('unmotivated', 'motivated')",-0.5600911,-0.59175867,0.020446874,0.068062305,-1.22494,-1.0747532,-0.6755718,-0.6340348,-0.041537
49,-0.92771864,-0.9710171,"('unable', 'able')",-0.9485656,-0.88151306,-0.2964122,-0.28021732,-0.9043698,-0.9147974,-0.7692665,-0.7618862,-0.0073803
45,-0.9206299,-0.8494048,"('incompetent', 'competent')",-2.2543092,-2.186696,0.4932512,0.4660498,-0.4241173,-0.42749876,-0.7764513,-0.7493875,-0.0270638
88,-0.9020711,-0.92106915,"('low', 'eminent')",-1.1248877,-1.1699975,-0.02163259,0.03337142,-0.26065978,-0.28034618,-0.5773128,-0.5845103,0.0071975
7,-0.88656646,-0.8881922,"('insensitive', 'sensitive')",-0.86853606,-0.82048684,0.07125823,0.10619041,0.6838458,0.713956,-0.2499996,-0.2221331,-0.0278665
66,0.8846941,1.0257096,"('inactive', 'active')",0.27338457,0.3866695,-0.35338455,-0.2505818,0.7755,0.79518944,0.3950485,0.4892467,-0.0941982
36,0.86688054,0.8768114,"('hostile', 'amicable')",1.8832706,1.8139435,0.08542861,-0.066193976,0.20183043,0.059405684,0.7593526,0.6709917,0.0883609
24,-0.86398214,-0.62333626,"('dishonest', 'honest')",-1.6979266,-1.5482421,-0.13077584,0.03983649,0.91350335,1.0045815,-0.4447953,-0.2817901,-0.1630052
0,-0.846417,-1.0042628,"('unsociable', 'sociable')",-1.6099017,-1.6781489,0.7604247,0.66291386,-0.008444783,0.052417725,-0.4260847,-0.49177,0.0656853
17,-0.8375393,-0.8163914,"('nasty', 'nice')",-0.8023943,-0.8223312,-1.2463516,-1.2920688,-0.6504469,-0.70240915,-0.884183,-0.9083002,0.0241172
43,-0.83551127,-0.698241,"('irresponsible', 'responsible')",-1.6127627,-1.4404844,0.17806444,0.27349466,0.48343498,0.6612066,-0.4466937,-0.301006,-0.1456877
4,0.8247677,0.81096953,"('disliked', 'liked')",0.5383021,0.6231827,0.8629063,0.8289273,-7.4884133,-7.335774,-1.3156093,-1.2681736,-0.0474357
27,-0.82320875,-0.7447448,"('hardhearted', 'softhearted')",-0.3531384,-0.29230005,0.3494872,0.26862025,1.3960444,1.3419114,0.1422961,0.1433717,-0.0010756
52,0.76536775,0.83065814,"('irrational', 'rational')",0.8033123,0.7574774,0.58332545,0.45231646,-0.07476696,-0.20108092,0.5193096,0.4598428,0.0594668
47,-0.7637555,-0.66861176,"('stupid', 'smart')",-0.79490197,-0.7347785,0.068623446,0.09212372,5.470993,5.4870477,0.9952397,1.0439453,-0.0487056
87,0.7614818,0.61291796,"('unsuccessful', 'successful')",0.102695026,0.05861561,1.1457883,1.0303808,0.29478168,0.20247848,0.5761867,0.4760982,0.1000885
78,-0.7155019,-0.8729694,"('nonresilient', 'resilient')",0.037032068,-0.06197242,0.40559748,0.31363094,-0.1615237,-0.043808922,-0.108599,-0.16628,0.057681
23,-0.6881139,-0.81101567,"('insincere', 'sincere')",-1.5626379,-1.6021065,0.2724227,0.22727983,6.579146,6.54754,1.1502042,1.0904245,0.0597797
34,-0.68070614,-0.6394328,"('mean', 'honorable')",-0.32430443,-0.3805712,-0.23493548,-0.34960508,5.644734,5.563167,1.101197,1.0483894,0.0528076
75,0.6771291,0.7729487,"('meek', 'impulsive')",0.78233325,0.83219236,-0.75381404,-0.7103302,-0.43772328,-0.46769655,0.0669813,0.1067786,-0.0397973
6,0.65560454,0.7925028,"('distant', 'open')",0.80803037,0.9020243,1.3842497,1.3569398,0.017446551,-0.015123416,0.7163328,0.7590859,-0.0427531
22,-0.64524746,-0.51974994,"('untrustworthy', 'trustworthy')",-0.7433529,-0.7018308,-1.1851139,-1.1241853,-0.71732897,-0.62746984,-0.8227608,-0.743309,-0.0794518
8,-0.6332431,-0.6017646,"('unaffectionate', 'affectionate')",-0.37460488,-0.44461188,1.0799649,1.0255094,0.87304616,0.73123026,0.2362908,0.1775908,0.0587
82,-0.61047757,-0.61972445,"('poor', 'rich')",-0.87342477,-0.9075595,-0.42409036,-0.4306959,6.697212,6.534782,1.1973048,1.1442006,0.0531042
29,0.5952112,0.66056067,"('unfair', 'fair')",0.1513719,0.19394109,0.03898016,0.09349899,-0.70780796,-0.6554441,0.0194388,0.0731392,-0.0537004
83,-0.55711323,-0.55099857,"('powerless', 'powerful')",-0.11556664,-0.12706912,0.0032919198,0.010457322,-1.6134793,-1.6588398,-0.5707168,-0.5816125,0.0108957
68,-0.52031356,-0.39598387,"('dependent', 'independent')",-0.8513923,-0.76275504,-0.5867411,-0.5854365,-1.4087505,-1.2675278,-0.8417994,-0.7529258,-0.0888736
13,-0.512407,-0.48875487,"('impolite', 'polite')",-1.3919896,-1.3521619,-0.14200225,-0.099343464,0.037349485,0.022448428,-0.5022624,-0.4794529,-0.0228095
50,0.51199263,0.39748657,"('clumsy', 'skillful')",0.769573,0.7403331,0.33750796,0.36605403,0.25928372,0.3636209,0.4695894,0.4668736,0.0027158
74,0.51095295,0.6286974,"('undedicated', 'dedicated')",-0.04995507,0.0028999187,0.8320961,0.87510425,-0.06882485,0.10367954,0.3060673,0.4025953,-0.096528
67,0.50618994,0.58498734,"('doubtful', 'determined')",-0.066092715,0.024732947,0.27700987,0.34684068,-0.5226656,-0.48043594,0.0486104,0.1190313,-0.0704209
84,0.5006056,0.5650482,"('inferior', 'superior')",1.2572637,1.2683783,0.5786748,0.65056264,0.62186855,0.7607982,0.7396032,0.8111969,-0.0715937
80,-0.4662895,-0.5936229,"('dominated', 'dominating')",-0.23749077,-0.25422302,-0.39110678,-0.3230605,-0.6887952,-0.6101435,-0.4459206,-0.4452625,-0.0006581
37,-0.4645591,-0.3242383,"('fake', 'genuine')",-0.42692325,-0.33301818,0.35449073,0.46097374,0.34321815,0.41413197,-0.0484434,0.0544623,-0.1029057
39,0.46422794,0.5803649,"('exploitative', 'cooperative')",0.78005344,0.8587664,0.6869613,0.88137823,0.2857258,0.37039113,0.5542421,0.6727251,-0.118483
64,0.4342075,0.570837,"('shy', 'confident')",-0.5348575,-0.41854984,-0.022778228,0.06601481,-6.7105474,-6.513252,-1.7084939,-1.5737375,-0.1347564
56,-0.43182957,-0.42017615,"('impractical', 'practical')",-1.0801854,-1.026146,0.63542944,0.67665654,-1.0715684,-0.9490861,-0.4870385,-0.4296879,-0.0573506
51,-0.37091655,-0.5105049,"('uneducated', 'educated')",-0.95498294,-0.9702269,-0.020480454,-0.07219934,0.32602647,0.40372348,-0.2550884,-0.2873019,0.0322135
79,0.357658,0.44707853,"('wavering', 'unwavering')",0.8936188,0.92070997,0.30208907,0.2798608,-0.3768157,-0.37027755,0.2941376,0.3193429,-0.0252053
61,-0.34876966,-0.2780194,"('illogical', 'logical')",-0.8971571,-0.8358368,0.13705748,0.13424544,-0.11126901,-0.06518355,-0.3050346,-0.2611986,-0.043836
16,0.34486818,0.32368731,"('unpopular', 'popular')",0.7764305,0.80219793,-0.40994936,-0.4233547,0.23145157,0.090778545,0.2357002,0.1983273,0.0373729
25,0.34353796,0.30208933,"('egoistic', 'altruistic')",1.643565,1.575407,0.9312101,0.8788526,1.3922741,1.38894,1.0776467,1.0363222,0.0413245
32,-0.3116539,-0.38270512,"('unkind', 'kind')",-1.0910549,-1.1359795,0.49975032,0.46600372,1.2713757,1.1954997,0.0921043,0.0357047,0.0563996
31,0.2856488,0.32963222,"('evil', 'good')",1.416624,1.3390062,-0.4559152,-0.5662446,-1.03642,-1.2092756,0.0524844,-0.0267204,0.0792048
38,0.28511077,0.29327005,"('untruthful', 'truthful')",-0.7347807,-0.7001501,0.082718894,-0.018060029,0.30974203,0.4067583,-0.0143023,-0.0045454,-0.0097569
19,-0.26137292,-0.15512599,"('inhospitable', 'hospitable')",0.29511657,0.38878262,0.1325438,0.1413852,-0.20078275,-0.09706269,-0.0086238,0.0694948,-0.0781186
2,-0.26083803,-0.12278939,"('unlikable', 'likable')",0.32790074,0.3853182,0.57868165,0.6309093,0.49606708,0.5727348,0.2854528,0.3665432,-0.0810904
63,0.25557077,0.19040665,"('unperceptive', 'insightful')",-0.44143325,-0.40713733,0.58918184,0.5099391,0.42817765,0.6051792,0.2078743,0.2245969,-0.0167226
18,-0.24831285,-0.044257298,"('disagreeable', 'welcoming')",-0.73468775,-0.63763976,0.1528539,0.29026353,-0.55703026,-0.47889405,-0.3467942,-0.2176319,-0.1291623
42,-0.23573133,-0.052089885,"('unreliable', 'reliable')",-0.067840934,0.038335983,0.2785383,0.5133264,-3.3977852,-3.181232,-0.8557048,-0.6704149,-0.1852899
41,0.19721334,0.25348395,"('unforgiving', 'forgiving')",-0.5941344,-0.5129975,0.39281955,0.36486316,0.54115057,0.5466132,0.1342623,0.1629907,-0.0287284
1,0.18013112,0.17276374,"('unfriendly', 'friendly')",0.49281508,0.36139742,1.5155599,1.43126,2.1306455,2.1578467,1.079788,1.030817,0.048971
40,0.17572644,0.37142164,"('stingy', 'generous')",0.17063467,0.30246112,0.4458636,0.6048827,-2.3326101,-2.130282,-0.3850964,-0.2128791,-0.1722173
58,0.16997081,0.1790304,"('undiscriminating', 'discriminating')",0.22011477,0.20250724,0.4784928,0.39204767,0.2050025,0.30647278,0.2683952,0.2700145,-0.0016193
9,-0.16899449,-0.19684362,"('unaffectionate', 'caring')",-0.18254344,-0.20976067,1.3046825,1.1927799,1.4271915,1.3559647,0.595084,0.5355351,0.0595489
44,-0.16236424,-0.105089195,"('prejudiced', 'unprejudiced')",-0.3103138,-0.24555907,-0.78729695,-0.6580818,-1.5062096,-1.5784839,-0.6915461,-0.6468035,-0.0447426
26,0.15844536,0.10464351,"('hardhearted', 'benevolent')",0.36594164,0.18541811,1.9916079,1.8378544,1.556539,1.367474,1.0181335,0.8738475,0.144286
72,-0.1425264,-0.040024232,"('unambitious', 'ambitious')",-0.50715303,-0.48111975,-0.58372337,-0.53148687,-0.35641974,-0.41568622,-0.3974556,-0.3670793,-0.0303763
12,0.12531297,0.17543344,"('unsupportive', 'supportive')",-0.2921415,-0.27066925,1.1095587,1.0623182,-1.724134,-1.6555088,-0.1953509,-0.1721066,-0.0232443
53,-0.050928872,-0.020133168,"('uncreative', 'creative')",0.93101907,0.88129324,0.045577727,0.2111288,0.5660747,0.6464961,0.3729357,0.4296963,-0.0567606
15,-0.032711327,-0.004763268,"('boring', 'funny')",0.8291776,0.772434,0.9597785,0.8789343,0.14120592,0.11565776,0.4743627,0.4405657,0.033797
54,0.027469724,0.04066643,"('incapable', 'capable')",-0.022813562,-0.035701744,0.93646437,0.8885796,0.94011897,0.91934365,0.4703099,0.453222,0.0170879
