,apollo_male,apollo_female,tuple,education_male,education_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
48,1.7488906,1.7413589,"('unintelligent', 'intelligent')",0.47605732,0.5276715,-0.28294638,-0.3006844,0.28058395,0.267376,0.5556464,0.5589305,-0.0032841
6,-1.5196068,-1.46826,"('distant', 'open')",-0.22096689,-0.101196505,-2.1569865,-1.8347005,0.099221505,0.22555326,-0.9495847,-0.794651,-0.1549337
19,-1.4276042,-1.5033214,"('inhospitable', 'hospitable')",0.21293333,0.1905418,-1.2642299,-1.2316946,-0.42813796,-0.2867559,-0.7267597,-0.7078075,-0.0189522
16,-1.388725,-1.3305813,"('unpopular', 'popular')",-0.47953877,-0.53473765,-0.44292578,-0.27098557,0.18624851,0.15500472,-0.5312353,-0.495325,-0.0359103
26,1.3212537,1.1479822,"('hardhearted', 'benevolent')",1.1991459,0.9951576,0.91451645,0.84066445,1.9117098,1.8742596,1.3366565,1.2145159,0.1221406
5,-1.285201,-1.2497852,"('distant', 'outgoing')",-0.11410232,0.034759194,-1.7841343,-1.4157459,-0.6268124,-0.3679766,-0.9525625,-0.7496871,-0.2028754
72,1.2486976,1.6389608,"('unambitious', 'ambitious')",0.6262372,0.6034873,0.43515223,0.3577355,-0.8946919,-0.8404545,0.3538488,0.4399322,-0.0860834
39,1.2288047,1.0864422,"('exploitative', 'cooperative')",0.26989907,0.1946283,2.073866,1.9523797,0.119410716,0.13256289,0.9229951,0.8415033,0.0814918
17,-1.211356,-1.4906363,"('nasty', 'nice')",-0.2940133,-0.22880909,-0.9850521,-0.9525841,-0.7424836,-0.8099838,-0.8082262,-0.8705033,0.0622771
36,-1.1697146,-1.3954617,"('hostile', 'amicable')",-1.4080566,-1.6423693,-1.8438194,-1.7424299,0.4134884,0.23306072,-1.0020256,-1.1367999,0.1347743
69,-0.9948478,-0.87051743,"('lazy', 'industrious')",0.28723457,0.29855803,0.28380302,0.49140978,-0.80647403,-0.593331,-0.3075711,-0.1684701,-0.139101
73,0.99269485,1.2207723,"('helpless', 'self-reliant')",0.99122643,0.77001214,-0.37525284,-0.36869097,-3.3951533,-3.2033696,-0.4466212,-0.395319,-0.0513022
66,-0.9894464,-0.8873487,"('inactive', 'active')",0.32105246,0.12142426,0.7676749,0.67281467,0.8605184,0.7475813,0.2399498,0.1636179,0.0763319
62,0.9844706,0.9993646,"('incompetent', 'brilliant')",1.83765,2.1005168,0.6306188,0.4982528,-0.21656367,-0.01826519,0.8090439,0.8949673,-0.0859234
47,-0.94654036,-0.97246635,"('stupid', 'smart')",1.1816816,1.41443,1.1871278,1.1632553,5.4301324,5.4661193,1.7131004,1.7678345,-0.0547341
4,-0.93501323,-1.0135921,"('disliked', 'liked')",1.1890348,1.1999449,-0.26154524,-0.38777173,-6.360248,-6.2590985,-1.5919429,-1.6151294,0.0231865
56,0.9177303,0.8965889,"('impractical', 'practical')",1.4142295,1.6892968,0.8823201,0.79486066,-0.0025295354,0.078091316,0.8029376,0.8647094,-0.0617718
58,-0.87599695,-1.1788763,"('undiscriminating', 'discriminating')",0.13610516,-0.041248694,0.59200805,0.46877205,0.0599224,0.023934942,-0.0219903,-0.1818545,0.1598642
45,-0.84188545,-1.08589,"('incompetent', 'competent')",0.8821124,0.962098,0.416217,0.069853805,-0.51767737,-0.5882257,-0.0153084,-0.160541,0.1452326
12,0.82706183,1.156435,"('unsupportive', 'supportive')",1.6050794,1.908356,1.2501042,1.5489876,-1.6506932,-1.3965544,0.5078881,0.804306,-0.2964179
38,-0.8220525,-1.0290577,"('untruthful', 'truthful')",-0.056737717,0.00056958944,-1.0572569,-1.0547013,-0.3046099,-0.190024,-0.5601642,-0.5683033,0.0081391
44,-0.8104696,-0.6475398,"('prejudiced', 'unprejudiced')",-0.13972385,-0.16258818,-0.3114314,-0.31415465,-1.2735811,-1.196789,-0.6338015,-0.5802679,-0.0535336
84,0.80836064,0.8259827,"('inferior', 'superior')",-0.33140257,-0.32710108,0.36917198,0.4807959,0.6157949,0.7072012,0.3654812,0.4217197,-0.0562385
74,0.791003,0.5974551,"('undedicated', 'dedicated')",0.19427577,0.20816158,1.2057792,1.0978544,0.44440877,0.4826372,0.6588666,0.596527,0.0623396
50,-0.69515824,-0.6318262,"('clumsy', 'skillful')",0.4829734,0.4961734,-0.033602268,0.05279977,0.03989636,0.15959933,-0.0514727,0.0191866,-0.0706593
83,-0.6779809,-0.71845126,"('powerless', 'powerful')",0.8843726,1.0249251,-0.60534346,-0.5721114,-1.3060393,-1.2064078,-0.4262478,-0.3680114,-0.0582364
31,-0.6752009,-0.91115963,"('evil', 'good')",-1.5349114,-1.6712476,-1.5092521,-1.3229929,-0.96015286,-1.1035682,-1.1698793,-1.2522421,0.0823628
41,-0.67445153,-0.8587968,"('unforgiving', 'forgiving')",-0.64315087,-0.530581,0.88138044,0.9345829,0.16671059,0.14420956,-0.0673778,-0.0776463,0.0102685
78,-0.666761,-0.4882324,"('nonresilient', 'resilient')",0.5234984,0.73227507,0.81838405,0.9998672,0.2976662,0.3801116,0.2431969,0.4060054,-0.1628085
7,0.66085243,0.7191211,"('insensitive', 'sensitive')",1.057416,1.0687251,0.573103,0.5383352,0.8567396,0.8410253,0.7870277,0.7918017,-0.004774
0,-0.6365979,-0.8145591,"('unsociable', 'sociable')",0.3810994,0.21267065,0.713291,0.466462,-0.44366294,-0.6125028,0.0035324,-0.1869823,0.1905147
42,-0.62171096,-0.35784587,"('unreliable', 'reliable')",1.2798944,1.5140532,1.2378293,1.4048884,-2.8674812,-2.5223722,-0.2428671,0.0096809,-0.252548
64,-0.61601734,-0.50862485,"('shy', 'confident')",0.81030124,0.90090144,1.1246021,1.216349,-6.561416,-6.1966953,-1.3106325,-1.1470175,-0.163615
86,0.57445395,0.32026294,"('uninfluential', 'influential')",0.72862303,0.7502827,0.24500245,0.1144336,-0.2905576,-0.36300454,0.3143805,0.2054937,0.1088868
53,-0.57286817,-0.63313323,"('uncreative', 'creative')",-0.07846708,-0.04271674,-0.10716291,-0.12055214,1.2013772,1.1282564,0.1107198,0.0829636,0.0277562
65,0.5712072,0.5105329,"('insecure', 'secure')",0.030780174,0.032308817,1.2140155,0.99960715,-0.15091036,-0.16775201,0.4162731,0.3436742,0.0725989
27,0.54966134,0.5340596,"('hardhearted', 'softhearted')",1.0259823,0.99587923,0.0058454704,0.11863492,1.4118762,1.3552539,0.7483413,0.7509569,-0.0026156
30,0.53887993,0.35772282,"('intolerant', 'tolerant')",1.2761526,1.3499838,0.39736664,0.30324224,1.0018963,1.0669702,0.8035738,0.7694798,0.034094
22,-0.53779393,-0.8557686,"('untrustworthy', 'trustworthy')",0.2844277,0.13545719,1.3301399,0.99798185,-0.86949885,-0.9784334,0.0518187,-0.1751907,0.2270094
79,-0.4832375,-0.5304897,"('wavering', 'unwavering')",0.18205294,0.07766415,-1.6877799,-1.5255677,-0.12621681,-0.11180342,-0.5287953,-0.5225492,-0.0062461
