,cme_male,cme_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
39,2.0549574,2.180748,"('exploitative', 'cooperative')",2.0745537,2.214114,0.2934846,0.5149598,1.4743319,1.6366073,-0.1622754
1,-1.4683222,-1.6822643,"('unfriendly', 'friendly')",-0.5051208,-0.5443205,1.6297073,1.585371,-0.1145786,-0.213738,0.0991594
36,-1.4166603,-1.3757501,"('hostile', 'amicable')",-1.6582623,-1.4666458,0.14403069,0.0959331,-0.976964,-0.9154875,-0.0614765
56,1.3755248,1.3161076,"('impractical', 'practical')",1.1104863,1.12633,0.02796435,0.21008879,0.8379918,0.8841755,-0.0461837
6,-1.3643261,-1.619128,"('distant', 'open')",-2.2352717,-2.335855,0.17381744,0.1541503,-1.1419268,-1.2669442,0.1250174
60,1.2956564,1.4454639,"('inefficient', 'efficient')",1.9154259,2.0031395,0.043105043,0.30849874,1.0847292,1.2523673,-0.1676381
73,1.2956405,1.1609092,"('helpless', 'self-reliant')",0.33118558,0.14900267,-2.9468362,-3.1740432,-0.4400034,-0.6213771,0.1813737
62,1.2138207,1.1952238,"('incompetent', 'brilliant')",1.4562905,1.4852229,0.53691375,0.6341231,1.0690084,1.1048566,-0.0358482
8,-1.1967602,-1.4297304,"('unaffectionate', 'affectionate')",-0.28453627,-0.27408352,0.9424184,0.8309995,-0.179626,-0.2909381,0.1113121
66,-1.1859859,-1.1987488,"('inactive', 'active')",0.27803916,0.33309692,0.9207644,0.93778694,0.0042725,0.024045,-0.0197725
67,1.1680493,1.2400473,"('doubtful', 'determined')",0.6081207,0.65301585,-0.29494053,-0.2030356,0.4937432,0.5633425,-0.0695993
2,1.0630664,1.0839727,"('unlikable', 'likable')",1.683299,1.8394103,0.7741906,0.9567346,1.1735187,1.2933726,-0.1198539
79,-1.0510483,-1.22119,"('wavering', 'unwavering')",-1.9102315,-1.8754001,-0.29702806,-0.31326798,-1.0861026,-1.1366193,0.0505167
42,1.0506387,1.0277267,"('unreliable', 'reliable')",1.3366466,1.5118402,-2.836704,-2.690801,-0.1498063,-0.0504113,-0.099395
31,-1.0251054,-1.0345968,"('evil', 'good')",-1.6248275,-1.5136808,-1.0951105,-1.050539,-1.2483478,-1.1996055,-0.0487423
9,-1.024974,-1.1963674,"('unaffectionate', 'caring')",-0.028933233,-0.047551103,1.3988148,1.4119078,0.1149692,0.0559964,0.0589728
30,1.0197705,1.0798106,"('intolerant', 'tolerant')",1.079374,1.1318268,1.3781765,1.5156035,1.159107,1.2424137,-0.0833067
5,-0.99219036,-1.2583938,"('distant', 'outgoing')",-2.0083153,-2.122728,-0.29511175,-0.3088834,-1.0985391,-1.2300018,0.1314627
57,-0.97576505,-1.0752107,"('unimaginative', 'imaginative')",-0.27916643,-0.17357466,-2.5945895,-2.3850355,-1.2831736,-1.2112737,-0.0718999
78,-0.9438298,-1.1203829,"('nonresilient', 'resilient')",0.5477028,0.5550029,-0.21253534,-0.20884366,-0.2028874,-0.2580745,0.0551871
86,-0.9280272,-0.9449419,"('uninfluential', 'influential')",-0.1581192,-0.10095228,-0.36868417,-0.15319839,-0.4849435,-0.3996975,-0.085246
21,0.91803026,1.0411127,"('immoral', 'moral')",0.66311914,0.7082896,-0.8250987,-0.68683743,0.2520169,0.3541883,-0.1021714
27,-0.89040774,-0.8552359,"('hardhearted', 'softhearted')",-0.48225293,-0.41317928,1.2543262,1.3856204,-0.0394448,0.0390684,-0.0785132
53,-0.8289388,-0.8995015,"('uncreative', 'creative')",0.002177177,0.043300807,1.0128473,1.1221219,0.0620286,0.0886404,-0.0266118
76,0.8061484,0.83958876,"('anxious', 'daring')",1.0249612,0.91894865,0.34683478,0.3712804,0.7259815,0.7099392,0.0160423
35,-0.7715042,-0.75152004,"('corrupt', 'incorrupt')",-1.7539319,-1.7342983,-0.29152325,-0.26875666,-0.9389865,-0.9181917,-0.0207948
87,0.77063286,0.824244,"('unsuccessful', 'successful')",1.6028537,1.6945376,0.63278097,0.62507915,1.0020892,1.0479536,-0.0458644
33,0.7583498,0.72340035,"('wrong', 'right')",-0.24718788,-0.22338994,-0.31557602,-0.22397196,0.0651953,0.0920128,-0.0268175
68,-0.7390289,-0.62842244,"('dependent', 'independent')",-0.6153059,-0.4910375,-0.9436476,-0.7897481,-0.7659942,-0.6364026,-0.1295916
69,0.71997565,0.628002,"('lazy', 'industrious')",-0.028730154,-0.055089608,-0.36053866,-0.4391703,0.1102356,0.0445807,0.0656549
14,0.7173447,0.9519608,"('antisocial', 'social')",1.721026,1.8080581,-0.34233013,-0.16549352,0.6986802,0.8648418,-0.1661616
48,-0.714422,-0.789006,"('unintelligent', 'intelligent')",-0.04879461,-0.15436052,0.4043863,0.4624836,-0.1196101,-0.1602943,0.0406842
43,0.7066156,0.61543095,"('irresponsible', 'responsible')",1.1085562,1.1403043,0.85876554,1.1193638,0.8913124,0.9583664,-0.067054
64,0.69224334,0.784482,"('shy', 'confident')",0.8205935,1.0563633,-6.53607,-6.296637,-1.674411,-1.4852638,-0.1891472
61,0.6715682,0.7616183,"('illogical', 'logical')",0.0029330626,0.0863585,0.07531233,0.21161595,0.2499379,0.3531976,-0.1032597
26,-0.64126,-0.7622909,"('hardhearted', 'benevolent')",1.1855305,1.1427822,1.81732,1.709153,0.7871968,0.6965481,0.0906487
82,-0.64024657,-0.7205776,"('poor', 'rich')",-0.13772151,-0.13429792,6.06091,5.9989557,1.7609808,1.7146934,0.0462874
18,-0.61687934,-0.6178912,"('disagreeable', 'welcoming')",-0.5171416,-0.35385025,-0.304158,-0.22570537,-0.479393,-0.3991489,-0.0802441
13,0.6011261,0.6731968,"('impolite', 'polite')",0.4357346,0.531435,-0.25439572,-0.0338038,0.2608217,0.390276,-0.1294543
63,0.587852,0.6440669,"('unperceptive', 'insightful')",1.3442146,1.4538889,0.928796,1.1376712,0.9536208,1.0785423,-0.1249215
25,-0.5813695,-0.7504924,"('egoistic', 'altruistic')",-0.29035783,-0.2947752,1.440419,1.3221587,0.1895639,0.092297,0.0972669
84,0.55906945,0.5810503,"('inferior', 'superior')",-0.061552178,0.08828366,0.5678286,0.58880335,0.3551153,0.4193791,-0.0642638
54,-0.5572908,-0.72706497,"('incapable', 'capable')",-0.18688138,-0.2435126,1.2149117,1.1352329,0.1569132,0.0548851,0.1020281
85,-0.5516977,-0.7477275,"('insignificant', 'prestigious')",-0.5403955,-0.5672207,0.47758782,0.30517346,-0.2048351,-0.3365916,0.1317565
80,0.5442129,0.6686205,"('dominated', 'dominating')",1.5419855,1.5032759,-1.1883997,-1.1240871,0.2992662,0.3492698,-0.0500036
10,-0.52864563,-0.5570548,"('unsympathetic', 'sympathetic')",0.42222983,0.38045925,-0.11738192,0.036407746,-0.0745992,-0.0467293,-0.0278699
34,-0.50620985,-0.58558565,"('mean', 'honorable')",-0.081766665,-0.027574882,5.900606,5.8150945,1.7708766,1.733978,0.0368986
81,0.48179227,0.5374973,"('submissive', 'aggressive')",1.9700928,1.9140766,-0.6218931,-0.5471843,0.6099973,0.6347965,-0.0247992
12,0.46760663,0.4670389,"('unsupportive', 'supportive')",0.98125225,1.0866412,-1.5813935,-1.3636293,-0.0441782,0.0633502,-0.1075284
16,-0.46082258,-0.35458508,"('unpopular', 'popular')",-0.27789894,-0.107629724,0.39185336,0.2681388,-0.1156227,-0.064692,-0.0509307
22,0.4465845,0.46585894,"('untrustworthy', 'trustworthy')",0.53788185,0.6457302,-0.9036039,-0.7060782,0.0269541,0.1351703,-0.1082162
0,-0.40863714,-0.3751212,"('unsociable', 'sociable')",0.35056242,0.41338027,-0.5461869,-0.4337905,-0.2014205,-0.1318438,-0.0695767
28,-0.40723282,-0.5228334,"('disloyal', 'loyal')",0.49114436,0.5225395,0.8428385,0.88537294,0.3089167,0.2950263,0.0138904
11,0.4070359,0.46270514,"('unhelpful', 'helpful')",0.5146099,0.66481197,2.0519047,2.2346072,0.9911834,1.1207081,-0.1295247
49,-0.37238333,-0.5253404,"('unable', 'able')",-0.7165388,-0.8051854,-0.36106843,-0.5182011,-0.4833302,-0.6162423,0.1329121
4,-0.36846796,-0.39108175,"('disliked', 'liked')",-0.31281778,-0.21835828,-6.579919,-6.59303,-2.4204016,-2.4008233,-0.0195783
7,0.36204806,0.579174,"('insensitive', 'sensitive')",0.26251906,0.43523705,0.791571,1.0241865,0.4720461,0.6795325,-0.2074864
40,-0.3512248,-0.45698142,"('stingy', 'generous')",0.39523232,0.33401412,-1.597863,-1.5562966,-0.5179518,-0.5597546,0.0418028
70,0.35054955,0.3489197,"('lethargic', 'energetic')",1.034573,1.0809731,0.80617106,0.9492313,0.7304312,0.7930414,-0.0626102
32,-0.33588693,-0.22066799,"('unkind', 'kind')",0.8416839,0.88245285,0.8725516,0.9625433,0.4594495,0.5414427,-0.0819932
24,-0.3191632,-0.34774816,"('dishonest', 'honest')",0.005133122,0.0422958,0.77614176,0.98417604,0.1540372,0.2262412,-0.072204
50,0.3175023,0.34294397,"('clumsy', 'skillful')",0.055210643,0.07645512,0.27872446,0.1889168,0.2171458,0.202772,0.0143738
65,0.3159337,0.40962973,"('insecure', 'secure')",0.88312054,0.94871473,-0.54384536,-0.46667272,0.218403,0.2972239,-0.0788209
