,express_male,express_female,tuple,scripts_male,scripts_female,holding_male,holding_female,co_male,co_female,average_male,average_female,male-female
15,1.8875431,1.6149678,"('boring', 'funny')",2.8067265,2.6120827,0.730207,0.42394954,0.6693973,0.47931734,1.5234685,1.2825794,0.2408891
56,1.8132182,1.735566,"('impractical', 'practical')",2.2025092,1.8228925,1.3264636,1.1022433,-0.02335706,-0.14137554,1.3297086,1.1298316,0.199877
16,-1.7265837,-2.0482032,"('unpopular', 'popular')",-1.0993639,-1.0779803,-1.2091898,-1.3187474,0.113327906,-0.055193156,-0.9804524,-1.125031,0.1445786
78,-1.5730315,-1.4320663,"('nonresilient', 'resilient')",-0.59019417,-0.49408478,-0.9013253,-0.4971527,-0.47652957,-0.29772642,-0.8852701,-0.6802575,-0.2050126
52,-1.5683731,-2.0407863,"('irrational', 'rational')",-0.004689726,0.052120004,-0.44771582,-0.90156907,-0.46170995,-0.6029608,-0.6206222,-0.8732991,0.2526769
31,-1.5623538,-1.6470369,"('evil', 'good')",-1.1722878,-0.82637095,-1.1815016,-1.0827458,-1.0232656,-0.9948864,-1.2348522,-1.1377599,-0.0970923
70,1.3203601,1.1954247,"('lethargic', 'energetic')",0.53074944,0.28548563,0.6981271,0.6696304,0.6468007,0.66702616,0.7990093,0.7043917,0.0946176
59,-1.2494643,-1.6693432,"('foolish', 'wise')",-0.5070874,-0.43331045,-0.425962,-0.6838676,-0.22153917,-0.36541355,-0.6010132,-0.7879838,0.1869706
50,-1.2001567,-1.6100105,"('clumsy', 'skillful')",-1.4904076,-1.6446769,-0.99479455,-1.2190381,-0.6542232,-0.9129442,-1.0848955,-1.3466674,0.2617719
26,1.1956363,1.2617904,"('hardhearted', 'benevolent')",0.8372557,0.98444563,2.7950368,2.9669328,1.718939,1.7660098,1.6367168,1.7447947,-0.1080779
85,-1.1760876,-1.445619,"('insignificant', 'prestigious')",-0.6347815,-0.42203748,0.5928258,0.3320409,-0.17764266,-0.40904704,-0.3489215,-0.4861656,0.1372441
68,-1.1682554,-1.2266561,"('dependent', 'independent')",-1.3067226,-1.2703749,-1.6464307,-1.8240672,-1.7849796,-1.8045022,-1.4765971,-1.5314002,0.0548031
