,covidien_male,covidien_female,tuple,plc_male,plc_female,average_male,average_female,male-female
1,-2.5379937,-2.3174555,"('unfriendly', 'friendly')",1.3584704,1.0284256,-0.5897616,-0.644515,0.0547534
8,-1.9230615,-1.8125199,"('unaffectionate', 'affectionate')",0.119342886,0.02562996,-0.9018593,-0.893445,-0.0084143
9,-1.8958608,-1.7299614,"('unaffectionate', 'caring')",0.9429776,0.6792458,-0.4764416,-0.5253578,0.0489162
27,-1.8938369,-1.7377661,"('hardhearted', 'softhearted')",0.314935,-0.13383016,-0.7894509,-0.9357982,0.1463473
18,-1.7784176,-1.332767,"('disagreeable', 'welcoming')",-1.2488974,-0.8625141,-1.5136576,-1.0976405,-0.4160171
86,-1.7782501,-1.639011,"('uninfluential', 'influential')",0.74101955,0.47685057,-0.5186152,-0.5810802,0.062465
10,-1.6171377,-1.3947167,"('unsympathetic', 'sympathetic')",0.18506715,0.034477733,-0.7160352,-0.6801195,-0.0359157
23,-1.5717227,-1.1605774,"('insincere', 'sincere')",4.095614,3.5585501,1.2619456,1.1989863,0.0629593
69,1.4646704,1.0668705,"('lazy', 'industrious')",-0.4211458,-0.2777839,0.5217623,0.3945433,0.127219
72,-1.351535,-0.8991982,"('unambitious', 'ambitious')",0.82033104,1.0940707,-0.265602,0.0974362,-0.3630382
24,-1.3341297,-0.9605254,"('dishonest', 'honest')",0.5162475,0.91136795,-0.4089411,-0.0245787,-0.3843624
84,1.3176776,1.159719,"('inferior', 'superior')",0.73697865,0.3513102,1.0273281,0.7555146,0.2718135
41,-1.2949178,-0.8319932,"('unforgiving', 'forgiving')",0.6834742,0.57215905,-0.3057218,-0.1299171,-0.1758047
38,-1.2895769,-0.9542555,"('untruthful', 'truthful')",-0.0352424,-0.0045052394,-0.6624097,-0.4793804,-0.1830293
32,-1.2451249,-0.88290554,"('unkind', 'kind')",0.64675164,0.7818831,-0.2991866,-0.0505112,-0.2486754
0,-1.2439855,-1.1206295,"('unsociable', 'sociable')",-0.118821755,-0.22445008,-0.6814036,-0.6725398,-0.0088638
43,-1.2283443,-0.91697806,"('irresponsible', 'responsible')",1.5208061,1.5099623,0.1462309,0.2964921,-0.1502612
19,-1.2236075,-0.98807496,"('inhospitable', 'hospitable')",-0.8158362,-0.78560317,-1.0197219,-0.886839,-0.1328829
63,-1.1879623,-1.0412623,"('unperceptive', 'insightful')",1.5897938,1.0582223,0.2009158,0.00848,0.1924358
13,-1.1876166,-1.0277232,"('impolite', 'polite')",-0.07106697,-0.09638099,-0.6293418,-0.5620521,-0.0672897
45,-1.0503125,-1.0292332,"('incompetent', 'competent')",1.3675278,0.9397453,0.1586077,-0.044744,0.2033517
11,-1.0419759,-0.6511599,"('unhelpful', 'helpful')",1.3992953,1.0726688,0.1786597,0.2107545,-0.0320948
73,1.0281599,1.2190526,"('helpless', 'self-reliant')",-2.718445,-2.1067367,-0.8451426,-0.4438421,-0.4013005
88,-0.9989133,-0.91208935,"('low', 'eminent')",0.04093837,0.15161274,-0.4789875,-0.3802383,-0.0987492
57,-0.9905972,-1.0950164,"('unimaginative', 'imaginative')",-0.70774686,-0.6794503,-0.849172,-0.8872333,0.0380613
20,0.9775444,0.76825505,"('rough', 'thoughtful')",1.2665794,1.0940956,1.122062,0.9311754,0.1908866
39,0.92856544,0.99238396,"('exploitative', 'cooperative')",0.49007583,0.9094561,0.7093207,0.95092,-0.2415993
48,-0.89784515,-0.8713625,"('unintelligent', 'intelligent')",0.07066553,0.014832238,-0.4135898,-0.4282651,0.0146753
53,-0.8953317,-0.90673685,"('uncreative', 'creative')",1.1543636,0.9551607,0.129516,0.0242119,0.1053041
12,-0.8829277,-0.8483022,"('unsupportive', 'supportive')",-0.778746,-0.87504447,-0.8308369,-0.8616734,0.0308365
51,-0.8529784,-0.62379026,"('uneducated', 'educated')",0.6917306,0.8550122,-0.0806239,0.115611,-0.1962349
25,-0.79764724,-0.6405454,"('egoistic', 'altruistic')",0.63979995,0.828079,-0.0789236,0.0937668,-0.1726904
6,-0.7602611,-0.73095065,"('distant', 'open')",-0.3342901,-0.42491215,-0.5472756,-0.5779314,0.0306558
29,0.75282204,0.6503871,"('unfair', 'fair')",-0.47485787,-0.74424094,0.1389821,-0.0469269,0.185909
21,-0.747347,-0.446369,"('immoral', 'moral')",-0.8406181,-0.4254648,-0.7939825,-0.4359169,-0.3580656
28,-0.74505454,-0.54075795,"('disloyal', 'loyal')",1.1254022,1.0155944,0.1901738,0.2374182,-0.0472444
26,-0.7351634,-0.72621316,"('hardhearted', 'benevolent')",2.4517264,2.3482337,0.8582815,0.8110102,0.0472713
44,0.7256541,0.69628984,"('prejudiced', 'unprejudiced')",-1.4637678,-1.1728998,-0.3690568,-0.238305,-0.1307518
78,-0.677409,-0.9944681,"('nonresilient', 'resilient')",0.85361564,-0.010477221,0.0881033,-0.5024726,0.5905759
7,-0.66919935,-0.7719368,"('insensitive', 'sensitive')",0.65359735,0.19688152,-0.007801,-0.2875276,0.2797266
60,-0.57282215,-0.20573156,"('inefficient', 'efficient')",0.40960985,0.6325946,-0.0816061,0.2134315,-0.2950376
81,-0.5693586,-0.2366658,"('submissive', 'aggressive')",-0.33907154,0.088929996,-0.454215,-0.0738679,-0.3803471
76,-0.5693441,-0.23338552,"('anxious', 'daring')",0.1450979,0.4114779,-0.2121231,0.0890462,-0.3011693
67,0.5651619,0.8310769,"('doubtful', 'determined')",-0.67608756,-0.38012576,-0.0554628,0.2254756,-0.2809384
46,-0.5580981,-0.81948036,"('uncompetitive', 'competitive')",0.47673708,0.108132206,-0.0406805,-0.3556741,0.3149936
17,-0.5272555,-0.48534492,"('nasty', 'nice')",-1.4736979,-1.3668555,-1.0004767,-0.9261002,-0.0743765
85,-0.5083925,-0.5281836,"('insignificant', 'prestigious')",-0.85213923,-0.8450307,-0.6802659,-0.6866071,0.0063412
82,-0.5033063,-0.22176443,"('poor', 'rich')",4.88958,4.431463,2.1931367,2.1048491,0.0882876
52,-0.4944288,-0.5627641,"('irrational', 'rational')",-0.5480755,-0.36073223,-0.5212522,-0.4617482,-0.059504
35,0.49427176,0.3745868,"('corrupt', 'incorrupt')",-1.0466164,-0.89264554,-0.2761723,-0.2590294,-0.0171429
64,0.48500153,0.31308845,"('shy', 'confident')",-4.194716,-3.6267018,-1.8548572,-1.6568067,-0.1980505
77,-0.45898518,-0.58932996,"('unmotivated', 'motivated')",-0.872443,-0.7145262,-0.6657141,-0.6519281,-0.013786
80,0.44457725,0.15443859,"('dominated', 'dominating')",0.82710445,0.72716606,0.6358408,0.4408023,0.1950385
42,0.44161108,0.7639323,"('unreliable', 'reliable')",-1.5539583,-1.1070962,-0.5561736,-0.171582,-0.3845916
15,-0.40238476,-0.44642374,"('boring', 'funny')",-0.30210072,-0.063592315,-0.3522427,-0.255008,-0.0972347
54,-0.369604,-0.31600016,"('incapable', 'capable')",0.5180966,0.6453102,0.0742463,0.164655,-0.0904087
70,-0.3627327,-0.2745064,"('lethargic', 'energetic')",0.8377814,0.51800776,0.2375244,0.1217507,0.1157737
62,-0.36185434,-0.22028044,"('incompetent', 'brilliant')",0.6023907,0.7975798,0.1202682,0.2886497,-0.1683815
83,0.35604322,0.25226057,"('powerless', 'powerful')",-0.23411492,-0.3020673,0.0609642,-0.0249034,0.0858676
47,-0.3498308,-0.34088826,"('stupid', 'smart')",4.592318,4.052285,2.1212437,1.8556985,0.2655452
16,-0.33357495,-0.3472867,"('unpopular', 'popular')",-0.30927843,-0.530386,-0.3214267,-0.4388363,0.1174096
68,-0.33298296,-0.35752782,"('dependent', 'independent')",-0.74085,-0.7530303,-0.5369165,-0.5552791,0.0183626
34,0.33175462,0.48704496,"('mean', 'honorable')",4.030876,3.5510252,2.1813154,2.0190351,0.1622803
55,-0.33085892,-0.33295417,"('incompetent', 'clever')",0.4965324,0.56032777,0.0828367,0.1136868,-0.0308501
79,-0.31322002,-0.295409,"('wavering', 'unwavering')",-0.54233867,-0.6264351,-0.4277793,-0.4609221,0.0331428
5,-0.30105972,-0.24488936,"('distant', 'outgoing')",-0.4373689,-0.49447957,-0.3692143,-0.3696845,0.0004702
22,-0.28797185,-0.19647,"('untrustworthy', 'trustworthy')",-0.36423594,-0.34631366,-0.3261039,-0.2713918,-0.0547121
58,-0.27938253,-0.22425283,"('undiscriminating', 'discriminating')",1.1470745,0.65670174,0.433846,0.2162245,0.2176215
56,0.26014072,0.5126438,"('impractical', 'practical')",0.9848996,1.4031192,0.6225201,0.9578815,-0.3353614
31,-0.25476158,-0.41514224,"('evil', 'good')",-0.9482561,-1.0771278,-0.6015089,-0.746135,0.1446261
74,-0.21826044,0.11302376,"('undedicated', 'dedicated')",1.2429364,1.2364012,0.512338,0.6747125,-0.1623745
36,-0.20920748,-0.35081905,"('hostile', 'amicable')",0.15374014,0.17934018,-0.0277337,-0.0857394,0.0580057
4,-0.19306941,-0.31883243,"('disliked', 'liked')",-4.3607845,-3.8703067,-2.276927,-2.0945697,-0.1823573
49,-0.19025679,-0.22803342,"('unable', 'able')",-0.3829034,-0.24508683,-0.2865801,-0.2365601,-0.05002
30,-0.18952844,0.25252235,"('intolerant', 'tolerant')",0.83203757,1.1800684,0.3212546,0.7162954,-0.3950408
75,0.17958686,0.12342582,"('meek', 'impulsive')",-1.3651178,-1.3252194,-0.5927655,-0.6008968,0.0081313
71,-0.17833728,-0.32262367,"('diffident', 'self-confident')",0.2831532,-0.1785061,0.052408,-0.2505649,0.3029729
40,-0.1559325,-0.17374091,"('stingy', 'generous')",-1.4586719,-1.4123496,-0.8073022,-0.7930452,-0.014257
66,0.15187201,-0.19910565,"('inactive', 'active')",1.1410203,0.6572119,0.6464462,0.2290531,0.4173931
87,0.1237538,-0.01596183,"('unsuccessful', 'successful')",1.6244134,1.4142036,0.8740836,0.6991209,0.1749627
3,-0.122138016,-0.07610213,"('repellent', 'pleasant')",-0.0024804585,0.091048256,-0.0623092,0.0074731,-0.0697823
2,-0.11399729,0.29362446,"('unlikable', 'likable')",0.38316822,0.8409317,0.1345855,0.5672781,-0.4326926
61,-0.096839994,-0.17814675,"('illogical', 'logical')",1.122751,0.9644086,0.5129555,0.3931309,0.1198246
33,0.095783345,-0.005555205,"('wrong', 'right')",-0.3353612,-0.4260378,-0.1197889,-0.2157965,0.0960076
65,0.08732226,0.21316539,"('insecure', 'secure')",0.70489097,0.928208,0.3961066,0.5706867,-0.1745801
50,-0.08071818,0.092505746,"('clumsy', 'skillful')",-0.5028024,-0.6075219,-0.2917603,-0.2575081,-0.0342522
37,0.06056273,0.031683426,"('fake', 'genuine')",0.8401945,0.70323443,0.4503786,0.3674589,0.0829197
59,0.050735388,0.045078747,"('foolish', 'wise')",-0.4050779,-0.36671165,-0.1771713,-0.1608164,-0.0163549
14,0.018534422,0.2142097,"('antisocial', 'social')",0.6512036,1.0152553,0.334869,0.6147325,-0.2798635
