,parker_male,parker_female,tuple,hannifin_male,hannifin_female,corp_male,corp_female,average_male,average_female,male-female
86,2.28145,2.3640707,"('uninfluential', 'influential')",-1.642203,-1.7409277,-0.520025,-0.5861871,0.0397407,0.0123186,0.0274221
44,-2.216472,-2.0949466,"('prejudiced', 'unprejudiced')",0.5296811,0.6652796,-1.5872765,-1.4237552,-1.0913558,-0.9511407,-0.1402151
45,2.1093423,2.1984022,"('incompetent', 'competent')",-0.284251,-0.034775663,0.22359149,0.17977804,0.6828943,0.7811348,-0.0982405
30,2.0537896,2.1068258,"('intolerant', 'tolerant')",0.34562847,0.39565265,0.89476335,0.92610574,1.0980604,1.1428614,-0.044801
43,2.049888,2.037306,"('irresponsible', 'responsible')",-0.5773903,-0.4637481,0.5353796,0.72010696,0.6692924,0.764555,-0.0952626
3,1.9884083,1.911956,"('repellent', 'pleasant')",-0.48645407,-0.56028706,0.94166446,1.0027701,0.8145396,0.7848129,0.0297267
73,-1.821642,-1.6206784,"('helpless', 'self-reliant')",0.7403692,0.72169083,-3.1041675,-3.2244287,-1.3951467,-1.3744721,-0.0206746
28,1.782935,1.7458463,"('disloyal', 'loyal')",-0.6132661,-0.6992821,0.91940475,0.9474534,0.6963579,0.6646725,0.0316854
63,1.7124357,1.7881128,"('unperceptive', 'insightful')",-1.716424,-1.6002733,0.7487259,0.733742,0.2482459,0.3071938,-0.0589479
22,1.7075245,1.9033058,"('untrustworthy', 'trustworthy')",0.10022129,0.24859649,-0.68409413,-0.5900035,0.3745506,0.5206329,-0.1460823
48,1.6390282,1.7466058,"('unintelligent', 'intelligent')",-0.46445704,-0.4173913,0.7589474,0.8275646,0.6445062,0.7189264,-0.0744202
25,-1.6115993,-1.7578583,"('egoistic', 'altruistic')",-0.6049554,-0.8476768,0.9875172,0.6947549,-0.4096792,-0.6369267,0.2272475
1,-1.5757065,-1.69468,"('unfriendly', 'friendly')",-2.2731376,-2.2971747,0.9524443,0.5829609,-0.9654666,-1.1362979,0.1708313
39,1.5690254,1.513585,"('exploitative', 'cooperative')",0.6452384,0.4653628,0.28430915,0.36584187,0.8328577,0.7815965,0.0512612
57,1.5083714,1.6629047,"('unimaginative', 'imaginative')",-0.67495644,-0.54031175,-2.990682,-3.048917,-0.719089,-0.642108,-0.076981
74,1.5047728,1.4468592,"('undedicated', 'dedicated')",-0.6524588,-0.61012405,-0.3184283,-0.41964522,0.1779619,0.13903,0.0389319
66,-1.4932549,-1.6085306,"('inactive', 'active')",-0.15736395,-0.42268163,0.48768777,0.29993948,-0.3876437,-0.5770909,0.1894472
32,1.493072,1.5310358,"('unkind', 'kind')",-1.210076,-1.00748,0.665113,0.7204631,0.3160363,0.4146729,-0.0986366
78,1.4890647,1.3411074,"('nonresilient', 'resilient')",-0.91442394,-0.8963683,0.4246961,0.3947611,0.3331123,0.2798334,0.0532789
11,1.4220947,1.4963969,"('unhelpful', 'helpful')",-0.69722956,-0.45361748,1.6179391,1.8072082,0.7809347,0.9499958,-0.1690611
87,1.4073418,1.2245784,"('unsuccessful', 'successful')",0.39290488,0.11957373,0.9996216,0.81819916,0.9332894,0.7207837,0.2125057
37,1.3915461,1.4028409,"('fake', 'genuine')",0.42622688,0.523719,0.42240018,0.5159125,0.7467244,0.8141575,-0.0674331
72,1.3742032,1.5475582,"('unambitious', 'ambitious')",-0.64727503,-0.58298784,-0.31868634,-0.13151465,0.1360806,0.2776852,-0.1416046
77,1.3691204,1.3670319,"('unmotivated', 'motivated')",-0.78506434,-0.80689687,-0.9960733,-0.93508035,-0.1373391,-0.1249818,-0.0123573
42,1.3304954,1.3545045,"('unreliable', 'reliable')",0.697207,0.75677776,-2.8568377,-2.770389,-0.2763785,-0.2197022,-0.0566763
12,1.3072339,1.408157,"('unsupportive', 'supportive')",-0.7713116,-0.6086816,-2.0321374,-2.1396828,-0.4987384,-0.4467358,-0.0520026
29,-1.222577,-1.2091391,"('unfair', 'fair')",-0.52331185,-0.4642187,-0.4406665,-0.4077057,-0.7288518,-0.6936878,-0.035164
82,1.2060804,1.2671062,"('poor', 'rich')",-0.2755275,-0.13499185,6.134068,6.497602,2.3548737,2.5432388,-0.1883651
50,-1.1947016,-1.2617979,"('clumsy', 'skillful')",0.28114575,0.08480047,0.31379652,0.18937026,-0.1999198,-0.329209,0.1292892
24,1.1657499,1.1564592,"('dishonest', 'honest')",-0.61255836,-0.57195663,0.5325682,0.6539642,0.3619199,0.4128222,-0.0509023
18,-1.1343683,-1.0675169,"('disagreeable', 'welcoming')",-0.120032415,-0.14951631,-0.560456,-0.7150942,-0.6049523,-0.6440425,0.0390902
20,1.0051671,1.1482118,"('rough', 'thoughtful')",0.027402848,0.22371355,1.102199,1.1161107,0.7115897,0.8293454,-0.1177557
26,-0.9847556,-0.9041692,"('hardhearted', 'benevolent')",-0.26214823,-0.20485005,1.5093341,1.2206427,0.0874768,0.0372078,0.050269
17,-0.9616732,-1.0706697,"('nasty', 'nice')",-0.11876805,-0.06997975,-0.97481805,-0.9509505,-0.6850864,-0.6972,0.0121136
38,-0.9174871,-0.77989,"('untruthful', 'truthful')",-1.0832529,-0.7847081,-0.5777265,-0.55787164,-0.8594888,-0.7074899,-0.1519989
68,0.90554094,0.9843278,"('dependent', 'independent')",-0.17307132,-0.11613078,-0.6831501,-0.5857268,0.0164398,0.0941567,-0.0777169
67,0.87009156,0.81420046,"('doubtful', 'determined')",0.23049799,0.1259604,-0.56545156,-0.5807602,0.1783793,0.1198002,0.0585791
71,-0.8429161,-0.80691886,"('diffident', 'self-confident')",-0.5478716,-0.57660806,0.07569547,0.08629747,-0.438364,-0.4324098,-0.0059542
27,-0.832528,-0.89077264,"('hardhearted', 'softhearted')",-0.38185504,-0.2090522,1.3290278,1.1447678,0.0382149,0.014981,0.0232339
15,-0.7907824,-0.7131944,"('boring', 'funny')",0.11344179,0.25665748,-0.53768337,-0.57321924,-0.405008,-0.343252,-0.061756
9,-0.7717778,-0.8416572,"('unaffectionate', 'caring')",-2.0510373,-2.0216117,1.1708783,1.093725,-0.5506456,-0.589848,0.0392024
83,0.71827924,0.8847837,"('powerless', 'powerful')",-0.3058109,-0.17683999,-1.0404396,-0.9208242,-0.2093238,-0.0709602,-0.1383636
84,0.69896406,0.73867834,"('inferior', 'superior')",0.38936177,0.34145764,1.1049792,1.0703679,0.7311017,0.7168346,0.0142671
49,0.6430994,0.720908,"('unable', 'able')",0.035895586,0.18219213,-0.145976,0.012596812,0.177673,0.3052323,-0.1275593
53,0.5394126,0.36936092,"('uncreative', 'creative')",-2.0466933,-2.1457727,0.38441408,0.2557693,-0.3742889,-0.5068808,0.1325919
41,0.49949983,0.5748261,"('unforgiving', 'forgiving')",-0.80822116,-0.6674413,-0.07579143,-0.34918243,-0.1281709,-0.1472659,0.019095
34,0.47309193,0.27252442,"('mean', 'honorable')",0.04343031,0.016831607,5.604791,5.7835264,2.0404379,2.0242942,0.0161437
88,0.44040844,0.38180628,"('low', 'eminent')",-0.9337561,-0.9029903,-0.41175523,-0.43755808,-0.301701,-0.3195807,0.0178797
2,0.37199742,0.36835578,"('unlikable', 'likable')",0.17532443,0.04311683,0.5186912,0.3126486,0.3553377,0.2413737,0.113964
40,-0.3148315,-0.32377115,"('stingy', 'generous')",-0.07566153,-0.052357048,-1.9905012,-2.3524895,-0.7936648,-0.9095392,0.1158744
47,0.2640751,0.29305923,"('stupid', 'smart')",0.2095338,0.29377875,5.3715034,5.571854,1.9483708,2.0528975,-0.1045267
58,-0.21420819,-0.09072394,"('undiscriminating', 'discriminating')",-0.99487895,-1.0346582,0.23611957,0.10300358,-0.3243225,-0.3407929,0.0164704
61,0.14672399,-0.054331742,"('illogical', 'logical')",-1.1089975,-1.2840618,0.5207133,0.39623564,-0.1471867,-0.3140526,0.1668659
64,0.09834826,0.24159694,"('shy', 'confident')",0.13752164,-0.04390975,-6.1658263,-6.288361,-1.9766521,-2.0302246,0.0535725
54,0.058989137,0.22960159,"('incapable', 'capable')",-0.5197149,-0.53495944,0.7772386,0.7787453,0.1055043,0.1577958,-0.0522915
