,parker_male,parker_female,tuple,hannifin_male,hannifin_female,corp_male,corp_female,average_male,average_female,male-female
35,-5.6159425,-5.664727,"('corrupt', 'incorrupt')",-0.20652339,-0.21172217,-0.9611617,-1.0565696,-2.2612092,-2.3110064,0.0497972
31,-5.408976,-5.494067,"('evil', 'good')",-1.1390378,-1.0509977,-1.1461369,-1.5095242,-2.5647168,-2.6848631,0.1201463
85,-5.1617393,-5.521553,"('insignificant', 'prestigious')",-1.1586725,-1.3840305,-0.5273845,-1.1697941,-2.2825988,-2.6917925,0.4091937
36,-4.9826846,-5.325671,"('hostile', 'amicable')",-1.0707371,-1.2158296,-0.2961417,-0.660231,-2.1165212,-2.4005774,0.2840562
60,4.9673824,5.0472794,"('inefficient', 'efficient')",-0.13285807,0.00887182,0.3449083,0.64297694,1.7264775,1.8997094,-0.1732319
55,4.8043714,4.887994,"('incompetent', 'clever')",0.58109945,0.6136717,0.5281103,0.5343822,1.9711938,2.012016,-0.0408222
46,4.4560866,4.4648294,"('uncompetitive', 'competitive')",-0.63465965,-0.5509462,-0.47156304,-0.42280334,1.1166213,1.1636933,-0.047072
81,4.412918,4.663247,"('submissive', 'aggressive')",0.9829553,1.0174003,-0.5079883,-0.44705233,1.629295,1.7445316,-0.1152366
62,4.3847127,4.609263,"('incompetent', 'brilliant')",0.20684496,0.4893708,0.45058393,0.65211844,1.6807138,1.9169175,-0.2362037
10,4.368365,4.282992,"('unsympathetic', 'sympathetic')",-1.2813311,-1.1643195,0.13410422,0.31851053,1.0737127,1.1457276,-0.0720149
69,-4.3416886,-4.470197,"('lazy', 'industrious')",0.64459854,0.33611345,-0.6860674,-1.1718737,-1.4610526,-1.7686524,0.3075998
5,-4.0754747,-4.0182834,"('distant', 'outgoing')",-1.1380149,-1.0893393,-0.9303441,-1.0471833,-2.0479445,-2.051602,0.0036575
6,-3.9912844,-4.1464553,"('distant', 'open')",-1.457269,-1.392414,-0.7512992,-0.9510534,-2.0666175,-2.1633075,0.09669
0,3.7494333,3.568271,"('unsociable', 'sociable')",-0.60635155,-0.74987847,0.024563087,-0.052390084,1.0558816,0.9220008,0.1338808
80,3.700201,3.6411202,"('dominated', 'dominating')",0.21006541,0.1703079,-0.9800536,-0.7611961,0.9767376,1.016744,-0.0400064
75,-3.6311374,-3.3373003,"('meek', 'impulsive')",0.3202648,0.4774016,-1.0244504,-1.11075,-1.4451076,-1.3235495,-0.1215581
21,3.6100538,3.759434,"('immoral', 'moral')",-0.18428129,-0.036568552,-0.17642735,-0.017177463,1.083115,1.2352293,-0.1521143
52,-3.5464313,-3.816107,"('irrational', 'rational')",-0.702701,-0.9174247,-0.112164676,-0.5030339,-1.4537656,-1.7455219,0.2917563
79,-3.5182369,-3.609829,"('wavering', 'unwavering')",-0.9555979,-0.8678472,-0.67706805,-0.68592507,-1.7169677,-1.7212005,0.0042328
23,3.4995217,3.3957312,"('insincere', 'sincere')",-1.167024,-0.9923327,5.686153,6.10329,2.6728834,2.835563,-0.1626796
56,3.4889271,3.7273686,"('impractical', 'practical')",-0.22295208,0.18873017,-0.589678,-0.26492995,0.892099,1.2170563,-0.3249573
76,3.3226352,3.3363726,"('anxious', 'daring')",0.5873227,0.7488395,0.088530466,0.42779168,1.3328295,1.5043346,-0.1715051
70,3.2353594,3.3798897,"('lethargic', 'energetic')",-0.089652315,0.0030552857,0.33471167,0.5979705,1.1601396,1.3269718,-0.1668322
65,3.2227829,3.265471,"('insecure', 'secure')",0.5720441,0.5114587,0.10534561,0.3908996,1.3000576,1.3892763,-0.0892187
14,3.1727774,3.1986415,"('antisocial', 'social')",0.50407565,0.42716464,0.16355094,0.025838854,1.2801347,1.217215,0.0629197
59,-3.0385463,-2.9544542,"('foolish', 'wise')",0.2618819,0.16927247,-0.11006015,-0.1955401,-0.9622416,-0.993574,0.0313324
4,-3.0301905,-2.943347,"('disliked', 'liked')",-0.40546805,-0.26093936,-7.484107,-8.028728,-3.6399218,-3.744338,0.1044162
8,-2.9427226,-3.0427287,"('unaffectionate', 'affectionate')",-1.6023865,-1.7026091,0.69290733,0.44261038,-1.2840672,-1.4342424,0.1501752
13,2.761237,2.7769172,"('impolite', 'polite')",-0.3502036,-0.1477987,-0.4785554,-0.31834078,0.6441593,0.7702592,-0.1260999
19,-2.6296883,-2.662762,"('inhospitable', 'hospitable')",-0.9639987,-0.7905824,-0.91746616,-0.876544,-1.5037177,-1.4432961,-0.0604216
7,2.5541492,2.4785047,"('insensitive', 'sensitive')",-0.61489165,-0.637704,0.6646518,0.7100186,0.8679698,0.8502731,0.0176967
51,2.495927,2.552687,"('uneducated', 'educated')",-0.52563435,-0.48996124,-0.05501625,-0.01934801,0.6384255,0.681126,-0.0427005
33,-2.4243379,-2.412206,"('wrong', 'right')",0.35963228,0.34206298,-0.78783345,-0.9511676,-0.9508464,-1.0071035,0.0562571
16,-2.2991755,-2.5575209,"('unpopular', 'popular')",-0.44806296,-0.6156851,0.17603849,-0.14352944,-0.8570666,-1.1055784,0.2485118
