,marsh_male,marsh_female,tuple,&_male,&_female,mclennan_male,mclennan_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
73,1.4814278,1.3718042,"('helpless', 'self-reliant')",0.5883572,0.5924851,1.9631946,1.7370517,0.37711173,0.39296347,-2.9369206,-3.1535454,0.2946342,0.1881518,0.1064824
82,-1.4319818,-1.7463206,"('poor', 'rich')",0.34252438,0.20237535,-0.7812617,-1.0019927,0.39451182,0.2946065,5.838064,5.6649337,0.8723714,0.6827204,0.189651
47,-1.4189389,-1.3344302,"('stupid', 'smart')",0.26968604,0.22904538,-1.4429026,-1.3439763,0.40109774,0.54105824,4.5507154,4.625887,0.4719316,0.5435168,-0.0715852
51,-1.4094738,-1.0758611,"('uneducated', 'educated')",0.644141,0.84347576,-1.2315197,-1.1767868,-0.29621163,-0.11404123,0.2938532,0.24505422,-0.3998422,-0.2556318,-0.1442104
7,1.3246646,1.162234,"('insensitive', 'sensitive')",0.4146369,0.2453166,-1.3680112,-1.6417577,-0.26732886,-0.31335762,0.77591836,0.7814246,0.1759759,0.046772,0.1292039
74,1.2417492,1.0848548,"('undedicated', 'dedicated')",1.1206276,0.8932236,-0.13611738,-0.36804846,0.56626976,0.667966,0.27953503,0.2846804,0.6144128,0.5125353,0.1018775
52,-1.1644194,-1.0438491,"('irrational', 'rational')",-0.39388436,-0.36520153,0.15709528,0.30658582,-1.0207419,-0.8799543,0.3382325,0.4135028,-0.4167436,-0.3137833,-0.1029603
16,-1.1464524,-1.255237,"('unpopular', 'popular')",0.119014606,0.11932729,-0.09255071,-0.24530369,-0.4466052,-0.38151973,0.3613673,0.4858568,-0.2410453,-0.2553753,0.01433
88,-1.0754013,-1.0744218,"('low', 'eminent')",-0.4695109,-0.33616287,-0.9392697,-0.96793354,-0.44002467,-0.40639237,0.51584363,0.47001395,-0.4816726,-0.4629793,-0.0186933
61,-1.0715959,-0.7080567,"('illogical', 'logical')",0.13948283,0.115133956,-2.445354,-2.1916337,-0.66608423,-0.5651909,0.06399596,0.12412746,-0.7959111,-0.645124,-0.1507871
36,-1.0678457,-1.0429224,"('hostile', 'amicable')",-1.2288702,-0.89591753,0.9158255,0.87275016,-0.37999588,-0.112311415,0.42316914,0.68024844,-0.2675434,-0.0996305,-0.1679129
71,1.0628034,0.89603925,"('diffident', 'self-confident')",-0.03554552,-0.0007069409,0.13307047,0.031223554,-0.17676185,-0.2926789,0.56345874,0.46450627,0.309405,0.2196766,0.0897284
2,-1.0200537,-0.77157295,"('unlikable', 'likable')",0.69790405,0.8156632,-0.1363616,0.05015244,0.7800598,0.8362289,0.5610092,0.5559905,0.1765115,0.2972924,-0.1207809
77,-1.0139776,-1.3856088,"('unmotivated', 'motivated')",0.1426986,0.07997741,-1.3912587,-1.6483649,-0.18624845,-0.35657716,-1.0744112,-1.0345486,-0.7046395,-0.8690244,0.1643849
18,-1.0007666,-1.1459228,"('disagreeable', 'welcoming')",0.3687093,0.26854318,0.16984585,-0.015944114,-1.887777,-1.8199391,-0.42600256,-0.31826353,-0.5551982,-0.6063053,0.0511071
32,-0.9924071,-0.89872104,"('unkind', 'kind')",0.28260937,0.19820166,-2.095987,-2.0787528,0.47916502,0.45785412,1.1594648,0.97891665,-0.233431,-0.2685003,0.0350693
65,-0.9868152,-0.6711297,"('insecure', 'secure')",0.842557,0.8847499,-2.5601988,-2.3358114,0.01036983,0.22214934,-0.8490229,-0.73901755,-0.708622,-0.5278119,-0.1808101
44,-0.9845644,-0.9603419,"('prejudiced', 'unprejudiced')",-1.4807006,-1.5400603,1.3173724,1.4152185,-0.82437485,-0.88100404,-1.4995991,-1.6110057,-0.6943733,-0.7154387,0.0210654
54,-0.96241885,-1.00761,"('incapable', 'capable')",-0.13589418,-0.37777162,-0.08978612,-0.18016621,-0.40279216,-0.5403125,1.3083661,1.1027262,-0.0565051,-0.2006268,0.1441217
83,-0.9600022,-0.92360675,"('powerless', 'powerful')",-0.14162464,-0.01677794,-1.2181345,-1.1676633,-1.3091034,-1.2839818,-0.9606144,-1.0757692,-0.9178958,-0.8935598,-0.024336
