,du_male,du_female,tuple,pont_male,pont_female,ei_male,ei_female,de_male,de_female,nemours_male,nemours_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
88,-2.2287703,-2.039959,"('low', 'eminent')",-1.4934176,-1.3505836,-1.6496333,-1.6888579,-2.157352,-2.0836015,-1.1943202,-1.2348675,0.2709576,0.12460932,-0.97814983,-0.97974664,-1.3472407,-1.3218581,-0.0253826
45,-1.6682593,-1.5215467,"('incompetent', 'competent')",-1.3137178,-1.1766956,-0.35668108,-0.40657923,-0.75330335,-0.5533933,-2.9449673,-2.989581,0.24048498,0.35888472,-1.1036823,-1.1443708,-1.1285894,-1.0618974,-0.066692
28,-1.6673642,-1.579224,"('disloyal', 'loyal')",-0.79644287,-0.84769595,-0.8181045,-0.9261606,-1.5646728,-1.5281622,-2.0598707,-2.1591253,0.0084109325,-0.083541155,-0.12523623,-0.28698698,-1.0033257,-1.0586994,0.0553737
86,-1.3134726,-1.3058494,"('uninfluential', 'influential')",-0.91034055,-0.80223686,-0.96630406,-0.9092579,-0.5012562,-0.4559477,-2.8004923,-2.9334273,0.44556928,0.5534636,-0.8876548,-0.8506961,-0.9905644,-0.9577074,-0.032857
29,1.2331452,1.3546168,"('unfair', 'fair')",1.682739,1.7168729,0.97624093,1.0089754,1.0843097,0.9492527,0.8753612,0.9024804,-0.2333141,-0.24961342,-0.8576058,-0.8461159,0.6801252,0.6909242,-0.010799
20,1.144625,1.1855454,"('rough', 'thoughtful')",0.9472521,0.7691029,0.36455244,0.37186006,0.4674616,0.4673417,0.19179188,0.15432309,1.0138999,0.91448164,0.10478341,0.09766952,0.6049095,0.5657606,0.0391489
67,1.1324898,0.98953843,"('doubtful', 'determined')",1.1111363,1.1023483,1.0551435,0.9563713,0.72085977,0.7726055,0.24641316,0.3565021,0.5171486,0.6236767,-0.18132815,-0.18777987,0.657409,0.6590375,-0.0016285
84,1.1245834,1.1159976,"('inferior', 'superior')",1.8806503,1.7973373,0.25775912,0.18501006,0.53636396,0.39020786,0.07665792,0.057390362,0.7841287,0.6515067,0.5743479,0.4554575,0.7477845,0.6647011,0.0830834
24,-1.1158179,-1.094167,"('dishonest', 'honest')",-1.8676132,-1.6644638,-0.58888173,-0.5778808,-1.4384407,-1.2795895,-2.509065,-2.471553,0.31538826,0.4050963,0.0334731,0.15823647,-1.0244224,-0.9320459,-0.0923765
59,1.1139177,1.1834655,"('foolish', 'wise')",1.4597056,1.5585692,0.4787321,0.3676204,-0.20523767,-0.18501672,0.98410296,1.1448811,0.83304995,0.8510846,0.2023564,0.20096762,0.6952324,0.7316531,-0.0364207
8,-1.0824897,-1.1839541,"('unaffectionate', 'affectionate')",-0.11356019,-0.100382626,-1.8669515,-1.9271377,-0.47783408,-0.46279082,-0.121046014,-0.121989466,-0.052962936,-0.05297365,1.0796407,1.0611556,-0.3764577,-0.3982961,0.0218384
73,1.0800427,1.2718792,"('helpless', 'self-reliant')",0.6474341,0.7983836,0.6520886,0.7249717,1.0777541,1.0992762,1.6125398,1.7185562,-0.44882974,-0.37288582,-3.1687973,-2.9397798,0.2074618,0.3286287,-0.1211669
