,cbre_male,cbre_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
68,-0.9995635,-0.9279917,"('dependent', 'independent')",-0.61910915,-0.60423535,-0.8575743,-0.8524846,-0.8254156,-0.7949039,-0.0305117
59,0.995764,0.9636995,"('foolish', 'wise')",-1.008838,-1.1114849,0.2192341,0.33413705,0.06872,0.0621172,0.0066028
26,0.9112872,0.6742341,"('hardhearted', 'benevolent')",1.5679809,1.4268827,1.759229,1.6051832,1.4128323,1.2354334,0.1773989
15,0.83957857,0.7358571,"('boring', 'funny')",-0.8964926,-0.87346613,0.54020023,0.556195,0.1610954,0.1395287,0.0215667
57,-0.8300987,-1.0083972,"('unimaginative', 'imaginative')",0.096193716,-0.03895707,-2.1786683,-2.563564,-0.9708578,-1.2036395,0.2327817
49,-0.8145065,-0.7490253,"('unable', 'able')",-1.0490907,-0.9493955,-0.49533787,-0.36616573,-0.7863117,-0.6881955,-0.0981162
12,0.80222505,0.7600816,"('unsupportive', 'supportive')",0.8142657,0.9111962,-1.6193553,-1.6641847,-0.0009548,0.0023644,-0.0033192
35,0.79601663,0.7629364,"('corrupt', 'incorrupt')",-1.7484574,-1.8422514,-0.07497472,-0.065465055,-0.3424718,-0.3815933,0.0391215
0,-0.7340014,-0.89771515,"('unsociable', 'sociable')",0.5428109,0.5727325,-0.66624993,-0.6773175,-0.2858135,-0.3341,0.0482865
53,-0.7172104,-0.7758948,"('uncreative', 'creative')",-0.11184559,-0.1772247,1.0130967,1.0238057,0.0613469,0.0235621,0.0377848
85,0.70036423,0.5518455,"('insignificant', 'prestigious')",-0.81336856,-0.9692551,0.44010022,0.46669692,0.109032,0.0164291,0.0926029
61,0.6717017,0.58905816,"('illogical', 'logical')",0.036443867,-0.070936,0.28909397,0.28161308,0.3324132,0.2665784,0.0658348
48,-0.6675436,-0.7998003,"('unintelligent', 'intelligent')",-0.16008973,-0.12668483,0.09630872,0.09646436,-0.2437749,-0.2766736,0.0328987
72,-0.64967513,-0.609007,"('unambitious', 'ambitious')",0.67391706,0.79058427,-0.70867926,-0.489651,-0.2281458,-0.1026912,-0.1254546
5,-0.63640004,-0.63145596,"('distant', 'outgoing')",-2.1653233,-2.1915348,-0.30477,-0.13743155,-1.0354977,-0.9868074,-0.0486903
62,0.63595414,0.7977916,"('incompetent', 'brilliant')",0.86652327,1.1454908,-0.07599117,0.16360423,0.4754954,0.7022955,-0.2268001
63,0.6166928,0.6931215,"('unperceptive', 'insightful')",1.5831637,1.6655803,0.99052703,1.0009967,1.0634611,1.1198994,-0.0564383
6,-0.59513104,-0.6762536,"('distant', 'open')",-2.3583207,-2.50005,0.16627787,0.3305059,-0.9290579,-0.9485993,0.0195414
44,-0.582487,-0.5688622,"('prejudiced', 'unprejudiced')",-0.5745815,-0.52832466,-1.435283,-1.3773504,-0.8641171,-0.8248458,-0.0392713
77,-0.5716085,-0.5502532,"('unmotivated', 'motivated')",0.52081746,0.48464745,-1.4120543,-1.5240629,-0.4876151,-0.5298895,0.0422744
7,0.567143,0.31695193,"('insensitive', 'sensitive')",0.77419305,0.79939806,1.3260288,1.2527082,0.8891216,0.789686,0.0994356
70,-0.5144213,-0.46323258,"('lethargic', 'energetic')",0.9933754,1.0593799,1.0097917,0.9414967,0.4962486,0.512548,-0.0162994
56,0.48680395,0.71388674,"('impractical', 'practical')",0.86888945,1.139708,-0.30683294,-0.2681357,0.3496201,0.5284864,-0.1788663
17,0.47866005,0.3412261,"('nasty', 'nice')",-0.6432624,-0.7090688,-0.4943492,-0.4623002,-0.2196505,-0.2767143,0.0570638
76,-0.44734874,-0.31384647,"('anxious', 'daring')",0.3914385,0.5426975,-0.016430296,0.09532097,-0.0241135,0.1080573,-0.1321708
30,0.43967772,0.44834852,"('intolerant', 'tolerant')",0.6873522,0.75414836,0.85910136,0.92804116,0.6620437,0.7101793,-0.0481356
79,-0.42346355,-0.40212658,"('wavering', 'unwavering')",-1.9141945,-1.949734,-0.15300325,-0.042455852,-0.8302204,-0.7981055,-0.0321149
25,0.4215117,0.34635344,"('egoistic', 'altruistic')",-0.32305312,-0.4609467,1.6100574,1.6453538,0.5695053,0.5102535,0.0592518
75,-0.41753063,-0.17787486,"('meek', 'impulsive')",-1.4116051,-1.3736811,-0.48606554,-0.41806367,-0.7717338,-0.6565398,-0.115194
21,-0.4039201,-0.33400187,"('immoral', 'moral')",0.45368952,0.6149082,-1.0219154,-1.0195861,-0.3240487,-0.2462266,-0.0778221
4,0.39570498,0.3859222,"('disliked', 'liked')",-0.19090426,-0.14890884,-6.6355653,-6.91677,-2.1435882,-2.2265855,0.0829973
9,0.39396322,0.16195819,"('unaffectionate', 'caring')",-0.06419495,-0.18081352,1.2613628,1.3537695,0.530377,0.4449714,0.0854056
8,-0.39023808,-0.5474756,"('unaffectionate', 'affectionate')",-0.4413104,-0.5324446,0.81965137,1.0161949,-0.0039657,-0.0212417,0.017276
36,0.38738915,0.11865986,"('hostile', 'amicable')",-1.3857982,-1.6910129,0.39912853,0.35887116,-0.1997602,-0.404494,0.2047338
55,-0.36678597,-0.50382096,"('incompetent', 'clever')",1.1733032,1.1909361,-0.07977866,-0.11729695,0.2422462,0.1899394,0.0523068
42,0.3476728,0.24764353,"('unreliable', 'reliable')",0.887328,0.86532533,-2.975507,-3.1212888,-0.5801687,-0.66944,0.0892713
81,-0.34615448,-0.062928475,"('submissive', 'aggressive')",1.7532759,1.898621,-1.0181004,-1.0340469,0.1296737,0.2672152,-0.1375415
78,-0.34557945,-0.4329082,"('nonresilient', 'resilient')",0.9617711,0.9310968,-0.046718877,-0.16632217,0.1898242,0.1106221,0.0792021
51,-0.33682787,-0.3189529,"('uneducated', 'educated')",0.668707,0.7647892,0.6063347,0.557532,0.3127379,0.3344561,-0.0217182
84,0.33454677,0.18255346,"('inferior', 'superior')",0.090898074,0.0028027482,0.74982613,0.5853037,0.391757,0.2568866,0.1348704
67,-0.31815875,-0.16800874,"('doubtful', 'determined')",0.15893039,0.38100228,-0.92516077,-0.81402004,-0.361463,-0.2003422,-0.1611208
74,0.3109143,0.2642602,"('undedicated', 'dedicated')",1.4948331,1.5349663,0.19604015,0.1288814,0.6672626,0.6427027,0.0245599
13,-0.30931413,-0.21281269,"('impolite', 'polite')",0.12130385,0.3833422,-0.36352316,-0.2045207,-0.1838445,-0.0113304,-0.1725141
41,0.3061118,0.16930193,"('unforgiving', 'forgiving')",0.6288319,0.5967327,0.34982425,0.22649916,0.428256,0.3308446,0.0974114
11,0.3026288,0.23043711,"('unhelpful', 'helpful')",0.06144601,0.13558453,1.7652233,1.8570445,0.709766,0.741022,-0.031256
65,-0.29582623,-0.37728137,"('insecure', 'secure')",1.420215,1.3715534,-0.31972647,-0.29780626,0.2682208,0.2321553,0.0360655
40,0.28449702,0.17523405,"('stingy', 'generous')",0.27077147,0.15677744,-1.3329003,-1.5196515,-0.2592106,-0.39588,0.1366694
23,-0.28173578,-0.40454668,"('insincere', 'sincere')",0.5585706,0.59630775,5.9889946,6.2664742,2.0886099,2.1527451,-0.0641352
20,0.272065,0.15593937,"('rough', 'thoughtful')",1.4212104,1.463229,1.1628809,1.1285412,0.9520521,0.9159032,0.0361489
18,-0.26898164,-0.43029174,"('disagreeable', 'welcoming')",-0.8914913,-0.93877935,-0.4058171,-0.34336427,-0.5220966,-0.5708118,0.0487152
3,-0.26470423,-0.45110464,"('repellent', 'pleasant')",1.0433874,0.89753085,0.5665739,0.4624005,0.448419,0.3029422,0.1454768
60,-0.26424944,-0.1890327,"('inefficient', 'efficient')",1.6546098,1.8519813,-0.4438548,-0.21892557,0.3155018,0.481341,-0.1658392
32,0.22775361,0.15756291,"('unkind', 'kind')",1.0375841,1.1442839,0.9231023,1.0311648,0.72948,0.7776705,-0.0481905
27,-0.22141397,-0.322714,"('hardhearted', 'softhearted')",-0.64373696,-0.709823,1.2704676,1.2961513,0.1351056,0.0878714,0.0472342
22,0.21097125,0.102943726,"('untrustworthy', 'trustworthy')",0.99924046,1.0334917,-0.7944021,-0.7953444,0.1386032,0.113697,0.0249062
88,0.196616,0.106396794,"('low', 'eminent')",-1.1172565,-1.06739,-0.045055635,0.015514035,-0.3218987,-0.3151597,-0.006739
14,0.19025499,0.19996998,"('antisocial', 'social')",1.9793872,2.2717893,-0.21159315,-0.2404851,0.652683,0.743758,-0.091075
64,0.1820837,0.20862995,"('shy', 'confident')",1.0004258,1.007613,-6.551669,-6.937185,-1.7897199,-1.9069807,0.1172608
34,0.17198229,0.32356682,"('mean', 'honorable')",-0.1704312,-0.0840405,5.876108,6.169001,1.9592198,2.1361758,-0.176956
29,0.15673862,0.051913038,"('unfair', 'fair')",-0.22985674,-0.14178629,-0.29693133,-0.2723145,-0.1233498,-0.1207292,-0.0026206
24,-0.15536597,-0.07814796,"('dishonest', 'honest')",-0.27056527,-0.16078486,0.5630094,0.7438311,0.0456927,0.1682994,-0.1226067
50,0.1480935,-0.12198563,"('clumsy', 'skillful')",-0.21969864,-0.37662905,0.00797452,0.02017799,-0.0212102,-0.1594789,0.1382687
83,0.13414973,0.15106681,"('powerless', 'powerful')",-0.12723377,-0.012287324,-1.0163221,-1.0542017,-0.3364687,-0.3051407,-0.031328
47,-0.115918055,0.09086779,"('stupid', 'smart')",0.31619677,0.5795656,5.125897,5.544401,1.7753919,2.0716116,-0.2962197
19,-0.10332266,-0.050139017,"('inhospitable', 'hospitable')",-1.6705832,-1.6790794,-0.09353953,0.029916894,-0.6224818,-0.5664339,-0.0560479
38,-0.10055129,-0.0818905,"('untruthful', 'truthful')",-1.200896,-1.1407999,-0.25482628,-0.07105583,-0.5187579,-0.4312487,-0.0875092
31,0.09433754,-0.034037456,"('evil', 'good')",-1.1915164,-1.4119195,-0.78029674,-0.849552,-0.6258252,-0.7651696,0.1393444
43,-0.09354139,-0.005875948,"('irresponsible', 'responsible')",0.5294713,0.70113236,0.6233759,0.7177038,0.3531019,0.4709868,-0.1178849
28,-0.071544394,-0.4710504,"('disloyal', 'loyal')",0.5312656,0.34789276,1.1458061,1.0551449,0.5351758,0.3106624,0.2245134
1,-0.059406158,-0.37499234,"('unfriendly', 'friendly')",-0.15561326,-0.3333448,1.6899455,1.8026432,0.491642,0.3647687,0.1268733
37,-0.046873014,-0.25753736,"('fake', 'genuine')",0.25584424,0.16765684,0.67360514,0.70162886,0.2941921,0.2039161,0.090276
80,0.044968873,0.24395776,"('dominated', 'dominating')",1.5890824,1.7688098,-1.0076078,-1.0509706,0.2088145,0.320599,-0.1117845
45,-0.04475954,-0.16814487,"('incompetent', 'competent')",0.8080592,0.8234787,-0.3500344,-0.38060907,0.1377551,0.0915749,0.0461802
66,0.043353252,0.11538662,"('inactive', 'active')",0.45295998,0.45186144,0.95849186,0.83150285,0.484935,0.4662503,0.0186847
16,-0.035011493,-0.16288987,"('unpopular', 'popular')",-0.5400195,-0.59762436,0.11146979,0.12271477,-0.1545204,-0.2125998,0.0580794
54,0.013689324,0.008116203,"('incapable', 'capable')",-0.30075526,-0.34313416,1.0328661,1.2037431,0.2486001,0.2895751,-0.040975
