,goldman_male,goldman_female,tuple,sachs_male,sachs_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
85,3.8606737,3.386589,"('insignificant', 'prestigious')",4.200789,3.6635597,0.49374014,0.35226554,0.39546892,0.1541833,2.2376678,1.8891494,0.3485184
45,-3.249881,-2.5484498,"('incompetent', 'competent')",-2.3759947,-1.7937974,-0.6966642,-0.2380775,-0.76602423,-0.22305763,-1.772141,-1.2008456,-0.5712954
10,-3.0968707,-2.7169578,"('unsympathetic', 'sympathetic')",-2.5335596,-2.2855897,-0.56289554,-0.59579283,0.0947846,0.18189712,-1.5246353,-1.3541107,-0.1705246
36,3.007102,2.4271986,"('hostile', 'amicable')",3.1729116,2.6103199,-0.20915473,-0.4883057,0.17310587,-0.116024494,1.5359912,1.1082971,0.4276941
81,-2.9554687,-2.4844797,"('submissive', 'aggressive')",-1.5436268,-1.1596813,0.8359152,1.0010542,-0.6501172,-0.5683634,-1.0783244,-0.8028676,-0.2754568
60,-2.5320485,-1.9775535,"('inefficient', 'efficient')",-1.9453294,-1.4123591,0.40272674,0.8199078,-0.11556657,0.26452664,-1.0475545,-0.5763696,-0.4711849
70,-2.5271308,-2.1443574,"('lethargic', 'energetic')",-1.2289277,-0.9154029,0.37097898,0.44478706,1.1142694,1.213564,-0.5677025,-0.3503523,-0.2173502
5,2.3529022,2.063054,"('distant', 'outgoing')",2.1323285,1.921501,-0.9200293,-0.8443167,-0.48360965,-0.51577216,0.7703979,0.6561166,0.1142813
55,-2.3165665,-2.1952765,"('incompetent', 'clever')",-2.1783128,-2.080337,0.13152952,0.006182924,-0.0006775409,0.17503208,-1.0910069,-1.0235996,-0.0674073
52,2.2442498,1.8217089,"('irrational', 'rational')",1.705871,1.4662919,-0.63113207,-0.5951152,-0.28460532,-0.24701823,0.7585959,0.6114668,0.1471291
82,-2.2412488,-1.8445978,"('poor', 'rich')",-2.1657505,-1.7149296,-1.1357905,-0.76061404,5.961444,6.351411,0.1046635,0.5078174,-0.4031539
22,-2.184825,-1.9473208,"('untrustworthy', 'trustworthy')",-2.0891292,-1.8698624,0.19981588,0.2853682,-0.96246785,-0.7326773,-1.2591516,-1.0661231,-0.1930285
33,2.0965335,2.0864418,"('wrong', 'right')",2.035797,1.9456413,0.1961247,0.33953485,-0.74140394,-0.6711012,0.8967628,0.9251292,-0.0283664
71,2.082822,1.9392514,"('diffident', 'self-confident')",3.2535727,2.964369,1.1401683,0.988834,0.73929477,0.6153471,1.8039644,1.6269504,0.177014
6,2.035408,1.7430669,"('distant', 'open')",1.7205834,1.4937508,-0.93864214,-1.0189307,0.16774324,0.05177779,0.7462732,0.5674163,0.1788569
66,2.0341406,1.6026517,"('inactive', 'active')",2.464891,1.9388338,2.1093538,1.7092179,1.4267701,0.8220935,2.0087888,1.5181992,0.4905896
9,1.8424109,2.0900862,"('unaffectionate', 'caring')",2.2897372,2.4124353,0.78138196,0.8442867,1.2089894,1.2992352,1.5306299,1.6615109,-0.130881
11,-1.7620658,-1.3117,"('unhelpful', 'helpful')",-1.2460518,-0.8612584,-0.70570314,-0.39996567,1.8720831,2.179485,-0.4604345,-0.0983598,-0.3620747
76,-1.7575308,-1.3969462,"('anxious', 'daring')",-1.364911,-1.232171,0.4825254,0.49705437,0.31548652,0.38158804,-0.5811075,-0.4376187,-0.1434888
79,1.747994,1.7227893,"('wavering', 'unwavering')",1.4369013,1.3466085,-0.74932384,-0.7659655,-0.0021133758,-0.13227156,0.6083645,0.5427902,0.0655743
13,-1.7470716,-1.1200016,"('impolite', 'polite')",-1.708706,-1.1883438,-0.24964426,0.067789644,-0.07129809,0.06976196,-0.94418,-0.5426984,-0.4014816
69,1.693966,1.4664606,"('lazy', 'industrious')",2.3570004,2.0649028,0.3737834,0.33307278,-1.105392,-1.3125633,0.8298395,0.6379682,0.1918713
28,-1.6929593,-1.341232,"('disloyal', 'loyal')",-1.239631,-0.8627001,-0.22878438,-0.21273282,0.95483595,1.1166521,-0.5516347,-0.3250032,-0.2266315
1,1.692608,1.6341177,"('unfriendly', 'friendly')",1.9384571,1.8909284,0.46497324,0.4758829,1.4267801,1.5077956,1.3807046,1.3771811,0.0035235
57,-1.61653,-1.3675358,"('unimaginative', 'imaginative')",-0.91500556,-0.83906555,-0.6376176,-0.6105173,-2.9450889,-2.7770915,-1.5285605,-1.3985525,-0.130008
83,1.5842044,1.4071434,"('powerless', 'powerful')",1.8551135,1.8183258,0.6455338,0.610483,-0.7335559,-0.791029,0.837824,0.7612308,0.0765932
3,-1.5475572,-1.5999033,"('repellent', 'pleasant')",-1.6203028,-1.7339716,0.66368186,0.5243353,0.48958808,0.67674357,-0.5036475,-0.533199,0.0295515
46,-1.5462422,-1.2608448,"('uncompetitive', 'competitive')",-1.1709727,-0.948604,0.633011,0.78139955,-0.7361707,-0.5942988,-0.7050937,-0.505587,-0.1995067
0,-1.534491,-1.4621879,"('unsociable', 'sociable')",-0.85798836,-1.0085498,0.05357966,-0.0005451329,-0.52101254,-0.4588276,-0.7149781,-0.7325276,0.0175495
65,-1.4692342,-1.1099467,"('insecure', 'secure')",-1.5755087,-1.2920295,0.8238705,0.8315482,0.082879215,0.11419627,-0.5344983,-0.3640579,-0.1704404
62,-1.4676964,-0.7773183,"('incompetent', 'brilliant')",-0.8860304,-0.31645614,0.11096486,0.6466401,-0.07926515,0.44201535,-0.5805068,-0.0012797,-0.5792271
73,1.4341366,1.6367522,"('helpless', 'self-reliant')",1.5268264,1.7898657,0.22859433,0.45078027,-3.6455436,-3.504095,-0.1139966,0.0933259,-0.2073225
30,-1.3933237,-1.0361133,"('intolerant', 'tolerant')",-1.0842034,-0.8073084,-0.5036922,-0.21148893,0.5475759,0.71904504,-0.6084108,-0.3339664,-0.2744444
48,-1.3864256,-1.2018781,"('unintelligent', 'intelligent')",-1.8109152,-1.5094502,-0.7621706,-0.79616886,-0.0060968176,0.18348683,-0.9914021,-0.8310025,-0.1603996
12,1.3623607,1.5350418,"('unsupportive', 'supportive')",1.76843,1.8510946,1.5718323,1.5980533,-1.4578677,-1.4278557,0.8111888,0.8890836,-0.0778948
14,-1.3059033,-1.0222784,"('antisocial', 'social')",-0.6851312,-0.51013875,1.1389241,1.2926555,-0.29604688,-0.38148507,-0.2870393,-0.1553117,-0.1317276
2,1.3008785,1.3274299,"('unlikable', 'likable')",1.9670498,2.0049307,2.064642,2.1938064,0.25959167,0.3772118,1.3980404,1.4758446,-0.0778042
35,1.3001139,1.1730134,"('corrupt', 'incorrupt')",1.4854926,1.1282393,-0.79813045,-0.94605654,-0.37157267,-0.57971627,0.4039758,0.19387,0.2101058
59,1.2830836,1.1625842,"('foolish', 'wise')",0.9886918,0.90531176,-0.68551356,-0.6780067,0.071725056,0.20286661,0.4144967,0.3981889,0.0163078
58,1.2809151,1.1056273,"('undiscriminating', 'discriminating')",1.4018906,1.1748736,1.5061462,1.3287905,0.32213533,0.2316022,1.1277719,0.9602234,0.1675485
24,-1.2788868,-1.0194111,"('dishonest', 'honest')",-1.6770343,-1.2262524,-0.81943715,-0.639004,0.6430259,0.85759246,-0.7830831,-0.5067688,-0.2763143
26,1.2670135,1.3686467,"('hardhearted', 'benevolent')",1.9616678,2.1537905,1.1610473,1.3160554,1.3516076,1.3366596,1.435334,1.543788,-0.108454
37,-1.2549042,-1.1492716,"('fake', 'genuine')",-0.56352556,-0.6136052,-0.12357053,-0.105801955,0.5877896,0.65881634,-0.3385527,-0.3024656,-0.0360871
40,1.2530454,0.9832055,"('stingy', 'generous')",0.7050625,0.83735335,1.1443781,0.930811,-1.5536318,-1.4694198,0.3872136,0.3204875,0.0667261
44,-1.2442768,-1.3193797,"('prejudiced', 'unprejudiced')",-1.0405107,-1.2500379,-0.43767938,-0.38594761,-1.5467876,-1.5526202,-1.0673136,-1.1269963,0.0596827
31,1.1984707,0.8148864,"('evil', 'good')",0.93884045,0.7479939,-0.7232901,-0.84880376,-1.0975697,-1.219708,0.0791129,-0.1264079,0.2055208
61,1.1844242,1.243352,"('illogical', 'logical')",0.76390195,0.88024455,0.066371426,0.19057071,0.3392093,0.2529068,0.5884767,0.6417686,-0.0532919
54,1.1755008,0.9108682,"('incapable', 'capable')",1.8599747,1.4830697,0.7735921,0.63546765,1.2732967,1.130993,1.2705911,1.0400996,0.2304915
34,1.1724359,1.1072658,"('mean', 'honorable')",1.4321424,1.3316724,0.31604582,0.4060976,6.4333744,6.307357,2.3384995,2.2880981,0.0504014
80,-1.1204603,-1.1533962,"('dominated', 'dominating')",-0.99699664,-1.0364484,1.4547117,1.3291668,-0.5634196,-0.54204416,-0.3065412,-0.3506805,0.0441393
86,-1.1086186,-0.94320387,"('uninfluential', 'influential')",-0.67437565,-0.36405814,0.14659947,0.1541326,0.17631379,0.17575029,-0.3650202,-0.2443448,-0.1206754
21,-1.1013364,-0.9342648,"('immoral', 'moral')",-0.79501766,-0.7265209,0.13330865,-0.01651851,-0.7781507,-0.83514905,-0.635299,-0.6281133,-0.0071857
56,-1.0422726,-0.22713941,"('impractical', 'practical')",-1.0635444,-0.55229485,0.11852716,0.54526335,-0.34582335,-0.09133297,-0.5832782,-0.081376,-0.5019022
51,-0.97375154,-1.0482539,"('uneducated', 'educated')",-0.22255027,-0.23170337,0.8601126,0.7242861,1.0070155,1.0197365,0.1677066,0.1160163,0.0516903
8,0.96677846,0.9781774,"('unaffectionate', 'affectionate')",1.7294691,1.7376652,0.27462086,0.14975257,0.596331,0.6909117,0.8917998,0.8891268,0.002673
78,0.8146354,0.672596,"('nonresilient', 'resilient')",1.3107467,1.1116198,1.616846,1.3977445,0.28608105,0.10425241,1.0070772,0.8215532,0.185524
20,0.80728346,0.60149086,"('rough', 'thoughtful')",0.78628874,0.5280799,1.6578492,1.4247935,1.2636665,1.0942203,1.128772,0.9121461,0.2166259
32,-0.79906356,-0.4055171,"('unkind', 'kind')",-0.3640986,-0.12981507,0.47790793,0.5845597,0.94291985,1.0765283,0.0644164,0.2814389,-0.2170225
43,-0.7371606,-0.44065952,"('irresponsible', 'responsible')",-0.23489842,0.008129997,0.5768977,0.8030061,0.7761196,0.8527891,0.0952396,0.3058164,-0.2105768
19,0.7367393,0.5386192,"('inhospitable', 'hospitable')",0.87250483,0.5393102,-1.0099732,-1.1760083,-0.07894086,-0.2114667,0.1300825,-0.0773864,0.2074689
87,0.7303485,0.9996829,"('unsuccessful', 'successful')",1.3919111,1.3794655,1.4103535,1.6052052,1.007757,0.9885917,1.1350925,1.2432363,-0.1081438
53,0.7179706,0.5007264,"('uncreative', 'creative')",0.50638,0.34520507,0.34256154,0.21645772,0.97726786,0.9138169,0.636045,0.4940515,0.1419935
88,-0.6774641,-0.5884365,"('low', 'eminent')",-0.69940454,-0.5919673,-1.753109,-1.6424838,-0.06668565,0.07329294,-0.7991658,-0.6873986,-0.1117672
77,-0.64789397,-0.61255646,"('unmotivated', 'motivated')",-0.24186221,-0.31771848,0.40901524,0.4265703,-1.1672342,-1.1356977,-0.4119938,-0.4098506,-0.0021432
68,-0.63650197,-0.8924382,"('dependent', 'independent')",-0.98155475,-1.3582615,-0.19327551,-0.3927708,-0.54759926,-0.64130425,-0.5897329,-0.8211936,0.2314607
49,-0.6157302,-0.59918535,"('unable', 'able')",-0.1819104,-0.54149914,-0.5879738,-0.6983167,-0.29863036,-0.43151075,-0.4210612,-0.567628,0.1465668
63,0.5442462,1.0046544,"('unperceptive', 'insightful')",0.96582854,1.3035462,1.5780536,1.7834424,1.1612612,1.3003547,1.0623474,1.3479993,-0.2856519
